Time frequency,Sex,Unit of measure,Geopolitical entity (reporting)\Time,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Females,Percentage of total employment,Austria,3.6,4.2,4.1,3.7,3.7,4.1,3.9,3.9,4.0,3.8,4.0 b,4.2,4.5
Annual,Females,Percentage of total employment,Belgium,3.4,3.9 b,3.5,3.9,3.7,3.7,4.1 b,4.2 b,4.1,4.2,4.4 b,4.3,4.2
Annual,Females,Percentage of total employment,Bulgaria,2.9,2.9,3.2,3.1,3.2,3.3,3.2,3.3,3.2,3.4,3.4 b,3.3 b,3.4
Annual,Females,Percentage of total employment,Switzerland,5.2,5.1,5.4,5.3,5.7,5.8,5.7,5.8,5.6,5.4,5.1 b,5.0,4.9
Annual,Females,Percentage of total employment,Cyprus,3.1,3.0,3.2,3.0,3.1 b,3.4,3.5,3.5,3.6,3.6,4.1 b,5.0,4.0
Annual,Females,Percentage of total employment,Czechia,4.3,4.4,4.3,4.3,4.1,4.5,4.4,4.2,4.3,4.5,4.4 b,4.2,4.6
Annual,Females,Percentage of total employment,Germany,4.0,4.3 b,4.2,4.2,4.1,4.1,4.1,4.0,4.0,3.7 b,4.1 b,4.2,4.1
Annual,Females,Percentage of total employment,Denmark,5.0,5.2,5.0,5.0,5.0,4.8 b,4.7 b,4.6,4.7,4.6,5.0 b,4.9,5.0 b
Annual,Females,Percentage of total employment,Estonia,6.6,7.5,6.5,5.7,6.4,6.7,6.9,6.8,6.1,6.4,6.3 b,5.1,5.9
Annual,Females,Percentage of total employment,Greece,3.4,3.7,3.7,3.4,3.2,3.5,3.5,3.7,3.9,3.8,4.2 b,4.5,4.1
Annual,Females,Percentage of total employment,Spain,2.8,2.9,3.0,3.1,3.2,3.3,3.4,3.3,3.4,3.4,3.5 bd,3.5 d,3.5 d
Annual,Females,Percentage of total employment,European Union - 27 countries (from 2020),3.5,3.7,3.7,3.7,3.7,3.7,3.8,3.8,3.8,3.8,4.0 b,4.1,4.0
Annual,Females,Percentage of total employment,Finland,5.4,5.4,5.3,5.3,5.3,5.0,4.9,5.4,5.8,5.7,5.1 b,5.3,5.0
Annual,Females,Percentage of total employment,France,3.1,3.2,3.2 b,3.1 b,3.0,3.1,3.4,3.5,3.6,3.7,3.9 bd,4.0 d,4.2 d
Annual,Females,Percentage of total employment,Croatia,3.7,3.9,3.3,4.3,3.9,3.2,3.5,3.5,4.0,4.3,3.6 b,3.3,3.5 b
Annual,Females,Percentage of total employment,Hungary,3.6,3.9,4.1,3.9,4.0,4.0,3.7,3.7,3.8,4.0,4.2 b,4.0,3.9
Annual,Females,Percentage of total employment,Ireland,3.6,3.4,3.9,3.9,3.8,4.0,3.6 b,3.4,3.2,3.4,2.9 b,3.2,3.1
Annual,Females,Percentage of total employment,Iceland,5.4,5.8,5.9,6.5,6.2,6.4,6.4,6.4,6.6,5.9 b,5.8 b,6.3,6.6
Annual,Females,Percentage of total employment,Italy,3.5,3.7,3.6,3.6,3.6,3.6,3.7,3.6 b,3.7,3.5,3.6 b,3.8,3.7
Annual,Females,Percentage of total employment,Lithuania,4.6,4.8,4.7,4.9,5.3,4.7,4.4,4.9,4.7,4.8,4.8 b,5.0,4.7
Annual,Females,Percentage of total employment,Luxembourg,5.5,6.0,5.8,6.9,6.0 b,6.3,5.2,6.3,6.1,5.1,5.3 b,5.8,6.9
Annual,Females,Percentage of total employment,Latvia,4.7,4.8,5.2,5.3,5.6,5.8,5.2,4.9,4.5,4.6,4.8 b,4.9,5.2
Annual,Females,Percentage of total employment,Montenegro,4.9,3.8,5.3,4.6,3.5,3.3,4.2,4.6,3.6,4.2,:,:,:
Annual,Females,Percentage of total employment,North Macedonia,4.4,4.7,4.2,3.8,3.7,4.3,4.1,3.9,3.6,3.7,:,:,:
Annual,Females,Percentage of total employment,Malta,3.2,3.7,3.8,3.9,4.0,3.6,4.8,6.1,5.4,4.2,3.2 b,4.1,4.8
Annual,Females,Percentage of total employment,Netherlands,4.1,4.1,4.3 b,4.2,4.2,4.2,4.4,4.4,4.6,4.6,5.0 b,5.4,5.3
Annual,Females,Percentage of total employment,Norway,4.6,4.5,4.4,4.1,4.1,4.0,4.0,3.8,4.0,4.2,4.4 b,4.6,4.3
Annual,Females,Percentage of total employment,Poland,3.5,3.5,3.5,3.8,3.9,3.9,4.1,4.2,4.0 b,4.1,4.1 b,4.2,4.3
Annual,Females,Percentage of total employment,Portugal,2.8,2.6,2.7,3.0,3.1,3.0,2.8,2.9,3.2,3.7,3.6 b,3.8,3.7
Annual,Females,Percentage of total employment,Romania,1.5,1.8,1.6,1.7,1.8,1.8,1.9,1.8,1.9,1.8,1.8 b,1.7,1.7
Annual,Females,Percentage of total employment,Serbia,1.6,1.8,3.8,3.9 b,3.2 b,3.2,3.5,3.2,3.3,3.6,3.3 b,3.7,3.9 b
Annual,Females,Percentage of total employment,Sweden,4.8,4.7,4.8,5.0,5.2,5.4,5.2,4.9 b,5.5,5.4,5.1 b,5.4,5.2
Annual,Females,Percentage of total employment,Slovenia,4.8,4.9,5.2,4.9,4.9,4.9,5.0,4.7,5.2,5.3,5.3 b,5.2,4.2
Annual,Females,Percentage of total employment,Slovakia,3.1,3.1,2.4,2.9,2.7,2.8,3.1,3.0,3.0,3.1,3.1 b,3.0,2.9
Annual,Females,Percentage of total employment,Türkiye,3.3,2.9,3.5,3.4 b,3.4,3.3,3.5,3.6,3.4,3.8,3.7 b,3.5,3.8
Annual,Females,Percentage of total employment,United Kingdom,3.8,3.8,4.0,3.9,4.1,4.1,4.2,4.0,4.1,:,:,:,:
Annual,Females,Thousand persons,Austria,67.2,79.5,79.8,71.2,72.3,81.5,77.8,79.0,82.6,77.2,81.4 b,88.6,95.3
Annual,Females,Thousand persons,Belgium,69.8,79.8 b,72.3,81.9,79.0,79.1,88.2 b,92.6 b,91.9,94.0,100.8 b,101.1,98.8
Annual,Females,Thousand persons,Bulgaria,40.8,40.8,43.9,43.9,44.9,46.2,47.5,48.8,47.9,49.0,48.6 b,45.3 b,46.9
Annual,Females,Thousand persons,Switzerland,101.6,102.4,108.6,110.2,119.3,123.9,123.5,126.4,123.8,119.3,111.5 b,108.9,111.3
Annual,Females,Thousand persons,Cyprus,5.9,5.5,5.5,5.3,5.4 b,5.9,6.4,6.7,6.9,7.1,8.3 b,10.6,8.9
Annual,Females,Thousand persons,Czechia,89.2,92.1,92.9,93.4,90.8,102.0,100.3,98.0,101.2,103.9,102.1 b,95.2,103.2
Annual,Females,Thousand persons,Germany,716.2,784.0 b,768.9,775.3,777.7,783.9,786.1,784.4,795.3,727.0 b,789.9 b,834.0,830.0
Annual,Females,Thousand persons,Denmark,62.8,65.6,62.8,62.4,63.8,62.2 b,61.2 b,60.6,63.0,61.6,68.5 b,69.5,71.7 b
Annual,Females,Thousand persons,Estonia,20.0,23.1,20.1,17.3,19.8,21.0,22.0,21.7,19.6,20.3,20.2 b,17.2,20.7
Annual,Females,Thousand persons,Greece,56.8,56.1,52.9,49.9,48.4,54.7,54.9,59.1,63.6,61.6,70.1 b,79.1,72.9
Annual,Females,Thousand persons,Spain,229.2,233.4,231.3,244.0,257.5,276.9,292.6,286.0,307.6,296.9,321.4 bd,333.0 d,340.3 d
Annual,Females,Thousand persons,European Union - 27 countries (from 2020),2983.2,3136.9,3094.2,3156.9,3195.5,3284.4,3388.4,3424.9,3523.8,3434.1,3624.2 b,3813.7,3851.4
Annual,Females,Thousand persons,Finland,64.2,65.5,63.1,63.0,63.2,58.8,58.9,66.4,71.4,69.2,62.5 b,68.1,65.2
Annual,Females,Thousand persons,France,376.1,388.0,397.3 b,388.3 b,378.1,399.7,433.5,457.9,468.9,480.8,529.9 bd,560.1 d,585.3 d
Annual,Females,Thousand persons,Croatia,26.9,27.8,23.4,30.8,28.6,23.7,25.9,26.5,30.9,32.2,27.9 b,26.2,26.6 b
Annual,Females,Thousand persons,Hungary,63.3,69.9,73.1,72.6,77.8,79.8,74.7,75.7,76.9,79.6,91.1 b,87.7,85.6
Annual,Females,Thousand persons,Ireland,32.1,29.6,35.0,35.3,35.8,39.0,36.3 b,35.2,34.7,35.4,32.8 b,38.6,39.0
Annual,Females,Thousand persons,Iceland,4.3,4.7,4.9,5.5,5.4,5.7,5.8,5.9,6.1,5.3 b,5.2 b,6.2,6.6
Annual,Females,Thousand persons,Italy,328.7,347.2,329.9,335.0,336.4,339.2,362.0,351.9 b,358.5,333.9,338.9 b,371.8,372.0
Annual,Females,Thousand persons,Lithuania,29.8,31.5,30.7,33.0,36.3,32.7,30.8,33.9,32.8,32.4,32.9 b,36.2,34.0
Annual,Females,Thousand persons,Luxembourg,5.4,6.2,6.1,7.5,7.0 b,7.4,6.5,8.2,8.1,6.9,7.5 b,8.5,10.2
Annual,Females,Thousand persons,Latvia,20.8,21.3,23.6,23.7,25.2,26.4,23.7,22.6,20.8,20.7,21.0 b,22.3,23.2
Annual,Females,Thousand persons,Montenegro,4.2,3.4,4.8,4.5,3.6,3.3,4.3,4.8,3.9,4.1,:,:,:
Annual,Females,Thousand persons,North Macedonia,11.3,12.2,11.4,10.1,10.3,12.2,12.0,11.6,11.6,12.0,:,:,:
Annual,Females,Thousand persons,Malta,1.9,2.4,2.7,2.9,3.1,3.0,4.2,5.8,5.4,4.4,3.5 b,4.8,5.9
Annual,Females,Thousand persons,Netherlands,158.1,158.5,164.4 b,158.9,161.3,164.5,173.8,181.8,195.0,191.9,219.0 b,241.9,241.8
Annual,Females,Thousand persons,Norway,55.0,55.4,54.3,51.2,51.6,50.6,50.4,48.1,51.7,53.3,57.5 b,61.9,58.8
Annual,Females,Thousand persons,Poland,240.6,244.5,243.9,266.6,281.0,285.5,301.8,308.3,302.1 b,307.0,320.3 b,333.7,340.2
