Time frequency,Unit of measure,Rail network Segment (2015),Train category\Time,2015.0
Annual,Number,Dobova Meja -  Dobova,Goods trains,1672.0
Annual,Number,Dobova Meja -  Dobova,Passenger trains,2263.0
Annual,Number,Dobova -  Sevnica,Goods trains,2510.0
Annual,Number,Dobova -  Sevnica,Passenger trains,7987.0
Annual,Number,Sevnica -  Zidani Most,Goods trains,2317.0
Annual,Number,Sevnica -  Zidani Most,Passenger trains,9213.0
Annual,Number,Zidani Most -  Ljubljana Zalog,Goods trains,8897.0
Annual,Number,Zidani Most -  Ljubljana Zalog,Passenger trains,14179.0
Annual,Number,Ljubljana Zalog -  Ljubljana Moste,Goods trains,12505.0
Annual,Number,Ljubljana Zalog -  Ljubljana Moste,Passenger trains,15109.0
Annual,Number,Ljubljana Moste -  Ljubljana,Goods trains,12909.0
Annual,Number,Ljubljana Moste -  Ljubljana,Passenger trains,18404.0
Annual,Number,Ljubljana -  Ljubljana Siska,Goods trains,7451.0
Annual,Number,Ljubljana -  Ljubljana Siska,Passenger trains,13027.0
Annual,Number,Ljubljana Siska -  Kranj,Goods trains,6740.0
Annual,Number,Ljubljana Siska -  Kranj,Passenger trains,7546.0
Annual,Number,Kranj -  Jesenice,Goods trains,6362.0
Annual,Number,Kranj -  Jesenice,Passenger trains,6423.0
Annual,Number,Jesenice -  Jesenice Meja,Goods trains,5982.0
Annual,Number,Jesenice -  Jesenice Meja,Passenger trains,2291.0
Annual,Number,Metlika Meja -  Metlika,Goods trains,2.0
Annual,Number,Metlika Meja -  Metlika,Passenger trains,1045.0
Annual,Number,Metlika -  Novo Mesto,Goods trains,154.0
Annual,Number,Metlika -  Novo Mesto,Passenger trains,3188.0
Annual,Number,Novo Mesto -  Trebnje,Goods trains,557.0
Annual,Number,Novo Mesto -  Trebnje,Passenger trains,5063.0
Annual,Number,Trebnje -  Grosuplje,Goods trains,498.0
Annual,Number,Trebnje -  Grosuplje,Passenger trains,4407.0
Annual,Number,Grosuplje -  Ljubljana,Goods trains,762.0
Annual,Number,Grosuplje -  Ljubljana,Passenger trains,5173.0
Annual,Number,Sevnica -  Trebnje,Goods trains,5.0
Annual,Number,Sevnica -  Trebnje,Passenger trains,1781.0
Annual,Number,Zidani Most -  Celje,Goods trains,8110.0
Annual,Number,Zidani Most -  Celje,Passenger trains,10965.0
Annual,Number,Celje -  Grobelno,Goods trains,8243.0
Annual,Number,Celje -  Grobelno,Passenger trains,13363.0
Annual,Number,Grobelno -  Poljcane,Goods trains,7885.0
Annual,Number,Grobelno -  Poljcane,Passenger trains,10240.0
Annual,Number,Poljcane -  Pragersko,Goods trains,8001.0
Annual,Number,Poljcane -  Pragersko,Passenger trains,11497.0
Annual,Number,Stranje -  Grobelno,Goods trains,278.0
Annual,Number,Stranje -  Grobelno,Passenger trains,3117.0
Annual,Number,Pragersko -  Maribortezno,Goods trains,5585.0
