Time frequency,Unit of measure,Activity and employment status,Geopolitical entity (reporting)\Time,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Thousand annual working units (AWU),Employed persons,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,20.17,19.89,20.77,21.76,21.28,21.37,24.61,25.99,24.87,21.7,21.87,24.01,22.3,21.97,23.09,21.95,19.89,20.22,20.79,20.8,19.16,18.74,18.83,19.18
Annual,Thousand annual working units (AWU),Employed persons,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,10 d,10.5 d,11.13 d,11.52 d,10.5 d,12.42 d,11.91 d,11.91 d,:,11.55,11.55,11.5,:
Annual,Thousand annual working units (AWU),Employed persons,Belgium,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.4 e,2.4 e,2.4 e,2.4 e,2.4 e,2.3 e,:,:,2.23,:,:,:
Annual,Thousand annual working units (AWU),Employed persons,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,13.34 d,13.46 d,12.56 d,14.82 d,14.73 d,12.96 d,13.77 d,14.45 d,15.67 d,15.11 d,13.99 d,11.04,10.27,5.75,7.4,6.43,5.43,7.01,:
Annual,Thousand annual working units (AWU),Employed persons,Switzerland,:,:,:,:,16.22,14.77,13.45,12.85,12.92,12.68,11.96,12.09,11.84,12.14,14.96,11.7,11.38,11.73,11.77,11.29,11.37,10.88,11.11,10.33,10.31,10.16,9.54,9.81,10.61,9.77,9.68,9.98,9.9,9.64,9.87,10.42,10.73 e,10.46 e
Annual,Thousand annual working units (AWU),Employed persons,Cyprus,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.12 d,0.12 d,0.13 d,0.13 d,0.14 d,0.14 d,0.14 d,0.13 d,0.12 d,0.1 d,0.11 d,0.11 d,0.11 d,0.13 d,0.15,0.15,0.15,0.16,:
Annual,Thousand annual working units (AWU),Employed persons,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,27.4,28.7,26.5,25.7,24.8,24.3,23.4,22.9,22.1,22.2,21.6,21.5,21.7,21.8,21.9,22.0,22.0,21.8,:
Annual,Thousand annual working units (AWU),Employed persons,Germany,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,47.43 d,49.25 d,45.96 d,42.91 d,39.8 d,38.9 d,39.79 d,38.76 d,39.82 d,43.03,45.41,43.78,42.87,44.27,42.94,41.89,48.16,46.45,:
Annual,Thousand annual working units (AWU),Employed persons,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4.73,4.98,4.81,4.8,5.0,4.95,4.74,4.68,4.59,4.36,:,:,:,:
Annual,Thousand annual working units (AWU),Employed persons,Estonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.02 e,6.41 e,6.61 e,6.54 e,6.05 e,5.54 e,:,:,:,:,:,:
