Time frequency,Unit of measure,Activity and employment status,Geopolitical entity (reporting)\Time,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Thousand annual working units (AWU),Employed persons,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.79 d,8.32 d,5.52 d,6.06 d,4.69 d,4.74 d,3.91 d,4.63 d,4.77 d,4.26 d,10.33 d,9.23 d,10.73 d,12 d,12.86 d,13.21 d,10.05 d,9.32 d,:,:,:,:,:,:
Annual,Thousand annual working units (AWU),Employed persons,Spain,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,15.7 e,15.7 e,16.6 e,17.5 e,16.7 e,17.8 e,:,22.81,21.39,:,:,:
Annual,Thousand annual working units (AWU),Employed persons,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,458.39,461.06,482.32,502.23,489.93,490.3,:,:,:,:,:,:
Annual,Thousand annual working units (AWU),Employed persons,Finland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,20 d,20.6 d,22.6 d,21.9 d,20.9 d,23.3 d,23.5 d,25 d,24 d,21.7 d,20.6 d,21.7 d,20.4 d,20.8 d,25.11,24.66,0.53,0.54,:
Annual,Thousand annual working units (AWU),Employed persons,France,:,:,:,:,:,:,:,:,:,:,:,:,:,:,38.3 d,36.6 d,34 d,31.3 d,29.9 d,30.8 d,27.98,30.5 d,32.3 d,30.9 d,29.9 d,29.4 d,26.5,26.34,25.13,25.27,25.27,25.03,24.9,25.09,22.5,26.29,26.42,:
Annual,Thousand annual working units (AWU),Employed persons,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,14.93,13.57,13.31,13.12,13.89,13.83,15.29,14.12,14.49,14.49,17.83,:
Annual,Thousand annual working units (AWU),Employed persons,Hungary,:,:,:,:,:,:,:,:,:,:,:,:,:,:,11.9,:,:,:,:,8.7,8.84,9.23,8.77,9.12,:,:,17.88 e,19.41 e,19.81 e,19.69 e,20.33 e,20.58 e,:,:,19.47,19.02,18.75,:
Annual,Thousand annual working units (AWU),Employed persons,Ireland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.27 e,3.4 e,2.91 e,1.94 e,2.78 e,3.32 e,:,:,:,:,:,:
Annual,Thousand annual working units (AWU),Employed persons,Italy,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,36.92,37.36,36.7,37.55,37.91,38.18,39.36,39.45,36.0,36.98,36.69,:
Annual,Thousand annual working units (AWU),Employed persons,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,12.63 d,12.17 d,13.73 d,13.75 d,12.69 d,13.17 d,:,:,:,:,:,:
Annual,Thousand annual working units (AWU),Employed persons,Luxembourg,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.48 d,0.48 d,0.48 d,0.45 d,0.5 e,0.51 e,0.53 e,0.51 e,0.56 e,0.57 e,0.57 e,0.58 e,0.59 e,0.57 e,0.56,0.58,0.59,:
Annual,Thousand annual working units (AWU),Employed persons,Latvia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,16.6 e,16.87 e,17.55 e,18.81 e,17.85 e,17.22 e,:,:,:,:,:,:
Annual,Thousand annual working units (AWU),Employed persons,North Macedonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.93,1.03,1.07,1.06,1.1,:
Annual,Thousand annual working units (AWU),Employed persons,Malta,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,:,:,0 e,0 e,0 e,0 e,0 e,0 e,:,:,:,:,:,:
Annual,Thousand annual working units (AWU),Employed persons,Netherlands,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.56 d,1.5 d,:,:,:,:,:,2 d,2 d,2 d,2 d,2 d,2 d,:,:,2.17,:,2.0,:
Annual,Thousand annual working units (AWU),Employed persons,Norway,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,7.09 d,8.91 d,10.13 d,11.65 d,11.35 d,11.78 d,11.5 d,:,10.74 d,5.83,6 d,6 d,5.7 d,:,5.7,5.65,5.65,5.6,:
Annual,Thousand annual working units (AWU),Employed persons,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,36.8 d,37.3 d,:,38.98 d,:,:,47.4 d,47.7 d,48.2 d,48.5 d,57.24,60.77,62.07,62.66,61.48,58.89,56.18,55.0,:
Annual,Thousand annual working units (AWU),Employed persons,Portugal,14.17 d,19.33 d,20.67 d,22.13 d,20.92 d,20.53 d,14.8 d,13.87 d,13.61 d,12.7 d,13.21 d,13.23 d,13.4 d,13.94 d,14.31,14.59,14.83,14.86,14.32,14.45,14.04,14.21,14.03,11.83,11.65,11.66,11.55,12.37,13.13,14.02,14.78,15.2,15.42,15.3,15.48,16.06,16.36,:
Annual,Thousand annual working units (AWU),Employed persons,Romania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,48.4,52.3,45.97,46.76,47.78,47.05,46.65,47.65,46.56,46.06,47.74,48.85,50.16,49.93,36.25,:
Annual,Thousand annual working units (AWU),Employed persons,Sweden,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,30.5 d,34.1 d,32.9 d,34.7 d,39.79 d,42.7 d,42.9 d,43.4 d,53.42,49.12,50.97,54.24,52.16,48.56,46.73,48.24,:
Annual,Thousand annual working units (AWU),Employed persons,Slovenia,:,:,:,:,:,:,:,:,:,5.58 d,5.45 d,5.47 d,5.31 d,5.17 d,5.14 d,5.03 d,5.65 d,5.19 d,4.65 d,5.99 d,5.86 d,6.04 d,6.17 d,6.05 d,5.35 d,5.4 d,5.35,5.82,7.45,7.51,7.49,7.23,7.31,7.31,6.91,6.35,6.34,6.25
Annual,Thousand annual working units (AWU),Employed persons,Slovakia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,13.4 d,12.46 d,11.92 d,12.15 d,9.87 d,9.3 d,8.7 d,8.86 d,8.11 d,22.79 d,21.43 d,19.98 d,19.65 d,17.93 d,19.85,18.68,18.72,18.61,:
Annual,Thousand annual working units (AWU),Self-employed persons,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,13.19,12.97,14.05,14.96,14.68,14.82,18.33,19.21,18.3,15.34,15.58,17.28,15.43,15.31,16.27,15.46,13.37,13.69,14.08,13.84,12.81,12.46,12.48,12.75
Annual,Thousand annual working units (AWU),Self-employed persons,Belgium,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.6 e,1.6 e,1.6 e,1.6 e,1.6 e,1.6 e,:,:,1.54,:,:,:
Annual,Thousand annual working units (AWU),Self-employed persons,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.34 d,0.36 d,0.34 d,0.33 d,0.19,0.25,0.54,0.26,0.0,0.0,0.07,:
Annual,Thousand annual working units (AWU),Self-employed persons,Switzerland,:,:,:,:,6.84,6.96,6.35,5.93,6.11,5.92,5.7,5.74,5.64,5.8,6.71,5.62,5.5,5.9,5.82,5.71,5.67,5.53,5.65,5.07,5.04,4.99,4.59,4.84,5.4,4.82,4.89,5.12,4.93,4.83,5.0,5.32,5.55 e,5.41 e
Annual,Thousand annual working units (AWU),Self-employed persons,Cyprus,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.01 d,0.01 d,0.01 d,0.01 d,0.01 d,0.01 d,:,:,:,:,:,:
Annual,Thousand annual working units (AWU),Self-employed persons,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,8.33 e,8.02 e,8.1,8.0,7.7,7.6,7.6,7.5,7.7,7.6,7.3,:
Annual,Thousand annual working units (AWU),Self-employed persons,Germany,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.95,1.18,:,1.05,1.18,1.1,1.51,1.32,1.03,:
Annual,Thousand annual working units (AWU),Self-employed persons,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.1,2.06,1.79,1.77,1.99,1.99,1.74,1.68,1.62,1.49,:,:,:,:
Annual,Thousand annual working units (AWU),Self-employed persons,Estonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1 e,0.93 e,1 e,1.15 e,1.17 e,1.12 e,:,:,:,:,:,:
Annual,Thousand annual working units (AWU),Self-employed persons,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.44 d,3.29 d,3.54 d,4.83 d,3.68 d,2.38 d,:,:,:,:,:,:
Annual,Thousand annual working units (AWU),Self-employed persons,Spain,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3 e,3.1 e,3.6 e,4 e,4 e,3.9 e,:,:,:,:,:,:
Annual,Thousand annual working units (AWU),Self-employed persons,Finland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,8.22 d,7.86 d,7.7 d,7.7 d,7.2 d,7.7 d,7.7 d,8.44,8.11,0.08,0.08,:
Annual,Thousand annual working units (AWU),Self-employed persons,France,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,9.05,8.79,8.59,8.33,8.64,8.29,8.03,7.83,6.79,9.48,9.09,:
Annual,Thousand annual working units (AWU),Self-employed persons,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.4 e,1.5 e,0 e,0.72 e,0.95 e,0.81 e,:,:,:,:,:,:
Annual,Thousand annual working units (AWU),Self-employed persons,Hungary,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.17 e,1.55 e,1.6 e,1.58 e,1.55 e,1.59 e,:,:,4.9,2.73,3.69,:
Annual,Thousand annual working units (AWU),Self-employed persons,Ireland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.21 e,1.3 e,0.91 e,0.62 e,0.98 e,0.68 e,:,:,:,:,:,:
Annual,Thousand annual working units (AWU),Self-employed persons,Italy,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.55,6.58,6.74,7.12,7.24,7.49,7.73,7.75,6.17,7.2,7.16,:
Annual,Thousand annual working units (AWU),Self-employed persons,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.22 d,0.76 d,1.38 d,2.55 d,0.63 d,2.31 d,:,:,:,:,:,:
Annual,Thousand annual working units (AWU),Self-employed persons,Luxembourg,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,:
Annual,Thousand annual working units (AWU),Self-employed persons,Latvia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4.61 e,4.95 e,5.26 e,6.16 e,5.79 e,3.87 e,:,:,:,:,:,:
Annual,Thousand annual working units (AWU),Self-employed persons,Malta,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0 e,0 e,0 e,0 e,0 e,0 e,:,:,:,:,:,:
Annual,Thousand annual working units (AWU),Self-employed persons,Netherlands,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1 d,0 d,1 d,1 d,0 d,0 d,:,:,0.56,:,0.75,:
Annual,Thousand annual working units (AWU),Self-employed persons,Norway,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.92,3 d,3 d,:,:,3.0,3.0,3.0,3.0,:
Annual,Thousand annual working units (AWU),Self-employed persons,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,8.39 d,7.03 d,8.6 d,10.25,10.25,10.25,10.13,9.89,8.95,8.24,7.89,:
Annual,Thousand annual working units (AWU),Self-employed persons,Portugal,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.92 e,3.06 e,3.43 e,:,:,:,:,:,:,:,:,:
Annual,Thousand annual working units (AWU),Self-employed persons,Sweden,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,13.8 d,12.8 d,13.5 d,17.89 d,22 d,22.9 d,22.9 d,37.14,31.51,34.99,35.72,35.8,33.97,30.89,33.52,:
Annual,Thousand annual working units (AWU),Self-employed persons,Slovenia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.92,4.39,5.94,5.96,5.94,5.86,5.86,5.81,5.63,5.19,5.16,5.06
Annual,Thousand annual working units (AWU),Self-employed persons,Slovakia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.37 d,2.94 d,10.5 d,9.9 d,10.26 d,9.91 d,8.91 d,9.72,9.97,9.5,10.29,:
