Time frequency,National accounts indicator (ESA 2010),Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024,Avril-Juin 2024,Jullet-Septembre 2024
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Albania,295.5,289.5,338.6,342.5,387.6,337.4 p,378.1 p,379.0 p,407.3 p,355.1 p,394.3 p,385.7 p
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Austria,18277.4,18195.2,18276.3,17949.6,17935.6,18307.5,19280.6,18528.9,18993.6,18539.0,19045.5,18469.7
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Bosnia and Herzegovina,804.6,704.7,857.7,867.8,921.8,771.2,847.2,870.7,899.5,716.8,735.5,783.1
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Belgium,14402.5,15812.4,17244.0,17371.9,18108.5,17774.3 p,17037.8 p,16088.7 p,16211.7 p,16254.5 p,16417.3 p,16075.1 p
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Bulgaria,2172.8,2387.4,2683.9,2989.5,3284.5,3064.5,3015.8,3346.6,3287.3,3816.9 p,3470.7 p,3227.3 p
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Switzerland,35391.0,34857.0,35151.7,35955.5,36467.8,36437.7,36683.2,36469.2,37948.8,37175.0,38139.8,37701.6
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Cyprus,320.5,299.4,328.5,309.7,329.8,325.1,351.4,333.9,352.1,341.2,364.1,339.6
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Czechia,11879.8,12363.3,14454.5,13815.1,15037.8,14937.0,17069.5,15320.6,16211.7,14810.5,16938.3,15993.1
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Germany,178213.0 p,172324.0 p,184171.0 p,179505.0 p,186622.0 p,194912.0 p,195286.0 p,190370.0 p,195274.0 p,191420.0 p,195761.0 p,189051.0 p
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Denmark,12203.8,11607.7,12599.0,12034.1,12828.1,14223.5,15051.3,14520.0,16277.1,14983.0,15894.7,16005.8
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",482095.7,479046.7,507190.8,501027.3,529269.8,530260.0,533147.6,514712.3,535220.9,519365.6,526808.1,515319.5
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Euro area - 19 countries  (2015-2022),482095.7,479046.7,507190.8,501027.3,529269.8,527974.0,530656.2,512353.0,532899.8,517237.1,524402.3,512969.5
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Euro area – 20 countries (from 2023),483884.7,481038.4,509286.5,503066.6,531442.5,530260.0,533147.6,514712.3,535220.9,519365.6,526808.1,515319.5
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Estonia,1123.3,1075.3,1136.6,1111.7,1106.1,1186.2,1184.5,1096.8,1082.2,1070.3,1167.5,1092.7
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Greece,4242.5,4102.2 p,4990.4 p,5061.8 p,4873.8 p,4686.3 p,4958.4 p,5027.5 p,4988.8 p,4845.1 p,5414.1 p,5333.4 p
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Spain,38420.0,36681.0 p,37369.0 p,35445.0 p,41331.0 p,42667.0 p,40282.0 p,37730.0 p,42513.0 p,43924.0 p,42718.0 p,39520.0 p
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),European Union - 27 countries (from 2020),581649.8,565186.1,599939.7,595535.1,641584.5,626328.3,634713.6,613111.2,652303.1,615714.6,629107.4,613953.0
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Finland,10889.0,9802.0,10596.0,10288.0,11244.0,10227.0,10715.0,9975.0,9902.0,9255.0,10057.0,9923.0
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),France,58541.9,59213.8,63981.4,62320.8,67915.7,68586.2,69309.7,65685.5,71092.9,68631.1,68670.1,65471.4
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Croatia,1789.0,1991.9,2095.7,2038.8,2172.6,2286.1 p,2491.4 p,2359.0 p,2321.2 p,2128.5 p,2405.9 p,2349.5 p
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Hungary,7184.6,5782.2,7520.4,6859.5,8184.3,6955.0 p,9082.3 p,8389.5 p,9495.3 p,6814.7 p,8703.0 p,7847.4 p
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Ireland,37960.4,44598.6,42836.5,55098.7,50977.2,38807.3,37127.9,39467.7,34716.7,32337.8,30527.6,40445.3
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Italy,74065.0,73635.9,80452.5,71296.0,80640.1,81998.2,85021.9,76507.1,83516.1,80655.0,82247.2,74953.5
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Lithuania,2485.0,2546.4,2788.2,2909.0,2791.3,2649.5,2727.7,2747.1,2632.5,2557.8,2787.5,2875.3
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Luxembourg,925.3,747.6,776.0,717.6,726.4,727.7,691.8,715.3,666.0,663.0 p,629.2 p,658.6 p
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Latvia,1154.5,1018.2,1119.5,1069.3,1057.6,717.1,1213.4,1006.3,1466.0,638.6,1140.8,982.6
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Montenegro,48.2,41.1,71.5,65.8,53.1,41.2,58.8,66.7,54.5,50.9 p,56.6 p,66.0 p
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),North Macedonia,477.0,353.5,406.7,445.8,540.3,399.6 p,459.7 p,510.7 p,608.9 p,433.6 e,498.5 e,520.0 e
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Malta,272.0,251.3,283.4,298.7,319.7,293.3,318.8,318.6,340.0,320.9,351.3,343.3
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Netherlands,25614.0,24640.0,26391.0,24310.0,27495.0,27277.0,29279.0,27966.0,31218.0,28737.0,29797.0,27913.0
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Norway,6264.5,6779.7,6958.8,6636.8,7490.2,7096.3,6593.1,6754.7,6757.7,6825.9,6853.1,:
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Poland,32583.5,25688.2,23825.6,28095.3,39041.9,28395.6,27898.9,28937.6,40646.3,27716.1,26664.4,28420.6
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Portugal,6938.7,7177.3,7720.1,7619.0,7886.2,8006.0 e,8129.4 e,7629.5 e,7972.5 e,8022.7 e,8420.6 e,8051.8 e
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Romania,12045.4,7266.8,9159.8,10591.1,11630.1,8883.3 p,9708.1 p,10492.9 p,11840.9 p,8600.9 p,10125.3 p,9987.3 p
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Serbia,2222.3,2168.9 p,2433.3 p,2334.5 p,2485.1 p,2437.9 p,2520.4 p,2441.1 p,2595.7 p,2523.4 e,2648.8 e,2657.9 e
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Sweden,19639.7,18964.8,20319.4,18019.1,20126.1,19664.4,19847.9,17534.4,19482.1,19790.5,20573.5,16942.2
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Slovenia,2949.2,2171.1,2893.8,3164.2,3110.9,2520.5,3403.2,3340.1,3267.1,2556.5,3373.7,3474.0
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Slovakia,5489.6,4877.5,3556.0,5387.0,5259.8,6121.4,4504.0,8067.4,6796.6,6446.3,4985.1,7923.0
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Türkiye,42902.8,39077.8,48178.3,48255.2,53790.6,49184.2,47763.9,49423.7,53927.4,49830.5,48999.8,52292.0
Quarterly,"Value added, gross",Manufacturing,Million euro (NSA),Kosovo*,284.3,187.1,279.3,340.4,330.2,219.9,307.0,368.8,354.9,228.6 p,328.3 p,404.7 p
Quarterly,"Value added, gross",Manufacturing,Million euro (SCA),Albania,278.6,317.4,333.7,340.9,365.1,366.9 p,373.1 p,379.5 p,383.2 p,384.0 p,388.4 p,388.3 p
Quarterly,"Value added, gross",Manufacturing,Million euro (SCA),Austria,17820.1,18414.1,18018.6,18342.6,17542.3,18392.2,19165.7,19057.0,18660.8,18772.8,18877.6,18884.3
