Time frequency,Rail network segment (2020),Train category,Unit of measure\Time,2020.0
Annual,Draugyste/Klaipeda - Šiauliai,Goods trains,Number,14274.0
Annual,Draugyste/Klaipeda - Šiauliai,Other trains,Number,732.0
Annual,Draugyste/Klaipeda - Šiauliai,Passenger trains,Number,5490.0
Annual,Šiauliai - Radviliškis,Goods trains,Number,10980.0
Annual,Šiauliai - Radviliškis,Other trains,Number,732.0
Annual,Šiauliai - Radviliškis,Passenger trains,Number,5856.0
Annual,Radviliškis - Gaižiunai,Goods trains,Number,11712.0
Annual,Radviliškis - Gaižiunai,Other trains,Number,366.0
Annual,Radviliškis - Gaižiunai,Passenger trains,Number,3660.0
Annual,Gaižiunai - Kaišiadorys,Goods trains,Number,6222.0
Annual,Gaižiunai - Kaišiadorys,Other trains,Number,0.0
Annual,Gaižiunai - Kaišiadorys,Passenger trains,Number,1830.0
Annual,Kaišiadorys - Lentvaris,Goods trains,Number,10614.0
Annual,Kaišiadorys - Lentvaris,Other trains,Number,366.0
Annual,Kaišiadorys - Lentvaris,Passenger trains,Number,8052.0
Annual,Paneriai - Vaidotai,Goods trains,Number,9882.0
Annual,Paneriai - Vaidotai,Other trains,Number,0.0
Annual,Paneriai - Vaidotai,Passenger trains,Number,0.0
Annual,Lentvaris - Paneriai,Goods trains,Number,366.0
Annual,Lentvaris - Paneriai,Other trains,Number,366.0
Annual,Lentvaris - Paneriai,Passenger trains,Number,12444.0
Annual,Paneriai - Vilnius,Goods trains,Number,1098.0
Annual,Paneriai - Vilnius,Other trains,Number,366.0
Annual,Paneriai - Vilnius,Passenger trains,Number,12444.0
Annual,Vilnius - N.Vilnia,Goods trains,Number,732.0
Annual,Vilnius - N.Vilnia,Other trains,Number,366.0
Annual,Vilnius - N.Vilnia,Passenger trains,Number,9150.0
Annual,N.Vilnia - Kyviškes,Goods trains,Number,0.0
Annual,N.Vilnia - Kyviškes,Other trains,Number,0.0
Annual,N.Vilnia - Kyviškes,Passenger trains,Number,3294.0
Annual,Kyviškes - Kena-State Border,Goods trains,Number,13176.0
Annual,Kyviškes - Kena-State Border,Other trains,Number,0.0
Annual,Kyviškes - Kena-State Border,Passenger trains,Number,3660.0
Annual,Vaidotai - Valciunai,Goods trains,Number,2928.0
Annual,Vaidotai - Valciunai,Other trains,Number,0.0
Annual,Vaidotai - Valciunai,Passenger trains,Number,0.0
Annual,Vaidotai - Kyviškes,Goods trains,Number,15006.0
Annual,Vaidotai - Kyviškes,Other trains,Number,0.0
Annual,Vaidotai - Kyviškes,Passenger trains,Number,0.0
Annual,Kaišiadorys - Palemonas,Goods trains,Number,4026.0
Annual,Kaišiadorys - Palemonas,Other trains,Number,366.0
Annual,Kaišiadorys - Palemonas,Passenger trains,Number,6222.0
Annual,Palemonas - Kaunas,Goods trains,Number,1098.0
Annual,Palemonas - Kaunas,Other trains,Number,0.0
Annual,Palemonas - Kaunas,Passenger trains,Number,5856.0
Annual,Kaunas - Jiesia,Goods trains,Number,366.0
Annual,Kaunas - Jiesia,Other trains,Number,0.0
Annual,Kaunas - Jiesia,Passenger trains,Number,4392.0
Annual,Jiesia - Rokai-Palemonas,Goods trains,Number,4758.0
Annual,Jiesia - Rokai-Palemonas,Other trains,Number,0.0
Annual,Jiesia - Rokai-Palemonas,Passenger trains,Number,366.0
Annual,Jiesia - Kazlu Ruda,Goods trains,Number,5124.0
Annual,Jiesia - Kazlu Ruda,Other trains,Number,0.0
Annual,Jiesia - Kazlu Ruda,Passenger trains,Number,4758.0
Annual,Kazlu Ruda - Kybartai-State Border,Goods trains,Number,7686.0
Annual,Kazlu Ruda - Kybartai-State Border,Other trains,Number,0.0
Annual,Kazlu Ruda - Kybartai-State Border,Passenger trains,Number,2196.0
Annual,State Border-Joniškis - Šiauliai,Goods trains,Number,2562.0
Annual,State Border-Joniškis - Šiauliai,Other trains,Number,366.0
Annual,State Border-Joniškis - Šiauliai,Passenger trains,Number,0.0
Annual,Gaižiunai - Palemonas,Goods trains,Number,1830.0
Annual,Gaižiunai - Palemonas,Other trains,Number,0.0
Annual,Gaižiunai - Palemonas,Passenger trains,Number,0.0
Annual,Kazlu Ruda - Šeštokai,Goods trains,Number,1464.0
Annual,Kazlu Ruda - Šeštokai,Other trains,Number,0.0
Annual,Kazlu Ruda - Šeštokai,Passenger trains,Number,2928.0
Annual,Šeštokai - Mockava,Goods trains,Number,732.0
Annual,Šeštokai - Mockava,Other trains,Number,0.0
Annual,Šeštokai - Mockava,Passenger trains,Number,0.0
Annual,Mockava - State Border,Goods trains,Number,366.0
Annual,Mockava - State Border,Other trains,Number,0.0
Annual,Mockava - State Border,Passenger trains,Number,0.0
Annual,Radviliškis - Pagegiai-State Border.,Goods trains,Number,5124.0
Annual,Radviliškis - Pagegiai-State Border.,Other trains,Number,0.0
Annual,Radviliškis - Pagegiai-State Border.,Passenger trains,Number,0.0
Annual,Radviliškis - Panevežys,Goods trains,Number,1464.0
Annual,Radviliškis - Panevežys,Other trains,Number,0.0
Annual,Radviliškis - Panevežys,Passenger trains,Number,1464.0
Annual,Panevežys - Rokiškis,Goods trains,Number,1464.0
Annual,Panevežys - Rokiškis,Other trains,Number,0.0
Annual,Panevežys - Rokiškis,Passenger trains,Number,366.0
Annual,Rokiškis - Obeliai-State Border,Goods trains,Number,732.0
Annual,Rokiškis - Obeliai-State Border,Other trains,Number,0.0
Annual,Rokiškis - Obeliai-State Border,Passenger trains,Number,0.0
Annual,Šiauliai - Draugyste/Klaipeda,Goods trains,Number,11712.0
Annual,Šiauliai - Draugyste/Klaipeda,Other trains,Number,366.0
Annual,Šiauliai - Draugyste/Klaipeda,Passenger trains,Number,5490.0
Annual,Radviliškis - Šiauliai,Goods trains,Number,8784.0
Annual,Radviliškis - Šiauliai,Other trains,Number,732.0
Annual,Radviliškis - Šiauliai,Passenger trains,Number,5856.0
Annual,Gaižiunai - Radviliškis,Goods trains,Number,12444.0
Annual,Gaižiunai - Radviliškis,Other trains,Number,732.0
Annual,Gaižiunai - Radviliškis,Passenger trains,Number,3660.0
Annual,Kaišiadorys - Gaižiunai,Goods trains,Number,6954.0
Annual,Kaišiadorys - Gaižiunai,Other trains,Number,0.0
Annual,Kaišiadorys - Gaižiunai,Passenger trains,Number,1830.0
Annual,Lentvaris - Kaišiadorys,Goods trains,Number,11346.0
Annual,Lentvaris - Kaišiadorys,Other trains,Number,366.0
Annual,Lentvaris - Kaišiadorys,Passenger trains,Number,8052.0
Annual,Vaidotai - Paneriai,Goods trains,Number,9882.0
Annual,Vaidotai - Paneriai,Other trains,Number,0.0
Annual,Vaidotai - Paneriai,Passenger trains,Number,0.0
Annual,Paneriai - Lentvaris,Goods trains,Number,732.0
Annual,Paneriai - Lentvaris,Other trains,Number,366.0
Annual,Paneriai - Lentvaris,Passenger trains,Number,12444.0
Annual,Vilnius - Paneriai,Goods trains,Number,1098.0
Annual,Vilnius - Paneriai,Other trains,Number,366.0
Annual,Vilnius - Paneriai,Passenger trains,Number,12444.0
Annual,N.Vilnia - Vilnius,Goods trains,Number,732.0
Annual,N.Vilnia - Vilnius,Other trains,Number,366.0
Annual,N.Vilnia - Vilnius,Passenger trains,Number,8784.0
Annual,Kyviškes - N.Vilnia,Goods trains,Number,366.0
Annual,Kyviškes - N.Vilnia,Other trains,Number,0.0
Annual,Kyviškes - N.Vilnia,Passenger trains,Number,3294.0
Annual,Kena-State Border - Kyviškes,Goods trains,Number,12810.0
Annual,Kena-State Border - Kyviškes,Other trains,Number,0.0
Annual,Kena-State Border - Kyviškes,Passenger trains,Number,3660.0
Annual,Valciunai - Vaidotai,Goods trains,Number,3660.0
Annual,Valciunai - Vaidotai,Other trains,Number,0.0
Annual,Valciunai - Vaidotai,Passenger trains,Number,0.0
Annual,Kyviškes - Vaidotai,Goods trains,Number,15372.0
Annual,Kyviškes - Vaidotai,Other trains,Number,0.0
Annual,Kyviškes - Vaidotai,Passenger trains,Number,0.0
Annual,Palemonas - Kaišiadorys,Goods trains,Number,4026.0
Annual,Palemonas - Kaišiadorys,Other trains,Number,366.0
Annual,Palemonas - Kaišiadorys,Passenger trains,Number,5856.0
Annual,Kaunas - Palemonas,Goods trains,Number,732.0
Annual,Kaunas - Palemonas,Other trains,Number,0.0
Annual,Kaunas - Palemonas,Passenger trains,Number,5490.0
Annual,Jiesia - Kaunas,Goods trains,Number,366.0
Annual,Jiesia - Kaunas,Other trains,Number,0.0
Annual,Jiesia - Kaunas,Passenger trains,Number,4392.0
Annual,Rokai-Palemonas - Jiesia,Goods trains,Number,4758.0
Annual,Rokai-Palemonas - Jiesia,Other trains,Number,0.0
Annual,Rokai-Palemonas - Jiesia,Passenger trains,Number,366.0
Annual,Kazlu Ruda - Jiesia,Goods trains,Number,5124.0
Annual,Kazlu Ruda - Jiesia,Other trains,Number,0.0
Annual,Kazlu Ruda - Jiesia,Passenger trains,Number,4758.0
Annual,Kybartai-State Border - Kazlu Ruda,Goods trains,Number,7686.0
Annual,Kybartai-State Border - Kazlu Ruda,Other trains,Number,366.0
Annual,Kybartai-State Border - Kazlu Ruda,Passenger trains,Number,2562.0
Annual,Šiauliai - State Border-Joniškis,Goods trains,Number,2562.0
Annual,Šiauliai - State Border-Joniškis,Other trains,Number,0.0
Annual,Šiauliai - State Border-Joniškis,Passenger trains,Number,0.0
Annual,Palemonas - Gaižiunai,Goods trains,Number,1830.0
Annual,Palemonas - Gaižiunai,Other trains,Number,0.0
Annual,Palemonas - Gaižiunai,Passenger trains,Number,0.0
Annual,Šeštokai - Kazlu Ruda,Goods trains,Number,1464.0
Annual,Šeštokai - Kazlu Ruda,Other trains,Number,0.0
Annual,Šeštokai - Kazlu Ruda,Passenger trains,Number,2928.0
Annual,Mockava - Šeštokai,Goods trains,Number,732.0
Annual,Mockava - Šeštokai,Other trains,Number,0.0
Annual,Mockava - Šeštokai,Passenger trains,Number,0.0
Annual,State Border - Mockava,Goods trains,Number,366.0
Annual,State Border - Mockava,Other trains,Number,0.0
Annual,State Border - Mockava,Passenger trains,Number,0.0
Annual,Pagegiai-State Border. - Radviliškis,Goods trains,Number,5124.0
Annual,Pagegiai-State Border. - Radviliškis,Other trains,Number,0.0
Annual,Pagegiai-State Border. - Radviliškis,Passenger trains,Number,0.0
Annual,Panevežys - Radviliškis,Goods trains,Number,1464.0
Annual,Panevežys - Radviliškis,Other trains,Number,0.0
Annual,Panevežys - Radviliškis,Passenger trains,Number,1464.0
