Time frequency,Rail network segment (2020),Train category,Unit of measure\Time,2020.0
Annual,Kuty St.Hr. - Kuty,Passenger trains,Number,6592.0
Annual,Kuty - Devinska Nova Ves,Goods trains,Number,8795.0
Annual,Kuty - Devinska Nova Ves,Other trains,Number,327.0
Annual,Kuty - Devinska Nova Ves,Passenger trains,Number,11067.0
Annual,Devinska Nova Ves - Bratislava Hl.St.,Goods trains,Number,8702.0
Annual,Devinska Nova Ves - Bratislava Hl.St.,Other trains,Number,480.0
Annual,Devinska Nova Ves - Bratislava Hl.St.,Passenger trains,Number,17377.0
Annual,Nove Zamky - Komarno,Goods trains,Number,1427.0
Annual,Nove Zamky - Komarno,Other trains,Number,163.0
Annual,Nove Zamky - Komarno,Passenger trains,Number,4008.0
Annual,Komarno - Komarno St.Hr.,Goods trains,Number,1649.0
Annual,Komarno - Komarno St.Hr.,Other trains,Number,0.0
Annual,Komarno - Komarno St.Hr.,Passenger trains,Number,3.0
Annual,Zilina - Puchov*1,Goods trains,Number,4590.0
Annual,Zilina - Puchov*1,Other trains,Number,222.0
Annual,Zilina - Puchov*1,Passenger trains,Number,11393.0
Annual,Puchov - Trencianska Tepla,Goods trains,Number,3776.0
Annual,Puchov - Trencianska Tepla,Other trains,Number,245.0
Annual,Puchov - Trencianska Tepla,Passenger trains,Number,9999.0
Annual,Trencianska Tepla - Trencin,Goods trains,Number,3763.0
Annual,Trencianska Tepla - Trencin,Other trains,Number,240.0
Annual,Trencianska Tepla - Trencin,Passenger trains,Number,11116.0
Annual,Trencin - Nove Mesto Nad Vahom,Goods trains,Number,3467.0
Annual,Trencin - Nove Mesto Nad Vahom,Other trains,Number,257.0
Annual,Trencin - Nove Mesto Nad Vahom,Passenger trains,Number,10761.0
Annual,Nove Mesto Nad Vahom - Leopoldov,Goods trains,Number,3338.0
Annual,Nove Mesto Nad Vahom - Leopoldov,Other trains,Number,145.0
Annual,Nove Mesto Nad Vahom - Leopoldov,Passenger trains,Number,7428.0
Annual,Leopoldov - Trnava,Goods trains,Number,3238.0
Annual,Leopoldov - Trnava,Other trains,Number,197.0
Annual,Leopoldov - Trnava,Passenger trains,Number,14529.0
Annual,Trnava - Bratislava ? Raca,Goods trains,Number,3699.0
Annual,Trnava - Bratislava ? Raca,Other trains,Number,186.0
Annual,Trnava - Bratislava ? Raca,Passenger trains,Number,18996.0
Annual,Bratislava - Raca - Bratislava Hl.St.,Goods trains,Number,1242.0
Annual,Bratislava - Raca - Bratislava Hl.St.,Other trains,Number,114.0
Annual,Bratislava - Raca - Bratislava Hl.St.,Passenger trains,Number,8095.0
Annual,Leopoldov - Sered,Goods trains,Number,1289.0
Annual,Leopoldov - Sered,Other trains,Number,124.0
Annual,Leopoldov - Sered,Passenger trains,Number,3.0
Annual,Sered - Galanta,Goods trains,Number,1515.0
Annual,Sered - Galanta,Other trains,Number,251.0
Annual,Sered - Galanta,Passenger trains,Number,5403.0
Annual,Bratislava Hl.St. - Bratislava - Nove Mesto,Goods trains,Number,2997.0
Annual,Bratislava Hl.St. - Bratislava - Nove Mesto,Other trains,Number,224.0
Annual,Bratislava Hl.St. - Bratislava - Nove Mesto,Passenger trains,Number,11934.0
Annual,Bratislava - Nove Mesto - Bratislava Uns,Goods trains,Number,8149.0
Annual,Bratislava - Nove Mesto - Bratislava Uns,Other trains,Number,285.0
Annual,Bratislava - Nove Mesto - Bratislava Uns,Passenger trains,Number,3650.0
Annual,Bratislava Uns - Rusovce,Goods trains,Number,4160.0
Annual,Bratislava Uns - Rusovce,Other trains,Number,97.0
Annual,Bratislava Uns - Rusovce,Passenger trains,Number,2222.0
Annual,Rusovce - Rusovce St.Hr.,Goods trains,Number,2691.0
Annual,Rusovce - Rusovce St.Hr.,Other trains,Number,0.0
Annual,Rusovce - Rusovce St.Hr.,Passenger trains,Number,1316.0
Annual,Bratislava - Petrzalka*2 - Bratislava - Petrzalka St.Hr.,Goods trains,Number,0.0
Annual,Bratislava - Petrzalka*2 - Bratislava - Petrzalka St.Hr.,Other trains,Number,36.0
Annual,Bratislava - Petrzalka*2 - Bratislava - Petrzalka St.Hr.,Passenger trains,Number,2482.0
Annual,Luky P.M. St.Hr. - Luky P.M.,Goods trains,Number,0.0
Annual,Luky P.M. St.Hr. - Luky P.M.,Other trains,Number,108.0
Annual,Luky P.M. St.Hr. - Luky P.M.,Passenger trains,Number,3185.0
Annual,Luky P.M. - Puchov,Goods trains,Number,3720.0
Annual,Luky P.M. - Puchov,Other trains,Number,0.0
Annual,Luky P.M. - Puchov,Passenger trains,Number,6316.0
Annual,Devinska Nova Ves St.Hr. - Devinska Nova Ves,Goods trains,Number,956.0
Annual,Devinska Nova Ves St.Hr. - Devinska Nova Ves,Other trains,Number,3.0
Annual,Devinska Nova Ves St.Hr. - Devinska Nova Ves,Passenger trains,Number,3732.0
Annual,Plavec St.Hr. - Plavec,Goods trains,Number,972.0
Annual,Plavec St.Hr. - Plavec,Other trains,Number,148.0
Annual,Plavec St.Hr. - Plavec,Passenger trains,Number,3801.0
Annual,Plavec - Presov,Goods trains,Number,0.0
Annual,Plavec - Presov,Other trains,Number,0.0
Annual,Plavec - Presov,Passenger trains,Number,4488.0
Annual,Presov - Kysak,Goods trains,Number,905.0
Annual,Presov - Kysak,Other trains,Number,13.0
Annual,Presov - Kysak,Passenger trains,Number,124.0
Annual,Kosice - Barca,Goods trains,Number,943.0
Annual,Kosice - Barca,Other trains,Number,159.0
Annual,Kosice - Barca,Passenger trains,Number,2821.0
Annual,Barca - Cana,Goods trains,Number,1408.0
Annual,Barca - Cana,Other trains,Number,185.0
Annual,Barca - Cana,Passenger trains,Number,8265.0
Annual,Cana - Cana St.Hr.,Goods trains,Number,822.0
Annual,Cana - Cana St.Hr.,Other trains,Number,81.0
Annual,Cana - Cana St.Hr.,Passenger trains,Number,1172.0
Annual,Skalite St.Hr. - Skalite,Goods trains,Number,1312.0
Annual,Skalite St.Hr. - Skalite,Other trains,Number,113.0
Annual,Skalite St.Hr. - Skalite,Passenger trains,Number,502.0
Annual,Skalite - Cadca,Goods trains,Number,1287.0
Annual,Skalite - Cadca,Other trains,Number,0.0
Annual,Skalite - Cadca,Passenger trains,Number,508.0
Annual,Nove Zamky - Surany,Goods trains,Number,796.0
Annual,Nove Zamky - Surany,Other trains,Number,103.0
Annual,Nove Zamky - Surany,Passenger trains,Number,7969.0
Annual,Palarikovo - Surany,Goods trains,Number,1035.0
Annual,Palarikovo - Surany,Other trains,Number,104.0
Annual,Palarikovo - Surany,Passenger trains,Number,3377.0
Annual,Surany - Ulany Nad Zitavou,Goods trains,Number,1710.0
Annual,Surany - Ulany Nad Zitavou,Other trains,Number,64.0
Annual,Surany - Ulany Nad Zitavou,Passenger trains,Number,7594.0
Annual,Ulany Nad Zitavou - Levice,Goods trains,Number,1493.0
Annual,Ulany Nad Zitavou - Levice,Other trains,Number,288.0
Annual,Ulany Nad Zitavou - Levice,Passenger trains,Number,6705.0
Annual,Levice - Kozarovce,Goods trains,Number,1552.0
Annual,Levice - Kozarovce,Other trains,Number,345.0
Annual,Levice - Kozarovce,Passenger trains,Number,5749.0
Annual,Kozarovce - Hronska Dubrava,Goods trains,Number,1566.0
Annual,Kozarovce - Hronska Dubrava,Other trains,Number,212.0
Annual,Kozarovce - Hronska Dubrava,Passenger trains,Number,5620.0
Annual,Hronska Dubrava - Zvolen Osobna Stanica,Goods trains,Number,1717.0
Annual,Hronska Dubrava - Zvolen Osobna Stanica,Other trains,Number,418.0
Annual,Hronska Dubrava - Zvolen Osobna Stanica,Passenger trains,Number,7696.0
Annual,Zvolen Osobna Stanica - Zvolen Vychod  *4,Goods trains,Number,2426.0
Annual,Zvolen Osobna Stanica - Zvolen Vychod  *4,Other trains,Number,330.0
Annual,Zvolen Osobna Stanica - Zvolen Vychod  *4,Passenger trains,Number,7512.0
Annual,Zvolen Vychod - Lucenec,Goods trains,Number,1675.0
Annual,Zvolen Vychod - Lucenec,Other trains,Number,157.0
Annual,Zvolen Vychod - Lucenec,Passenger trains,Number,6531.0
Annual,Lucenec - Filakovo,Goods trains,Number,1381.0
Annual,Lucenec - Filakovo,Other trains,Number,125.0
Annual,Lucenec - Filakovo,Passenger trains,Number,6319.0
Annual,Filakovo - Jesenske,Goods trains,Number,1324.0
Annual,Filakovo - Jesenske,Other trains,Number,140.0
Annual,Filakovo - Jesenske,Passenger trains,Number,4181.0
Annual,Jesenske - Lenartovce,Goods trains,Number,1400.0
Annual,Jesenske - Lenartovce,Other trains,Number,92.0
Annual,Jesenske - Lenartovce,Passenger trains,Number,1807.0
Annual,Lenartovce - Plesivec,Goods trains,Number,1225.0
Annual,Lenartovce - Plesivec,Other trains,Number,66.0
Annual,Lenartovce - Plesivec,Passenger trains,Number,1793.0
Annual,Plesivec - Roznava,Goods trains,Number,1674.0
Annual,Plesivec - Roznava,Other trains,Number,76.0
Annual,Plesivec - Roznava,Passenger trains,Number,1833.0
Annual,Roznava - Haniska Pri Kosiciach,Goods trains,Number,1837.0
Annual,Roznava - Haniska Pri Kosiciach,Other trains,Number,162.0
Annual,Roznava - Haniska Pri Kosiciach,Passenger trains,Number,2668.0
Annual,Haniska Pri Kosiciach - Barca,Goods trains,Number,4985.0
Annual,Haniska Pri Kosiciach - Barca,Other trains,Number,169.0
Annual,Haniska Pri Kosiciach - Barca,Passenger trains,Number,4433.0
Annual,Cadca - St. Hr.  (Km 286. 5 ),Goods trains,Number,5631.0
Annual,Cadca - St. Hr.  (Km 286. 5 ),Other trains,Number,5.0
Annual,Cadca - St. Hr.  (Km 286. 5 ),Passenger trains,Number,4956.0
Annual,Zilina - Cadca,Goods trains,Number,5558.0
Annual,Zilina - Cadca,Other trains,Number,227.0
Annual,Zilina - Cadca,Passenger trains,Number,10409.0
Annual,Vrutky - Zilina,Goods trains,Number,7425.0
Annual,Vrutky - Zilina,Other trains,Number,657.0
Annual,Vrutky - Zilina,Passenger trains,Number,14638.0
Annual,Kralovany - Vrutky,Goods trains,Number,6217.0
Annual,Kralovany - Vrutky,Other trains,Number,386.0
Annual,Kralovany - Vrutky,Passenger trains,Number,11272.0
Annual,Liptovsky Mikulas - Kralovany,Goods trains,Number,6117.0
Annual,Liptovsky Mikulas - Kralovany,Other trains,Number,340.0
Annual,Liptovsky Mikulas - Kralovany,Passenger trains,Number,10824.0
Annual,Strba - Liptovsky Mikulas,Goods trains,Number,5759.0
Annual,Strba - Liptovsky Mikulas,Other trains,Number,375.0
Annual,Strba - Liptovsky Mikulas,Passenger trains,Number,8366.0
Annual,Poprad ? Tatry - Strba,Goods trains,Number,5718.0
Annual,Poprad ? Tatry - Strba,Other trains,Number,308.0
Annual,Poprad ? Tatry - Strba,Passenger trains,Number,8394.0
Annual,Spisska Nova Ves - Poprad - Tatry,Goods trains,Number,5867.0
Annual,Spisska Nova Ves - Poprad - Tatry,Other trains,Number,297.0
Annual,Spisska Nova Ves - Poprad - Tatry,Passenger trains,Number,10488.0
Annual,Margecany - Spisska Nova Ves,Goods trains,Number,5545.0
Annual,Margecany - Spisska Nova Ves,Other trains,Number,331.0
Annual,Margecany - Spisska Nova Ves,Passenger trains,Number,10779.0
Annual,Kysak - Margecany,Goods trains,Number,5684.0
Annual,Kysak - Margecany,Other trains,Number,382.0
Annual,Kysak - Margecany,Passenger trains,Number,10764.0
Annual,Kosice - Kysak,Goods trains,Number,7029.0
Annual,Kosice - Kysak,Other trains,Number,488.0
Annual,Kosice - Kysak,Passenger trains,Number,17624.0
Annual,Michalany - Kosice,Goods trains,Number,4844.0
Annual,Michalany - Kosice,Other trains,Number,374.0
Annual,Michalany - Kosice,Passenger trains,Number,7510.0
Annual,Cierna Nad Tisou - Michalany,Goods trains,Number,3810.0
Annual,Cierna Nad Tisou - Michalany,Other trains,Number,299.0
Annual,Cierna Nad Tisou - Michalany,Passenger trains,Number,4593.0
Annual,Cierna Nad Tisou St.Hr. - Cierna Nad Tisou,Goods trains,Number,255.0
Annual,Cierna Nad Tisou St.Hr. - Cierna Nad Tisou,Other trains,Number,0.0
Annual,Cierna Nad Tisou St.Hr. - Cierna Nad Tisou,Passenger trains,Number,288.0
Annual,Bratislava - Vajnory - Bratislava Hl.St.,Goods trains,Number,7066.0
Annual,Bratislava - Vajnory - Bratislava Hl.St.,Other trains,Number,360.0
Annual,Bratislava - Vajnory - Bratislava Hl.St.,Passenger trains,Number,22724.0
Annual,Galanta - Bratislava - Vajnory,Goods trains,Number,5314.0
Annual,Galanta - Bratislava - Vajnory,Other trains,Number,216.0
Annual,Galanta - Bratislava - Vajnory,Passenger trains,Number,15638.0
Annual,Palarikovo - Galanta,Goods trains,Number,6292.0
Annual,Palarikovo - Galanta,Other trains,Number,316.0
Annual,Palarikovo - Galanta,Passenger trains,Number,13550.0
Annual,Nove Zamky - Palarikovo,Goods trains,Number,5140.0
Annual,Nove Zamky - Palarikovo,Other trains,Number,353.0
Annual,Nove Zamky - Palarikovo,Passenger trains,Number,9550.0
Annual,Sturovo - Nove Zamky,Goods trains,Number,4026.0
Annual,Sturovo - Nove Zamky,Other trains,Number,315.0
Annual,Sturovo - Nove Zamky,Passenger trains,Number,5779.0
Annual,Sturovo St.Hr. - Sturovo,Goods trains,Number,3831.0
Annual,Sturovo St.Hr. - Sturovo,Other trains,Number,4.0
Annual,Sturovo St.Hr. - Sturovo,Passenger trains,Number,2203.0
Annual,Kuty - Kuty St.Hr.,Goods trains,Number,9455.0
Annual,Kuty - Kuty St.Hr.,Other trains,Number,6.0
Annual,Kuty - Kuty St.Hr.,Passenger trains,Number,6593.0
Annual,Devinska Nova Ves - Kuty,Goods trains,Number,9251.0
Annual,Devinska Nova Ves - Kuty,Other trains,Number,326.0
Annual,Devinska Nova Ves - Kuty,Passenger trains,Number,11238.0
Annual,Bratislava Hl.St. - Devinska Nova Ves,Goods trains,Number,9143.0
Annual,Bratislava Hl.St. - Devinska Nova Ves,Other trains,Number,481.0
Annual,Bratislava Hl.St. - Devinska Nova Ves,Passenger trains,Number,17442.0
Annual,Komarno - Nove Zamky,Goods trains,Number,1441.0
Annual,Komarno - Nove Zamky,Other trains,Number,151.0
Annual,Komarno - Nove Zamky,Passenger trains,Number,4005.0
Annual,Komarno St.Hr. - Komarno,Goods trains,Number,2133.0
Annual,Komarno St.Hr. - Komarno,Other trains,Number,0.0
Annual,Komarno St.Hr. - Komarno,Passenger trains,Number,2.0
Annual,Puchov*1 - Zilina,Goods trains,Number,4450.0
Annual,Puchov*1 - Zilina,Other trains,Number,224.0
Annual,Puchov*1 - Zilina,Passenger trains,Number,11554.0
Annual,Trencianska Tepla - Puchov,Goods trains,Number,3695.0
Annual,Trencianska Tepla - Puchov,Other trains,Number,242.0
Annual,Trencianska Tepla - Puchov,Passenger trains,Number,9952.0
Annual,Trencin - Trencianska Tepla,Goods trains,Number,3560.0
Annual,Trencin - Trencianska Tepla,Other trains,Number,233.0
Annual,Trencin - Trencianska Tepla,Passenger trains,Number,11485.0
Annual,Nove Mesto Nad Vahom - Trencin,Goods trains,Number,3265.0
Annual,Nove Mesto Nad Vahom - Trencin,Other trains,Number,249.0
Annual,Nove Mesto Nad Vahom - Trencin,Passenger trains,Number,10847.0
Annual,Leopoldov - Nove Mesto Nad Vahom,Goods trains,Number,3124.0
Annual,Leopoldov - Nove Mesto Nad Vahom,Other trains,Number,139.0
Annual,Leopoldov - Nove Mesto Nad Vahom,Passenger trains,Number,7311.0
Annual,Trnava - Leopoldov,Goods trains,Number,2935.0
Annual,Trnava - Leopoldov,Other trains,Number,194.0
Annual,Trnava - Leopoldov,Passenger trains,Number,14161.0
Annual,Bratislava ? Raca - Trnava,Goods trains,Number,3284.0
Annual,Bratislava ? Raca - Trnava,Other trains,Number,188.0
Annual,Bratislava ? Raca - Trnava,Passenger trains,Number,18772.0
Annual,Bratislava Hl.St. - Bratislava - Raca,Goods trains,Number,718.0
Annual,Bratislava Hl.St. - Bratislava - Raca,Other trains,Number,123.0
Annual,Bratislava Hl.St. - Bratislava - Raca,Passenger trains,Number,8444.0
Annual,Sered - Leopoldov,Goods trains,Number,1123.0
Annual,Sered - Leopoldov,Other trains,Number,135.0
Annual,Sered - Leopoldov,Passenger trains,Number,0.0
Annual,Galanta - Sered,Goods trains,Number,1341.0
Annual,Galanta - Sered,Other trains,Number,253.0
Annual,Galanta - Sered,Passenger trains,Number,5190.0
Annual,Bratislava - Nove Mesto - Bratislava Hl.St.,Goods trains,Number,2897.0
Annual,Bratislava - Nove Mesto - Bratislava Hl.St.,Other trains,Number,62.0
Annual,Bratislava - Nove Mesto - Bratislava Hl.St.,Passenger trains,Number,3166.0
Annual,Bratislava Uns - Bratislava - Nove Mesto,Goods trains,Number,8481.0
Annual,Bratislava Uns - Bratislava - Nove Mesto,Other trains,Number,317.0
Annual,Bratislava Uns - Bratislava - Nove Mesto,Passenger trains,Number,3654.0
Annual,Rusovce - Bratislava Uns,Goods trains,Number,4250.0
Annual,Rusovce - Bratislava Uns,Other trains,Number,107.0
Annual,Rusovce - Bratislava Uns,Passenger trains,Number,2223.0
Annual,Rusovce St.Hr. - Rusovce,Goods trains,Number,2769.0
Annual,Rusovce St.Hr. - Rusovce,Other trains,Number,0.0
Annual,Rusovce St.Hr. - Rusovce,Passenger trains,Number,1316.0
Annual,Bratislava - Petrzalka St.Hr. - Bratislava - Petrzalka*2,Goods trains,Number,0.0
Annual,Bratislava - Petrzalka St.Hr. - Bratislava - Petrzalka*2,Other trains,Number,35.0
Annual,Bratislava - Petrzalka St.Hr. - Bratislava - Petrzalka*2,Passenger trains,Number,2481.0
Annual,Luky P.M. - Luky P.M. St.Hr.,Goods trains,Number,0.0
Annual,Luky P.M. - Luky P.M. St.Hr.,Other trains,Number,103.0
Annual,Luky P.M. - Luky P.M. St.Hr.,Passenger trains,Number,2969.0
Annual,Puchov - Luky P.M.,Goods trains,Number,3975.0
Annual,Puchov - Luky P.M.,Other trains,Number,0.0
Annual,Puchov - Luky P.M.,Passenger trains,Number,6246.0
Annual,Devinska Nova Ves - Devinska Nova Ves St.Hr.,Goods trains,Number,1092.0
Annual,Devinska Nova Ves - Devinska Nova Ves St.Hr.,Other trains,Number,2.0
Annual,Devinska Nova Ves - Devinska Nova Ves St.Hr.,Passenger trains,Number,3732.0
Annual,Plavec - Plavec St.Hr.,Goods trains,Number,1133.0
Annual,Plavec - Plavec St.Hr.,Other trains,Number,152.0
Annual,Plavec - Plavec St.Hr.,Passenger trains,Number,3803.0
Annual,Presov - Plavec,Goods trains,Number,36.0
Annual,Presov - Plavec,Other trains,Number,0.0
Annual,Presov - Plavec,Passenger trains,Number,4487.0
Annual,Kysak - Presov,Goods trains,Number,972.0
Annual,Kysak - Presov,Other trains,Number,13.0
Annual,Kysak - Presov,Passenger trains,Number,124.0
Annual,Barca - Kosice,Goods trains,Number,1008.0
Annual,Barca - Kosice,Other trains,Number,159.0
Annual,Barca - Kosice,Passenger trains,Number,2875.0
Annual,Cana - Barca,Goods trains,Number,1366.0
Annual,Cana - Barca,Other trains,Number,183.0
Annual,Cana - Barca,Passenger trains,Number,8628.0
Annual,Cana St.Hr. - Cana,Goods trains,Number,1038.0
Annual,Cana St.Hr. - Cana,Other trains,Number,66.0
Annual,Cana St.Hr. - Cana,Passenger trains,Number,1179.0
Annual,Skalite - Skalite St.Hr.,Goods trains,Number,1513.0
Annual,Skalite - Skalite St.Hr.,Other trains,Number,113.0
Annual,Skalite - Skalite St.Hr.,Passenger trains,Number,501.0
Annual,Cadca - Skalite,Goods trains,Number,1491.0
Annual,Cadca - Skalite,Other trains,Number,0.0
Annual,Cadca - Skalite,Passenger trains,Number,507.0
Annual,Surany - Nove Zamky,Goods trains,Number,817.0
Annual,Surany - Nove Zamky,Other trains,Number,107.0
Annual,Surany - Nove Zamky,Passenger trains,Number,10582.0
Annual,Surany - Palarikovo,Goods trains,Number,1006.0
Annual,Surany - Palarikovo,Other trains,Number,121.0
Annual,Surany - Palarikovo,Passenger trains,Number,3656.0
Annual,Ulany Nad Zitavou - Surany,Goods trains,Number,1676.0
Annual,Ulany Nad Zitavou - Surany,Other trains,Number,65.0
Annual,Ulany Nad Zitavou - Surany,Passenger trains,Number,7549.0
Annual,Levice - Ulany Nad Zitavou,Goods trains,Number,1457.0
Annual,Levice - Ulany Nad Zitavou,Other trains,Number,302.0
Annual,Levice - Ulany Nad Zitavou,Passenger trains,Number,6667.0
Annual,Kozarovce - Levice,Goods trains,Number,1500.0
Annual,Kozarovce - Levice,Other trains,Number,348.0
Annual,Kozarovce - Levice,Passenger trains,Number,6097.0
Annual,Hronska Dubrava - Kozarovce,Goods trains,Number,1492.0
Annual,Hronska Dubrava - Kozarovce,Other trains,Number,209.0
Annual,Hronska Dubrava - Kozarovce,Passenger trains,Number,5848.0
Annual,Zvolen Osobna Stanica - Hronska Dubrava,Goods trains,Number,1532.0
Annual,Zvolen Osobna Stanica - Hronska Dubrava,Other trains,Number,419.0
Annual,Zvolen Osobna Stanica - Hronska Dubrava,Passenger trains,Number,7815.0
Annual,Zvolen Vychod  *4 - Zvolen Osobna Stanica,Goods trains,Number,1758.0
Annual,Zvolen Vychod  *4 - Zvolen Osobna Stanica,Other trains,Number,331.0
Annual,Zvolen Vychod  *4 - Zvolen Osobna Stanica,Passenger trains,Number,7704.0
Annual,Lucenec - Zvolen Vychod,Goods trains,Number,1613.0
Annual,Lucenec - Zvolen Vychod,Other trains,Number,144.0
Annual,Lucenec - Zvolen Vychod,Passenger trains,Number,6630.0
Annual,Filakovo - Lucenec,Goods trains,Number,1282.0
Annual,Filakovo - Lucenec,Other trains,Number,116.0
Annual,Filakovo - Lucenec,Passenger trains,Number,6242.0
Annual,Jesenske - Filakovo,Goods trains,Number,1224.0
Annual,Jesenske - Filakovo,Other trains,Number,134.0
Annual,Jesenske - Filakovo,Passenger trains,Number,4830.0
Annual,Lenartovce - Jesenske,Goods trains,Number,1299.0
Annual,Lenartovce - Jesenske,Other trains,Number,86.0
Annual,Lenartovce - Jesenske,Passenger trains,Number,1785.0
Annual,Plesivec - Lenartovce,Goods trains,Number,1172.0
Annual,Plesivec - Lenartovce,Other trains,Number,61.0
Annual,Plesivec - Lenartovce,Passenger trains,Number,1771.0
Annual,Roznava - Plesivec,Goods trains,Number,1646.0
Annual,Roznava - Plesivec,Other trains,Number,71.0
Annual,Roznava - Plesivec,Passenger trains,Number,1808.0
Annual,Haniska Pri Kosiciach - Roznava,Goods trains,Number,1728.0
Annual,Haniska Pri Kosiciach - Roznava,Other trains,Number,161.0
Annual,Haniska Pri Kosiciach - Roznava,Passenger trains,Number,2643.0
Annual,Barca - Haniska Pri Kosiciach,Goods trains,Number,3836.0
Annual,Barca - Haniska Pri Kosiciach,Other trains,Number,169.0
Annual,Barca - Haniska Pri Kosiciach,Passenger trains,Number,4407.0
