Time frequency,Sex,Age class,Unit of measure,Geopolitical entity (reporting)\Time,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Females,From 25 to 39 years,Percentage,Austria,13.0,14.0,12.0,10.0,13.0,14.0,14.0,13.0,12.0,12.0,18 b,17.0,19.0
Annual,Females,From 25 to 39 years,Percentage,Belgium,:,:,:,:,:,:,:,4.0,5.0,6.0,28 b,27.0,25.0
Annual,Females,From 25 to 39 years,Percentage,Bulgaria,17.0,18.0,14.0,18.0,18.0,14.0,14.0,15.0,11.0,12.0,18 b,10.0,16.0
Annual,Females,From 25 to 39 years,Percentage,Switzerland,24.0,21.0,21.0,18.0,21.0,16.0,16.0,20.0,16.0,19.0,16 b,17.0,13.0
Annual,Females,From 25 to 39 years,Percentage,Cyprus,:,:,1.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,4 b,3.0,:
Annual,Females,From 25 to 39 years,Percentage,Czechia,12.0,9.0,10.0,9.0,10.0,10.0,10.0,12.0,15.0,11.0,23 b,31.0,21.0
Annual,Females,From 25 to 39 years,Percentage,Germany,:,:,:,:,:,:,:,:,:,:,20 b,21.0,21.0
Annual,Females,From 25 to 39 years,Percentage,Denmark,27.0,28.0,36.0,36.0,39.0,16.0,16.0,34.0,30.0,27.0,31 b,27.0,26.0
Annual,Females,From 25 to 39 years,Percentage,Estonia,41.0,44.0,33.0,34.0,46.0,36.0,36.0,60.0,59.0,38.0,39 b,55.0,34.0
Annual,Females,From 25 to 39 years,Percentage,Greece,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,4.0,3.0,22 b,18.0,31.0
Annual,Females,From 25 to 39 years,Percentage,Spain,7.0,7.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,9 b,14.0,14.0
Annual,Females,From 25 to 39 years,Percentage,Finland,9.0,10.0,11.0,8.0,9.0,9.0,9.0,13.0,11.0,10.0,13 b,13.0,11.0
Annual,Females,From 25 to 39 years,Percentage,France,7.0,8.0,9.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,11 b,8.0,8.0
Annual,Females,From 25 to 39 years,Percentage,Croatia,:,:,:,:,:,10.0,10.0,11.0,12.0,11.0,13 b,13.0,13.0
Annual,Females,From 25 to 39 years,Percentage,Hungary,5.0,10.0,8.0,10.0,7.0,24.0,24.0,23.0,25.0,27.0,29 b,26.0,27.0
Annual,Females,From 25 to 39 years,Percentage,Ireland,8.0,8.0,9.0,11.0,9.0,11.0,11.0,10.0,11.0,11.0,22 b,10.0,16.0
Annual,Females,From 25 to 39 years,Percentage,Iceland,:,:,7.0,7.0,7.0,:,:,8.0,14.0,20.0,8 b,:,:
Annual,Females,From 25 to 39 years,Percentage,Italy,9.0,6.0,7.0,9.0,8.0,7.0,7.0,7.0,9.0,8.0,9 b,9.0,9.0
Annual,Females,From 25 to 39 years,Percentage,Lithuania,:,:,26.0,23.0,38.0,36.0,36.0,26.0,:,49.0,38 b,58.0,52.0
Annual,Females,From 25 to 39 years,Percentage,Latvia,28.0,32.0,49.0,61.0,63.0,56.0,56.0,59.0,70.0,64.0,51 b,72.0,61.0
Annual,Females,From 25 to 39 years,Percentage,North Macedonia,36.0,30.0,34.0,41.0,57.0,39.0,:,:,:,:,:,:,:
Annual,Females,From 25 to 39 years,Percentage,Netherlands,7.0,7.0,7.0,7.0,18.0,17.0,17.0,19.0,21.0,23.0,13 b,13.0,12.0
Annual,Females,From 25 to 39 years,Percentage,Norway,24.0,23.0,19.0,23.0,21.0,20.0,20.0,24.0,24.0,24.0,24 b,25.0,26.0
Annual,Females,From 25 to 39 years,Percentage,Poland,9.0,6.0,7.0,3.0,3.0,4.0,4.0,5.0,6.0,8.0,10 b,11.0,9.0
Annual,Females,From 25 to 39 years,Percentage,Portugal,16.0,15.0,16.0,14.0,16.0,16.0,16.0,17.0,19.0,24.0,17 b,18.0,20.0
Annual,Females,From 25 to 39 years,Percentage,Romania,20.0,25.0,18.0,27.0,25.0,19.0,19.0,15.0,12.0,25.0,14 b,23.0,24.0
Annual,Females,From 25 to 39 years,Percentage,Sweden,13.0,12.0,11.0,12.0,14.0,16.0,16.0,14.0,15.0,12.0,16 b,14.0,15.0
