Time frequency,Unit of measure,Age class,Sex,Geopolitical entity (reporting)\Time,2005.0,2010.0,2015.0
Annual,Percentage,From 15 to 24 years,Females,Slovakia,70.3,63.1 u,76.7 u
Annual,Percentage,From 15 to 24 years,Females,United Kingdom,83.4,74.6,93.1
Annual,Percentage,From 15 to 24 years,Males,Austria,87.6,79.1,64.1
Annual,Percentage,From 15 to 24 years,Males,Belgium,81.9,80.2,80.7
Annual,Percentage,From 15 to 24 years,Males,Bulgaria,80.1,85.8 u,94.4 u
Annual,Percentage,From 15 to 24 years,Males,Cyprus,78.6 u,93.9 u,86.7
Annual,Percentage,From 15 to 24 years,Males,Czechia,84.7,76.6 u,45.3 u
Annual,Percentage,From 15 to 24 years,Males,Germany,78.3,83.1,70.3
Annual,Percentage,From 15 to 24 years,Males,Denmark,96.4,81.6,88.8
Annual,Percentage,From 15 to 24 years,Males,Estonia,90.7,77.4 u,81.1 u
Annual,Percentage,From 15 to 24 years,Males,Greece,81.7,81.6,100.0 u
Annual,Percentage,From 15 to 24 years,Males,Spain,75.5,73.1,90.3
Annual,Percentage,From 15 to 24 years,Males,European Union - 27 countries (from 2020),75.6,73.3,75.4
Annual,Percentage,From 15 to 24 years,Males,European Union - 28 countries (2013-2020),75.4,75.5,76.0
Annual,Percentage,From 15 to 24 years,Males,Finland,97.5,89.7,89.6 u
Annual,Percentage,From 15 to 24 years,Males,France,62.8,68.3,86.1
Annual,Percentage,From 15 to 24 years,Males,Croatia,96.6,80.3,83.6 u
Annual,Percentage,From 15 to 24 years,Males,Hungary,82.5,90.1 u,95.5 u
Annual,Percentage,From 15 to 24 years,Males,Ireland,88.7,76.8,90.3
Annual,Percentage,From 15 to 24 years,Males,Italy,60.9,50.2,49.9 u
Annual,Percentage,From 15 to 24 years,Males,Lithuania,75.2,74.6,75.3 u
Annual,Percentage,From 15 to 24 years,Males,Luxembourg,73.1 u,85.6,97.3 u
Annual,Percentage,From 15 to 24 years,Males,Latvia,93.4,89.7,74.6 u
Annual,Percentage,From 15 to 24 years,Males,Malta,73.6,92.5,93.9
Annual,Percentage,From 15 to 24 years,Males,Netherlands,88.4,82.4,77.4
Annual,Percentage,From 15 to 24 years,Males,Poland,76.0,61.3,68.0
Annual,Percentage,From 15 to 24 years,Males,Portugal,58.1,81.3 u,90.5 u
Annual,Percentage,From 15 to 24 years,Males,Romania,77.8,52.0 u,68.7 u
Annual,Percentage,From 15 to 24 years,Males,Sweden,100.0 u,73.3 u,81.4
Annual,Percentage,From 15 to 24 years,Males,Slovenia,73.0,86.7,92.7
Annual,Percentage,From 15 to 24 years,Males,Slovakia,86.9 u,55.5 u,65.9 u
Annual,Percentage,From 15 to 24 years,Males,United Kingdom,74.5,86.1,78.1
Annual,Percentage,From 15 to 24 years,Total,Austria,87.5,83.6,71.6
Annual,Percentage,From 15 to 24 years,Total,Belgium,82.1,77.2,78.3
Annual,Percentage,From 15 to 24 years,Total,Bulgaria,75.2,77.1,91.8
Annual,Percentage,From 15 to 24 years,Total,Cyprus,70.4,78.5 u,82.7
Annual,Percentage,From 15 to 24 years,Total,Czechia,84.7,70.1,56.6
Annual,Percentage,From 15 to 24 years,Total,Germany,76.0,81.9,77.9
Annual,Percentage,From 15 to 24 years,Total,Denmark,91.1,85.9,89.5
Annual,Percentage,From 15 to 24 years,Total,Estonia,90.8,82.3,86.8
Annual,Percentage,From 15 to 24 years,Total,Greece,76.4,84.7,87.0
Annual,Percentage,From 15 to 24 years,Total,Spain,75.4,76.7,87.7
Annual,Percentage,From 15 to 24 years,Total,European Union - 27 countries (from 2020),75.4,74.7,78.3
Annual,Percentage,From 15 to 24 years,Total,European Union - 28 countries (2013-2020),76.0,75.8,79.9
Annual,Percentage,From 15 to 24 years,Total,Finland,91.7,92.2,91.9
Annual,Percentage,From 15 to 24 years,Total,France,66.1,67.1,84.1
Annual,Percentage,From 15 to 24 years,Total,Croatia,87.6,85.2,84.6
Annual,Percentage,From 15 to 24 years,Total,Hungary,84.7,84.4,83.8
Annual,Percentage,From 15 to 24 years,Total,Ireland,88.1,80.6,93.9
Annual,Percentage,From 15 to 24 years,Total,Italy,58.7,53.6,58.8
Annual,Percentage,From 15 to 24 years,Total,Lithuania,72.9,70.4,79.2
Annual,Percentage,From 15 to 24 years,Total,Luxembourg,80.7 u,82.4,91.8
Annual,Percentage,From 15 to 24 years,Total,Latvia,88.7,89.3,72.3
Annual,Percentage,From 15 to 24 years,Total,Malta,81.2,90.6,92.6
Annual,Percentage,From 15 to 24 years,Total,Netherlands,92.6,82.3,82.2
Annual,Percentage,From 15 to 24 years,Total,Poland,79.0,62.7,65.7
Annual,Percentage,From 15 to 24 years,Total,Portugal,56.4,77.6,88.9
Annual,Percentage,From 15 to 24 years,Total,Romania,77.9,62.6,73.4
Annual,Percentage,From 15 to 24 years,Total,Sweden,96.6,79.3 u,81.3
Annual,Percentage,From 15 to 24 years,Total,Slovenia,79.4,85.9,90.1
Annual,Percentage,From 15 to 24 years,Total,Slovakia,79.5,58.5,70.2
Annual,Percentage,From 15 to 24 years,Total,United Kingdom,79.2,80.6,85.0
Annual,Percentage,From 15 to 64 years,Females,Austria,70.7,77.6,72.8
Annual,Percentage,From 15 to 64 years,Females,Belgium,66.5,71.0,74.1
Annual,Percentage,From 15 to 64 years,Females,Bulgaria,66.0,73.8,85.2
Annual,Percentage,From 15 to 64 years,Females,Cyprus,65.9,77.9,81.2
Annual,Percentage,From 15 to 64 years,Females,Czechia,76.5,74.8,66.5
Annual,Percentage,From 15 to 64 years,Females,Germany,64.9,71.7,66.1
Annual,Percentage,From 15 to 64 years,Females,Denmark,87.3,85.8,88.6
Annual,Percentage,From 15 to 64 years,Females,Estonia,84.0,72.7,78.8
Annual,Percentage,From 15 to 64 years,Females,Greece,59.9,79.1,80.9
Annual,Percentage,From 15 to 64 years,Females,Spain,67.4,85.4,83.1
Annual,Percentage,From 15 to 64 years,Females,European Union - 27 countries (from 2020),65.2,70.9,69.6
Annual,Percentage,From 15 to 64 years,Females,European Union - 28 countries (2013-2020),67.1,72.5,72.3
Annual,Percentage,From 15 to 64 years,Females,Finland,84.6,88.9,86.7
Annual,Percentage,From 15 to 64 years,Females,France,49.8,68.7,71.8
Annual,Percentage,From 15 to 64 years,Females,Croatia,75.9,78.7,76.3
Annual,Percentage,From 15 to 64 years,Females,Hungary,79.5,77.2,79.8
Annual,Percentage,From 15 to 64 years,Females,Ireland,83.9,86.1,91.4
Annual,Percentage,From 15 to 64 years,Females,Italy,47.1,47.7,48.0
Annual,Percentage,From 15 to 64 years,Females,Lithuania,70.8,73.6,76.9
Annual,Percentage,From 15 to 64 years,Females,Luxembourg,65.0,71.2,77.0
Annual,Percentage,From 15 to 64 years,Females,Latvia,83.6,78.0,67.8
Annual,Percentage,From 15 to 64 years,Females,Malta,86.1,88.5,89.0
Annual,Percentage,From 15 to 64 years,Females,Netherlands,84.4,73.1,76.8
Annual,Percentage,From 15 to 64 years,Females,Poland,73.7,60.5,54.5
Annual,Percentage,From 15 to 64 years,Females,Portugal,47.8,76.4,77.8
Annual,Percentage,From 15 to 64 years,Females,Romania,73.0,77.6,78.2
Annual,Percentage,From 15 to 64 years,Females,Sweden,87.4,71.4,71.8
Annual,Percentage,From 15 to 64 years,Females,Slovenia,78.1,81.9,80.8
Annual,Percentage,From 15 to 64 years,Females,Slovakia,79.7,66.8,65.8
Annual,Percentage,From 15 to 64 years,Females,United Kingdom,78.4,82.5,88.3
Annual,Percentage,From 15 to 64 years,Males,Austria,74.6,78.9,73.7
Annual,Percentage,From 15 to 64 years,Males,Belgium,68.4,68.7,79.6
Annual,Percentage,From 15 to 64 years,Males,Bulgaria,69.6,76.3,86.1
Annual,Percentage,From 15 to 64 years,Males,Cyprus,76.9,78.8,88.0
Annual,Percentage,From 15 to 64 years,Males,Czechia,77.3,72.7,69.9
Annual,Percentage,From 15 to 64 years,Males,Germany,65.1,69.6,68.6
Annual,Percentage,From 15 to 64 years,Males,Denmark,87.7,80.0,81.9
Annual,Percentage,From 15 to 64 years,Males,Estonia,85.2,75.9,75.7
Annual,Percentage,From 15 to 64 years,Males,Greece,62.7,73.5,85.1
Annual,Percentage,From 15 to 64 years,Males,Spain,71.8,84.4,83.9
Annual,Percentage,From 15 to 64 years,Males,European Union - 27 countries (from 2020),67.4,70.7,69.5
Annual,Percentage,From 15 to 64 years,Males,European Union - 28 countries (2013-2020),68.3,71.9,70.7
Annual,Percentage,From 15 to 64 years,Males,Finland,83.9,81.8,81.1
Annual,Percentage,From 15 to 64 years,Males,France,51.4,66.3,69.1
Annual,Percentage,From 15 to 64 years,Males,Croatia,82.0,83.2,73.1
Annual,Percentage,From 15 to 64 years,Males,Hungary,80.5,80.9,81.5
Annual,Percentage,From 15 to 64 years,Males,Ireland,82.5,83.4,85.8
Annual,Percentage,From 15 to 64 years,Males,Italy,53.4,54.2,45.2
Annual,Percentage,From 15 to 64 years,Males,Lithuania,66.4,71.7,83.0
Annual,Percentage,From 15 to 64 years,Males,Luxembourg,75.6,71.7,80.2
Annual,Percentage,From 15 to 64 years,Males,Latvia,87.6,82.7,68.8
Annual,Percentage,From 15 to 64 years,Males,Malta,82.9,88.2,87.4
Annual,Percentage,From 15 to 64 years,Males,Netherlands,84.9,74.9,77.1
Annual,Percentage,From 15 to 64 years,Males,Poland,75.2,65.3,56.5
Annual,Percentage,From 15 to 64 years,Males,Portugal,51.4,79.2,78.9
Annual,Percentage,From 15 to 64 years,Males,Romania,81.0,76.8,72.8
Annual,Percentage,From 15 to 64 years,Males,Sweden,89.1,76.1,71.2
Annual,Percentage,From 15 to 64 years,Males,Slovenia,78.3,82.0,80.6
Annual,Percentage,From 15 to 64 years,Males,Slovakia,83.3,63.2,66.1
Annual,Percentage,From 15 to 64 years,Males,United Kingdom,74.3,79.5,77.3
Annual,Percentage,From 15 to 64 years,Total,Austria,72.8,78.3,73.2
Annual,Percentage,From 15 to 64 years,Total,Belgium,67.6,69.7,77.0
Annual,Percentage,From 15 to 64 years,Total,Bulgaria,67.9,75.2,85.7
Annual,Percentage,From 15 to 64 years,Total,Cyprus,72.1,78.4,84.7
Annual,Percentage,From 15 to 64 years,Total,Czechia,77.0,73.6,68.3
Annual,Percentage,From 15 to 64 years,Total,Germany,65.0,70.6,67.4
Annual,Percentage,From 15 to 64 years,Total,Denmark,87.5,82.7,85.1
Annual,Percentage,From 15 to 64 years,Total,Estonia,84.6,74.2,77.3
Annual,Percentage,From 15 to 64 years,Total,Greece,61.6,75.7,83.3
Annual,Percentage,From 15 to 64 years,Total,Spain,70.1,84.8,83.6
Annual,Percentage,From 15 to 64 years,Total,European Union - 27 countries (from 2020),66.4,70.8,69.5
Annual,Percentage,From 15 to 64 years,Total,European Union - 28 countries (2013-2020),67.8,72.2,71.4
Annual,Percentage,From 15 to 64 years,Total,Finland,84.3,85.3,83.9
Annual,Percentage,From 15 to 64 years,Total,France,50.7,67.4,70.4
Annual,Percentage,From 15 to 64 years,Total,Croatia,79.3,81.1,74.7
Annual,Percentage,From 15 to 64 years,Total,Hungary,80.0,79.2,80.6
Annual,Percentage,From 15 to 64 years,Total,Ireland,83.1,84.7,88.6
Annual,Percentage,From 15 to 64 years,Total,Italy,50.9,51.6,46.5
Annual,Percentage,From 15 to 64 years,Total,Lithuania,68.6,72.7,79.8
Annual,Percentage,From 15 to 64 years,Total,Luxembourg,71.2,71.5,78.7
Annual,Percentage,From 15 to 64 years,Total,Latvia,85.7,80.3,68.3
Annual,Percentage,From 15 to 64 years,Total,Malta,83.9,88.3,88.0
Annual,Percentage,From 15 to 64 years,Total,Netherlands,84.7,74.1,77.0
Annual,Percentage,From 15 to 64 years,Total,Poland,74.5,63.1,55.5
Annual,Percentage,From 15 to 64 years,Total,Portugal,49.8,77.9,78.3
Annual,Percentage,From 15 to 64 years,Total,Romania,77.3,77.1,75.3
Annual,Percentage,From 15 to 64 years,Total,Sweden,88.3,73.8,71.5
Annual,Percentage,From 15 to 64 years,Total,Slovenia,78.2,82.0,80.7
Annual,Percentage,From 15 to 64 years,Total,Slovakia,81.6,64.7,66.0
Annual,Percentage,From 15 to 64 years,Total,United Kingdom,76.2,80.9,82.4
Annual,Percentage,From 25 to 64 years,Females,Austria,70.5,76.5,73.0
Annual,Percentage,From 25 to 64 years,Females,Belgium,64.3,70.5,74.4
Annual,Percentage,From 25 to 64 years,Females,Bulgaria,68.1,74.6,84.8
Annual,Percentage,From 25 to 64 years,Females,Cyprus,68.3,79.7,82.1
Annual,Percentage,From 25 to 64 years,Females,Czechia,75.2,74.9,67.7
Annual,Percentage,From 25 to 64 years,Females,Germany,61.8,70.9,65.1
Annual,Percentage,From 25 to 64 years,Females,Denmark,88.6,87.0,89.3
Annual,Percentage,From 25 to 64 years,Females,Estonia,83.7,71.3,78.3
Annual,Percentage,From 25 to 64 years,Females,Greece,59.6,78.7,81.1
Annual,Percentage,From 25 to 64 years,Females,Spain,67.9,85.2,83.5
Annual,Percentage,From 25 to 64 years,Females,European Union - 27 countries (from 2020),64.4,70.6,69.2
Annual,Percentage,From 25 to 64 years,Females,European Union - 28 countries (2013-2020),66.2,72.2,71.8
Annual,Percentage,From 25 to 64 years,Females,Finland,84.6,90.5,89.7
Annual,Percentage,From 25 to 64 years,Females,France,49.2,69.4,72.0
Annual,Percentage,From 25 to 64 years,Females,Croatia,78.6,76.3,77.1
Annual,Percentage,From 25 to 64 years,Females,Hungary,79.2,77.3,82.1
Annual,Percentage,From 25 to 64 years,Females,Ireland,83.7,87.9,91.9
Annual,Percentage,From 25 to 64 years,Females,Italy,46.7,48.5,45.7
Annual,Percentage,From 25 to 64 years,Females,Lithuania,72.7,74.1,74.2
Annual,Percentage,From 25 to 64 years,Females,Luxembourg,63.0,71.2,76.1
Annual,Percentage,From 25 to 64 years,Females,Latvia,85.7,77.5,67.0
Annual,Percentage,From 25 to 64 years,Females,Malta,86.8,88.5,88.5
Annual,Percentage,From 25 to 64 years,Females,Netherlands,82.9,71.6,73.9
Annual,Percentage,From 25 to 64 years,Females,Poland,73.3,61.0,55.5
Annual,Percentage,From 25 to 64 years,Females,Portugal,49.8,77.8,77.0
Annual,Percentage,From 25 to 64 years,Females,Romania,74.8,76.1,76.8
Annual,Percentage,From 25 to 64 years,Females,Sweden,87.0,71.3,73.6
Annual,Percentage,From 25 to 64 years,Females,Slovenia,77.4,82.1,81.2
Annual,Percentage,From 25 to 64 years,Females,Slovakia,80.5,66.6,66.4
Annual,Percentage,From 25 to 64 years,Females,United Kingdom,77.8,82.8,88.3
Annual,Percentage,From 25 to 64 years,Males,Austria,73.3,79.4,75.3
Annual,Percentage,From 25 to 64 years,Males,Belgium,67.6,67.8,80.2
Annual,Percentage,From 25 to 64 years,Males,Bulgaria,69.5,76.9,85.7
Annual,Percentage,From 25 to 64 years,Males,Cyprus,77.6,77.1,89.1
Annual,Percentage,From 25 to 64 years,Males,Czechia,76.7,72.9,70.9
Annual,Percentage,From 25 to 64 years,Males,Germany,62.7,69.5,68.9
Annual,Percentage,From 25 to 64 years,Males,Denmark,87.5,81.0,83.5
Annual,Percentage,From 25 to 64 years,Males,Estonia,86.0,74.4,77.1
Annual,Percentage,From 25 to 64 years,Males,Greece,60.8,72.7,84.6
Annual,Percentage,From 25 to 64 years,Males,Spain,69.9,85.8,84.2
Annual,Percentage,From 25 to 64 years,Males,European Union - 27 countries (from 2020),66.6,71.5,69.5
Annual,Percentage,From 25 to 64 years,Males,European Union - 28 countries (2013-2020),68.0,72.2,70.6
Annual,Percentage,From 25 to 64 years,Males,Finland,83.7,82.3,81.5
Annual,Percentage,From 25 to 64 years,Males,France,49.8,66.9,66.5
Annual,Percentage,From 25 to 64 years,Males,Croatia,79.1,83.8,74.0
Annual,Percentage,From 25 to 64 years,Males,Hungary,80.8,80.4,85.0
Annual,Percentage,From 25 to 64 years,Males,Ireland,84.6,83.8,85.7
Annual,Percentage,From 25 to 64 years,Males,Italy,54.0,55.8,45.7
Annual,Percentage,From 25 to 64 years,Males,Lithuania,66.3,73.1,84.3
Annual,Percentage,From 25 to 64 years,Males,Luxembourg,76.5,71.5,78.6
Annual,Percentage,From 25 to 64 years,Males,Latvia,88.7,84.1,68.3
Annual,Percentage,From 25 to 64 years,Males,Malta,85.9,87.6,88.0
Annual,Percentage,From 25 to 64 years,Males,Netherlands,85.8,75.5,80.5
Annual,Percentage,From 25 to 64 years,Males,Poland,79.2,67.1,54.0
Annual,Percentage,From 25 to 64 years,Males,Portugal,49.8,79.3,81.1
Annual,Percentage,From 25 to 64 years,Males,Romania,83.1,80.9,72.6
Annual,Percentage,From 25 to 64 years,Males,Sweden,89.0,78.7,73.3
Annual,Percentage,From 25 to 64 years,Males,Slovenia,78.3,82.2,80.1
Annual,Percentage,From 25 to 64 years,Males,Slovakia,82.3,64.2,65.4
Annual,Percentage,From 25 to 64 years,Males,United Kingdom,77.8,77.3,77.4
Annual,Percentage,From 25 to 64 years,Total,Austria,72.0,78.0,74.1
Annual,Percentage,From 25 to 64 years,Total,Belgium,66.1,69.0,77.5
Annual,Percentage,From 25 to 64 years,Total,Bulgaria,68.8,75.8,85.3
Annual,Percentage,From 25 to 64 years,Total,Cyprus,73.3,78.3,85.7
Annual,Percentage,From 25 to 64 years,Total,Czechia,76.0,73.8,69.5
Annual,Percentage,From 25 to 64 years,Total,Germany,62.3,70.2,67.1
Annual,Percentage,From 25 to 64 years,Total,Denmark,88.0,83.9,86.3
Annual,Percentage,From 25 to 64 years,Total,Estonia,84.8,72.7,77.7
Annual,Percentage,From 25 to 64 years,Total,Greece,60.3,75.1,83.1
Annual,Percentage,From 25 to 64 years,Total,Spain,69.1,85.5,83.9
Annual,Percentage,From 25 to 64 years,Total,European Union - 27 countries (from 2020),65.6,71.1,69.4
Annual,Percentage,From 25 to 64 years,Total,European Union - 28 countries (2013-2020),67.2,72.2,71.2
Annual,Percentage,From 25 to 64 years,Total,Finland,84.2,86.3,85.4
Annual,Percentage,From 25 to 64 years,Total,France,49.5,68.0,69.1
Annual,Percentage,From 25 to 64 years,Total,Croatia,78.9,80.2,75.5
Annual,Percentage,From 25 to 64 years,Total,Hungary,80.0,78.9,83.5
Annual,Percentage,From 25 to 64 years,Total,Ireland,84.2,85.7,88.8
Annual,Percentage,From 25 to 64 years,Total,Italy,51.0,52.8,45.7
Annual,Percentage,From 25 to 64 years,Total,Lithuania,69.5,73.6,79.1
Annual,Percentage,From 25 to 64 years,Total,Luxembourg,70.8,71.4,77.4
Annual,Percentage,From 25 to 64 years,Total,Latvia,87.2,80.8,67.6
Annual,Percentage,From 25 to 64 years,Total,Malta,86.2,87.9,88.2
Annual,Percentage,From 25 to 64 years,Total,Netherlands,84.5,73.7,77.4
Annual,Percentage,From 25 to 64 years,Total,Poland,76.4,64.1,54.8
Annual,Percentage,From 25 to 64 years,Total,Portugal,49.8,78.6,78.8
Annual,Percentage,From 25 to 64 years,Total,Romania,79.1,78.7,74.6
Annual,Percentage,From 25 to 64 years,Total,Sweden,88.1,75.1,73.4
Annual,Percentage,From 25 to 64 years,Total,Slovenia,77.9,82.1,80.6
Annual,Percentage,From 25 to 64 years,Total,Slovakia,81.4,65.3,65.9
Annual,Percentage,From 25 to 64 years,Total,United Kingdom,77.8,80.0,82.5
Annual,Percentage,From 55 to 64 years,Females,Austria,37.2,66.9,61.4
Annual,Percentage,From 55 to 64 years,Females,Belgium,64.0,74.0,70.9
Annual,Percentage,From 55 to 64 years,Females,Bulgaria,50.0,74.7,86.7
Annual,Percentage,From 55 to 64 years,Females,Cyprus,53.6 u,78.5,73.0 u
Annual,Percentage,From 55 to 64 years,Females,Czechia,80.7,81.2,59.9
Annual,Percentage,From 55 to 64 years,Females,Germany,75.0,68.4,59.9
Annual,Percentage,From 55 to 64 years,Females,Denmark,82.0,74.7,85.0
Annual,Percentage,From 55 to 64 years,Females,Estonia,80.8,71.4,75.9
Annual,Percentage,From 55 to 64 years,Females,Greece,46.3 u,75.1,83.0 u
Annual,Percentage,From 55 to 64 years,Females,Spain,49.2,90.0,79.9
Annual,Percentage,From 55 to 64 years,Females,European Union - 27 countries (from 2020),60.4,67.7,65.3
Annual,Percentage,From 55 to 64 years,Females,European Union - 28 countries (2013-2020),63.0,71.3,67.9
Annual,Percentage,From 55 to 64 years,Females,Finland,83.5,79.4,77.3
Annual,Percentage,From 55 to 64 years,Females,France,29.8,66.5,64.5
Annual,Percentage,From 55 to 64 years,Females,Croatia,59.1,84.8,67.2
Annual,Percentage,From 55 to 64 years,Females,Hungary,75.7,76.7,70.0
Annual,Percentage,From 55 to 64 years,Females,Ireland,76.6,75.2,84.3
Annual,Percentage,From 55 to 64 years,Females,Italy,42.8,34.0,53.9
Annual,Percentage,From 55 to 64 years,Females,Lithuania,57.4,75.1,82.8
Annual,Percentage,From 55 to 64 years,Females,Luxembourg,76.7 u,62.7,76.4
Annual,Percentage,From 55 to 64 years,Females,Latvia,72.0,73.2,70.3
Annual,Percentage,From 55 to 64 years,Females,Malta,66.4 u,88.7,88.5
Annual,Percentage,From 55 to 64 years,Females,Netherlands,76.6,67.9,78.0
Annual,Percentage,From 55 to 64 years,Females,Poland,65.5,49.5,43.1
Annual,Percentage,From 55 to 64 years,Females,Portugal,27.0,67.9,78.9
Annual,Percentage,From 55 to 64 years,Females,Romania,46.6,82.5,87.2
Annual,Percentage,From 55 to 64 years,Females,Sweden,85.4,64.3,62.5
Annual,Percentage,From 55 to 64 years,Females,Slovenia,69.5 u,77.7,75.6
Annual,Percentage,From 55 to 64 years,Females,Slovakia,85.4,73.0,59.3
Annual,Percentage,From 55 to 64 years,Females,United Kingdom,75.0,88.8,83.9
Annual,Percentage,From 55 to 64 years,Males,Austria,68.4,75.5,73.2
Annual,Percentage,From 55 to 64 years,Males,Belgium,62.5,66.5,75.4
Annual,Percentage,From 55 to 64 years,Males,Bulgaria,61.0,67.4,84.4
Annual,Percentage,From 55 to 64 years,Males,Cyprus,72.4,79.3,82.8
Annual,Percentage,From 55 to 64 years,Males,Czechia,74.8,70.2,71.7
Annual,Percentage,From 55 to 64 years,Males,Germany,66.3,60.8,66.3
Annual,Percentage,From 55 to 64 years,Males,Denmark,81.6,74.2,71.5
Annual,Percentage,From 55 to 64 years,Males,Estonia,74.2,83.4,67.3
Annual,Percentage,From 55 to 64 years,Males,Greece,64.6,74.6,83.6
Annual,Percentage,From 55 to 64 years,Males,Spain,78.2,81.5,80.0
Annual,Percentage,From 55 to 64 years,Males,European Union - 27 countries (from 2020),64.1,64.5,66.8
Annual,Percentage,From 55 to 64 years,Males,European Union - 28 countries (2013-2020),62.7,67.1,68.1
Annual,Percentage,From 55 to 64 years,Males,Finland,77.9,74.9,78.6
Annual,Percentage,From 55 to 64 years,Males,France,55.2,59.9,73.9
Annual,Percentage,From 55 to 64 years,Males,Croatia,88.2,82.1,64.7
Annual,Percentage,From 55 to 64 years,Males,Hungary,76.3,79.0,65.4
Annual,Percentage,From 55 to 64 years,Males,Ireland,60.9,85.9,83.9
Annual,Percentage,From 55 to 64 years,Males,Italy,41.7,46.0,42.1
Annual,Percentage,From 55 to 64 years,Males,Lithuania,58.8,58.3,81.0
Annual,Percentage,From 55 to 64 years,Males,Luxembourg,67.7 u,63.0,81.7
Annual,Percentage,From 55 to 64 years,Males,Latvia,75.7,65.4,67.4
Annual,Percentage,From 55 to 64 years,Males,Malta,76.9,86.8,80.9
Annual,Percentage,From 55 to 64 years,Males,Netherlands,76.3,65.3,66.3
Annual,Percentage,From 55 to 64 years,Males,Poland,43.9,56.0,60.9
Annual,Percentage,From 55 to 64 years,Males,Portugal,55.4,77.1,66.4
Annual,Percentage,From 55 to 64 years,Males,Romania,71.0,77.6,76.6
Annual,Percentage,From 55 to 64 years,Males,Sweden,86.5,67.5,57.8
Annual,Percentage,From 55 to 64 years,Males,Slovenia,83.7 u,77.3,77.2
Annual,Percentage,From 55 to 64 years,Males,Slovakia,87.3,61.5,69.9
Annual,Percentage,From 55 to 64 years,Males,United Kingdom,54.5,83.9,76.4
Annual,Percentage,From 55 to 64 years,Total,Austria,58.4,72.6,68.5
Annual,Percentage,From 55 to 64 years,Total,Belgium,63.0,69.4,73.4
Annual,Percentage,From 55 to 64 years,Total,Bulgaria,56.2,70.8,85.6
Annual,Percentage,From 55 to 64 years,Total,Cyprus,66.0,79.0,79.8
Annual,Percentage,From 55 to 64 years,Total,Czechia,77.0,74.4,65.5
Annual,Percentage,From 55 to 64 years,Total,Germany,70.3,63.8,63.3
Annual,Percentage,From 55 to 64 years,Total,Denmark,81.7,74.5,77.9
Annual,Percentage,From 55 to 64 years,Total,Estonia,77.0,76.5,72.2
Annual,Percentage,From 55 to 64 years,Total,Greece,60.1,74.7,83.4
Annual,Percentage,From 55 to 64 years,Total,Spain,67.8,84.7,80.0
Annual,Percentage,From 55 to 64 years,Total,European Union - 27 countries (from 2020),62.6,65.8,66.1
Annual,Percentage,From 55 to 64 years,Total,European Union - 28 countries (2013-2020),62.8,68.8,68.0
Annual,Percentage,From 55 to 64 years,Total,Finland,80.3,77.3,77.9
Annual,Percentage,From 55 to 64 years,Total,France,43.8,63.0,69.5
Annual,Percentage,From 55 to 64 years,Total,Croatia,75.0,83.1,65.7
Annual,Percentage,From 55 to 64 years,Total,Hungary,76.1,78.0,67.3
