Time frequency,Unit of measure,Weight,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Number,From 3 501 to 10 000 kg,Austria,:,426.0,423.0,422.0,406.0,468.0,371.0,411.0,430.0,486.0,446.0,415.0
Annual,Number,From 3 501 to 10 000 kg,Bosnia and Herzegovina,:,69.0,41.0,19.0,18.0,25.0,33.0,39.0,36.0,40.0,30.0,27.0
Annual,Number,From 3 501 to 10 000 kg,Belgium,:,29.0,39.0,25.0,27.0,50.0,39.0,42.0,32.0,28.0,28.0,35 i
Annual,Number,From 3 501 to 10 000 kg,Switzerland,:,45.0,77.0,53.0,69.0,72.0,54.0,59.0,49.0,39.0,61.0,38.0
Annual,Number,From 3 501 to 10 000 kg,Czechia,:,:,:,:,:,:,:,:,:,159.0,:,:
Annual,Number,From 3 501 to 10 000 kg,Germany,:,2912.0,3188.0,3083.0,3089.0,3166.0,3178.0,3298.0,3337.0,3573.0,3427.0,3672.0
Annual,Number,From 3 501 to 10 000 kg,Denmark,:,3062.0,3347.0,3712.0,4148.0,4431.0,4717.0,4655.0,5687.0,5848.0,4602.0,4109.0
Annual,Number,From 3 501 to 10 000 kg,Estonia,:,1.0,2.0,3.0,3.0,0.0,1.0,6.0,6.0,0.0,3.0,7.0
Annual,Number,From 3 501 to 10 000 kg,Greece,:,:,:,:,:,:,:,:,:,:,:,3 e
Annual,Number,From 3 501 to 10 000 kg,Spain,:,:,28.0,22.0,24.0,18.0,23.0,25.0,10.0,13.0,8.0,6.0
Annual,Number,From 3 501 to 10 000 kg,Finland,:,7.0,24.0,14.0,11.0,2.0,6.0,12.0,21.0,26.0,27.0,25.0
Annual,Number,From 3 501 to 10 000 kg,France,:,167.0,190.0,183.0,189.0,215.0,242.0,241.0,277.0,244.0,155.0,181.0
Annual,Number,From 3 501 to 10 000 kg,Croatia,:,:,:,542.0,554.0,622.0,588.0,734.0,706.0,313.0,262.0,328.0
Annual,Number,From 3 501 to 10 000 kg,Hungary,:,553.0,590.0,541.0,418.0,424.0,456.0,406.0,334.0,287.0,370.0,238.0
Annual,Number,From 3 501 to 10 000 kg,Iceland,:,:,:,:,:,:,:,:,:,12.0,:,:
Annual,Number,From 3 501 to 10 000 kg,Italy,:,503.0,:,:,:,:,14.0,4.0,:,:,0.0,:
Annual,Number,From 3 501 to 10 000 kg,Liechtenstein,:,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
Annual,Number,From 3 501 to 10 000 kg,Lithuania,:,85 b,61.0,120.0,205.0,209.0,188.0,207.0,88.0,69.0,44.0,5.0
Annual,Number,From 3 501 to 10 000 kg,Luxembourg,:,:,:,:,:,:,:,:,:,4.0,0 i,3.0
Annual,Number,From 3 501 to 10 000 kg,Latvia,:,:,5.0,0.0,0.0,2.0,12.0,13.0,12.0,4.0,9.0,10.0
Annual,Number,From 3 501 to 10 000 kg,Malta,:,:,:,0.0,0.0,2.0,0.0,0.0,9.0,1.0,2.0,0.0
