Time frequency,National accounts indicator (ESA 2010),Unit of measure,Geopolitical entity (reporting)\Time,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Austria,:,:,:,-0.2,-0.2,0.4,1.0,1.7,2.5,1.7,1.3,1.5,2.3,5.4,8.5,7.4,5.0,3.2,6.3,6.9,5.9,4.8,4.2,5.1,5.6,11.9,8.8,8.9,10.3,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Belgium,:,:,:,1.9,2.2,2.5,5.3,7.2,7.5,2.5,0.3,2.2,4.9,9.2,10.6 b,9.2 b,7.0 b,6.5,8.5,5.0,1.0,-0.6,1.6,3.6,4.5,4.1,5.1,9.2,15.8 p,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Bulgaria,:,:,:,2622.0,1717.8,74.1,23.6,11.2,10.7,6.1,11.6,12.6,18.9,25.7,35.1,28.9,18.1,11.0,16.2,19.2,17.3,11.2,15.9,20.8,18.8,17.8,14.0,24.1,26.9,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Cyprus,:,:,:,6.8,4.5,2.5,6.4,7.2,14.8,14.1,17.6,7.1,5.2,1.0,9.0,7.5,7.8,1.5,-1.4,-6.5,-10.7,-9.6,-5.2,-0.7,6.8,9.3,3.8,3.3,3.7 p,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Czechia,:,:,:,34.8,22.2,14.1,12.0,16.3,17.3,13.6,4.8,1.5,1.6,6.9,8.3,5.6,2.2,2.1,2.0,2.9,0.8,4.3,7.0,14.2,14.3,18.1,14.8,17.0,17.2,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Germany,7.5,3.3,1.7,-0.7,-0.2,1.8,1.5,1.8,2.2,1.9,0.2,-3.4,-3.3,0.1,9.5,8.3,5.6,2.1,5.9,7.2,5.8,4.6,4.4,5.6,7.6,9.7,6.1 p,7.4 p,11.0 p,17.3 p
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Denmark,-0.8,0.9,4.4,6.6,5.8,5.6,6.2,8.4,9.9,5.6,3.8,3.5,8.8,12.3,15.4,9.2,3.9,0.2,1.3,2.1,2.5,1.8,0.9,0.9,2.3,5.6,2.9,7.0,5.7,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Euro area – 20 countries (from 2023),:,:,:,0.2,0.0,2.7,4.3,5.2,6.3,5.4,4.2,2.7,3.4,5.9,10.0,7.9,4.6,2.2,4.0,4.0,2.0,1.5,1.6,3.3,4.5,7.6,5.6,7.2,10.0,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Estonia,:,:,:,36.4 u,17.7 u,13.5 u,10.1 u,10.0 u,12.9,13.5,13.1,18.1,31.9,48.6,37.0,11.7,-2.5,0.1,10.2,13.1,13.5,12.6,12.4,15.4,16.7,17.5,12.3,20.2,32.5,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Greece,:,:,:,25.6,20.5,11.8,5.6,10.0,11.7,12.5,11.0,6.3,6.5,4.9,13.2,14.6,12.8,8.2,-1.7,-6.7,-12.3,-7.4,-5.2,-2.6,-2.5,4.6,4.2,3.4 p,-1.8 p,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Spain,:,:,:,7.2,7.0,7.3,7.0,8.3,7.8,9.2,9.4,10.8,11.3,14.8,12.1,7.2,-0.9,-4.4,-4.2,-2.8,-0.6,-0.9,-0.5,1.2,6.3,12.8,13.0,10.3 p,10.0 p,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),European Union - 27 countries (from 2020),:,:,:,1.3,0.8,3.6,5.5,5.2,5.4,3.6,3.6,2.5,4.1,6.6,9.3,7.7,3.9,2.9,3.8,3.5,1.3,0.8,1.6,3.4,4.5,7.3,5.7,7.7,10.7,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Finland,-5.1,0.0,0.7,0.2,0.7,2.3,3.7,3.5,3.6,1.3,2.4,3.2,3.2,6.7,14.6,13.3 b,9.5 b,5.7 b,8.4,7.1,3.2,0.7,-3.5,-1.7,1.1,5.1,6.3,9.8,14.9,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),France,1.4,0.8,1.6,0.6,0.3,1.6,4.0,6.2,7.1,5.6,4.6,4.1,4.6,5.3,7.4,7.0,5.3,4.2,4.7,4.5,2.3,1.8,2.0,2.5,0.8,4.3,3.9,9.7 p,9.5 p,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Croatia,:,:,:,29.8,30.7,26.0,11.0,8.5,8.3,12.2,8.5,5.0,6.8,9.4,15.0,10.6,5.4,-1.6,-4.0,-5.4,-5.0,-4.2,-2.8,1.2,2.3 b,11.6 b,2.2 b,10.9,17.1 p,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Hungary,:,:,:,62.7,42.4,33.2,32.0,31.3,26.2,19.4,15.2,9.7,9.7,12.0,11.5,6.0,3.3,6.8,6.3,4.7,0.2,4.6,8.7,11.0,12.1,14.1,14.1,24.6,35.4 p,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Ireland,:,:,:,2.8,2.8,6.2,9.0,9.0,11.5,8.1,12.0,10.7,13.1,16.4,8.6,-4.6,-10.6 b,-6.8 b,1.3 b,-4.5,-19.6,-15.5,-14.1,-0.7,-3.3,-8.3,-11.4,-12.1,11.9,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Italy,:,:,:,6.1,2.0,-1.1,3.8,6.5,12.5,11.7,10.4,7.4,7.6,8.3,11.1,8.9,5.7,2.6,3.1,2.8,1.6,0.9,0.6,1.4,2.9,5.0,3.5,3.0,5.0,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Lithuania,:,:,:,59.0,23.5,-0.4,-11.6,-9.8,-2.0,6.3,11.7,25.4,25.7,30.5,14.5,2.3,-7.0,-4.0,4.9,7.0,10.1,13.2,14.6,14.4,15.0,15.2,17.5,27.2,37.3,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Luxembourg,:,:,:,2.9,0.3,3.9,11.3,13.7,10.3,6.1,7.1,8.5,7.5,11.0,14.9,13.8,11.5,7.8,10.0,6.1,5.8,2.7,5.9,9.0,13.1,11.5,7.3,13.0,20.9,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Latvia,:,:,:,26.8,7.8,5.9,3.3,-3.1,1.0,7.6,26.6,40.1,67.2,76.5,39.0,-0.8,-17.0,-7.6,8.5,12.1,16.9,14.7,14.0,13.1,16.0,17.4,11.3,16.2,25.8,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Malta,:,:,:,:,:,:,:,:,12.3,6.1,3.7,6.2,3.9,6.1,5.9,5.9,9.0,5.4,6.3,1.4,1.1,4.9,1.0,8.3,9.1,21.4,8.0,7.7,1.3,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Netherlands,:,:,:,2.9,4.2,6.7,7.6,10.2,9.2,6.9,2.6,0.6,2.7,5.9,11.3,7.8,5.3,2.6,4.4,3.6,-0.3,0.2,0.8,4.5,6.5,13.2,8.6,8.2 p,9.2 p,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Poland,:,:,:,53.5,35.3 e,20.0,15.8,5.9 e,1.3 b,-6.0 b,-3.0 b,-0.8,3.8,10.9,12.4,12.2 b,5.0 b,6.2 b,4.0,3.1,0.5,2.3,3.8,6.1,7.1 b,12.6 b,12.4 b,17.3,23.8,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Portugal,:,:,:,12.8,11.4,12.1,11.4,11.5,10.0,7.0,7.3,4.4,5.3,4.3,6.7,3.9,-0.8,-6.6,-4.5,-3.4,0.7,0.3,3.5,6.7,9.2,15.5,12.5,11.7,11.0 e,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Romania,:,:,:,453.6 d,433.4 d,332.4 d,230.9 d,140.5 d,77.7 d,27.5 b,54.3 b,35.0 b,30.7,32.0 d,22.4 d,28.5,-1.2,2.8,0.4,9.7,4.1,12.3,18.0,29.0,23.7,21.0,15.9,19.5,27.5 p,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Sweden,:,5.3,5.5,1.4,-0.8,2.4,12.0,11.2,7.6,1.8,1.6,0.3,5.5,10.2,15.2,7.5,4.3,4.0,8.5,7.7,2.8,3.1,4.4,8.6,7.7,7.9,3.9,7.2,11.2,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Slovenia,:,:,:,16.4,14.4,18.0,23.4,23.8,19.6,11.8,8.0,5.1,4.7,9.8,17.7,14.7,6.6,0.0,0.4,0.5,-0.6,1.7,3.2,6.0,7.7,14.5,12.0,14.0,15.2,:
Annual,Nominal unit labour cost based on hours worked,Percentage change (t/t-3),Slovakia,:,:,:,25.9,21.3,22.2,19.1,19.1,12.2,10.7,9.1,6.7,5.7,7.0,12.5,8.1,4.8,-1.0,3.2,2.5,1.9,3.6,7.9,11.7,14.8,14.0,10.1,12.2,17.8,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Austria,:,0.0,-0.3,0.1,-0.1,0.4,0.6,0.6,1.2,-0.2,0.3,1.4,0.6,3.4,4.4,-0.4,1.1,2.5,2.5,1.7,1.6,1.5,1.1,2.4,2.0,7.2,-0.5,2.1,8.6,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Belgium,:,0.9,0.0,1.0,1.2,0.3,3.8,3.0,0.6,-1.1,0.8,2.5,1.5,4.9,3.9 b,0.2,2.8,3.4,2.0,-0.4,-0.6,0.4,1.8,1.3,1.3,1.5,2.3,5.2,7.6 p,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Bulgaria,:,67.3,972.7,51.7,11.7,2.7,7.6,0.5,2.3,3.2,5.7,3.2,9.0,11.7,10.9,4.0,2.3,4.3,8.9,5.0,2.6,3.2,9.5,6.9,1.6,8.5,3.4,10.6,11.0,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Cyprus,:,4.0,4.0,-1.2,1.8,2.0,2.5,2.6,9.2,1.9,5.6,-0.5,0.1,1.4,7.4,-1.3,1.7,1.1,-4.1,-3.5,-3.4,-3.0,1.2,1.2,4.4,3.5,-3.9,3.9,3.8 p,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Czechia,:,13.3,10.4,7.6,2.8,3.1,5.6,6.8,4.0,2.3,-1.4,0.7,2.4,3.6,2.0,-0.1,0.3,1.9,-0.2,1.2,-0.2,3.3,3.8,6.6,3.4,7.2,3.6,5.4,7.4,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Germany,2.5,0.2,-1.0,0.1,0.7,1.0,-0.2,1.0,1.3,-0.4,-0.7,-2.3,-0.3,2.8,6.9,-1.4,0.2,3.3,2.3,1.4,1.9,1.2,1.2,3.2,3.0,3.2,-0.3 p,4.4 p,6.7 p,5.4 p
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Denmark,1.1,2.4,0.9,3.2,1.6,0.7,3.8,3.7,2.1,-0.2,1.9,1.8,4.8,5.2,4.6,-0.8,0.1,1.0,0.3,0.8,1.4,-0.4,0.0,1.3,1.0,3.2,-1.3,5.0,1.9,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Euro area – 20 countries (from 2023),:,1.8,-1.5,-0.1,1.6,1.1,1.5,2.4,2.2,0.7,1.3,0.7,1.4,3.7,4.6,-0.5,0.5,2.2,1.3,0.5,0.2,0.7,0.7,1.9,1.9,3.6,0.0,3.4,6.3,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Estonia,:,19.8 u,6.2 u,7.1 u,3.4 u,2.4 u,4.0,3.2,5.1,4.6,2.9,9.8,16.8,15.9,1.2,-4.7,1.2,3.8,4.9,3.8,4.2,4.1,3.6,7.0,5.3,4.4,2.2,12.7,15.0,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Greece,:,7.7,9.3,6.7,3.3,1.4,0.8,7.6,3.1,1.5,6.1,-1.4,1.8,4.4,6.5,3.1,2.8,2.2,-6.3,-2.5,-4.0,-1.2,-0.1,-1.4,-1.0,7.2,-1.7,-1.8 p,1.8 p,:
