Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage,Albania,:,:,:,51.2,46.7,42.5,38.9,39.0,:,:
Annual,Percentage,Veri,:,:,:,55.3,48.6,48.3,37.6,39.6,:,:
Annual,Percentage,Qender,:,:,:,50.4,47.0,40.4,38.1,38.9,:,:
Annual,Percentage,Jug,:,:,:,48.5,44.6,39.8,41.2,38.6,:,:
Annual,Percentage,Austria,:,2.9,3.3,3.4,2.8,2.7,3.0,1.8,2.3,3.7
Annual,Percentage,Ostösterreich,:,:,:,:,:,:,:,2.4,2.8,5.5
Annual,Percentage,Burgenland,:,:,:,:,:,:,:,0.5,1.2,2.1
Annual,Percentage,Niederösterreich,:,:,:,:,:,:,:,1.5,1.6,4.0
Annual,Percentage,Wien,:,:,:,:,:,:,:,3.4,4.1,7.2
Annual,Percentage,Südösterreich,:,:,:,:,:,:,:,2.0,2.9,3.0
Annual,Percentage,Kärnten,:,:,:,:,:,:,:,1.8,2.2,1.9
Annual,Percentage,Steiermark,:,:,:,:,:,:,:,2.0,3.2,3.5
Annual,Percentage,Westösterreich,:,:,:,:,:,:,:,1.1,1.3,2.0
Annual,Percentage,Oberösterreich,:,:,:,:,:,:,:,0.6,0.7,1.7
Annual,Percentage,Salzburg,:,:,:,:,:,:,:,0.8,0.5,1.5
Annual,Percentage,Tirol,:,:,:,:,:,:,:,1.2,1.7,3.1
Annual,Percentage,Vorarlberg,:,:,:,:,:,:,:,3.4,3.6,2.0
Annual,Percentage,Belgium,:,7.2,8.4,7.2,6.5,6.3 b,6.7,6.3,5.8,6.1
Annual,Percentage,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,:,:,:,:,:,13.7 b,13.5,11.5,11.6,13.7
Annual,Percentage,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,:,:,:,:,:,:,:,11.5,11.6,13.7
Annual,Percentage,Vlaams Gewest,:,:,:,:,:,3.6 b,3.9,4.4,3.2,3.4
Annual,Percentage,Prov. Antwerpen,:,:,:,:,:,:,:,6.6,4.5,4.6
Annual,Percentage,Prov. Limburg (BE),:,:,:,:,:,:,:,4.5,3.3,3.3
Annual,Percentage,Prov. Oost-Vlaanderen,:,:,:,:,:,:,:,4.9,4.0,4.2
Annual,Percentage,Prov. Vlaams-Brabant,:,:,:,:,:,:,:,3.6,2.5,2.5
Annual,Percentage,Prov. West-Vlaanderen,:,:,:,:,:,:,:,0.9,1.0,1.3
Annual,Percentage,Région wallonne,:,:,:,:,:,8.6 b,9.5,8.0,8.7,8.5
Annual,Percentage,Prov. Brabant wallon,:,:,:,:,:,:,:,11.2,12.2,11.5
Annual,Percentage,Prov. Hainaut,:,:,:,:,:,:,:,11.2,11.6,12.1
Annual,Percentage,Prov. Liège,:,:,:,:,:,:,:,4.7,5.3,4.4
Annual,Percentage,Prov. Luxembourg (BE),:,:,:,:,:,:,:,5.4,6.5,6.7
Annual,Percentage,Prov. Namur,:,:,:,:,:,:,:,5.5,6.4,6.7
Annual,Percentage,Bulgaria,:,36.8,33.5 b,30.0,22.3,22.1,22.1,19.1,18.7,18.0
Annual,Percentage,Severna i Yugoiztochna Bulgaria,:,39.1,37.9 b,33.9,24.8,25.7,26.0,21.8,20.1,20.4
Annual,Percentage,Severozapaden,:,33.0,36.0 b,35.8,24.5,26.0,26.1,20.8,19.3,19.0
Annual,Percentage,Severen tsentralen,:,41.3,40.4 b,33.1,24.4,27.2,27.9,22.1,22.8,25.0
Annual,Percentage,Severoiztochen,:,40.4,38.2 b,33.2,22.2,21.4,20.1,17.6,15.1,15.1
