Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage change (t/t-10),Austria,:,:,:,:,:,:,:,:,:,-10.6,-9.3,-6.3,-5.6,-5.0,-4.2,-2.1,-1.3,1.1,3.4,5.2,5.8,4.9,4.9,4.1,4.4,6.1,6.6,4.4,4.8
Annual,Percentage change (t/t-10),Belgium,:,:,:,:,:,:,:,:,:,-2.7,-1.4,0.7,1.3,1.9,-0.1,1.1,0.9,1.8,3.7,3.9,3.0,1.1,1.9,-0.4,0.4,-0.6,-1.6,-1.2,-0.9
Annual,Percentage change (t/t-10),Bulgaria,:,:,:,:,:,:,:,:,:,2902.8,1647.4,985.6,98.4,42.8,36.1,40.5,34.1,40.4,52.6,57.2,55.8,56.0,57.7,52.2,44.1,43.2,46.4,54.0,50.5
Annual,Percentage change (t/t-10),Cyprus,:,:,:,:,:,:,:,:,:,7.6,14.0,12.3,9.2,10.7,13.9,13.1,14.4,13.9,3.0,-1.6,-7.7,-11.8,-11.1,-10.7,-11.2,-12.0,-15.5,-14.8,-13.6
Annual,Percentage change (t/t-10),Czechia,:,:,:,:,:,:,:,:,:,58.5,47.5,33.6,24.1,17.0,12.5,12.3,8.2,4.0,1.1,-1.1,-1.1,0.6,1.2,4.9,8.9,10.8,14.6,15.4,17.9
Annual,Percentage change (t/t-10),Germany,:,:,:,:,:,:,:,:,:,-11.6,-14.8,-16.2,-16.1,-16.9,-14.1,-14.1,-12.1,-9.1,-6.7,-3.8,1.3,5.6,8.8,12.2,10.9,10.5,11.1,10.6,9.0
Annual,Percentage change (t/t-10),Denmark,:,:,:,:,:,:,:,:,:,6.2,8.4,9.1,12.1,11.0,10.2,11.6,8.4,5.9,4.5,5.4,4.6,2.0,-2.5,-4.9,-5.8,-6.9,-7.7,-5.2,-8.6
Annual,Percentage change (t/t-10),Estonia,:,:,:,:,:,:,:,:,:,87.3,53.4,42.0,53.5,59.0,51.4,44.2,40.4,40.5,40.1,38.6,42.0,34.8,22.2,15.5,21.5,26.0,28.0,36.8,41.6
Annual,Percentage change (t/t-10),Greece,:,:,:,:,:,:,:,:,:,46.5,41.4,32.6,23.6,16.6,15.8,18.6,21.7,14.0,4.5,1.6,-7.7,-8.0,-10.9,-14.4,-18.3,-18.3,-20.9,-23.5,-20.3
Annual,Percentage change (t/t-10),Spain,:,:,:,:,:,:,:,:,:,13.0,14.0,16.2,16.4,16.8,12.3,10.4,7.6,1.9,-0.4,-3.9,-5.9,-10.4,-13.0,-15.8,-11.2,-7.7,-4.6,-1.1,0.9
Annual,Percentage change (t/t-10),Finland,:,:,:,:,:,:,:,:,:,-6.9,-5.5,-3.9,-3.5,-2.7,1.0,2.1,3.3,7.0,9.2,10.1,9.3,6.5,3.6,2.2,-2.0,-5.4,-3.5,-5.1,-6.7
Annual,Percentage change (t/t-10),France,:,:,:,:,:,:,:,:,:,-3.8,-2.0,-0.5,0.4,-0.3,-1.2,1.0,1.2,1.0,1.5,1.9,1.1,0.3,0.6,0.4,-2.0,-4.0,-3.2,-2.3,-4.9
Annual,Percentage change (t/t-10),Croatia,:,:,:,:,:,:,:,:,:,36.8,40.2,34.5,27.5,15.4,9.9,6.7,10.3,3.4,-3.2,-6.3,-8.0,-11.8,-14.7,-14.2,-18.3,-15.0,-18.0,-12.0,-1.0
Annual,Percentage change (t/t-10),Hungary,:,:,:,:,:,:,:,:,:,134.7,144.2,108.4,81.9,63.6,49.7,36.6,25.8,24.4,14.7,8.9,6.6,7.8,7.1,6.6,12.9,14.1,15.5,23.7,36.7
Annual,Percentage change (t/t-10),Ireland,:,:,:,:,:,:,:,:,:,5.2,13.7,18.5,23.6,26.1,16.2,5.3,1.1,1.9,-3.2,-10.1,-26.9,-26.4,-32.2,-37.3,-32.2,-34.3,-37.8,-38.9,-31.7
Annual,Percentage change (t/t-10),Italy,:,:,:,:,:,:,:,:,:,10.4,12.1,9.3,7.3,10.8,10.1,12.5,11.1,8.9,5.9,3.3,2.6,0.1,-1.5,-2.2,-2.8,-5.1,-5.8,-7.9,-9.9
Annual,Percentage change (t/t-10),Lithuania,:,:,:,:,:,:,:,:,:,107.8,39.0,22.6,8.9,6.3,1.1,6.3,11.1,10.3,12.9,11.5,10.2,4.6,6.4,4.5,13.4,18.8,27.3,40.5,46.5
Annual,Percentage change (t/t-10),Luxembourg,:,:,:,:,:,:,:,:,:,10.6,13.2,11.7,10.7,16.8,17.9,15.5,16.7,15.0,17.0,17.0,14.9,11.0,16.6,15.8,14.7,13.6,9.3,14.1,18.3
Annual,Percentage change (t/t-10),Latvia,:,:,:,:,:,:,:,:,:,17.9,40.2,32.8,63.0,84.9,57.6,46.4,49.9,54.1,57.5,55.2,43.6,30.2,8.0,-3.6,14.2,25.4,23.5,32.1,33.9
Annual,Percentage change (t/t-10),Malta,:,:,:,:,:,:,:,:,:,7.5,2.0,4.2,4.8,1.9,1.6,4.9,3.5,3.9,4.3,1.6,2.2,3.0,-0.3,5.6,10.4,14.9,4.8,6.3,1.9
