Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage,Albania,:,:,:,13.3,12.9,11.8,11.3,11.6,:,:
Annual,Percentage,Veri,:,:,:,14.8,16.3,18.6,17.4,17.5,:,:
Annual,Percentage,Qender,:,:,:,12.4,13.4,11.3,10.7,9.9,:,:
Annual,Percentage,Jug,:,:,:,13.2,9.2,6.1,6.2,8.1,:,:
Annual,Percentage,Austria,:,6.3,7.0,7.2,6.4,6.6,6.1,7.4,5.7,5.7
Annual,Percentage,Ostösterreich,:,:,:,:,:,:,:,10.6,7.1,8.6
Annual,Percentage,Burgenland,:,:,:,:,:,:,:,6.0,1.9,4.2
Annual,Percentage,Niederösterreich,:,:,:,:,:,:,:,6.1,4.4,4.7
Annual,Percentage,Wien,:,:,:,:,:,:,:,14.7,10.0,12.3
Annual,Percentage,Südösterreich,:,:,:,:,:,:,:,5.9,4.7,5.6
Annual,Percentage,Kärnten,:,:,:,:,:,:,:,3.9,4.1,5.9
Annual,Percentage,Steiermark,:,:,:,:,:,:,:,6.8,5.0,5.6
Annual,Percentage,Westösterreich,:,:,:,:,:,:,:,4.1,4.3,2.2
Annual,Percentage,Oberösterreich,:,:,:,:,:,:,:,3.2,3.2,3.3
Annual,Percentage,Salzburg,:,:,:,:,:,:,:,3.0,3.4,0.8
Annual,Percentage,Tirol,:,:,:,:,:,:,:,5.5,5.7,1.1
Annual,Percentage,Vorarlberg,:,:,:,:,:,:,:,6.8,7.3,1.9
Annual,Percentage,Belgium,:,15.0,15.2,14.5,13.1,12.8 b,12.3,11.9,11.5,10.5
Annual,Percentage,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,:,:,:,:,:,24.2 b,21.0,22.9,20.4,18.2
Annual,Percentage,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,:,:,:,:,:,:,:,22.9,20.4,18.2
Annual,Percentage,Vlaams Gewest,:,:,:,:,:,7.7 b,7.9,6.8,6.1,5.6
Annual,Percentage,Prov. Antwerpen,:,:,:,:,:,:,:,8.7,7.4,6.4
Annual,Percentage,Prov. Limburg (BE),:,:,:,:,:,:,:,8.3,8.2,5.7
Annual,Percentage,Prov. Oost-Vlaanderen,:,:,:,:,:,:,:,5.6,5.7,6.5
Annual,Percentage,Prov. Vlaams-Brabant,:,:,:,:,:,:,:,4.8,3.6,3.8
Annual,Percentage,Prov. West-Vlaanderen,:,:,:,:,:,:,:,6.1,5.1,4.8
Annual,Percentage,Région wallonne,:,:,:,:,:,17.5 b,16.9,17.0,18.0,16.5
Annual,Percentage,Prov. Brabant wallon,:,:,:,:,:,:,:,12.0,12.3,11.7
Annual,Percentage,Prov. Hainaut,:,:,:,:,:,:,:,21.8,23.1,21.5
Annual,Percentage,Prov. Liège,:,:,:,:,:,:,:,15.8,16.6,15.7
Annual,Percentage,Prov. Luxembourg (BE),:,:,:,:,:,:,:,11.1,12.6,10.0
Annual,Percentage,Prov. Namur,:,:,:,:,:,:,:,14.0,14.9,13.0
Annual,Percentage,Bulgaria,:,11.5,11.5 b,11.1,9.0,9.2,8.4,8.4,8.6,7.0
Annual,Percentage,Severna i Yugoiztochna Bulgaria,:,14.0,13.3 b,13.9,11.3,11.0,11.3,9.4,9.2,8.7
Annual,Percentage,Severozapaden,:,19.0,18.8 b,20.5,18.9,19.3,20.2,18.7,19.0,15.4
Annual,Percentage,Severen tsentralen,:,13.8,13.2 b,12.3,10.2,10.2,8.5,9.9,8.6,9.1
Annual,Percentage,Severoiztochen,:,15.8,13.2 b,12.6,11.9,9.0,8.0,6.4,6.1,4.4
