Annual,Megawatt,3 000 t or over,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:
Annual,Megawatt,3 000 t or over,Finland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,:,0.0,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Megawatt,3 000 t or over,France,:,:,0.0,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,10.0,14.0,14.0,27.0,23.0,23.0,27.0,30.0,35.0,28.0,26.0,26.0,33.851,29.007,34.0
Annual,Megawatt,3 000 t or over,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Megawatt,3 000 t or over,Lithuania,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Megawatt,3 000 t or over,Luxembourg,:,:,:,:,:,:,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Megawatt,3 000 t or over,Latvia,0.0,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Megawatt,3 000 t or over,Malta,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:
Annual,Megawatt,3 000 t or over,Netherlands,:,:,:,:,:,:,:,54.0,55.0,67.0,75.0,102.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Megawatt,3 000 t or over,Poland,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:,:,0.0,0.0,:,:,:,:,:,: m,: m,: m,: m,: m,: m,: m,:,:,:,:
Annual,Megawatt,3 000 t or over,Romania,:,:,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,8.0,12.0,12.0,22.0,27.0
Annual,Megawatt,3 000 t or over,Serbia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,2.0
Annual,Megawatt,3 000 t or over,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Megawatt,3 000 t or over,Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:,:,:
Annual,Megawatt,999 t or less,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.8,1.2,1.1,1.7,1.8,2.0,1.6,1.6,1.7,1.7,1.7
Annual,Megawatt,999 t or less,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:,:,:
Annual,Megawatt,999 t or less,Estonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,:,:,:,:,:,:,:,:,:,:
Annual,Megawatt,999 t or less,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:
Annual,Megawatt,999 t or less,Finland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,29.0,:,40.0,:,37.0,39.0,38.0,38.0,37.0,37.0,37.0
Annual,Megawatt,999 t or less,France,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,161.0,156.0,146.0,155.0,132.0,122.0,119.0,112.0,109.947,104.044,100.0
Annual,Megawatt,999 t or less,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0
Annual,Megawatt,999 t or less,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,9.1,10.0,9.1,9.1,4.3,4.4,5.1,5.4,5.9,4.9,3.9
Annual,Megawatt,999 t or less,Malta,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:
Annual,Megawatt,999 t or less,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,14.26,16.55,19.1,19.04,19.02,18.093,16.0,14.064,14.933,13.695,13.165
Annual,Megawatt,999 t or less,Romania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,15.0,15.0,15.0,15.0,22.0
Annual,Megawatt,999 t or less,Serbia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,14.0,14.0,12.0,12.0,10.0,18.0,11.0,9.0,9.0
Annual,Megawatt,999 t or less,Slovakia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5.3,3.8,3.7,0.8,1.1,1.1,0.9,0.5,0.5,0.6,0.4
Annual,Megawatt,999 t or less,Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:,:,:
