Time frequency,Unit of measure,Weight,Geopolitical entity (reporting)\Time,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Megawatt,From 1 000 to 2 999 t,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,15.4,21.6,18.9,19.6,25.6,25.8,27.2,26.2,30.0,24.1,27.5
Annual,Megawatt,From 1 000 to 2 999 t,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:,:,:
Annual,Megawatt,From 1 000 to 2 999 t,Estonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,:,:,:,:,:,:,:,:,:,:
Annual,Megawatt,From 1 000 to 2 999 t,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:
Annual,Megawatt,From 1 000 to 2 999 t,Finland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.0,:,0.0,:,1.0,2.0,2.0,2.0,2.0,2.0,2.0
Annual,Megawatt,From 1 000 to 2 999 t,France,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,140.0,144.0,145.0,138.0,164.0,155.0,162.0,164.0,181.961,178.064,173.0
Annual,Megawatt,From 1 000 to 2 999 t,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4.0,7.0,8.0,11.0,11.0,8.0,6.0,5.0,5.0,5.0,5.0
Annual,Megawatt,From 1 000 to 2 999 t,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.1,0.1,0.1,0.1,1.2,0.6,0.6,0.6,0.6,0.6,0.6
Annual,Megawatt,From 1 000 to 2 999 t,Malta,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:
Annual,Megawatt,From 1 000 to 2 999 t,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,10.83,9.89,12.42,12.46,11.77,13.476,14.0,12.064,12.624,11.015,10.04
Annual,Megawatt,From 1 000 to 2 999 t,Romania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,60.0,62.0,65.0,76.0,95.0
Annual,Megawatt,From 1 000 to 2 999 t,Serbia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,29.0,35.0,31.0,36.0,32.0,53.0,43.0,43.0,43.0
Annual,Megawatt,From 1 000 to 2 999 t,Slovakia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.6,3.7,4.1,4.0,3.3,2.7,3.3,3.5,3.5,3.4,3.6
Annual,Megawatt,From 1 000 to 2 999 t,Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:,:,:
Annual,Megawatt,Total,Austria,31.0,29.0,29.0,26.0,19.0,18.0,29.0,26.0,26.0,32.0,29.0,30.0,25.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Megawatt,Total,Bulgaria,:,:,:,:,:,0.0,0.0,0.0,0.0,:,1.1,1.1,1.1,2.6,10.9,11.5,12.9,15.1,20.1,21.5,24.5,23.2,21.0,17.2,22.8,20.0,21.3,27.4,27.8,28.8,27.9,31.7,25.8,29.2
Annual,Megawatt,Total,Switzerland,102.0,95.0,94.0,97.0,88.0,78.0,66.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Megawatt,Total,Czechia,:,:,:,26.0,27.0,38.69,28.54,31.27,32.3,31.0,28.2,29.2,31.5,29.2,31.7,28.5,22.51 d,20.98 d,19 d,20 d,23 d,20 d,17 d,13.0,13.0,13.0,12.88,15.0,18.0,15.0,17.6,14.9,14.2,13.2
Annual,Megawatt,Total,Germany,:,947.0,957.0,937.0,903.0,856.0,822.0,807.0,779.0,750.0,:,:,:,:,:,:,:,:,:,:,878.0,869.0,846.0,828.0,874.0,861.0,873.0,871.0,889.0,892.0,906.0,892.0,883.0,883 p
Annual,Megawatt,Total,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:,:,:
Annual,Megawatt,Total,Estonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.19 e,1.19 e,1.21,1.21 e,1.21 e,0.99,0.99 e,0.680 e,:,:,:,:,:,:,:,:,:,:
Annual,Megawatt,Total,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:
Annual,Megawatt,Total,Finland,17 d,19 d,20 d,19.0,20.0,21.0,21.0,21.0,21.0,21.0,26.0,31.0,25.0,26.0,26.0,27.0,28.0,28.0,29.0,29.0,32.0,32.0,32.0,32.0,:,:,:,38.0,41.0,40.0,40.0,39.0,39.0,39.0
Annual,Megawatt,Total,France,:,:,441.0,401.0,409.0,292.0,282.0,259.0,254.0,252.0,223.0,260.0,270.0,220 b,230.0,246.0,251.0,251.0,265.0,281.0,292.0,317.0,335.0,324.0,323.0,318.0,323.0,331.0,305.0,307.0,301.0,325.759,311.115,307.0
Annual,Megawatt,Total,Croatia,1.88,:,0.88,0.88,0.88,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,6.0,7.0,8.0,8.0,7.0,8.0,11.0,12.0,16.0,15.0,12.0,10.0,8.0,8.0,9.0,8.0
Annual,Megawatt,Total,Hungary,5.2,5.2,3.4,:,:,:,:,:,:,101.2,62.3,48.7,51.3,51.0,62.0,62.0,62.0,23.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Megawatt,Total,Lithuania,:,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.2,1.1,1.2,1.1,4.4,5.4 d,5.5,5.5,7.2,7.43,10.6,11.7,11.6,8.8,10.3,9.2,10.1,9.2,9.2,5.4,5.0,5.7,6.0,6.4,5.4,4.5
Annual,Megawatt,Total,Luxembourg,:,:,14.0,16.0,15.0,:,21.725 d,21.818,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Megawatt,Total,Latvia,10.9,:,10.8,0.132,0.132,0.0,0.0,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Megawatt,Total,Malta,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:
Annual,Megawatt,Total,Netherlands,:,:,:,:,:,:,:,2105.0,1833.0,1928.0,1991.0,1970.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Megawatt,Total,Poland,66.1,64.8,54.7,47.0,43.1,40.0,39.0,36.0,37.0,27.0,25.0,23.4,22.1,23.21,22.6,24.4,26.0,30.3,33.0,32.0,26.8,22.0,24.25,25.09,26.44,31.52,31.5,30.79,31.569,30.0,26.128,27.557,24.71,23.205
Annual,Megawatt,Total,Romania,:,:,3.6,3.6,3.6,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,83.0,89.0,92.0,113.0,144.0
Annual,Megawatt,Total,Serbia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,43.0,51.0,45.0,50.0,42.0,74.0,57.0,54.0,54.0
Annual,Megawatt,Total,Slovakia,7.622,7.622,7.622,8.0,8.0,9.0,9.4,9.4,9.0,9.0,10.2,9.6,13.6,13.6,13.3,14.9,14.6,11.8,13.5,12.9,14.0,13.9,11.7,11.9,7.5,7.8,4.8,4.4,3.8,4.2,4.0,4.0,4.0,4.0
Annual,Megawatt,Total,United Kingdom,:,:,:,:,36.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Megawatt,Total,Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:,:,:
Annual,Megawatt,3 000 t or over,Bulgaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Megawatt,3 000 t or over,Switzerland,7.0,7.0,6.0,6.0,6.0,6.0,4.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Megawatt,3 000 t or over,Czechia,:,:,:,:,:,:,:,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Megawatt,3 000 t or over,Germany,:,:,11.0,11.0,10.0,12.0,8.0,10.0,6.0,5.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Megawatt,3 000 t or over,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:,:,:
Annual,Megawatt,3 000 t or over,Estonia,0.0,:,0.0,0.0,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:
