Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0
Annual,Percentage,Albania,2.54,1.38,1.51,1.22,0.85,0.94,0.98,1.31,1.16,1.27,1.0,2.69,1.86,2.16,1.86,2.37,1.24,1.23,1.04,1.27
Annual,Percentage,Austria,1.16,1.26,1.02,1.46,1.34,1.39,1.37,1.63,1.59,1.34,1.47,1.71,1.53,1.38,1.68,1.97,1.74,1.9,1.89,0.14
Annual,Percentage,Bosnia and Herzegovina,0.25,0.29,0.28,0.28,0.33,0.32,0.32,0.27,0.27,0.46,0.82,0.46,0.49,0.7,0.55,0.44,0.52,0.41,0.52,0.43
Annual,Percentage,Belgium,5.72,4.9,5.51,9.91,10.03,11.58,8.12,5.83,5.81,7.26,8.58,9.22,5.11,4.6,5.33,4.54,3.77,5.77,3.89,5.77
Annual,Percentage,Bulgaria,1.95,1.62,1.73,1.6,1.61,1.31,1.46,1.86,1.73,1.46,0.93,1.66,1.68,1.16,1.03,1.27,1.48,1.75,1.35,1.56
Annual,Percentage,Switzerland,0.64,0.53,0.76,0.72,0.81,0.82,0.8,0.69,0.67,0.72,0.75,0.9,1.04,0.56,0.64,0.69,0.66,0.84,0.72,0.59
Annual,Percentage,Cyprus,80.91,118.72,142.31,119.0,124.71,129.53,111.26,107.12,89.07,80.34,144.4,98.41,109.51,120.88,107.44,117.33,102.08,101.12,92.47,113.0
Annual,Percentage,Czechia,11.79,8.51,4.66,9.58,7.39,5.71,5.04,6.54,8.32,5.41,3.3,5.27,6.24,3.6,10.7,10.76,10.7,13.63,10.7,12.07
Annual,Percentage,Germany,8.09,7.14,5.58,9.27,8.79,8.04,7.67,6.42,7.08,6.81,6.49,7.39,5.18,5.48,5.32,4.88,6.17,4.78,5.71,2.57
Annual,Percentage,Denmark,2.87,3.76,2.04,3.3,2.58,2.78,2.69,2.2,3.57,4.56,5.11,3.99,4.88,7.52,6.02,5.39,6.05,5.45,4.4,2.72
Annual,Percentage,Estonia,8.98,7.96,18.05,7.58,23.65,12.1,27.59,17.1,17.97,9.06,5.7,21.22,2.44,2.6,3.41,4.03,2.61,6.35,8.47,5.44
Annual,Percentage,Greece,14.9,22.52,15.62,12.76,16.32,12.72,13.22,19.86,20.19,10.92,8.81,14.11,12.82,11.49,10.39,10.28,14.75,19.59,11.81,13.27
Annual,Percentage,Spain,10.11,6.56,12.25,7.47,11.44,19.71,10.0,12.06,12.56,12.56,5.84,10.43,16.02,6.3,7.02,11.44,6.59,13.51,6.66,8.1
Annual,Percentage,European Union - 27 countries (from 2020),5.02,4.64,4.8,5.57,5.01,5.2,4.67,5.0,4.72,4.53,3.46,4.73,4.34,3.63,3.79,4.39,4.07,4.83,4.07,3.6
Annual,Percentage,Finland,1.67,2.06,1.73,1.76,1.02,1.31,2.03,1.93,1.28,1.38,1.3,1.2,0.87,1.31,1.31,1.07,1.22,0.92,1.39,1.38
Annual,Percentage,France,2.88,2.89,2.86,4.22,3.81,4.14,3.46,3.0,1.92,2.38,2.19,2.97,2.28,1.53,1.64,2.53,2.1,3.25,1.73,2.8
Annual,Percentage,Croatia,0.19,0.18,0.17,0.16,0.17,0.17,0.18,0.16,0.17,0.18,0.11,0.13,0.13,0.18,0.17,0.19,0.18,0.2,0.18,0.17
Annual,Percentage,Hungary,1.43,1.57,1.38,1.3,1.5,1.13,1.09,1.37,1.48,1.28,0.87,1.35,1.29,1.04,1.18,1.44,1.23,1.37,1.44,1.31
Annual,Percentage,Ireland,0.49,0.78,0.49,0.83,0.67,0.77,0.64,0.84,0.5,0.48,0.72,0.62,0.6,0.67,0.51,0.55,0.66,0.71,0.69,0.56
Annual,Percentage,Iceland,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.22,0.15,0.17,0.1,0.1,0.09,0.01,0.01,0.0
Annual,Percentage,Italy,12.92,11.44,11.07,10.29,7.26,7.76,8.82,12.12,8.13,7.43,5.64,10.29,11.44,7.91,7.06,11.00 p,9.80 p,14.10 p,7.30 p,7.30 p
Annual,Percentage,Lithuania,1.98,2.56,3.15,4.91,3.32,2.58,2.9,2.22,2.75,3.02,0.78,0.71,0.86,0.62,0.78,0.78,0.52,0.33,0.56,0.66
Annual,Percentage,Luxembourg,0.29,0.27,0.28,0.56,0.52,0.65,0.41,0.34,0.39,0.58,0.51,0.87,0.53,0.38,0.59,0.6,0.42,0.6,0.48,0.53
Annual,Percentage,Latvia,0.35,0.29,0.34,0.3,0.27,0.3,0.35,0.3,0.27,0.24,0.26,0.19,0.18,0.22,0.37,0.4,0.31,0.18,0.33,0.39
Annual,Percentage,North Macedonia,5.39,6.93,3.53,3.77,7.29,6.46,3.97,3.07,4.91,4.17,2.27,6.26,4.5,1.54,1.76,4.95,1.76,3.9,1.74,3.17
Annual,Percentage,Malta,26.57,34.94,27.93,15.04,24.97,25.32,25.05,25.25,28.66,20.77,32.16,27.88,29.06,34.95,33.03,28.62,42.52,35.2,26.07,29.6
