Time frequency,Age class,Unit of measure,Geopolitical entity (reporting)\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,65 years or over,Number,Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,-8.4,-4.5,-7.35,-6.3,-2.97,:,:
Annual,65 years or over,Number,Austria,-10.75,-20.38,-14.76,-21.99,-16.57,-14.69 b,-13.38,-13.58,-14.35,-11.21,-10.66,-9.46,-6.19,-8.5,-10.56,-12.71,-11.62,-10.65,-13.47,-9.51,-11.4
Annual,65 years or over,Number,Belgium,-8.59,-7.62,-1.03,-9.07,-8.79,-6.07,-4.07,-0.37,-1.57,-0.51,-3.96,-0.91,-0.41,-0.34,0.32,-1.46,-3.48 b,-2.51,-4.57,-1.27,-2.88
Annual,65 years or over,Number,Bulgaria,:,:,:,-19.97,-31.56,-32.46,-25.59,-28.06,-33.89,-30.91,-24.87,-15.78,-27.51,-21.27 b,-22.57,-19.91,-14.9,-14.19,-14.81,-23.54,-3.67
Annual,65 years or over,Number,Switzerland,:,:,:,:,-6.65,-17.3,-10.57,-9.07,-14.12,-19.42,-11.49,-10.95 b,-6.24,-7.85,-7.95,-6.15,-8.77,-10.2,-10.19,-8.15,-8.31
Annual,65 years or over,Number,Cyprus,:,:,-14.2,-7.27,-2.09,-12.07 b,-8.27,-12.78,-19.6,-9.97,-0.64,-13.2,-5.14,-7.0,-7.59,-1.56,-1.12,-3.97,-6.36,-1.3,-3.02
Annual,65 years or over,Number,Czechia,:,:,-10.97,-11.41,-10.08,-11.16,-11.47,-17.44,-14.92,-9.56,-7.71,-8.48,-11.37,-14.07,-15.21,-20.25,-20.86,-17.37,-15.67,-18.58,-14.4
Annual,65 years or over,Number,Germany,:,:,-10.3,-9.19,-14.0,-11.31,-6.3,-6.63,-7.65,-2.96,-7.69,-7.43,-6.72,-7.72,-6.42,-4.19,-6.61,-3.25 b,-1.69,-4.19,-3.85
Annual,65 years or over,Number,Denmark,6.6,4.03,4.77,1.36,1.35,1.48,1.35,4.55,1.52 b,-0.53,-0.68,3.0,1.02,-0.59,7.24,7.17,2.41,0.52 b,-0.97,1.75,0.76
Annual,65 years or over,Number,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",:,:,-9.17,-9.72,-9.64,-10.28,-8.26,-7.06,-7.23,-3.99,-5.56,-6.71 e,-6.00 e,-5.68 e,-5.06 e,-4.32 e,-5.48,-5.60 b,-5.9,:,:
Annual,65 years or over,Number,Euro area - 18 countries (2014),:,-9.5,-9.21,-9.84,-9.77,-10.54,-8.52,-7.07,-7.16,-4.0,-5.6,-6.71,-5.94,-5.6,-4.97,-4.15,-5.25,-5.41 b,:,:,:
Annual,65 years or over,Number,Euro area - 19 countries  (2015-2022),:,-9.5,-9.31,-10.02,-9.99,-10.74,-8.7,-6.95,-7.0,-4.02,-5.73,-6.77,-6.0,-5.68,-5.06,-4.32,-5.48,-5.60 b,-5.9,:,:
Annual,65 years or over,Number,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,:,-6.68,-6.02,-5.81,-5.16,-4.45,-5.6,-5.72,-6.01,-7.51,-5.63
Annual,65 years or over,Number,Estonia,:,-1.32,-14.17,-14.47,-6.24,-3.63,-6.06,-1.06,1.89,1.95,-12.53,-8.54 b,-10.55,-1.98,-3.64,-1.34,-2.87,1.11,-10.2,-5.06,-3.36
Annual,65 years or over,Number,Greece,-4.56,-6.88,-4.14,2.07,6.29,1.44,-2.24,-4.01,-3.11,1.69,-1.57,-1.99,-4.92,-3.03,-5.47,-4.75,-4.23,-5.17,-4.92,-10.23,-14.48
Annual,65 years or over,Number,Spain,:,-15.68,-18.41,-19.97,-9.44,-15.14 b,-13.57,-7.0,-8.95,-0.38,-0.23,-5.9,-5.26,-3.27,-4.19,-3.98,0.16,-10.37,-11.99,-11.12,-9.39
Annual,65 years or over,Number,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",:,:,:,:,:,-9.28,-8.38,-8.48,-8.69,-4.99,-6.27,-7.18 e,-6.81 e,-7.21 e,-6.62 e,-6.54 e,-7.42 e,:,:,:,:
Annual,65 years or over,Number,European Union - 27 countries (2007-2013),:,:,-9.23,-9.41,-8.92,-9.28,-8.38,-8.42,-8.58,-4.89,-6.22,-7.2,-6.8,-7.13,-6.57,-6.47,-7.36 e,:,:,:,:
Annual,65 years or over,Number,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,-7.95,-8.23,-5.25,-6.36,-6.83 e,-6.55 e,-6.79 e,-6.14 e,-6.23 e,-7.25 e,-7.57 b,-7.46,-8.43,-6.76
Annual,65 years or over,Number,European Union - 28 countries (2013-2020),:,:,:,:,:,:,:,-8.48,-8.69,-4.99,-6.27,-7.18,-6.81,-7.21,-6.62,-6.54,-7.42 e,:,:,:,:
Annual,65 years or over,Number,Finland,:,-7.77,-12.28,0.58,3.38,-8.88,-15.53,-3.95,-8.83,-7.87,-2.81,-4.3,-6.13,-5.66,-6.22,-6.36,-1.08,5.13,4.56,-6.12,-6.4
Annual,65 years or over,Number,France,:,-5.7,-3.27,-5.49,-0.67,-7.40 b,-5.77,-3.21,-4.03,-3.41,-5.23,-5.3,-4.22,-5.78,-3.77,-2.54,-0.2,-2.63 b,-4.37,-5.12 b,-1.92
Annual,65 years or over,Number,Croatia,:,:,:,:,:,:,:,-12.99,-17.85,-14.16,-10.22,-4.56,-7.79,-17.37,-14.43,-17.0,-16.66,-16.93,-22.62,-18.18,-13.12 b
Annual,65 years or over,Number,Hungary,:,:,-5.27,-2.44,-7.1,-2.32,-1.7,0.19,2.8,2.49,-0.85,-0.01,-2.96,-2.13,-3.12,-4.81,-6.09,0.25,-4.91,-5.63,-18.69
Annual,65 years or over,Number,Ireland,-21.04,-13.09,-11.28,-9.15,-11.74,-9.33,2.37,3.47,6.68,1.71,2.91,1.13,4.38,3.59,-0.55,-10.68,-0.93 b,-9.13 b,-15.57,-13.27,-4.17
Annual,65 years or over,Number,Iceland,:,1.69,7.68,5.07 u,0.01 u,-13.96 u,-20.36 u,-6.05,-4.12,1.26,2.58,4.16,-3.09,-9.04,-6.46,1.67,2.6,:,:,:,:
Annual,65 years or over,Number,Italy,:,-12.7,-13.45,-13.02,-14.53,-9.7,-11.84,-10.5,-11.64,-9.52,-8.26,-10.42,-9.3,-6.45,-5.95,-4.62,-12.79,-10.71,-8.61,-10.99,-6.71
Annual,65 years or over,Number,Lithuania,:,:,-19.8,-23.99,-21.67,-19.08,-18.35,1.38,5.16,-3.23,-12.99,-12.01,-11.18,-13.15,-12.86,-20.61,-27.06,-22.28,-21.67,-20.62,-21.1
Annual,65 years or over,Number,Luxembourg,-11.39,-0.96,5.06,-3.9,-0.11,0.15,-11.88,2.34,1.3,-7.43,-0.4,0.73,0.12,-6.43 b,-11.76,-13.17,-12.59,-6.16 b,1.92 b,-11.02 b,-5.06
Annual,65 years or over,Number,Latvia,:,:,-7.77,-16.71,-15.54,-14.78,-15.99,-7.08,-1.79,-5.03,-7.32,-12.6,-6.11,-5.78,-5.1,-9.95,-1.79,-6.91,-11.99,-12.31,-10.06
Annual,65 years or over,Number,Montenegro,:,:,:,:,:,:,:,:,:,:,-5.32,-4.67,-9.56,-3.78,-5.28,-0.03,1.34,-2.68,-9.76,-5.13,:
Annual,65 years or over,Number,North Macedonia,:,:,:,:,:,:,:,:,:,-3.53,-0.83,-2.21,-0.21,-1.59,1.94,-2.5,-0.31,-1.87,:,:,:
Annual,65 years or over,Number,Malta,:,:,0.01,-4.55,8.69,-9.11,-1.64,3.23,9.54,7.64,3.82,-0.07,-6.29,-13.91,-16.64,-18.27,-17.23,-11.8,-17.5,-18.06,-17.61
Annual,65 years or over,Number,Netherlands,:,:,-1.63,0.08,-4.39,-1.26,-0.65,-3.66,-0.17,1.24,-2.51,-5.16,-3.09,-0.70 b,-1.4,0.27,-2.65,-1.9,-3.52,-8.89,-3.08
Annual,65 years or over,Number,Norway,-24.2,-19.0,-28.73,-24.64,-23.34,-17.05,-21.95,-21.9,-20.28,-16.04,-20.49,-17.14,-20.67,-18.83,-14.13,-10.4,-14.99,-17.42,-13.11 b,-8.98,-4.37 b
Annual,65 years or over,Number,Poland,:,:,-2.11,-0.56,0.49,-1.62,-4.68,-6.59,-6.83,-6.29,-4.12,-2.12,0.34,-2.51,-0.2,-6.7,-9.96,-15.18,-12.68,-11.93,-10.79
Annual,65 years or over,Number,Portugal,:,6.69,3.06,-3.35,-3.78,-11.22,-8.75,-14.5,-6.15,-0.9,3.02,-1.64,-3.49,-1.71,-2.29,-11.21,-6.21,-11.21,-15.67,-12.7,-16.16
Annual,65 years or over,Number,Romania,:,:,:,:,-25.87 b,-21.61,-20.15,-21.5,-19.88,-16.11,-12.85,-15.29,-14.05,-19.56,-22.78,-24.65,-24.27,-22.3,-16.86,-12.35,-15.53
Annual,65 years or over,Number,Serbia,:,:,:,:,:,:,:,:,:,:,-8.58,-6.59,-2.03,-9.2,-14.1,-12.16,-14.39,-11.1,-12.3,-8.98,:
Annual,65 years or over,Number,Sweden,:,-10.55,-7.09,-13.18,-10.82,-15.88 b,-18.75,-14.18,-20.64,-12.51,-16.81,-11.19,-14.32,-14.32,-11.82,-15.24,-11.79,-14.7,-15.39,-8.62,-7.49
Annual,65 years or over,Number,Slovenia,:,:,-22.59,-12.35,-21.43,-28.47,-21.44,-32.45,-23.02,-10.7,-8.91,-10.57,-15.97,-15.06,-10.45,-5.6,-8.73,-9.32,-6.69,-0.4,2.17
Annual,65 years or over,Number,Slovakia,:,:,-10.02,-2.63,-12.65,-16.37,-16.55,-12.78,-7.79,0.19,-5.58,0.38,-1.17,-1.6,-1.99,-2.59,-2.93,3.76,-0.06,-2.92,-4.54
Annual,65 years or over,Number,Türkiye,:,:,:,3.6,-3.12,-2.52,1.58,3.3,-0.61,-7.27,-4.06,-3.55,-8.8,-10.45,-9.01,-5.28,-4.07,-5.89,-3.58,-2.86,-6.83
Annual,65 years or over,Number,United Kingdom,:,:,-12.47,-11.69,-7.09,-5.93,-5.71,-12.77,-12.92,-3.31 b,-6.46,-9.7,-8.65,-10.15,-9.87 b,-8.58,:,:,:,:,:
Annual,65 years or over,Number,Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,-13.74 u,:,:,:,:,:
Annual,Less than 65 years,Number,Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,-1.43,2.05,-1.9,2.31,-4.27,:,:
Annual,Less than 65 years,Number,Austria,-3.84,-3.79,-3.2,-2.4,-6.07,-0.50 b,-1.43,-4.97,-0.36,-4.78,-5.15,-6.54,-1.66,0.22,-3.22,-2.73,0.12,-0.29,0.24,-2.9,2.2
Annual,Less than 65 years,Number,Belgium,-2.58,-2.06,-1.84,-8.9,-2.56,-4.92,-5.81,-0.24,-3.21,-3.01,1.56,-4.73,-4.56,-3.69,-3.26,-2.66,-0.79 b,-3.57,0.63,0.28,1.89
Annual,Less than 65 years,Number,Bulgaria,:,:,:,-17.46,-6.47,-10.28,-8.88,-1.63,2.26,-8.7,-3.99,1.06,-6.7,3.76 b,5.05,2.99,5.11,6.85,6.85,2.52,8.81
Annual,Less than 65 years,Number,Switzerland,:,:,:,:,-5.81,-7.64,-7.51,-3.51,-3.58,0.03,1.63,1.63 b,-3.83,-3.65,-4.06,2.99,6.38,1.21,-3.11,-0.43,-5.24
Annual,Less than 65 years,Number,Cyprus,:,:,-24.18,-16.26,-19.49,-22.58 b,-21.17,-18.94,-12.09,-4.5,-1.19,0.28,1.24,-8.43,-1.46,0.4,-2.17,-1.99,-6.26,-9.81,-5.12
Annual,Less than 65 years,Number,Czechia,:,:,2.94,-3.53,-2.07,-7.19,-5.24,-6.51,-4.63,-5.43,-4.95,-6.3,-4.91,-4.41,-9.05,-6.41,-7.64,-6.74,-2.96,-6.57,-3.95
Annual,Less than 65 years,Number,Germany,:,:,4.59,3.54,-2.94,0.85,0.97,0.11,1.79,-1.41,-1.03,1.9,3.23,0.4,1.41,-0.81,-0.51,-1.54 b,-1.63,-2.42,-2.37
Annual,Less than 65 years,Number,Denmark,-4.83,-0.81,-3.15,-1.03,-4.84,-3.67,-4.35,-4.85,-0.08 b,0.38,-2.63,0.58,3.32,3.14,2.66,-7.62,1.11,0.75 b,-4.27,-2.23,-3.85
Annual,Less than 65 years,Number,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",:,:,-0.55,-1.4,-3.74,-1.74,-2.54,-1.21,-0.87,-2.39,-1.75,-0.57 e,2.06 e,-0.35 e,-0.32 e,-0.02 e,-0.8,-1.93 b,-1.52,:,:
Annual,Less than 65 years,Number,Euro area - 18 countries (2014),:,-3.42,-0.5,-1.42,-3.76,-1.69,-2.47,-1.1,-0.78,-2.33,-1.7,-0.57,1.99,-0.4,-0.38,-0.1,-0.9,-1.97 b,:,:,:
Annual,Less than 65 years,Number,Euro area - 19 countries  (2015-2022),:,-3.42,-0.29,-1.33,-3.72,-1.66,-2.43,-1.01,-0.74,-2.32,-1.68,-0.53,2.06,-0.35,-0.32,-0.02,-0.8,-1.93 b,-1.52,:,:
Annual,Less than 65 years,Number,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,:,-0.57,2.04,-0.35,-0.3,-0.03,-0.78,-1.93,-1.35,-2.78,-1.88
Annual,Less than 65 years,Number,Estonia,:,5.87,7.58,2.22,3.02,2.57,7.05,12.43,18.33,6.51,2.01,9.18 b,11.26,9.27,6.91,13.49,14.28,12.95,9.49,12.32,12.21
Annual,Less than 65 years,Number,Greece,-0.54,-11.82,-10.65,-6.25,-3.37,-1.56,-3.27,2.89,3.97,-7.9,-3.29,-1.36,-1.38,0.31,-1.13,-3.39,0.46,-0.27,3.19,1.34,-4.74
Annual,Less than 65 years,Number,Spain,:,-3.22,-5.41,-9.15,-7.3,-5.67 b,-8.67,2.52,-4.34,-1.22,6.01,7.24,8.83,4.92,0.9,1.38,-2.19,1.28,-3.14,-1.92,-2.43
Annual,Less than 65 years,Number,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",:,:,:,:,:,-0.83,-1.25,0.12,0.35,-0.46,-0.12,0.52 e,2.24 e,0.92 e,0.48 e,0.12 e,-0.32 e,:,:,:,:
Annual,Less than 65 years,Number,European Union - 27 countries (2007-2013),:,:,1.41,0.72,-1.81,-0.83,-1.25,0.1,0.34,-0.47,-0.11,0.52,2.26,0.92,0.47,0.13,-0.33 e,:,:,:,:
Annual,Less than 65 years,Number,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,-0.34,0.33,-0.89,-0.56,0.52 e,2.45 e,0.22 e,0.44 e,0.05 e,-0.44 e,-1.45 b,-0.7,-2.16,-1.66
Annual,Less than 65 years,Number,European Union - 28 countries (2013-2020),:,:,:,:,:,:,:,0.12,0.35,-0.46,-0.12,0.52,2.24,0.92,0.48,0.12,-0.32 e,:,:,:,:
Annual,Less than 65 years,Number,Finland,:,6.86,1.29,5.8,2.46,7.0,6.08,6.88,8.38,9.61,6.56,4.89,7.12,8.47,7.06,7.31,4.4,3.82,5.62,-0.05,5.0
Annual,Less than 65 years,Number,France,:,-0.65,2.52,-0.64,0.36,0.86 b,-2.12,-1.22,-0.66,-0.34,-2.89,-1.8,3.25,-1.28,0.6,5.8,0.19,-4.38 b,-2.57,-3.02 b,-4.16
Annual,Less than 65 years,Number,Croatia,:,:,:,:,:,:,:,8.23,3.8,3.4,-3.07,-0.05,-3.98,0.19,4.12,-2.54,3.91,-1.68,-2.66,-5.61,-6.27 b
Annual,Less than 65 years,Number,Hungary,:,:,11.19,15.7,11.89,13.29,8.82,8.97,8.65,12.23,8.83,11.56,9.38,3.18,-1.13,-0.78,-2.86,10.36,11.83,0.1,-1.82
Annual,Less than 65 years,Number,Ireland,7.22,5.81,8.47,0.82,3.76,8.05,12.07,19.33,20.11,14.64,10.13,2.51,4.61,4.6,5.89,-1.1,8.53 b,3.60 b,-0.14,3.68,0.45
Annual,Less than 65 years,Number,Iceland,:,-4.2,-1.34,-2.63,-3.48,2.79,-6.03,10.18,6.33,11.6,16.71,10.62,10.79,-1.54,1.02,1.75,6.86,:,:,:,:
Annual,Less than 65 years,Number,Italy,:,-10.22,-10.78,-11.07,-8.82,-11.52,-11.45,-6.71,-9.76,-7.92,-6.7,-8.89,-5.41,-7.74,-7.91,-6.68,-5.5,-3.97,-0.03,-7.13,-4.01
Annual,Less than 65 years,Number,Lithuania,:,:,20.11,13.18,7.19,6.33,8.76,17.18,8.45,2.36,2.66,5.1,11.85,4.57,6.25,10.02,11.64,3.36,1.92,3.75,7.3
Annual,Less than 65 years,Number,Luxembourg,-6.47,-3.45,-8.81,-0.08,2.29,-1.18,-0.83,9.22,-0.23,3.23,-0.22,4.16,1.69,0.28 b,-5.23,-5.87,1.27,-3.60 b,-1.60 b,-2.90 b,-1.72
Annual,Less than 65 years,Number,Latvia,:,:,12.43,1.89,-2.5,-1.48,11.79,17.06,22.59,15.65,11.39,10.55,2.03,0.13,4.68,2.2,4.06,2.4,-8.24,-3.13,0.18
Annual,Less than 65 years,Number,Montenegro,:,:,:,:,:,:,:,:,:,:,3.97,1.06,4.37,-1.2,-0.1,8.02,1.61,4.61,4.87,2.61,:
Annual,Less than 65 years,Number,North Macedonia,:,:,:,:,:,:,:,:,:,12.15,7.68,19.58,11.46,7.83,-1.68,4.03,-0.44,2.07,:,:,:
Annual,Less than 65 years,Number,Malta,:,:,-11.17,-6.61,-24.39,-11.44,-4.64,-6.14,-4.55,-6.37,-0.67,7.91,6.39,-0.8,-7.56,-10.34,-11.28,-2.07,-2.52,-2.64,-10.38
Annual,Less than 65 years,Number,Netherlands,:,:,3.27,1.28,-5.59,-0.8,-1.1,-8.39,-1.31,-5.19,-3.47,-2.48,0.67,2.48 b,-0.02,-1.97,-1.92,-4.38,-2.57,-1.16,0.9
Annual,Less than 65 years,Number,Norway,-4.36,-1.3,-0.06,-2.12,-7.6,-10.48,-6.04,-1.01,0.63,0.09,-2.11,-4.93,-8.6,-7.11,-6.58,-4.54,-3.61,-6.64,-6.47 b,-7.27,-10.88 b
Annual,Less than 65 years,Number,Poland,:,:,17.24,21.75,15.8,12.07,9.78,11.18,17.32,12.22,11.45,11.94,8.66,5.43,12.42,9.81,9.58,4.0,2.91,5.0,0.09
Annual,Less than 65 years,Number,Portugal,:,-9.03,-8.84,-11.23,-11.67,2.79,3.74,10.31,8.02,-0.32,5.04,4.91,5.08,7.44,1.34,2.98,6.62,1.07,-4.94,-3.01,3.61
Annual,Less than 65 years,Number,Romania,:,:,:,:,-4.08 b,0.46,1.1,8.07,4.91,10.61,9.28,9.66,8.89,7.84,4.26,1.33,-3.84,-1.3,0.81,0.54,5.38
Annual,Less than 65 years,Number,Serbia,:,:,:,:,:,:,:,:,:,:,18.18,15.09,19.65,18.22,3.19,11.33,6.82,-1.03,-1.49,5.4,:
Annual,Less than 65 years,Number,Sweden,:,-1.54,2.95,5.0,7.16,1.31 b,-1.36,-2.02,-1.29,2.6,1.63,1.79,1.72,-0.39,3.99,-3.49,0.95,-3.47,3.52,2.35,-3.71
Annual,Less than 65 years,Number,Slovenia,:,:,-8.79,1.22,4.97,13.66,4.91,-0.39,7.06,-1.69,3.91,2.51,-7.95,-8.04,-7.08,-1.65,1.03,3.7,-4.1,6.77,-0.14
Annual,Less than 65 years,Number,Slovakia,:,:,8.33,7.87,3.03,5.84,4.7,12.63,11.94,6.41,9.66,8.65,9.78,10.61,14.03,5.31,6.43,8.91,4.24,-4.93,5.37
Annual,Less than 65 years,Number,Türkiye,:,:,:,-2.52,-6.9,-3.36,-8.12,-4.65,-5.26,-1.78,0.82,-1.01,-3.43,1.98,-1.65,-0.9,-1.98,-3.88,0.66,-0.07,-2.84
Annual,Less than 65 years,Number,United Kingdom,:,:,3.82,3.66,1.08,-0.95,2.44,3.8,0.71,3.59 b,3.72,0.58,0.39,6.67,0.77 b,0.76,:,:,:,:,:
Annual,Less than 65 years,Number,Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,8.84 u,:,:,:,:,:
