Time frequency,Unit of measure,Age class,Sex,Geopolitical entity (reporting)\Time,2005.0,2010.0,2015.0
Annual,Percentage,From 15 to 24 years,Females,Austria,79.4,78.6,86.4
Annual,Percentage,From 15 to 24 years,Females,Belgium,70.0,75.9,81.8
Annual,Percentage,From 15 to 24 years,Females,Bulgaria,82.0,68.1,85.9 u
Annual,Percentage,From 15 to 24 years,Females,Cyprus,70.0 u,84.5 u,82.8
Annual,Percentage,From 15 to 24 years,Females,Czechia,67.8,55.1 u,81.5 u
Annual,Percentage,From 15 to 24 years,Females,Germany,70.4,73.6,87.9
Annual,Percentage,From 15 to 24 years,Females,Denmark,87.2,89.7,83.5
Annual,Percentage,From 15 to 24 years,Females,Estonia,49.9 u,69.6 u,65.8
Annual,Percentage,From 15 to 24 years,Females,Greece,62.9,69.4 u,70.8 u
Annual,Percentage,From 15 to 24 years,Females,Spain,61.8,80.1,73.7
Annual,Percentage,From 15 to 24 years,Females,European Union - 27 countries (from 2020),69.6,75.8,83.8
Annual,Percentage,From 15 to 24 years,Females,European Union - 28 countries (2013-2020),69.0,72.6,79.6
Annual,Percentage,From 15 to 24 years,Females,Finland,62.4,73.9,85.9 u
Annual,Percentage,From 15 to 24 years,Females,France,68.3,74.7,98.1
Annual,Percentage,From 15 to 24 years,Females,Croatia,70.9,83.1 u,79.4 u
Annual,Percentage,From 15 to 24 years,Females,Hungary,75.5 u,83.1 u,75.7 u
Annual,Percentage,From 15 to 24 years,Females,Ireland,60.8,80.5,92.6
Annual,Percentage,From 15 to 24 years,Females,Italy,72.2,80.8,76.2 u
Annual,Percentage,From 15 to 24 years,Females,Lithuania,58.9,61.1 u,66.7
Annual,Percentage,From 15 to 24 years,Females,Luxembourg,83.6 u,90.9,100.0 u
Annual,Percentage,From 15 to 24 years,Females,Latvia,74.7,92.9 u,64.1
Annual,Percentage,From 15 to 24 years,Females,Malta,85.7,97.1,98.3
Annual,Percentage,From 15 to 24 years,Females,Netherlands,74.3 u,89.6,86.5
Annual,Percentage,From 15 to 24 years,Females,Poland,61.0,64.0,81.8
Annual,Percentage,From 15 to 24 years,Females,Portugal,84.7,82.4 u,89.3 u
Annual,Percentage,From 15 to 24 years,Females,Romania,72.0,79.7 u,38.9 u
Annual,Percentage,From 15 to 24 years,Females,Sweden,87.6 u,53.3 u,75.9
Annual,Percentage,From 15 to 24 years,Females,Slovenia,55.1 u,81.5,100.0 u
Annual,Percentage,From 15 to 24 years,Females,Slovakia,59.0,81.9 u,81.8 u
Annual,Percentage,From 15 to 24 years,Females,United Kingdom,66.6,58.7,64.2
Annual,Percentage,From 15 to 24 years,Males,Austria,89.4,81.0,86.6
Annual,Percentage,From 15 to 24 years,Males,Belgium,67.0,81.9,81.3
Annual,Percentage,From 15 to 24 years,Males,Bulgaria,86.4,88.1 u,85.7
Annual,Percentage,From 15 to 24 years,Males,Cyprus,94.5 u,80.9 u,74.8
Annual,Percentage,From 15 to 24 years,Males,Czechia,58.7,77.3 u,68.1 u
Annual,Percentage,From 15 to 24 years,Males,Germany,53.9,71.2,82.4
Annual,Percentage,From 15 to 24 years,Males,Denmark,87.0,79.8,79.8
Annual,Percentage,From 15 to 24 years,Males,Estonia,78.9,86.9 u,77.4 u
Annual,Percentage,From 15 to 24 years,Males,Greece,70.0,79.2,87.6 u
Annual,Percentage,From 15 to 24 years,Males,Spain,60.7,84.3,82.4
Annual,Percentage,From 15 to 24 years,Males,European Union - 27 countries (from 2020),68.5,77.0,80.2
Annual,Percentage,From 15 to 24 years,Males,European Union - 28 countries (2013-2020),66.2,74.7,77.4
Annual,Percentage,From 15 to 24 years,Males,Finland,63.7,85.7,89.0 u
Annual,Percentage,From 15 to 24 years,Males,France,76.6,76.5,85.1
Annual,Percentage,From 15 to 24 years,Males,Croatia,79.1,72.6,79.6 u
Annual,Percentage,From 15 to 24 years,Males,Hungary,95.4,82.5 u,89.6 u
Annual,Percentage,From 15 to 24 years,Males,Ireland,72.6,77.6,57.5
Annual,Percentage,From 15 to 24 years,Males,Italy,73.8,77.5,68.8 u
Annual,Percentage,From 15 to 24 years,Males,Lithuania,55.7,71.7 u,77.2 u
Annual,Percentage,From 15 to 24 years,Males,Luxembourg,89.6 u,84.2,93.9 u
Annual,Percentage,From 15 to 24 years,Males,Latvia,78.8,85.7,74.7 u
Annual,Percentage,From 15 to 24 years,Males,Malta,89.7,94.5,97.5
Annual,Percentage,From 15 to 24 years,Males,Netherlands,69.4,86.0,96.5
Annual,Percentage,From 15 to 24 years,Males,Poland,80.2,73.9,71.3
Annual,Percentage,From 15 to 24 years,Males,Portugal,84.3,82.5 u,48.6 u
Annual,Percentage,From 15 to 24 years,Males,Romania,69.5,94.7 u,70.7 u
Annual,Percentage,From 15 to 24 years,Males,Sweden,83.1 u,20.0 u,70.9
Annual,Percentage,From 15 to 24 years,Males,Slovenia,65.9,91.0,68.4
Annual,Percentage,From 15 to 24 years,Males,Slovakia,71.4 u,60.8 u,71.9 u
Annual,Percentage,From 15 to 24 years,Males,United Kingdom,52.4,63.4,67.1
Annual,Percentage,From 15 to 24 years,Total,Austria,84.7,79.9,86.5
Annual,Percentage,From 15 to 24 years,Total,Belgium,68.5,79.2,81.5
Annual,Percentage,From 15 to 24 years,Total,Bulgaria,84.9,79.9,85.8
Annual,Percentage,From 15 to 24 years,Total,Cyprus,84.8,82.8,79.4
