Time frequency,Size classes in number of members,Statistical classification of economic activities in the European Community (NACE Rev. 1.1),Geopolitical entity (reporting)\Time,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0
Annual,From 10 001 to 100 000 members,Pension funding,Austria,4.0,6.0,6.0,8.0,8.0,:,9.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0
Annual,From 10 001 to 100 000 members,Pension funding,Belgium,9.0,9.0,9.0,:,8.0,:,7.0,6.0,7.0,:,:,:,:,:,:,:
Annual,From 10 001 to 100 000 members,Pension funding,Bulgaria,:,:,:,:,:,:,5.0,5.0,5.0,5.0,5.0,: @C,6.0,5.0,5.0,:
Annual,From 10 001 to 100 000 members,Pension funding,Switzerland,47.0,48.0,:,51.0,:,0.0,:,64.0,65.0,75.0,:,258.0,253.0,232.0,236.0,209.0
Annual,From 10 001 to 100 000 members,Pension funding,Czechia,:,:,:,:,4 p,:,4.0,4.0,4.0,2.0,2.0,: @C,: @C,: @C,0.0,: @C
Annual,From 10 001 to 100 000 members,Pension funding,Germany,:,:,:,:,:,:,:,:,:,:,:,2.0,4.0,14.0,:,:
Annual,From 10 001 to 100 000 members,Pension funding,Denmark,0.0,0.0,0.0,0.0,:,:,0.0,0.0,:,:,:,:,:,:,:,:
Annual,From 10 001 to 100 000 members,Pension funding,Estonia,:,:,:,:,:,:,6.0,5.0,5.0,6.0,6.0,6.0,6.0,0.0,11.0,11.0
Annual,From 10 001 to 100 000 members,Pension funding,Greece,:,:,:,:,:,:,:,:,:,:,1.0,0 d,0.0,0.0,0.0,0.0
Annual,From 10 001 to 100 000 members,Pension funding,Spain,45.0,56.0,72.0,94.0,112.0,:,139.0,149.0,170.0,170.0,181.0,186.0,195.0,200.0,200.0,201.0
Annual,From 10 001 to 100 000 members,Pension funding,Finland,:,:,2.0,0.0,:,:,0.0,0.0,0.0,0.0,0.0,4.0,17.0,8.0,1.0,1.0
Annual,From 10 001 to 100 000 members,Pension funding,France,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0
Annual,From 10 001 to 100 000 members,Pension funding,Hungary,:,:,:,:,27.0,:,17.0,18.0,16.0,21.0,23.0,21 d,20.0,21 d,19 d,:
Annual,From 10 001 to 100 000 members,Pension funding,Ireland,0.0,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:
