Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Number,Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.0,:,:
Annual,Number,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,38000.0,35000.0,42000.0,28000.0,33000.0,27000.0,33000.0,30542.0,38168.0,39732.0,46109.0,54468.0,48585.0,50929.0,36683.0,37593.0,38163.0,49469.0
Annual,Number,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1710.0,1362.0,1461.0,1587.0,2188.0,3026.0,1647.0,653.0,353.0,1569.0,830.0
Annual,Number,Bulgaria,:,:,:,20600.0,23300.0,8000.0,2400.0,16100.0,4000.0,22000.0,25000.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,Switzerland,:,:,:,114000.0,117000.0,24000.0,27000.0,25000.0,31000.0,:,:,:,:,:,:,45000.0,:,:,:,:,49000 e,42000.0,55000 e,46000.0,45569.0,44996.0,63069.0,48392.0,54170.0,51245.0,45757.0,52447.0,54721.0,33108.0,49441.0
Annual,Number,Cyprus,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2000.0,2000.0,4000.0,6000.0,5000.0,13000.0,6000.0,4000.0,434.0,199.0,814.0,1045.0,1285.0,1558.0,859.0,7689.0,561.0,1875.0,9036.0
Annual,Number,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,101145 i,116583 i,:,:,:
Annual,Number,Germany,:,:,:,342000.0,347000.0,275000.0,247000.0,264000.0,246000.0,:,:,:,:,:,:,:,:,:,:,:,5612000.0,5219000.0,5042000.0,5139000.0,5824.0,5651.0,6137.0,6683.0,6697.0,:,:,:,:,:,:
Annual,Number,Estonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4000.0,6900.0,4200.0,3500.0,4900.0,3000.0,5000 d,8000.0,6063.0,7299.0,5119.0,7752.0,5208.0,7185.0,7000.0,9752.0,10694.0,28460.0
