Time frequency,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Austria,43.2,42.9,43.2,43.6,44.0,43.3,43.8,44.2,44.5,43.3,43.5,43.9,44.2,44.6,44.9,45.1,43.0,43.1,43.3,43.6,42.9,43.3,42.0,42.7
Annual,Belgium,51.4,50.8,50.6,49.6,49.1,49.4,49.5,49.7,50.3,50.0,50.4,50.6,50.5,50.0,49.9,49.4,47.5,47.3,46.1,45.5,45.4,45.7,46.3,46.1
Annual,Bulgaria,:,:,:,:,:,:,:,:,35.1,33.8,32.5,33.6,33.6,33.6,33.6,33.6,33.6,34.3,34.9,34.9,34.9,34.9,34.9,34.9
Annual,Switzerland,20.2,20.2,20.2,19.8,19.5,19.5,19.4,19.7,19.1,19.1,19.3,19.5,19.4,19.4,19.2,19.1,19.3,19.4,19.4,19.5,19.9,20.2,20.4,20.4
Annual,Cyprus,:,:,:,:,:,11.9,11.9,11.9,:,:,:,:,:,:,17.3,:,:,17.3,17.3,18.1,21.0,22.5,22.5,22.5
Annual,Czechia,41.3,41.3,41.5,41.7,41.9,42.0,40.1,40.6,40.1,38.7,39.0,39.7,39.5,39.4,39.7,40.0,40.3,40.8,41.4,41.7,41.9,37.7,37.5,38.0
Annual,Germany,47.6,46.7,47.2,47.9,46.9,47.3,47.5,47.0,46.5,45.9,44.9,45.6,45.5,45.1,45.2,45.3,45.4,45.4,45.3,45.2,44.7,44.3,44.2,43.7
Annual,Denmark,37.5,36.7,36.2,36.2,35.6,35.5,35.6,35.7,35.4,34.8,33.5,33.7,33.8,33.3,33.1,33.4,33.4,33.3,33.0,33.1,33.1,33.2,33.9,34.0
Annual,Euro area - 19 countries  (2015-2022),:,:,:,:,:,42.8,42.4,42.2,42.0,41.9,42.1,42.6,42.8,42.5,41.9,41.3,41.0,40.8,40.8,40.6,39.7,39.7,39.6,:
Annual,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,:,:,:,42.4,41.9,41.3,40.9,40.8,40.7,40.5,39.6,39.7,39.5,39.3
Annual,Estonia,39.8,39.3,40.6,40.9,39.7,38.1,37.3,37.6,37.1,37.8,38.7,39.0,39.2,38.8,39.0,38.0,37.9,38.0,32.7,33.2,33.4,33.9,34.6,33.1
Annual,Greece,35.9,35.3,35.6,35.1,36.1,35.5,36.4,36.5,36.3,36.5,35.8,39.5,39.5,37.0,36.1,34.6,35.8,36.0,36.2,36.2,33.9,32.9,33.8,34.5
Annual,Spain,34.9,35.4,35.9,34.9,35.4,35.7,36.0,35.7,34.1,34.4,36.5,36.8,37.2,37.2,37.3,35.9,35.8,35.8,35.9,35.9,34.7,36.0,36.1,36.0
Annual,European Union - 15 countries (1995-2004),40.8,40.1,40.3,40.5,40.7,40.8,40.5,40.4,40.0,39.8,39.9,40.1,40.1,39.7,39.1,38.5,38.3,38.2,38.2,38.0,:,:,:,:
Annual,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,:,:,:,:,:,:,41.5,41.1,40.5,40.3,40.1,40.0,39.9,39.1,39.0,38.6,38.6
Annual,European Union - 28 countries (2013-2020),:,:,:,:,:,:,:,:,:,:,:,:,:,39.4,39.0,38.4,38.3,38.2,38.1,37.9,:,:,:,:
Annual,Finland,42.7,41.2,40.7,39.8,39.2,39.3,38.9,38.7,38.7,37.2,36.8,36.8,36.8,37.6,38.0,37.9,38.3,36.9,36.5,35.9,35.4,36.7,36.8,37.1
Annual,France,43.9,44.1,44.1,44.7,46.4,46.5,46.3,46.5,46.6,46.6,46.8,47.0,46.9,45.5,45.0,43.6,42.9,42.3,42.3,41.9,39.5,40.8,40.7,40.4
Annual,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,34.7,35.8,35.0,35.1,33.4,34.3,34.5,34.2,34.3,35.4,36.7
Annual,Hungary,51.4,50.9,48.2,44.6,44.8,43.1,43.3,46.1,46.8,46.2,43.8,45.2,47.9,49.0,49.0,49.0,48.3,46.2,45.0,44.6,43.6,43.2,41.2,41.2
Annual,Ireland,27.5,24.8,23.2,23.2,22.8,22.2,21.6,20.7,20.8,23.2,24.2,24.0,24.2,25.2,25.3,24.9,24.3,24.0,24.3,25.5,26.1,27.1,26.8,26.0
Annual,Iceland,23.8,24.7,26.3,27.1,27.7,28.3,28.3,27.1,27.6,26.1,28.4,29.5,29.3,29.8,29.7,30.3,30.3,29.6,29.6,29.4,29.0,27.9,28.1,27.5
Annual,Italy,43.6,43.2,43.1,42.0,42.2,42.5,42.8,42.9,43.3,43.5,44.0,44.5,44.7,44.9,41.9,40.8,40.8,40.7,40.8,41.0,40.9,40.4,39.3,38.4
Annual,Japan,28.7,28.7,29.0,26.1,26.1,26.5,27.5,27.8,28.0,27.8,28.9,29.5,29.9,30.3,30.6,30.9,31.0,31.1,31.2,31.2,31.2,31.2,31.2,31.5
Annual,Lithuania,43.0,43.0,42.2,41.0,41.7,42.6,42.2,41.2,40.2,38.9,38.8,38.9,39.2,39.5,39.0,39.3,39.0,37.8,37.2,34.8,33.5,34.3,34.2,34.1
Annual,Luxembourg,29.8,28.3,26.0,26.4,26.7,27.3,27.8,28.5,28.2,28.6,28.8,30.6,30.4,31.2,31.6,32.4,32.5,30.2,30.5,30.7,31.7,31.8,31.7,33.5
Annual,Latvia,41.7,41.6,41.8,41.6,41.8,42.3,41.6,40.9,39.6,39.6,43.2,43.2,43.3,42.8,42.1,41.7,41.2,41.3,39.7,39.6,38.7,37.9,37.0,37.5
Annual,Malta,:,:,:,:,:,21.9,22.4,21.9,21.9,21.7,22.2,23.0,23.4,23.6,23.4,23.8,23.6,24.1,24.7,25.9,26.4,25.2,26.5,27.1
Annual,Netherlands,42.3,39.1,39.3,40.2,40.9,41.7,33.2,33.4,34.1,33.3,33.6,33.5,33.3,32.7,31.9,32.0,30.4,30.4,30.8,29.7,28.7,27.3,28.4,27.2
Annual,Norway,35.1,35.3,35.2,35.0,35.1,34.3,34.4,34.2,34.2,34.1,34.1,34.3,34.2,34.1,33.8,33.7,33.2,32.8,32.7,32.6,32.7,32.9,32.7,32.4
Annual,Poland,37.0,36.9,36.8,37.0,37.3,37.5,37.9,37.1,33.6,33.1,33.3,33.4,34.7,34.8,34.9,35.0,34.9,35.0,35.2,35.0,34.3,34.3,31.6,32.4
Annual,Portugal,33.2,32.2,33.0,32.8,32.8,32.1,32.8,32.5,32.2,31.9,32.2,32.3,32.6,35.2,34.8,36.3,36.4,36.6,36.7,37.1,37.3,37.7,38.2,38.3
Annual,Romania,:,:,:,:,:,:,:,:,41.0,43.2,43.4,43.3,43.4,40.9,41.1,38.3,37.9,38.3,37.3,37.7,38.0,38.2,38.3,38.2
Annual,Sweden,48.6,47.8,46.9,47.0,47.2,46.6,46.0,43.3,42.6,41.3,40.7,40.7,40.8,40.9,40.5,40.6,40.8,40.9,41.0,40.5,40.5,39.8,39.5,39.7
Annual,Slovenia,42.6,43.5,43.5,43.5,43.6,41.8,41.4,40.9,40.3,39.7,38.6,38.7,38.6,38.5,38.6,38.6,38.7,40.0,39.8,40.3,40.2,40.4,39.7,39.9
Annual,Slovakia,40.7,41.4,40.8,40.9,39.8,35.4,35.7,35.8,36.4,34.7,35.0,36.4,37.2,38.7,38.9,39.1,39.3,39.4,39.7,39.7,39.0,39.2,39.4,39.5
Annual,Türkiye,39.1,42.6,41.5,41.1,41.9,42.0,41.8,41.1,36.2,34.1,34.4,34.5,34.6,34.9,35.8,35.9,32.9,33.4,34.6,36.2,36.2,36.3,33.4,33.7
Annual,United Kingdom,29.1,28.6,28.8,30.3,30.5,30.6,30.6,30.9,29.7,29.2,29.4,28.5,27.9,26.8,26.2,26.0,26.1,26.3,26.2,26.1,:,:,:,:
