Time frequency,Age class,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,From minimum compulsory school age to 12 years,Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4.8,:,:
Annual,From minimum compulsory school age to 12 years,Austria,2.5,2.0,2.2,2.4,2.9,2.4,1.9,2.6,2.7,2.8,2.8,2.8,2.8,2.6,2.7,3.1,2.8,2.8,:
Annual,From minimum compulsory school age to 12 years,Belgium,2.0,1.9,1.9,1.5,1.8,1.9,1.6,1.6,1.8,1.5,1.4,1.5,1.5,1.3,1.9 b,1.6,1.2,1.5,:
Annual,From minimum compulsory school age to 12 years,Bulgaria,:,5.5,7.8,8.2,6.1,0.0,7.6,2.3,2.1,1.4,1.8,1.7,1.1,2.4,2.0,2.7,2.8,2.6,:
Annual,From minimum compulsory school age to 12 years,Switzerland,:,:,:,:,2.5,2.3,2.7,2.3,3.0,3.2,:,:,3.8,2.8,3.3,3.9,3.9,:,:
Annual,From minimum compulsory school age to 12 years,Cyprus,3.7,4.1,4.8,5.1,6.2,5.1,5.0,5.0,3.9,4.8,4.5,4.3,4.5,5.4,5.5,5.5,5.0,5.4,:
Annual,From minimum compulsory school age to 12 years,Czechia,1.8,1.9,2.2,2.8,3.1,3.5,3.3,3.6,3.5,3.6,3.6,4.4,3.3,3.4,3.0,2.8,3.5,3.2,:
Annual,From minimum compulsory school age to 12 years,Germany,2.1,0.4,1.3,1.3,1.3,1.2,1.0,1.2,1.3,1.2,1.1,1.3,1.0,1.0,1.1,0.6 b,0.6,0.5,:
Annual,From minimum compulsory school age to 12 years,Denmark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0 n,0.4,0.2,0.2,0.2,0.3,0.0 n,0.0 n,0.4,:
Annual,From minimum compulsory school age to 12 years,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",:,:,:,:,:,:,:,1.9 e,2.1 e,2.2 e,2.0 e,2.4 e,2.0 e,2.2 e,2.0,1.8 e,1.8,:,:
Annual,From minimum compulsory school age to 12 years,Euro area - 18 countries (2014),2.3,1.9,2.2,2.1,2.0,1.9,1.9,1.9,2.1,2.2,2.0,2.4,1.9,2.1,2.0,1.7 e,:,:,:
Annual,From minimum compulsory school age to 12 years,Euro area - 19 countries  (2015-2022),2.3,1.9,2.2,2.1,2.0,1.9,1.9,1.9,2.1,2.2,2.0,2.4,2.0,2.2,2.0,1.8 e,1.8,:,:
Annual,From minimum compulsory school age to 12 years,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,2.2,2.1,2.5,2.0,2.2,2.1,1.8 e,1.8,1.8,:
