Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Number,Algeria,47.0,35.0,32.0,34.0,35.0,37.0,36.0,34.0,34.0,26.0,26.0,28.0,28.0,28.0,33 d,34.0,33.0,35.0
Annual,Number,Morocco,:,:,:,:,:,:,:,:,:,7.0,7.0,7 p,15 b,:,:,:,:,:
