Time frequency,Unit of measure,Wastewater treatment plant parameters,Wastewater treatment plants,Geopolitical entity (reporting)\Time,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Albania,:,:,:,91.00 e,91.54 e,94.5,98.12,94.5,96.2,97.1,96.0,95.9
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Austria,:,266.3,:,239.04,:,237.94,:,234.48,233.56,228.01,193.62 b,196.45
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Bosnia and Herzegovina,0.5,1.2,1.3,1.3,1.3,9.5,9.5,9.5,9.5,:,:,:
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Belgium,153.6,154.07,154.74,157.93,154.13,159.55,153.56,155.76,154.14,155.7,165.98,161.21
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Bulgaria,31.1,41.8,30.2,32.6,47.2,47.1,45.3,42.3,33.29,28.35,27.41,:
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Switzerland,:,:,194.5,:,:,:,177.0,:,184.0,:,:,:
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Cyprus,6.82,6.53,6.12,6.16,6.7,7.41,7.17,8.41,8.68,8.22,8.83,8.31
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Czechia,217.9,263.3,260.1,238.59,210.24,206.71,223.27,228.22,221.09,219.11,235.1,243.76
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Germany,1946.65,1844.31,1787.87,1802.99,1803.09,1773.19,1713.19,1747.23,1740.09,1740.56,1717.8,:
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Denmark,133.0,131.0,129.0,129.0,119.0,139.0,142.0,133.0,151.0,148.0,:,:
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Estonia,18.1,21.7,15.31,18.37,17.93,17.11,19.13,20.13,16.87,18.05,19.44,19.11
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Greece,147.0,118.62,113.04,116.11,119.77,119.77,103.28,103.28,103.28,98.55,98.55,:
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Spain,1331.6,1233.4,1122.6,1131.6,1152.6,1174.4,1192.0,1210.4,:,:,:,:
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Finland,:,:,:,:,:,146.99,161.19,146.62,160.17,153.65,160.5,:
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,France,973.0,950.0,827.0,986.0,833.0,801.0,809.0,:,:,994.07,979.71,1028.28
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Croatia,:,2.96,16.02,15.44,17.41,8.43,3.37,3.95,3.07,5.12,7.46,9.52
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Hungary,157.79,91.63,86.21,105.73,102.48,216.59,241.76,231.48,217.12,180.17,199.02,217.42
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Ireland,85.65,72.43,64.55,53.54,58.39,56.02,58.77,55.23,58.63,58.45,60.47,59.76
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Lithuania,21.6,19.97,18.61,23.17,26.78,28.96,40.87,38.68,37.31,44.37,43.78,42.98
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Luxembourg,:,8.68,:,:,9.16,8.92 e,9.32 e,9.08 e,8.89 e,9.47 e,9.36 e,12.52 e
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Latvia,19.91,20.14,22.93,22.32,22.48,26.65,25.62,25.14,25.09,23.27,18.99,20.39
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Malta,6.06 b,10.5,9.64,8.5,8.44,10.77,10.3,8.28,9.69,10.36,10.37,9.26
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Netherlands,331.3,324.6,315.6,319.7,325.36,325.13,:,303.62,:,308.36,:,300.04
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Norway,113.2,122.0,131.1,122.3,114.4,113.8,121.3,111.7,108.37,125.32,133.79,132.82
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Poland,519.1,533.3,540.3,556.0,568.0,568.33,584.45,583.07,574.64,568.86,584.75,580.66
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Portugal,:,113.1,:,:,:,:,:,:,:,:,:,:
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Romania,57.4,48.4,172.4,192.33,155.81,240.41,283.34,247.76,230.59,254.22,264.34,207.21
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Serbia,:,:,9.7,8.3,10.8,8.3,13.0,15.82,14.1,13.04,22.07,14.0
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Sweden,:,195.9,:,183.9,:,191.4,:,198.9,:,196.8,191.9,:
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Slovenia,26.5,25.7,27.0,28.0,29.0,32.7,36.6,38.0,34.8,31.0,27.48,26.11
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Slovakia,58.72,58.71,57.43,56.88,56.24,53.05,54.52,55.93,54.83,55.52,54.76,55.05
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,Türkiye,:,:,:,:,:,266.45,:,288.91,:,285.42,:,317.75
Annual,Thousand tonnes,Sludge disposal - total,Urban wastewater treatment plants - total,United Kingdom,:,1078.4,:,:,:,:,:,:,:,:,:,:
Annual,Thousand tonnes,Sludge disposal - agricultural use,Urban wastewater treatment plants - total,Albania,:,:,:,68.00 e,70.36 e,42.5,10.3,8.2,5.5,3.78,3.5,5.6
Annual,Thousand tonnes,Sludge disposal - agricultural use,Urban wastewater treatment plants - total,Austria,:,39.9,:,39.63,:,48.31,:,48.17,49.7,48.36,47.91,50.23
