Annual,Ratio,Luxembourg,4.2,3.8,4.6,5.3,4.6,3.5,3.3 b,3.4,4.0,3.1,4.3 b,2.7 b,2.2 b,2.4
Annual,Ratio,Latvia,4.2,4.7,4.0,3.9,3.5,3.0,2.8,2.8,3.3,3.0,2.8,3.1,2.7,2.8
Annual,Ratio,Montenegro,:,:,:,14.6,8.3,8.9,8.1,10.0,8.2,5.7,4.5,5.3,4.5,:
Annual,Ratio,North Macedonia,6.1,5.9,6.2,5.1,2.8,2.8,2.9,3.3,3.3,2.4,3.0,:,:,:
Annual,Ratio,Malta,3.2,3.0,3.2,3.3,3.3,3.2,2.9,2.6,2.4,2.1,2.5,2.6,2.4,2.3
Annual,Ratio,Netherlands,4.3,4.6,4.8,4.7,5.5,5.8,5.3 b,5.2,5.1,4.8,4.6,4.6,4.6,4.7
Annual,Ratio,Norway,5.2,5.3,4.9,4.5,3.7,5.1,5.3,5.7,5.3,4.9,5.3,6.4 b,6.0,5.1 b
Annual,Ratio,Poland,2.1,1.9,1.9,1.9,1.8,1.8,1.7,2.2,2.1,2.0,1.5,1.6,1.4,1.6
Annual,Ratio,Portugal,4.4,4.0,4.6,5.1,6.1,5.2,5.1,4.7,3.8,3.4,3.3,4.1,3.4,3.5
Annual,Ratio,Romania,4.2,4.4,4.2,4.5,5.3,6.0,6.1,4.8,4.5,5.7,5.5,5.6,3.4,4.0
Annual,Ratio,Serbia,:,:,:,8.0,9.7,13.3,10.9,9.6,7.5,4.2,3.1,3.6,2.6,:
Annual,Ratio,Sweden,5.6,6.1,5.4,5.6,6.3,5.9,5.9,5.6,5.7,6.3,5.5,5.5,5.3,5.4
Annual,Ratio,Slovenia,3.6,3.9,3.8,4.0,3.9,3.7,3.5,3.3,3.1,2.9,2.9,2.3,2.2,2.3
Annual,Ratio,Slovakia,1.9,1.8,1.5,1.5,1.8,1.2,1.2,1.5,1.3,1.4,1.5,1.6,1.5,2.0
Annual,Ratio,Türkiye,2.9,1.9,2.0,1.7,1.7,1.8,1.5,1.6,1.7,1.6,1.6,2.1,1.7,2.1
Annual,Ratio,United Kingdom,12.4,12.1,15.7 b,14.7,12.5,13.8,11.5,8.5 b,7.8,:,:,:,:,:
Annual,Ratio,Kosovo*,:,:,:,:,:,:,:,:,9.2,-0.5,:,:,:,:
