Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Ratio,Albania,:,:,:,:,:,:,:,2.9,2.7,1.9,1.9,2.1,:,:
Annual,Ratio,Austria,4.9,4.8,4.5,4.6,4.6,4.4,4.7,5.0,4.6,4.6,4.7,5.2,4.8,4.2
Annual,Ratio,Belgium,7.0,8.2,8.5,7.8,8.2,8.2,7.9,7.4,6.5,7.0 b,6.6,7.1,7.0,6.1
Annual,Ratio,Bulgaria,1.7,1.5,1.9,2.0,2.0,2.6,3.3 b,3.7,3.7,3.4,3.6,3.5,3.2,2.5
Annual,Ratio,Switzerland,1.1,1.1,1.0,1.2,1.6 b,1.7,1.9,1.9,1.8,1.5,1.7,2.0 b,1.8,1.5
Annual,Ratio,Cyprus,1.7,1.6,1.9,2.3,2.7,3.4,3.7,3.1,3.3,2.5,2.1,2.1,1.7,1.4
Annual,Ratio,Czechia,2.3,2.2,2.2,2.1,2.4,2.3,2.3,1.9,1.7,1.7,1.7,: u,: u,1.7
Annual,Ratio,Germany,5.7,5.8,5.2,5.4,5.7,5.7,5.5,4.6,4.0,3.4,7.2 b,7.3,7.0,7.0
Annual,Ratio,Denmark,13.5 b,11.0 b,8.5,9.8,11.0,9.6,8.3,8.0,7.1,7.1,6.0 b,6.7,5.7,5.5
Annual,Ratio,Euro area – 20 countries (from 2023),5.4,5.7,5.3,5.8,5.6,5.2,5.0,4.5,4.0,3.9,5.1,5.8,5.5,5.0
Annual,Ratio,Estonia,3.1,3.9,3.2,3.2,4.1 b,3.4,2.9,2.9,2.6,2.5,3.3,3.4,2.8,3.2
Annual,Ratio,Greece,2.0,2.1,2.3,2.9,1.6,1.3,1.3,1.3,1.8,1.8,1.9,1.8,1.5,1.7
Annual,Ratio,Spain,4.6,5.7,5.7,7.0,8.1,7.2,6.4,5.7,4.5,4.3,3.9,6.0,4.4,3.5
Annual,Ratio,European Union - 27 countries (from 2020),5.0,5.2,4.9,5.3,5.2,4.9,4.7,4.3,3.9,3.9,4.7,5.2,4.9,4.5
Annual,Ratio,Finland,5.8,6.4,5.8,5.5,6.0,6.2,7.1,6.6,6.5,6.0,6.0,6.2,6.5,5.9
Annual,Ratio,France,4.0,4.0,3.4,3.4,3.4,3.6,3.7,3.5,3.5,3.9,5.9 b,6.3,6.7 b,5.8
Annual,Ratio,Croatia,5.9,7.2,7.1,6.2,6.2,6.2,3.9,3.8,3.6,3.1,2.6,2.8,2.4,2.7 b
Annual,Ratio,Hungary,4.8,4.9,5.2,4.5,4.3,3.6,4.6,4.2,4.6,3.8,4.2,1.7,1.9,2.1
Annual,Ratio,Ireland,83.7,83.2,76.4,90.8,58.2,34.0,24.3,20.4,15.3,14.7 b,10.7 b,11.1,10.0,8.9
Annual,Ratio,Iceland,2.7,3.2,3.5,3.1,2.5,2.7,2.3,1.8,1.7,1.7,:,:,:,:
Annual,Ratio,Italy,2.4,2.8,2.7,2.9,3.0,3.0,3.6,3.3,3.2,3.5,3.6,4.8,4.7,3.8
Annual,Ratio,Lithuania,5.1,6.5,4.9,4.9,3.8,5.4,4.6,4.3,4.3,4.0,4.8,5.1,6.0,5.7
