Time frequency,annex,indic_sb,priority,unit,nace_r1,cpa02,partner,geo\TIME_PERIOD,1997.0,1998.0,1999.0,2000.0,2001.0
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J6522B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J6522C,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J6522D,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J6522E,TOTAL,ES,:,:,126.0,131.0,159.0
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J6523,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J6523,TOTAL,NO,:,:,:,10.6,3.976
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J6523A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J6523B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J67,TOTAL,BE,944.904,1071.227,1375.338,1968.374,:
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J67,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J67,TOTAL,NO,148.529,176.828,200.11 p,219.28,:
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J671,TOTAL,BE,944.904,1071.227,1375.338,1968.374,:
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J671,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J671,TOTAL,NO,:,:,:,220.882,303.04
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J6712,TOTAL,BE,0.0,0.0,0.0,0.0,:
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J6712,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J6712A,TOTAL,BE,0.0,0.0,0.0,0.0,:
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J6712A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J6712B,TOTAL,BE,0.0,0.0,0.0,0.0,:
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J6712B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J6713,TOTAL,BE,0.0,1071.227,1375.338,1968.374,1723.186
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J6713,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J672,TOTAL,BE,0.0,0.0,0.0,0.0,:
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J672,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J672A,TOTAL,BE,0.0,0.0,0.0,0.0,:
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J672A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J672B,TOTAL,BE,0.0,0.0,0.0,0.0,:
Annual,6.0,V44140,O,MIO_EUR,J6512_J652,CPA_J672B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6512,TOTAL,ES,87.379,110.0,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6512,TOTAL,HU,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6512,TOTAL,NO,1.497 p,1.536,0 p,0.0,0.124
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6512A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6512AA,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6512AB,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6512AC,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6512B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6512BA,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6512BB,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6512BC,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6512BD,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6512BE,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6512C,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J652,TOTAL,ES,:,:,126.0,131.0,159.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J652,TOTAL,NO,10.725 p,9.095,1.444 p,5.547,:
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6521,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6522,TOTAL,ES,:,:,:,:,159.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6522,TOTAL,SE,69.355,65.725 b,79.137,79.927,101.674
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6522A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6522B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6522C,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6522D,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6522E,TOTAL,ES,:,:,126.0,131.0,159.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6523,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6523,TOTAL,NO,:,:,:,9.861,3.852
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6523A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6523B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J67,TOTAL,BE,: m,: m,: m,: m,:
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J67,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J67,TOTAL,NO,12.596 p,15.828,25.871 p,29.336,:
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J671,TOTAL,BE,: m,: m,: m,: m,:
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J671,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J671,TOTAL,NO,:,:,:,30.938,42.617
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6712,TOTAL,BE,: m,: m,: m,: m,:
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6712,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6712A,TOTAL,BE,: m,: m,: m,: m,:
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6712A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6712B,TOTAL,BE,: m,: m,: m,: m,:
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6712B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6713,TOTAL,BE,: m,: m,: m,: m,: m
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J6713,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J672,TOTAL,BE,: m,: m,: m,: m,:
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J672,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J672A,TOTAL,BE,: m,: m,: m,: m,:
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J672A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J672B,TOTAL,BE,: m,: m,: m,: m,:
Annual,6.0,V44140,O,MIO_EUR,J6522,CPA_J672B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J6512AA,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J6512AB,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J6512AC,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J6512BA,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J6512BB,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J6512BC,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J6512BD,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J6512BE,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J6512C,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J6521,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J6522A,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J6522B,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J6522C,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J6522D,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J6522E,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J6523A,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J6523B,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J6712A,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J6712B,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J6713,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J672A,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44140,V,MIO_EUR,J6512,CPA_J672B,TOTAL,SK,:,:,:,:,: @C
