Time frequency,Unit of measure,Rail network segment (2010),Train category\Time,2010.0
Annual,Number,Dragoman - Sofia,Goods trains,4732.0
Annual,Number,Dragoman - Sofia,Passenger trains,3276.0
Annual,Number,Septemvri - Sofia,Goods trains,4732.0
Annual,Number,Septemvri - Sofia,Passenger trains,8008.0
Annual,Number,Septemvri - Plovdiv,Goods trains,2912.0
Annual,Number,Septemvri - Plovdiv,Passenger trains,12740.0
Annual,Number,Plovdiv - Dimitrovgrad,Goods trains,728.0
Annual,Number,Plovdiv - Dimitrovgrad,Passenger trains,2184.0
Annual,Number,Dimitrovgrad - Svilengrad,Goods trains,3640.0
Annual,Number,Dimitrovgrad - Svilengrad,Passenger trains,728.0
Annual,Number,Sofia - Mezdra,Goods trains,2184.0
Annual,Number,Sofia - Mezdra,Passenger trains,8372.0
Annual,Number,Mezdra - Yasen,Goods trains,728.0
Annual,Number,Mezdra - Yasen,Passenger trains,5824.0
Annual,Number,Yasen - Gorna Oryahovitza,Goods trains,2184.0
Annual,Number,Yasen - Gorna Oryahovitza,Passenger trains,8372.0
Annual,Number,Gorna Oryahovitza - Kaspichan,Goods trains,1456.0
Annual,Number,Gorna Oryahovitza - Kaspichan,Passenger trains,5824.0
Annual,Number,Kaspichan - Varna,Goods trains,3276.0
Annual,Number,Kaspichan - Varna,Passenger trains,9100.0
Annual,Number,Sofia - Karlovo,Goods trains,2548.0
Annual,Number,Sofia - Karlovo,Passenger trains,4004.0
Annual,Number,Karlovo - Tulovo,Goods trains,1820.0
Annual,Number,Karlovo - Tulovo,Passenger trains,2912.0
Annual,Number,Tulovo - Zimnitza,Goods trains,2184.0
Annual,Number,Tulovo - Zimnitza,Passenger trains,3640.0
Annual,Number,Karnobat - Podvis,Goods trains,1820.0
Annual,Number,Karnobat - Podvis,Passenger trains,2912.0
Annual,Number,Podvis - Sindel,Goods trains,1820.0
Annual,Number,Podvis - Sindel,Passenger trains,4004.0
Annual,Number,Ruse - Gorna Oryahovitza,Goods trains,2548.0
Annual,Number,Ruse - Gorna Oryahovitza,Passenger trains,5460.0
Annual,Number,Gorna Oryahovitza - Dabovo,Goods trains,1820.0
Annual,Number,Gorna Oryahovitza - Dabovo,Passenger trains,4004.0
Annual,Number,Tulovo - Stara Zagora,Goods trains,728.0
Annual,Number,Tulovo - Stara Zagora,Passenger trains,2184.0
Annual,Number,Mihaylovo - Dimitrovgrad,Goods trains,1820.0
Annual,Number,Mihaylovo - Dimitrovgrad,Passenger trains,1820.0
Annual,Number,Sofia - Pernik,Goods trains,177.0
Annual,Number,Sofia - Pernik,Passenger trains,10192.0
Annual,Number,Pernik - Radomir,Goods trains,2184.0
Annual,Number,Pernik - Radomir,Passenger trains,6916.0
Annual,Number,Radomir - Gen. Todorov,Goods trains,3640.0
Annual,Number,Radomir - Gen. Todorov,Passenger trains,4732.0
Annual,Number,Gen. Todorov - Kulata,Goods trains,364.0
Annual,Number,Gen. Todorov - Kulata,Passenger trains,2184.0
Annual,Number,Radomir - Gyueshevo,Goods trains,364.0
Annual,Number,Radomir - Gyueshevo,Passenger trains,3276.0
Annual,Number,Mezdra - Boychinovtzi,Goods trains,728.0
Annual,Number,Mezdra - Boychinovtzi,Passenger trains,5096.0
Annual,Number,Boychinovtzi - Brusartzi,Goods trains,364.0
Annual,Number,Boychinovtzi - Brusartzi,Passenger trains,2548.0
Annual,Number,Brusartzi - Vidin,Goods trains,364.0
Annual,Number,Brusartzi - Vidin,Passenger trains,1820.0
Annual,Number,Plovdiv - Stara Zagora,Goods trains,2912.0
Annual,Number,Plovdiv - Stara Zagora,Passenger trains,4732.0
Annual,Number,Stara Zagora - Zimnitza,Goods trains,1820.0
Annual,Number,Stara Zagora - Zimnitza,Passenger trains,4368.0
Annual,Number,Zimnitza - Karnobat,Goods trains,2548.0
Annual,Number,Zimnitza - Karnobat,Passenger trains,3640.0
Annual,Number,Karnobat - Burgas,Goods trains,4004.0
Annual,Number,Karnobat - Burgas,Passenger trains,3640.0
Annual,Number,Ruse - Kaspichan,Goods trains,1820.0
Annual,Number,Ruse - Kaspichan,Passenger trains,2548.0
Annual,Number,Sofia - Dragoman,Goods trains,4368.0
Annual,Number,Sofia - Dragoman,Passenger trains,3276.0
Annual,Number,Sofia - Septemvri,Goods trains,5096.0
Annual,Number,Sofia - Septemvri,Passenger trains,8008.0
Annual,Number,Plovdiv - Septemvri,Goods trains,2548.0
Annual,Number,Plovdiv - Septemvri,Passenger trains,12740.0
Annual,Number,Dimitrovgrad - Plovdiv,Goods trains,364.0
Annual,Number,Dimitrovgrad - Plovdiv,Passenger trains,2184.0
Annual,Number,Svilengrad - Dimitrovgrad,Goods trains,3640.0
Annual,Number,Svilengrad - Dimitrovgrad,Passenger trains,728.0
Annual,Number,Mezdra - Sofia,Goods trains,2184.0
Annual,Number,Mezdra - Sofia,Passenger trains,8372.0
Annual,Number,Yasen - Mezdra,Goods trains,1092.0
Annual,Number,Yasen - Mezdra,Passenger trains,5824.0
Annual,Number,Gorna Oryahovitza - Yasen,Goods trains,2548.0
Annual,Number,Gorna Oryahovitza - Yasen,Passenger trains,8372.0
Annual,Number,Kaspichan - Gorna Oryahovitza,Goods trains,1456.0
Annual,Number,Kaspichan - Gorna Oryahovitza,Passenger trains,5824.0
Annual,Number,Varna - Kaspichan,Goods trains,4004.0
Annual,Number,Varna - Kaspichan,Passenger trains,9100.0
Annual,Number,Karlovo - Sofia,Goods trains,3276.0
Annual,Number,Karlovo - Sofia,Passenger trains,4004.0
Annual,Number,Tulovo - Karlovo,Goods trains,1820.0
Annual,Number,Tulovo - Karlovo,Passenger trains,2912.0
Annual,Number,Zimnitza - Tulovo,Goods trains,2548.0
Annual,Number,Zimnitza - Tulovo,Passenger trains,3640.0
Annual,Number,Podvis - Karnobat,Goods trains,1820.0
