Time frequency,Unit of measure,International Standard Classification of Education (ISCED 2011),Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Number,Primary education,Austria,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Number,Primary education,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,0.8,:,0.8
Annual,Number,Primary education,Belgium,:,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.5 bd,0.4,0.4
Annual,Number,Primary education,French Community in Belgium including small German-speaking Community,:,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.5,0.4,0.4
Annual,Number,Primary education,Flemish Community in Belgium,:,0.3,0.3,0.3,0.3,0.3,0.3,0.3,:,:,:
Annual,Number,Primary education,Bulgaria,:,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9
Annual,Number,Primary education,Cyprus,:,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1
Annual,Number,Primary education,Czechia,:,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Annual,Number,Primary education,Germany,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6
Annual,Number,Primary education,Denmark,0.7,0.6,0.6,0.6 d,0.9,0.9,1.2,1.2,1.2,1.2,1.2
Annual,Number,Primary education,Estonia,:,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Annual,Number,Primary education,Greece,:,1.0,1.1,1.1,1.1,1.3,1.3,1.3,1.3,1.3,1.3
Annual,Number,Primary education,Spain,:,1.1,1.0,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
Annual,Number,Primary education,European Union - 27 countries (from 2020),:,0.9,0.9,0.9,0.9,0.8,1.0,1.0,0.9,0.9,0.9
Annual,Number,Primary education,European Union - 28 countries (2013-2020),:,:,:,:,:,0.9,0.9,:,:,:,:
Annual,Number,Primary education,Finland,:,0.8,0.8,0.8,0.8,1.0,1.0,1.1,1.2,1.3 bd,1.3
Annual,Number,Primary education,France,:,1.0,1.0,1.0,1.0,1.0 d,1.0 e,1.0 d,1.0,1.0,1.0
Annual,Number,Primary education,Croatia,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
Annual,Number,Primary education,Hungary,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.6,0.6
Annual,Number,Primary education,Ireland,:,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m
Annual,Number,Primary education,Iceland,:,0.9,0.9,0.9,0.9,1.0,0.9,0.9,1.0,:,1.0
Annual,Number,Primary education,Italy,:,1.0,1.0,1.0 d,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Number,Primary education,Liechtenstein,:,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Number,Primary education,Lithuania,:,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Annual,Number,Primary education,Luxembourg,:,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
Annual,Number,Primary education,Latvia,0.9,0.9,0.9,1.0,1.1,1.1,1.2,1.2,1.2,1.3,1.4
Annual,Number,Primary education,North Macedonia,:,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Number,Primary education,Malta,:,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1
Annual,Number,Primary education,Netherlands,:,0.5,0.6,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5
Annual,Number,Primary education,Norway,:,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Number,Primary education,Poland,:,1.0,1.0,1.0,1.0,0.9,1.0 e,1.0 e,1.1,1.1,1.1
Annual,Number,Primary education,Portugal,0.3,0.4,0.4,0.4,0.5,0.7,0.7,0.7,0.7,0.7,0.7
Annual,Number,Primary education,Romania,0.6,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Number,Primary education,Serbia,:,:,:,:,:,1.0,:,:,:,:,1.0
Annual,Number,Primary education,Sweden,:,0.9,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1
Annual,Number,Primary education,Slovenia,:,0.5,0.5,0.5,0.5,0.8 b,0.8,0.8,0.8,0.8,0.8
Annual,Number,Primary education,Slovakia,:,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Annual,Number,Lower secondary education,Austria,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Annual,Number,Lower secondary education,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,1.9,:,1.9
Annual,Number,Lower secondary education,Belgium,:,1.3,1.2,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4
Annual,Number,Lower secondary education,French Community in Belgium including small German-speaking Community,:,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Number,Lower secondary education,Flemish Community in Belgium,:,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.7,1.8,1.8
