Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Percentage,Austria,30.57,30.12,31.22,31.9,30.12,30.17,28.04,27.94,27.59,30.32,30.47,28.62,28.44,25.95,25.98,25.6,26.67,28.65,28.66,31.5,31.08,29.18,32.94,32.13,31.95,31.56,32.09,31.44,30.42,28.9,32.79,31.93,30.02
Annual,Percentage,Belgium,17.64,16.73,16.22,15.98,14.73,15.09,14.59,15.66,14.89,15.81,15.14,14.88,15.08,14.82,14.57,14.67,14.81,15.35,14.54,15.64,15.45,16.32,15.09,15.5,13.41,11.28,15.66,14.69,11.48,14.79,14.85,17.44,16.26
Annual,Percentage,Bulgaria,31.75,36.67,41.22,39.59,39.28,39.29,41.44,44.38,46.28,44.74,46.24,46.23,48.27,46.54,45.74,45.14,43.63,40.12,40.55,44.96,46.49,50.82,49.26,47.09,48.61,48.6,47.0,46.95,50.91,48.38,50.61,54.16,50.59
Annual,Percentage,Cyprus,0.37,0.31,0.29,0.27,0.52,2.03,1.9,1.89,1.83,1.74,1.69,1.69,1.68,1.72,1.95,1.76,1.68,2.42,2.66,2.95,3.04,3.48,4.17,4.77,5.13,5.16,5.13,5.25,6.93,7.31,8.41,8.98,9.09
Annual,Percentage,Czechia,63.75,71.26,69.94,70.2,67.0,64.01,62.93,63.84,62.46,60.62,61.91,61.99,61.99,63.02,63.8,61.28,60.8,61.22,61.05,60.94,58.61,60.34,62.33,58.74,58.45,56.69,54.81,53.51,54.28,52.67,51.36,49.38,51.33
Annual,Percentage,Germany,49.15,45.88,44.05,42.03,39.99,39.67,37.88,38.17,36.38,37.15,36.11,35.15,35.75,35.57,35.03,34.5,34.49,35.46,34.77,35.18,34.36,34.29,34.47,32.68,32.94,31.76,31.03,30.16,32.52,30.6,30.88,31.2,29.55
Annual,Percentage,Denmark,38.83,39.95,42.3,43.37,44.33,46.01,47.02,51.85,54.97,59.64,64.98,65.87,67.14,65.33,68.34,69.25,66.13,65.51,62.81,62.08,60.56,56.2,53.81,47.19,47.91,46.21,44.75,48.29,45.73,40.87,34.32,33.22,36.21
Annual,Percentage,Estonia,53.45,50.51,62.76,61.63,62.53,64.64,66.62,65.95,61.02,62.5,63.63,62.84,64.95,66.41,64.37,65.67,64.28,63.47,64.83,64.88,71.18,72.51,60.56,68.32,66.16,65.46,62.94,69.72,68.1,64.95,57.18,55.14,62.11
Annual,Percentage,Greece,28.45,30.32,28.01,30.07,29.4,29.53,28.08,29.48,28.9,28.33,27.8,27.58,27.54,25.47,25.44,25.89,24.16,24.11,23.17,24.09,23.22,24.02,24.47,22.95,21.36,19.69,15.54,16.31,16.18,14.23,11.75,11.61,12.3
Annual,Percentage,Spain,32.86,31.14,30.2,30.71,29.09,26.93,28.02,25.8,24.61,22.77,22.39,23.51,21.39,21.75,20.41,18.28,18.64,17.86,18.14,19.61,22.07,20.7,20.63,22.08,22.34,21.23,21.17,19.98,20.32,21.06,24.08,22.94,22.08
Annual,Percentage,Finland,38.08,33.97,37.78,35.82,34.69,38.91,36.78,39.7,35.43,39.89,38.65,38.94,38.72,35.74,35.68,40.5,40.5,36.17,37.76,38.67,38.35,38.24,39.74,39.99,40.12,42.46,39.58,41.51,43.62,42.45,43.07,47.25,46.97
Annual,Percentage,France,44.31,44.49,45.19,47.32,47.58,47.76,46.39,46.19,43.83,44.4,44.29,44.44,44.85,44.24,43.77,43.13,43.29,43.61,43.41,43.88,45.29,45.54,45.98,46.68,48.36,48.09,46.84,45.82,47.7,46.76,48.91,49.07,42.54
Annual,Percentage,Croatia,42.56,52.61,52.1,49.12,46.6,47.98,47.15,46.73,43.03,40.67,41.17,42.54,39.3,39.1,38.44,37.82,39.19,37.54,36.44,38.64,40.44,38.88,37.69,39.38,39.79,38.02,37.17,33.96,34.27,32.62,32.43,32.84,29.54
Annual,Percentage,Hungary,47.64,49.82,51.87,48.6,48.12,48.17,46.13,45.84,43.23,42.48,41.48,39.17,38.33,34.8,34.64,33.42,33.23,33.51,33.77,39.66,38.35,38.23,39.31,38.78,36.14,37.42,38.0,34.49,34.42,31.65,34.85,33.74,34.35
Annual,Percentage,Ireland,30.73,29.33,27.49,30.16,29.38,31.7,27.36,20.21,16.61,15.79,13.51,10.46,9.01,10.83,10.93,9.92,9.77,8.12,8.95,8.81,10.92,10.75,8.07,14.62,13.64,11.86,25.08,28.67,29.48,24.77,22.76,18.81,19.03
Annual,Percentage,Italy,14.7,15.03,15.35,16.11,17.17,16.29,16.6,16.35,15.72,15.21,13.98,13.54,14.03,14.24,13.68,13.64,13.56,14.07,15.09,15.61,15.53,15.82,17.66,19.76,21.12,19.32,17.87,18.79,19.58,19.55,22.13,19.9,18.35
Annual,Percentage,Lithuania,18.1,20.76,33.18,28.76,25.0,33.04,35.43,31.45,31.78,32.77,30.32,30.9,35.42,34.61,30.51,24.47,23.06,28.12,23.3,26.8,10.27,10.03,10.14,10.56,12.34,11.52,11.38,12.27,12.57,12.28,13.73,14.82,12.58
Annual,Percentage,Luxembourg,0.8,0.8,1.19,1.15,1.2,1.31,1.07,1.24,1.56,1.52,1.67,1.81,1.69,1.65,1.73,2.1,2.26,2.41,2.54,2.41,2.4,2.36,2.62,2.92,3.46,3.44,3.69,4.07,4.53,5.05,7.53,7.25,8.15
Annual,Percentage,Latvia,12.13,14.64,16.26,20.62,25.03,28.72,28.07,33.48,35.79,36.01,33.41,32.97,34.58,34.62,31.48,31.57,31.55,31.27,32.08,35.14,33.05,33.81,35.91,33.03,36.27,34.23,36.01,37.87,39.41,39.79,40.98,40.01,43.38
Annual,Percentage,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.03,0.04,0.04,0.05,0.05,0.18,0.28,0.4,0.41,0.58,0.56,0.66,0.94,0.99,1.02,1.32,1.55,1.57
Annual,Percentage,Netherlands,36.93,39.75,40.08,40.12,39.55,38.8,40.9,36.9,36.15,34.16,31.59,31.58,31.12,30.22,32.48,29.08,27.81,27.69,29.76,27.63,28.96,27.95,26.86,28.14,25.49,20.0,18.78,18.99,17.43,15.52,14.41,12.78,11.64
