Time frequency,Information society indicator,Unit of measure,Individual type,Geopolitical entity (reporting)\Time,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Albania,:,:,:,:,56.9,49.21,65.97,76.1,78.94,:
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Austria,75.81,76.8,76.93,:,76.02,77.6,69.42,76.72,58.1,65.73
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Bosnia and Herzegovina,:,:,:,:,71.98,74.4,75.19,:,89.77,85.68
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Belgium,62.48,65.51,63.45,:,63.95,71.49,68.96,60.86,64.27,68.39
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Bulgaria,51.54,50.53,55.14,:,50.37,46.55,61.93,54.12,60.2,51.38
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Switzerland,:,:,81.19 b,:,79.25,:,70.3,:,65.72,:
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Cyprus,72.84,65.73,72.48,:,78.02,77.43,90.33,73.36,86.83,87.66
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Czechia,82.14,: u,87.06,:,88.68,85.07,87.98,87.24,84.7,84.88
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Germany,70.12,70.58,72.86,:,73.26,77.59,58.00 b,59.15,58.37,60.22
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Denmark,68.96,70.93,88.86,:,86.21,91.55,84.58,88.04,86.59,86.98
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Estonia,92.24,93.36,91.8,:,88.58,90.32,81.98,84.88,82.87,74.79
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Greece,79.34,78.45,76.92,:,85.37,84.33,87.58,86.37,85.65,92.23
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Spain,78.3,79.33,77.09,:,81.06,83.03,80.85,80.04,75.8,76.19
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",European Union - 27 countries (from 2020),64.67,67.89,70.1,:,69.96,72.59 e,69.02 b,68.15,65.6,66.11
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Finland,93.31,89.27,90.89,:,84.29,91.9,92.83,93.22,91.26,86.26
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",France,52.95,59.28,63.49,:,65.74,:,64.7,63.76,59.02,57.49
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Croatia,89.71,89.52,87.1,:,88.63,87.8,81.22,77.25,65.58,78.89
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Hungary,76.87,81.18,78.21,:,76.45,78.86,83.17,92.03,89.46,65.92
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Ireland,43.69,44.37,66.59,:,72.86,71.25 u,91.71 bu,81.87 u,50.89,80.64
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Iceland,:,:,91.84,:,93.84,95.86,94.33,:,:,:
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Italy,46.49,51.18,46.56,:,49.33,54.41,55.79,55.41,52.17,56.37
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Lithuania,88.62,89.18,90.15,:,85.43,85.05,89.74,88.5,87.06,80.33
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Luxembourg,83.97,86.26,85.85,:,69.63 b,68.55,60.45,62.6,51.67,65.35
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Latvia,79.11,79.90 b,80.18,:,71.91,77.12,74.65,69.82,67.16,60.03
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Montenegro,:,:,77.41,:,77.18,80.08,84.75,83.01,81.01,80.03
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",North Macedonia,66.79,60.54,68.85,:,70.35,57.76,68.48,:,:,72.79
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Malta,82.62,75.46,83.0,:,80.18,88.39,88.79,89.85,87.29,73.46
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Netherlands,59.1,71.81,80.08,:,75.74,83.78,77.68,75.32,69.31,70.15
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Norway,94.0,97.21,94.19,:,91.69,96.06,91.57,92.96,90.0,90.08
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Poland,63.79,76.91,77.21,:,71.38,75.51,77.95,71.31,73.39,75.24
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Portugal,82.65,85.25,84.52,:,86.96,89.66,84.36,86.09,81.81,83.37
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Romania,50.86,48.43,57.03,:,48.37,43.71,53.2,46.07,60.66,45.97
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Serbia,54.42,:,72.35,:,59.0,59.93,64.45,74.88,86.49,79.81
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Sweden,82.18,76.09 b,86.45,:,80.78,80.76,75.07,76.22,71.41,71.18
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Slovenia,79.68,79.06,80.5,:,65.83,79.44,64.62,72.94,66.81,69.08
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Slovakia,57.76,70.71,72.06,:,68.52,69.76,73.84,63.1,65.08,66.36
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Türkiye,50.45,56.44,58.69,:,65.43,66.15,66.17,61.24,69.24,61.02
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",United Kingdom,73.41,67.81,75.14,:,86.2,80.07,:,:,:,:
Annual,Internet use: reading online news sites/newspapers/news magazines,Percentage of individuals,"Individuals, 16 to 29 years old",Kosovo*,:,:,70.71,:,74.2,84.39,:,:,:,:
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,"Individuals, 16 to 29 years old",Albania,:,:,:,:,3.93,7.67,7.63,16.33,19.7,:
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,"Individuals, 16 to 29 years old",Austria,7.95,7.71,6.31,:,13.74,30.18,38.68,34.41,21.06,25.14
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,"Individuals, 16 to 29 years old",Bosnia and Herzegovina,:,:,:,:,12.36,13.11,21.89,:,25.73,27.63
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,"Individuals, 16 to 29 years old",Belgium,11.28,14.54,10.94,:,13.66,33.13,50.77,34.33,29.04,28.47
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,"Individuals, 16 to 29 years old",Bulgaria,6.99,4.81,5.43,:,5.86,21.27,23.1,29.44,21.47,19.91
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,"Individuals, 16 to 29 years old",Switzerland,:,:,12.45 b,:,17.21,:,43.03,:,27.26,:
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,"Individuals, 16 to 29 years old",Cyprus,4.84,4.86,8.09,:,10.67,43.51,44.35,37.18,22.83,17.77
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,"Individuals, 16 to 29 years old",Czechia,4.41,4.76,5.63,:,12.66 b,24.53,43.08 b,29.85,33.31,37.95
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,"Individuals, 16 to 29 years old",Germany,6.47,5.88,8.24,:,11.33,19.68,22.69 b,14.09,12.43,12.49
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,"Individuals, 16 to 29 years old",Denmark,11.21,:,11.65,:,16.27,22.75,29.75,16.35,17.43,15.16
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,"Individuals, 16 to 29 years old",Estonia,15.81,15.45,20.56,:,24.64,37.19,49.34,36.94,37.8,27.44
