Time frequency,Unit of measure,Degree of urbanisation,Geopolitical entity (reporting)\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage,Cities,Malta,:,:,1.7,1.8,2.6,3.3,2.8,3.7,3.0,2.7 b,2.5,1.5,1.1,1.4,1.4,1.7,2.6,2.8,2.9,3.0,5.5 b
Annual,Percentage,Cities,Netherlands,:,:,21.3,20.7,19.3,14.5,14.2,14.6,15.7,16.7 b,18.7,17.7,18.4,13.5 b,12.2,12.1,12.9,10.7,10.5,12.1,11.7
Annual,Percentage,Cities,Norway,:,8.8,4.0,12.0,15.0,13.8,11.8,9.5,10.9,10.7 b,11.6,:,14.8,14.2,13.2,14.9,14.6,13.0,16.6 b,15.9,19.2
Annual,Percentage,Cities,Poland,:,:,20.3,14.5,12.4,11.3,9.3,11.5,12.1,12.4 b,12.1,10.9,9.8,9.5,9.0,8.3,7.9,5.4 b,6.7,6.4,6.5
Annual,Percentage,Cities,Portugal,:,4.8,4.6,4.0,7.9,8.3,6.9,5.3,8.3,9.5 b,9.6,9.7,9.5,8.2,7.9,6.0,7.3,4.8,6.6,5.4,6.2
Annual,Percentage,Cities,Romania,:,:,:,:,18.5,18.0,12.8,13.4,9.3,16.9 b,16.0,13.7,13.8,13.7,9.6,7.0,5.2,5.5,4.7,7.2,7.4
Annual,Percentage,Cities,Serbia,:,:,:,:,:,:,:,:,:,:,24.4,28.9,28.4,31.3,30.6,28.0,19.7,16.3,14.4,14.6,:
Annual,Percentage,Cities,Sweden,:,12.3,13.9,11.6,9.8,13.8 b,14.2,10.8,10.7,9.8 b,11.2,11.2,11.2,11.3,10.6,10.1,12.4,10.1,10.6,11.0,13.2
Annual,Percentage,Cities,Slovenia,:,:,5.1,3.9,6.9,5.0,4.6,5.7,5.8,7.6 b,8.5,9.9,9.2,9.3,7.2,7.6,7.4,7.1,4.5,6.1,4.6
Annual,Percentage,Cities,Slovakia,:,:,13.0,12.2,22.5,5.6,8.1,5.8,8.0,7.7 b,8.2,10.8,12.1,7.0,7.8,5.6,8.9,3.6,10.1,2.3,5.9
Annual,Percentage,Cities,United Kingdom,:,:,15.6,16.8,17.2,17.0,17.3,17.8,17.0,7.9 b,9.3,14.4,14.5,14.0,13.5 b,16.2,:,:,:,:,:
Annual,Percentage,Towns and suburbs,Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,7.6,5.4,4.7,4.0,3.5,:,:
Annual,Percentage,Towns and suburbs,Austria,:,7.5 u,3.8,3.9,4.2,4.3 b,4.5,4.5,2.9,6.0,6.2,5.8,5.9,6.5,6.7,5.6,6.0,5.9,5.6,6.3,4.5
Annual,Percentage,Towns and suburbs,Belgium,:,10.2,5.7,6.8,7.3,10.0,6.6,6.3,7.0,8.0 b,7.1,8.2,7.7,7.3,7.4,6.9,6.3 b,6.2,5.7,6.0,6.2
Annual,Percentage,Towns and suburbs,Bulgaria,:,:,:,14.0,20.7,15.6,8.4,5.3,9.4,15.2 b,13.5,11.5,14.6,19.7 b,19.2,15.6,13.5,14.4,10.7,15.6,12.2
Annual,Percentage,Towns and suburbs,Switzerland,:,:,:,:,:,:,11.4,12.1,10.8,11.7 b,9.6,11.9 b,11.0,11.6,11.1,12.7,12.8,13.6,13.9,12.3,12.5
Annual,Percentage,Towns and suburbs,Cyprus,:,:,2.7,3.2,1.9,0.3 b,2.0,1.3,2.2,2.1 b,2.5,3.2,3.0,2.8,2.5,1.0,2.1,1.0,0.8,1.6,2.2
Annual,Percentage,Towns and suburbs,Czechia,:,:,10.3,13.0,11.8,13.1,9.6,8.4,7.5,9.8 b,11.4,9.7,10.6,9.6,8.0,7.0,7.2,6.4,6.1,6.8,8.8
Annual,Percentage,Towns and suburbs,Germany,:,:,:,:,:,:,:,13.0,14.5,15.5 b,16.1,14.9,14.5,14.5,13.4,13.3,12.7,7.8 b,10.7,11.5,12.7
Annual,Percentage,Towns and suburbs,Denmark,:,:,12.2,14.6,11.0,13.7,22.4,20.6,15.0,17.6 b,16.7,15.3,12.7,13.3,15.0,12.5,13.1,11.5 b,12.9,11.3,11.6
Annual,Percentage,Towns and suburbs,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",:,:,:,:,:,7.0 e,6.8 e,8.4 e,9.2 e,10.5 e,10.8 e,10.9 e,11.0 e,10.4 e,9.8 e,9.7 e,9.1,7.2,8.0 e,:,:
Annual,Percentage,Towns and suburbs,Euro area - 18 countries (2014),:,:,7.7 e,8.8 e,7.5 e,7.0 e,6.8 e,8.4,9.2,10.6,10.8,10.9,11.0,10.4,9.8,9.7,9.1,7.2,:,:,:
Annual,Percentage,Towns and suburbs,Euro area - 19 countries  (2015-2022),:,:,7.7 e,8.8 e,7.4 e,7.0 e,6.8 e,8.4,9.2,10.6,10.8,10.9,11.0,10.4,9.8,9.7,9.1,7.2,8.0 e,:,:
Annual,Percentage,Towns and suburbs,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,:,10.9,10.9,10.4,9.7,9.7,9.1,7.1,8.5,8.2,8.3
Annual,Percentage,Towns and suburbs,Estonia,:,:,13.2,3.2,4.6,7.4,3.8,4.9,8.3,7.9 b,7.8,8.2 b,6.1,5.2,4.7,4.7,3.5,3.7,4.4,4.3,8.4
Annual,Percentage,Towns and suburbs,Greece,:,36.4,36.9,25.0,13.7,20.2,17.6,20.7,26.5,31.7 b,36.8,44.3,48.1,41.7,42.2,41.3,38.9,37.3,31.1,28.4,28.8
Annual,Percentage,Towns and suburbs,Spain,:,4.7,4.1,8.2,8.0,10.8,11.5,10.7,10.8,12.4 b,10.4,11.7,10.5,9.5,9.8,9.6,9.1,7.5,9.0,8.0,7.7
Annual,Percentage,Towns and suburbs,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",:,:,:,:,:,8.3 e,8.0 e,9.0 e,10.2 e,10.5 e,10.4 e,10.8 e,10.7 e,10.2 e,9.9 e,9.8 e,9.2 e,:,:,:,:
Annual,Percentage,Towns and suburbs,European Union - 27 countries (2007-2013),:,:,8.7 e,9.7 e,8.7 e,8.3 e,8.0 e,8.9,10.2,10.5,10.4,10.9,10.8,10.3,9.9,9.8,9.3 e,:,:,:,:
Annual,Percentage,Towns and suburbs,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,8.6 e,9.3 e,11.0 e,11.0 e,10.9 e,10.9 e,10.3 e,9.7 e,9.4 e,8.8 e,7.0,7.9,8.1,8.3
Annual,Percentage,Towns and suburbs,European Union - 28 countries (2013-2020),:,:,:,:,:,:,:,9.0,10.2,10.5,10.4,10.8,10.7,10.2,9.9,9.8,9.2 e,:,:,:,:
Annual,Percentage,Towns and suburbs,Finland,:,4.1,4.0,5.3,5.5,4.3,4.1,5.2,4.7,5.3 b,4.3,4.3,3.9,4.0,4.1,4.4,3.2,2.9,3.3,4.3,4.1
Annual,Percentage,Towns and suburbs,France,:,4.1,3.9,4.5,4.9,2.7,2.7,3.5,3.7,5.0 b,5.7,4.5,5.4,3.8,4.0,4.5,4.5,4.7 b,:,5.8 b,6.3
Annual,Percentage,Towns and suburbs,Croatia,:,:,:,:,:,:,:,13.0,6.2,4.2 b,8.4,7.2,6.1,6.0,5.3,4.8,3.9,3.9,4.5,4.2,3.7
Annual,Percentage,Towns and suburbs,Hungary,:,:,16.4,9.7,10.0,12.4,9.0,12.4,13.9,14.9 b,14.8,14.1,9.5,8.9,11.5,7.8,3.4,2.8,2.2,9.8,7.8
Annual,Percentage,Towns and suburbs,Ireland,7.7,2.2,2.9,2.6,2.5,2.9,4.0,6.1,6.6,7.7 b,4.8,6.6,4.5,4.4,5.3,3.9,5.9 b,3.9 b,1.3,4.0,3.9
Annual,Percentage,Towns and suburbs,Iceland,:,:,:,:,:,:,:,:,:,:,:,5.0,7.2,5.4,7.1,9.1,9.9,:,:,:,:
Annual,Percentage,Towns and suburbs,Italy,:,10.7,11.1,10.8,6.7,7.3,7.3,6.4,7.2,6.4,6.7,6.7,7.7 b,8.3,6.8,7.2,7.5,6.0,5.9,6.0,5.0
Annual,Percentage,Towns and suburbs,Lithuania,:,:,:,:,:,:,:,:,:,10.4 b,6.3,5.2,12.5,15.2,8.7,8.3,4.5,4.3,2.5,3.0,3.9
Annual,Percentage,Towns and suburbs,Luxembourg,2.9,3.3,2.7,3.7,2.9,3.2,2.6,4.8,3.2,4.5 b,6.0,7.0,7.5,7.7 b,6.0,7.9,8.9,9.6 b,4.6 b,7.9 b,12.2
Annual,Percentage,Towns and suburbs,Latvia,:,:,3.1,12.8,3.0,10.9,3.4,9.2,15.3,14.3 b,15.8,14.3,7.1,7.1,7.5,7.2,5.5,5.5,4.6,5.9,6.8
Annual,Percentage,Towns and suburbs,North Macedonia,:,:,:,:,:,:,:,:,:,:,:,:,:,12.5,11.9,10.0,10.5,9.7,:,:,:
Annual,Percentage,Towns and suburbs,Malta,:,:,2.2,1.3,2.0,3.2,3.4,3.7,3.7,2.4 b,2.3,2.0,1.3,1.4,1.6,1.6,2.8,2.3,2.4,2.9,5.9 b
Annual,Percentage,Towns and suburbs,Netherlands,:,:,17.6,18.0,16.3,12.0,11.4,13.1,12.7,12.6 b,13.8,13.7,12.9,7.7 b,6.1,6.4,6.3,5.3,5.4,7.6,6.5
Annual,Percentage,Towns and suburbs,Norway,:,9.5,5.6,8.2,11.5,10.8,10.8,10.0,9.0,9.2 b,7.3,:,7.8,8.5,8.8,8.9,9.7,9.2,8.9 b,12.2,14.0
Annual,Percentage,Towns and suburbs,Poland,:,:,12.9,8.8,10.2,8.8,7.7,7.2,8.5,10.0 b,9.6,10.0,8.8,8.3,6.7,6.0,5.8,4.9 b,5.1,5.1,5.4
Annual,Percentage,Towns and suburbs,Portugal,:,4.6,4.4,5.4,8.7,7.4,6.5,3.3,6.8,8.6 b,8.6,10.3,10.0,7.9,6.4,6.0,4.4,3.7,5.8,5.1,3.7
Annual,Percentage,Towns and suburbs,Romania,:,:,:,:,35.2,23.9,10.8,21.8,5.1,19.4 b,16.3,13.8,13.9,11.4,10.3,8.7,7.9,7.4,5.7,8.0,8.3
Annual,Percentage,Towns and suburbs,Serbia,:,:,:,:,:,:,:,:,:,:,30.8,30.6,35.3,29.4,34.3,30.3,21.6,17.8,14.6,12.3,:
Annual,Percentage,Towns and suburbs,Sweden,:,9.8,9.2,9.4,8.7,8.6 b,10.4,7.7,9.4,9.5 b,6.8,6.5,7.6,7.8,6.7,7.5,7.7,6.8,6.8,7.5,9.7
Annual,Percentage,Towns and suburbs,Slovenia,:,:,4.7,3.0,4.9,4.3,4.2,4.2,5.3,5.6 b,6.5,6.3,6.2,5.5,5.3,4.8,3.7,4.0,4.8,4.8,4.9
Annual,Percentage,Towns and suburbs,Slovakia,:,:,16.0,17.7,17.6,6.0,9.1,8.0,8.3,7.8 b,7.3,8.0,8.6,7.9,9.1,4.9,5.8,4.0,6.8,2.3,6.7
Annual,Percentage,Towns and suburbs,United Kingdom,:,:,11.5,14.8,13.3,14.2,12.7,12.5,15.9,6.9 b,6.5,10.5,9.7,9.5,11.2 b,13.1,:,:,:,:,:
Annual,Percentage,Rural areas,Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,10.9,5.1,4.9,3.0,2.8,:,:
Annual,Percentage,Rural areas,Austria,:,4.4 u,3.2,3.2,3.1,3.5 b,3.0,3.3,3.0,3.8,4.3,3.0,2.4,3.8,4.0,4.0,3.6,3.2,3.5,4.2,2.9
Annual,Percentage,Rural areas,Belgium,:,13.0,10.6,6.7,10.7,21.1,9.0,9.3,9.1,9.8 b,7.1,8.5,6.7,7.1,6.9,6.0,6.5 b,5.4,4.4,4.9,6.7
Annual,Percentage,Rural areas,Bulgaria,:,:,:,15.8,20.0,11.7,7.1,6.6,8.8,17.5 b,17.1,15.1,16.2,23.8 b,20.4,22.0,18.5,16.4,13.3,18.1,14.0
Annual,Percentage,Rural areas,Switzerland,:,:,:,:,:,:,9.5,13.1,10.0,9.9 b,8.8,8.8 b,9.4,8.4,8.7,8.4,10.3,9.1,9.7,11.1,9.6
Annual,Percentage,Rural areas,Cyprus,:,:,6.6,2.1,1.5,1.8 b,2.3,1.5,2.2,1.2 b,2.2,2.3,3.0,2.1,1.4,0.6,1.9,1.4,1.3,0.5,0.7
Annual,Percentage,Rural areas,Czechia,:,:,8.5,9.0,9.0,12.4,7.1,8.5,7.7,6.5 b,8.0,7.6,5.9,5.2,5.4,4.4,3.2,3.6,2.9,4.0,6.0
Annual,Percentage,Rural areas,Germany,:,:,:,:,:,:,:,12.3,13.6,13.9 b,13.3,12.7,12.0,12.2,11.0,10.4,12.4,6.8 b,8.6,10.5,11.3
Annual,Percentage,Rural areas,Denmark,:,:,11.4,10.5,10.5,11.2,19.4,16.4,14.8,12.3 b,13.6,10.9,10.9,9.4,9.9,10.7,11.5,9.7 b,10.5,9.0,10.4
Annual,Percentage,Rural areas,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",:,:,:,:,:,6.0 e,6.3 e,7.2 e,8.2 e,8.7 e,9.0 e,9.1 e,8.4 e,7.8 e,7.1 e,6.4 e,6.9 e,5.7,5.9 e,:,:
Annual,Percentage,Rural areas,Euro area - 18 countries (2014),:,:,7.4 e,7.8 e,6.2 e,6.0 e,6.2 e,7.2 e,8.2 e,8.7 e,9.0 e,9.1 e,8.4 e,7.8 e,7.0 e,6.4 e,7.0 e,5.7,:,:,:
Annual,Percentage,Rural areas,Euro area - 19 countries  (2015-2022),:,:,7.4 e,7.8 e,6.4 e,6.0 e,6.2 e,7.2 e,8.2 e,8.6 e,8.9 e,9.1 e,8.4 e,7.8 e,7.1 e,6.4 e,6.9 e,5.7,5.9 e,:,:
Annual,Percentage,Rural areas,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,:,9.1,8.4,7.8,7.0,6.4,6.9,5.7,7.0,6.2,6.5
Annual,Percentage,Rural areas,Estonia,:,:,6.0,5.1,3.7,3.4,3.2,4.8,5.9,5.8 b,5.4,6.2 b,5.2,3.5,3.6,2.7,3.3,3.5,3.2,4.0,6.7
Annual,Percentage,Rural areas,Greece,:,23.9,20.9,23.3,17.8,20.0,19.8,17.7,20.5,30.1 b,34.4,41.2,39.6,34.6,31.9,31.7,28.3,25.0,22.0,24.2,24.7
Annual,Percentage,Rural areas,Spain,:,3.7,3.2,5.5,5.2,4.6,6.5,6.2,8.1,8.0 b,7.9,8.7,8.6,6.8,6.9,6.0,4.6,5.1,5.3,4.7,5.6
Annual,Percentage,Rural areas,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",:,:,:,:,:,9.5 e,8.8 e,9.2 e,9.4 e,9.4 e,9.7 e,9.8 e,9.1 e,8.6 e,7.9 e,7.5 e,7.5 e,:,:,:,:
Annual,Percentage,Rural areas,European Union - 27 countries (2007-2013),:,:,10.9 e,10.5 e,9.5 e,9.5 e,8.8 e,9.2 e,9.4 e,9.4 e,9.7 e,9.9 e,9.1 e,8.6 e,7.9 e,7.5 e,7.5 e,:,:,:,:
Annual,Percentage,Rural areas,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,8.7 e,9.0 e,9.6 e,10.0 e,9.9 e,9.1 e,8.5 e,7.7 e,7.1 e,7.0 e,5.8,7.0,6.6,7.0
Annual,Percentage,Rural areas,European Union - 28 countries (2013-2020),:,:,:,:,:,:,:,9.2 e,9.4 e,9.4 e,9.7 e,9.8 e,9.1 e,8.6 e,7.9 e,7.5 e,7.5 e,:,:,:,:
Annual,Percentage,Rural areas,Finland,:,3.0,2.5,2.6,3.8,4.0,4.1,3.5,3.9,4.1 b,3.9,3.6,2.9,3.1,2.8,2.7,2.5,2.5,2.6,3.6,3.5
Annual,Percentage,Rural areas,France,:,2.4,2.3,3.5,3.1,2.1,2.2,2.9,2.9,3.0 b,3.5,2.9,3.4,3.0,2.5,2.4,2.8,3.4 b,:,3.4 b,3.8
Annual,Percentage,Rural areas,Croatia,:,:,:,:,:,:,:,14.9,8.5,8.1 b,7.7,7.8,8.6,7.4,6.1,6.0,6.1,5.1,5.5,4.5,4.8
Annual,Percentage,Rural areas,Hungary,:,:,18.2,13.8,11.3,11.1,8.7,11.0,12.8,13.6 b,15.5,11.4,7.6,8.9,9.5,9.6,2.4,2.2,2.2,7.4,8.6
Annual,Percentage,Rural areas,Ireland,4.1,1.0,1.6,1.6,1.6,1.8,2.2,4.0,4.0,5.2 b,3.9,4.5,3.3,3.1,2.7,2.2,2.9 b,1.9 b,1.5,2.3,4.7
Annual,Percentage,Rural areas,Iceland,:,8.5,10.9,13.1,11.0,11.4,7.1,7.4,9.1,6.0 b,7.9,5.5,4.8,4.6,5.1,5.3,11.6,:,:,:,:
Annual,Percentage,Rural areas,Italy,:,9.7,10.8,9.9,6.2,5.9,5.4,5.8,6.7,5.8,6.4,7.8,6.0 b,7.0,5.6,5.0,6.9,6.8,6.4,4.7,3.0
Annual,Percentage,Rural areas,Lithuania,:,:,8.7,7.3,5.6,5.9,5.6,8.7,9.1,6.8 b,6.7,5.5,8.3,7.8,8.3,6.7,5.3,3.3,3.9,4.3,5.9
Annual,Percentage,Rural areas,Luxembourg,2.3,2.0,2.3,3.2,1.8,2.2,2.9,3.9,3.2,4.5 b,4.3,5.7,4.2,5.5 b,6.4,7.6,8.6,5.6 b,4.3 b,9.7 b,9.0
Annual,Percentage,Rural areas,Latvia,:,:,12.5,11.0,9.0,7.4,7.0,7.9,9.9,8.4 b,9.8,8.3,7.5,5.6,6.5,6.2,6.1,4.6,5.2,5.2,5.5
Annual,Percentage,Rural areas,North Macedonia,:,:,:,:,:,:,:,:,:,:,:,:,:,10.9,11.9,11.0,11.2,9.3,:,:,:
Annual,Percentage,Rural areas,Malta,:,:,: u,: u,: u,: u,: u,: u,: u,: u,: u,0.0 u,0.0 u,0.0 u,: u,: u,: u,: u,2.3,0.2,17.6 b
Annual,Percentage,Rural areas,Netherlands,:,:,27.1,19.1,23.3,18.0,8.8,6.6,6.9,11.4 b,10.8,13.0,9.7,5.9 b,5.1,4.6,5.6,5.0,5.3,6.1,5.4
Annual,Percentage,Rural areas,Norway,:,6.7,4.0,9.1,10.6,11.7,9.6,7.9,10.7,8.6 b,7.5,:,6.8,7.4,6.4,8.6,7.5,5.8,7.9 b,9.0,8.1
Annual,Percentage,Rural areas,Poland,:,:,14.1,10.8,9.0,8.6,7.4,7.7,9.1,9.2 b,9.4,8.5,7.9,6.2,5.0,4.8,4.7,4.4 b,5.3,5.2,5.7
Annual,Percentage,Rural areas,Portugal,:,4.4,3.7,4.0,4.9,6.7,4.0,3.3,5.6,6.1 b,5.7,7.1,7.3,5.9,5.0,5.1,4.6,3.2,4.5,4.1,3.6
Annual,Percentage,Rural areas,Romania,:,:,:,:,20.2,19.6,17.0,17.1,11.3,19.0 b,17.8,18.6,18.6,16.4,15.0,13.2,11.3,8.1,10.8,9.8,11.0
Annual,Percentage,Rural areas,Serbia,:,:,:,:,:,:,:,:,:,:,29.3,35.4,37.6,31.9,35.8,35.1,23.5,19.0,16.1,12.3,:
Annual,Percentage,Rural areas,Sweden,:,8.0,7.9,9.1,7.2,9.0 b,9.5,6.8,8.8,8.1 b,8.4,8.1,7.0,6.1,7.4,6.2,6.8,7.6,7.5,8.3,8.2
Annual,Percentage,Rural areas,Slovenia,:,:,4.4,2.6,4.4,4.3,3.4,3.9,3.8,3.9 b,4.6,5.1,4.9,4.3,4.2,3.7,3.1,3.6,3.4,2.8,2.5
Annual,Percentage,Rural areas,Slovakia,:,:,14.4,17.7,14.9,5.2,10.4,8.4,8.7,9.1 b,9.1,8.8,7.8,8.0,8.2,2.7,4.0,2.5,5.9,2.8,5.5
Annual,Percentage,Rural areas,United Kingdom,:,:,12.2,17.1,14.1,15.5,15.6,16.0,15.1,5.5 b,5.3,9.3,9.5,10.5,10.7 b,14.9,:,:,:,:,:
