Time frequency,Unit of measure,Rail network segment (2005),Train category\Time,2005.0
Annual,Number,"St. Hr.  (Km 286, 5 ) - Cadca",Goods trains,4870.0
Annual,Number,"St. Hr.  (Km 286, 5 ) - Cadca",Other trains,5.0
Annual,Number,"St. Hr.  (Km 286, 5 ) - Cadca",Passenger trains,7043.0
Annual,Number,Cadca - Zilina,Goods trains,6789.0
Annual,Number,Cadca - Zilina,Other trains,176.0
Annual,Number,Cadca - Zilina,Passenger trains,9589.0
Annual,Number,Zilina - Vrutky,Goods trains,9469.0
Annual,Number,Zilina - Vrutky,Other trains,255.0
Annual,Number,Zilina - Vrutky,Passenger trains,12503.0
Annual,Number,Vrutky - Kralovany,Goods trains,8037.0
Annual,Number,Vrutky - Kralovany,Other trains,233.0
Annual,Number,Vrutky - Kralovany,Passenger trains,10258.0
Annual,Number,Kralovany - Liptovsky Mikulas,Goods trains,8382.0
Annual,Number,Kralovany - Liptovsky Mikulas,Other trains,220.0
Annual,Number,Kralovany - Liptovsky Mikulas,Passenger trains,10393.0
Annual,Number,Liptovsky Mikulas - Strba,Goods trains,7504.0
Annual,Number,Liptovsky Mikulas - Strba,Other trains,298.0
Annual,Number,Liptovsky Mikulas - Strba,Passenger trains,9134.0
Annual,Number,Strba - Poprad ? Tatry,Goods trains,7686.0
Annual,Number,Strba - Poprad ? Tatry,Other trains,353.0
Annual,Number,Strba - Poprad ? Tatry,Passenger trains,9265.0
Annual,Number,Poprad - Tatry - Spisska Nova Ves,Goods trains,9193.0
Annual,Number,Poprad - Tatry - Spisska Nova Ves,Other trains,466.0
Annual,Number,Poprad - Tatry - Spisska Nova Ves,Passenger trains,11600.0
Annual,Number,Spisska Nova Ves - Margecany,Goods trains,7223.0
Annual,Number,Spisska Nova Ves - Margecany,Other trains,246.0
Annual,Number,Spisska Nova Ves - Margecany,Passenger trains,9565.0
Annual,Number,Margecany - Kysak,Goods trains,7241.0
Annual,Number,Margecany - Kysak,Other trains,197.0
Annual,Number,Margecany - Kysak,Passenger trains,9144.0
Annual,Number,Kysak - Kosice,Goods trains,12851.0
Annual,Number,Kysak - Kosice,Other trains,281.0
Annual,Number,Kysak - Kosice,Passenger trains,20784.0
Annual,Number,Kosice - Michalany,Goods trains,5250.0
Annual,Number,Kosice - Michalany,Other trains,137.0
Annual,Number,Kosice - Michalany,Passenger trains,5974.0
Annual,Number,Michalany - Cierna Nad Tisou,Goods trains,4219.0
Annual,Number,Michalany - Cierna Nad Tisou,Other trains,119.0
Annual,Number,Michalany - Cierna Nad Tisou,Passenger trains,3943.0
Annual,Number,Cierna Nad Tisou - Cierna Nad Tisou St.Hr.,Goods trains,882.0
Annual,Number,Cierna Nad Tisou - Cierna Nad Tisou St.Hr.,Other trains,0.0
Annual,Number,Cierna Nad Tisou - Cierna Nad Tisou St.Hr.,Passenger trains,1496.0
Annual,Number,Bratislava Hl.St. - Bratislava - Vajnory,Goods trains,947.0
Annual,Number,Bratislava Hl.St. - Bratislava - Vajnory,Other trains,228.0
Annual,Number,Bratislava Hl.St. - Bratislava - Vajnory,Passenger trains,8.0
Annual,Number,Bratislava - Vajnory - Galanta,Goods trains,7282.0
Annual,Number,Bratislava - Vajnory - Galanta,Other trains,120.0
Annual,Number,Bratislava - Vajnory - Galanta,Passenger trains,12792.0
Annual,Number,Galanta - Palarikovo,Goods trains,5360.0
Annual,Number,Galanta - Palarikovo,Other trains,143.0
Annual,Number,Galanta - Palarikovo,Passenger trains,10591.0
Annual,Number,Palarikovo - Nove Zamky,Goods trains,3775.0
Annual,Number,Palarikovo - Nove Zamky,Other trains,179.0
Annual,Number,Palarikovo - Nove Zamky,Passenger trains,9204.0
Annual,Number,Nove Zamky - Sturovo,Goods trains,1733.0
Annual,Number,Nove Zamky - Sturovo,Other trains,296.0
Annual,Number,Nove Zamky - Sturovo,Passenger trains,6167.0
Annual,Number,Sturovo - Sturovo St.Hr.,Goods trains,1086.0
Annual,Number,Sturovo - Sturovo St.Hr.,Other trains,5.0
Annual,Number,Sturovo - Sturovo St.Hr.,Passenger trains,2279.0
Annual,Number,Kuty St.Hr. - Kuty,Goods trains,6178.0
Annual,Number,Kuty St.Hr. - Kuty,Other trains,0.0
Annual,Number,Kuty St.Hr. - Kuty,Passenger trains,7092.0
Annual,Number,Kuty - Devinska Nova Ves,Goods trains,7545.0
Annual,Number,Kuty - Devinska Nova Ves,Other trains,251.0
Annual,Number,Kuty - Devinska Nova Ves,Passenger trains,9466.0
Annual,Number,Devinska Nova Ves - Bratislava Hl.St.,Goods trains,7708.0
Annual,Number,Devinska Nova Ves - Bratislava Hl.St.,Other trains,244.0
Annual,Number,Devinska Nova Ves - Bratislava Hl.St.,Passenger trains,15446.0
Annual,Number,Nove Zamky - Komarno,Goods trains,2338.0
Annual,Number,Nove Zamky - Komarno,Other trains,90.0
Annual,Number,Nove Zamky - Komarno,Passenger trains,3452.0
Annual,Number,Komarno - Komarno St.Hr.,Goods trains,2119.0
Annual,Number,Komarno - Komarno St.Hr.,Other trains,3.0
Annual,Number,Komarno - Komarno St.Hr.,Passenger trains,4.0
Annual,Number,Zilina - Puchov        *1,Goods trains,7275.0
Annual,Number,Zilina - Puchov        *1,Other trains,151.0
Annual,Number,Zilina - Puchov        *1,Passenger trains,11052.0
Annual,Number,Puchov - Trencianska Tepla,Goods trains,5548.0
Annual,Number,Puchov - Trencianska Tepla,Other trains,134.0
Annual,Number,Puchov - Trencianska Tepla,Passenger trains,9629.0
Annual,Number,Trencianska Tepla - Trencin,Goods trains,5602.0
Annual,Number,Trencianska Tepla - Trencin,Other trains,175.0
Annual,Number,Trencianska Tepla - Trencin,Passenger trains,12180.0
