Time frequency,Activity and employment status,Age class,Unit of measure,Geopolitical entity (reporting)\Time,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Employed persons,From 20 to 64 years,Percentage point,Austria,10.5,10.2,10.0,9.7,9.1,8.2,8.2,7.8,8.0,9.0,8.8,8.4,8.6,7.8,7.8
Annual,Employed persons,From 20 to 64 years,Percentage point,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,26.9,27.7,27.4
Annual,Employed persons,From 20 to 64 years,Percentage point,Belgium,12.2,11.9,11.5,11.0,10.2,8.7,8.3,9.3,9.8 b,8.4,8.0,8.1,7.7,7.6,7.6
Annual,Employed persons,From 20 to 64 years,Percentage point,Bulgaria,9.3,7.5 b,5.8 b,5.2,5.4,5.8,6.3,6.8,7.6,7.7,8.1 b,8.3,8.4,7.5,7.3
Annual,Employed persons,From 20 to 64 years,Percentage point,Switzerland,:,12.9 b,12.2,11.4,10.9,9.8,9.7,9.0,9.4,9.1,8.7,8.3,7.8,7.9,7.7
Annual,Employed persons,From 20 to 64 years,Percentage point,Cyprus,14.5,12.9,11.9,11.3,10.4,7.7,8.3,9.7,9.5,10.4,10.6,11.6,11.5,10.9,9.0
Annual,Employed persons,From 20 to 64 years,Percentage point,Czechia,18.8,18.7,18.2 b,17.7,17.2,17.5,16.6,16.0,15.8,15.2,15.0,15.3,15.4,14.9,13.9
Annual,Employed persons,From 20 to 64 years,Percentage point,Germany,10.7,10.5 b,10.3 b,10.3,9.5,9.1,8.6,8.1,7.8,8.0,8.0,7.5 b,7.4,7.7,7.7
Annual,Employed persons,From 20 to 64 years,Percentage point,Denmark,6.0,5.7,6.9,6.4,6.3,7.4,7.8,6.9 b,6.7 b,7.0,7.2,7.0,6.9,5.4,5.6 b
Annual,Employed persons,From 20 to 64 years,Percentage point,Euro area – 20 countries (from 2023),13.3,12.8,12.4,11.6,10.8,10.7,10.8,10.8,10.8,10.8,10.5,10.3,10.2,10.2,9.9
Annual,Employed persons,From 20 to 64 years,Percentage point,Estonia,1.1,0.5,4.9,4.1,5.2,6.5,6.3,6.8,4.9,6.0,6.0,4.4,3.7,2.9,2.4
Annual,Employed persons,From 20 to 64 years,Percentage point,Greece,26.2,24.8,22.7,20.1,19.5,18.8,18.6,19.5,20.2,21.6,20.7,19.4,19.8,21.0,19.8
Annual,Employed persons,From 20 to 64 years,Percentage point,Spain,14.2,12.9,11.6,10.0,9.6,10.2,11.2,11.5,11.9,12.1,11.9,11.4,10.8 d,11.2 d,10.3 d
Annual,Employed persons,From 20 to 64 years,Percentage point,European Union - 27 countries (from 2020),13.4,12.7,12.5,11.8,11.2,11.1,11.1,11.1,11.3,11.3,11.3,11.0,10.9,10.7,10.2
Annual,Employed persons,From 20 to 64 years,Percentage point,Finland,2.2,3.1,3.9,3.3,2.9,2.0,2.1,3.2,3.8,3.8,3.3,3.3,2.0,1.2,0.2
Annual,Employed persons,From 20 to 64 years,Percentage point,France,8.0,7.9,8.1,7.6,6.9,6.1,5.9,6.1,6.6,6.4,5.9,5.7,6.2 d,5.8 d,5.5 d
Annual,Employed persons,From 20 to 64 years,Percentage point,Croatia,12.5,11.5,12.5,11.0 b,8.8,10.0,9.5,9.7,10.5,10.5,10.5,11.2,10.4,9.4,7.7
Annual,Employed persons,From 20 to 64 years,Percentage point,Hungary,7.9,6.6,7.3,6.9,8.1,9.4,9.6,9.7,11.1,10.8 b,11.1,11.2,10.6,9.8,9.1
Annual,Employed persons,From 20 to 64 years,Percentage point,Ireland,10.4,9.0,8.9,8.6,10.6,11.8,12.4,12.2,12.2,12.3,12.5,12.7,10.1 b,11.4,9.9
