Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Lithuania,4.0,3.8,2.8,2.7,4.6,4.9,4.7,0.0,6.4,2.5,0.3,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Luxembourg,3.2,2.6,2.3,5.0,1.3,1.2,2.9,-0.9,7.2,1.4,-1.1,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Latvia,2.1,2.1,3.8,2.6,3.4,4.3,0.7,-3.5,6.9,1.8,1.7,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Montenegro,3.5,1.8,3.4,2.9,4.7,5.1,4.1,-15.3,13.0,6.4,6.3,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,North Macedonia,2.9,3.6,3.9,2.8,1.1,2.9,3.9,-4.7,4.5,2.8,2.1 p,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Malta,6.3,7.6,9.6,4.1,13.0,7.2,4.1,-3.3,13.2,4.3,6.7,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Netherlands,0.0,1.6,2.1,2.4,2.8,2.3,2.3,-3.9,6.3,5.0,0.1,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Norway,1.0,2.0,1.9,1.2,2.5,0.8,1.1,-1.3,3.9,3.0,0.5,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Poland,0.7,3.9,4.4,3.0,5.2,6.2,4.6,-2.0,6.9,5.3,0.1,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Portugal,-1.0,0.7,1.6,2.0,3.3,2.9,2.7,-8.2,5.6,7.0,2.5 e,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Romania,0.3,4.1,3.2,2.9,8.2,6.1,3.9,-3.7,5.5,4.0,2.4,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Serbia,0.5,-1.8,1.3,3.0,2.4,4.6,4.8,-1.0,7.9,2.6 p,3.8 p,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Sweden,1.1,2.3,4.4,2.3,1.8,1.9,2.5,-2.0,5.9,1.5,-0.2,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Slovenia,-0.8,2.8,2.4,3.0,5.2,4.4,3.5,-4.1,8.4,2.7,2.1,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Slovakia,0.7,2.7,5.2,1.9,2.9,4.1,2.3,-2.6,5.7,0.4,1.4,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Türkiye,8.5,4.9,6.1,3.3,7.5,3.0,0.8,1.9,11.4,5.5,5.1,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,United Kingdom,2.2,2.9,2.4,1.7,1.7,1.3,1.4,:,:,:,:,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Kosovo*,5.3,3.3,5.9,5.6,4.8,3.4,4.8,-5.3,10.7,4.3,4.1,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Albania,1.2 d,2.0 d,2.5,3.5,3.9,4.3,2.5,-2.8,10.0,6.1,:,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Austria,-0.8,0.0,0.3,0.8,1.6,2.0,1.3,-6.7,4.4,4.1,-1.8,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Belgium,-0.2,1.3,0.9,0.7,1.1,1.4,1.9,-5.2,5.8,3.4,0.4 p,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Bulgaria,0.9,2.2,4.7,4.4,4.1,4.0,5.3,-2.2,8.5,4.7,2.2,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Switzerland,0.6,1.1,0.4,1.0,0.4,2.1,0.4,-2.9,4.8,2.2 p,-0.8 p,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Cyprus,-6.4,-0.7,4.3,5.8,4.8,5.0,4.4,-4.3,10.4,5.9,1.0 p,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Czechia,0.0,2.2,4.9,2.5,5.1,2.7,3.4,-4.9,4.0,0.4,-1.1,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Germany,0.1,1.7,0.8,1.5,2.3,0.8,0.8,-4.2,3.6 p,0.6 p,-1.1 p,-0.4 p
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Denmark,1.0,0.7,1.4,2.2,2.4,1.4,1.3,-2.0,6.9,0.6,1.8,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),-0.3,1.3,1.8,1.5,2.4,1.5,1.3,-6.2,6.2,3.0,-0.3,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),-0.3,1.3,1.8,1.5,2.4,1.5,1.4,-6.2,6.3,3.0,-0.2,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Estonia,2.1,3.7,2.0,2.9,5.7,3.4,3.3,-3.2,7.1,-0.1,-5.4,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Greece,-1.6,1.5,0.4,0.4,1.7,2.3,2.4,-9.0,9.2,6.4 p,2.6 p,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Spain,-1.1,1.8,4.2,2.8,2.7,1.9,1.2,-11.4,6.7,5.2 p,1.4 p,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),-0.1,1.5,2.1,1.7,2.6,1.9,1.7,-5.5 b,6.4,2.8,-0.1,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Finland,-1.4,-0.9,0.1,2.3,3.1,1.0,1.3,-2.7,2.5,0.5,-1.6,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,France,0.3,0.5,0.6,0.5,1.7,1.2,1.6,-7.8,6.5,2.3 p,0.6 p,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Croatia,0.2,-0.1,3.0,4.3,4.3,3.9,5.8 b,-7.5,13.4,7.4,2.7 p,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Hungary,2.5,4.8,4.0,2.8,4.5,5.8,5.2,-4.1,7.6,4.5,-0.8 p,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Ireland,1.7,8.6,23.5,0.0,8.5,6.0,3.4,5.7,14.9,6.4,-7.2,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Iceland,3.5,0.5,3.4,4.8,1.7,2.3,0.1,-8.1,3.7,6.5,2.4,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Italy,-2.0,0.0,1.0,1.4,1.8,1.0,0.7,-8.4,9.5,4.9,0.7,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Lithuania,5.0,4.6,3.8,3.9,5.9,5.8,5.0,0.1,6.5,1.7,-1.1,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Luxembourg,0.6,0.2,0.3,2.3,-0.9,-0.7,0.8,-2.4,5.5,-0.8,-2.9,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Latvia,3.2,3.0,4.7,3.5,4.4,5.1,1.4,-2.8,7.9,1.7,2.0,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Montenegro,3.4,1.7,3.3,2.9,4.7,5.1,4.1,-15.2,13.4,6.8,3.7 p,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,North Macedonia,3.3 e,3.9 e,4.1 e,3.2 e,1.5 e,3.4 e,4.6 e,-3.7 e,5.6 e,3.1 e,2.3 e,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Malta,4.9,5.5,7.0,1.7,9.9,3.4,-0.1,-5.4,12.6,1.6,2.5,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Netherlands,-0.3,1.2,1.7,1.9,2.2,1.7,1.6,-4.4,5.7,4.0 p,-0.9 p,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Norway,-0.2,0.9,0.8,0.3,1.7,0.2,0.4,-1.8,3.4,2.1,-0.7,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Poland,0.8,4.0,4.5,3.1,5.1,6.3,4.6,0.0 b,7.5,3.0 b,0.5,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Portugal,-0.4,1.3,2.0,2.3,3.5,3.0,2.5,-8.5,5.3,6.4,1.5 e,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Romania,0.6,4.5,3.6,3.5,8.8,6.7,4.4,-3.2,6.4,4.4,2.3 p,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Serbia,0.9,-1.3,1.8,3.5,2.9,5.2,5.3,-0.3,9.0,5.2 p,4.5 p,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Sweden,0.3,1.3,3.3,1.1,0.4,0.7,1.5,-2.7,5.3,0.4,-0.9,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Slovenia,-1.0,2.7,2.3,3.0,5.1,4.1,2.7,-4.7,8.1,2.6,1.6,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Slovakia,0.6,2.6,5.1,1.8,2.7,3.9,2.1,-2.7,6.1 b,0.1,1.4,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,Türkiye,7.1,3.5,4.7,1.9,6.1,1.6,-0.6,0.9,10.4,4.5,4.7,:
Annual,"Chain linked volumes, percentage change on previous period, per capita",Gross domestic product at market prices,United Kingdom,1.5,2.1,1.6,0.9,1.1,0.6,0.8,:,:,:,:,:
