Time frequency,Unit of measure,National accounts indicator (ESA 2010),Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Albania,1.0 d,1.8 d,2.2,3.3,3.8,4.0,2.1,-3.3,9.0,4.8,3.9 p,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Austria,-0.3,0.8,1.3,2.1,2.3,2.5,1.8,-6.3,4.8,5.3,-1.0,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Bosnia and Herzegovina,2.3,1.2,4.3 b,3.2,3.2,3.8,2.9,-3.0,7.4,4.2,2.0,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Belgium,0.3,1.8,1.5,1.2,1.5,1.9,2.4,-4.8,6.2,4.2,1.3 p,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Bulgaria,-0.5,0.9,3.4,3.0,2.7,2.5,3.8,-3.2,7.8,4.0,1.9,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Switzerland,1.8,2.3,1.6,2.1,1.4,2.9,1.1,-2.1,5.6,3.0 p,0.7 p,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Cyprus,-6.6,-1.8,3.4,6.6,5.8,6.3,5.9,-3.2,11.4,7.4,2.6 p,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Czechia,0.0,2.2,5.0,2.6,5.2,2.8,3.6,-5.3,4.0,2.8,-0.1,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Germany,0.4,2.2,1.7,2.3,2.7,1.1,1.0,-4.1,3.7 p,1.4 p,-0.3 p,-0.2 p
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Denmark,1.4,1.3,2.1,3.1,3.1,1.9,1.7,-1.8,7.4,1.5,2.5,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),-0.2,1.4,2.1,1.8,2.6,1.8,1.6,-6.0,6.3,3.5,0.4,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Euro area – 20 countries (from 2023),-0.2,1.4,2.1,1.8,2.6,1.8,1.6,-6.0,6.3,3.5,0.4,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Estonia,1.8,3.3,1.8,3.1,5.6,3.7,3.7,-2.9,7.2,0.1,-3.0,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Greece,-2.3,0.8,-0.2,0.0,1.5,2.1,2.3,-9.2,8.7,5.7 p,2.3 p,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Spain,-1.4,1.5,4.1,2.9,2.9,2.4,2.0,-10.9,6.7,6.2 p,2.7 p,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,European Union - 27 countries (from 2020),0.0,1.6,2.3,1.9,2.8,2.1,1.9,-5.6,6.3,3.5,0.4,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Finland,-1.0,-0.5,0.5,2.6,3.3,1.2,1.3,-2.5,2.7,0.8,-1.2,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,France,0.8,1.0,1.1,0.9,2.1,1.6,2.0,-7.4,6.9,2.6 p,0.9 p,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Croatia,-0.1,-0.6,2.3,3.5,3.3,2.9,3.1,-8.3,12.6,7.3,3.3 p,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Hungary,2.0,4.3,3.7,2.4,4.1,5.6,5.1,-4.3,7.1,4.3,-0.9 p,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Ireland,2.2,9.3,24.6,1.2,10.0,7.5,5.0,7.2,16.3,8.6,-5.5,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Iceland,4.6,1.7,4.4,6.3,4.2,4.9,1.9,-6.9,5.3,9.0,5.0,:
Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Italy,-1.8,0.0,0.9,1.2,1.6,0.8,0.4,-8.9,8.9,4.7,0.7,:
