Time frequency,Degree of urbanisation,Unit of measure,Geopolitical entity (reporting)\Time,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Cities,Percentage,Albania,:,:,:,:,:,:,:,60.6,53.7,50.6,53.1,49.0,:,:
Annual,Cities,Percentage,Austria,18.3,19.1,20.3,20.4,22.6,19.1,19.1,17.5,16.5,14.7,16.4,14.9,17.7,17.7
Annual,Cities,Percentage,Belgium,23.4,23.4,29.0,29.8,27.5,28.0,30.7,27.4,28.1,27.9 b,24.1,21.7,24.8,22.4
Annual,Cities,Percentage,Bulgaria,60.3,56.4,61.6,59.3,58.1 b,59.3,56.0 b,52.9,50.4,42.6,36.1,29.9,31.4,27.4
Annual,Cities,Percentage,Switzerland,11.3,13.3,14.5,13.3,13.6 b,14.4,17.2,12.7,13.0,13.5,12.0,11.6,11.7,10.0
Annual,Cities,Percentage,Cyprus,50.3,48.1,44.4,54.0,55.6,51.2,56.4,36.2,39.3,28.8,21.6,19.9,24.4,21.4
Annual,Cities,Percentage,Czechia,25.6,27.2,27.4,29.4,31.7,25.0,25.0,23.3,16.7,14.2,13.1,11.5,12.5,12.9
Annual,Cities,Percentage,Germany,8.6,9.4,10.0,9.4,8.9,8.2,7.0,6.8,6.2,5.3,7.0 b,7.4,9.1,10.3
Annual,Cities,Percentage,Denmark,9.8,9.2,10.7,13.4,11.9,11.1,11.2,10.6,9.2,9.8,8.5,8.7,9.2,12.9
Annual,Cities,Percentage,Euro area – 20 countries (from 2023),24.9,24.5,27.3,28.6,27.9,25.5,24.4,21.0,21.5,19.1,19.8,18.5,19.4,19.3
Annual,Cities,Percentage,Estonia,27.1,25.4,23.8,21.2,18.6 b,15.4,13.4,12.5,13.2,9.5,8.5,7.9,10.0,11.8
Annual,Cities,Percentage,Greece,55.0,61.8,72.4,76.3,75.1,76.0,74.0,74.2,72.2,68.0,65.6,66.7,66.6,65.5
Annual,Cities,Percentage,Spain,32.2,29.6,33.1,36.4,37.2,33.7,33.5,24.9,25.6,22.3,22.2,21.3,21.3,21.9
Annual,Cities,Percentage,European Union - 27 countries (from 2020),27.0,26.6,29.0,29.9,28.7,26.6,25.2,21.8,21.7,19.1,19.5,17.9,18.6,18.6
Annual,Cities,Percentage,Finland,6.7,7.9,7.9,7.2,7.6,7.0,6.6,8.0,6.6,7.0,6.4,6.3,6.8,8.5
Annual,Cities,Percentage,France,22.3,22.0,20.0,21.0,20.3,19.8,21.1,17.8,19.9,19.9,21.1 b,17.5,22.1 b,22.3
Annual,Cities,Percentage,Croatia,44.0,42.3,45.0,51.1,48.5,40.9,39.4,30.6,31.2,27.6,23.9,19.1,20.0,13.4 b
Annual,Cities,Percentage,Hungary,52.7,52.8,52.1,50.5,42.1,37.1,35.5,33.3,26.1,25.2,22.8,18.0,16.6,16.3
Annual,Cities,Percentage,Ireland,32.0,27.8,31.1,31.7,31.7,28.3,24.0,20.9,19.1,17.9 b,15.4 b,14.9,14.5,14.8
Annual,Cities,Percentage,Iceland,26.2,25.0,24.0,23.2,20.5,19.9,13.6,11.7,12.2,12.3,:,:,:,:
Annual,Cities,Percentage,Italy,39.0,38.8,40.1,41.1,41.0,38.3,35.0,31.3,34.6,26.5,25.4,25.8,22.9,19.1
Annual,Cities,Percentage,Lithuania,37.9,37.5,40.0,34.3,32.6,29.9,28.5,26.3,20.7,17.9,12.4,10.3,10.1,9.2
Annual,Cities,Percentage,Luxembourg,12.0,11.8,7.6,12.0,10.4,13.4,7.2 b,9.8,10.8,9.3,9.4 b,8.5 b,3.4 b,3.5
Annual,Cities,Percentage,Latvia,57.7,57.6,51.7,52.7,46.2,40.1,35.1,36.3,27.6,20.7,21.3,18.6,19.7,22.7
Annual,Cities,Percentage,North Macedonia,63.2,64.5,:,:,:,:,61.6,58.3,57.5,47.4,48.9,:,:,:
Annual,Cities,Percentage,Malta,47.8,37.8,42.2,37.1,33.1,22.1,20.0,16.7,14.8,12.8,15.6,17.4,25.1,18.1
Annual,Cities,Percentage,Netherlands,13.5,13.3,15.1,18.2,16.3,15.5,14.5 b,13.2,11.7,11.8,8.6,6.7,8.2,8.4
Annual,Cities,Percentage,Norway,5.7,7.2,6.4,6.2,3.9,6.1,7.5,7.6,7.9,7.4,7.7,9.7,7.1,9.8
Annual,Cities,Percentage,Poland,31.2 b,30.5,31.2,29.8,26.5,26.7,22.3,19.9,16.9,13.7,14.0,13.0,13.1,12.7
Annual,Cities,Percentage,Portugal,46.7,41.4,39.7,46.4,43.1,38.5,34.2,31.6,28.1,26.6,19.7,19.5 b,22.0,23.8
