Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Million tonnes,Azerbaijan,5.7,6.0,5.4,5.4,8.5,10.8,11.9,11.9,12.4,12.0,8.6,9.1,10.8,9.9,8.2,8.8,8.9,11.6
Annual,Million tonnes,Georgia,6.9,7.8,7.5,8.4,6.4,7.4,7.7,9.0,9.2,9.3,7.8,7.2,7.4,7.8,10.4,16.3,16.5,15.0
Annual,Million tonnes,Moldova,:,:,:,:,:,:,:,:,:,:,1.0,1.2,1.3,1.3,1.3,1.2,1.8,2.1
Annual,Million tonnes,Ukraine,8.6,8.7,9.1,8.2,4.7,4.1,4.1,3.5,3.4,2.8 d,3.3 d,3.0 d,2.3 d,1.9 d,2.1 d,1.8 d,1.9 d,:
