Time frequency,National accounts indicator (ESA 2010),Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024,Avril-Juin 2024,Jullet-Septembre 2024
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Albania,486.7,447.1,458.4,467.2,603.6,521.5 p,583.0 p,646.7 p,787.1 p,668.9 p,683.0 p,704.3 p
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Austria,18387.5,17051.8,18644.5,17231.9,19044.6,18130.5,19969.9,18490.6,20456.6,19592.1,21656.6,19910.7
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Bosnia and Herzegovina,813.5,844.1,873.6,912.5,987.7,980.6,1032.9,1031.8,1043.0,1048.2,1090.5,1078.9
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Belgium,26943.7,25063.2,28169.6,25498.6,29621.8,27795.7 p,30734.6 p,27425.8 p,31588.4 p,29109.7 p,32141.6 p,28763.2 p
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Bulgaria,2811.1,2578.1,2810.9,2838.9,3380.6,2910.2,3128.9,3333.7,4014.5,3752.8 p,3780.8 p,3752.3 p
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Switzerland,33444.2,34291.1,34733.4,37165.4,37371.2,37202.7,37947.1,39240.9,40286.1,40647.3,39759.5,41099.0
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Cyprus,1162.2,1197.9,1221.8,1065.7,1255.9,1283.6,1290.0,1131.3,1326.2,1369.5,1370.5,1200.8
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Czechia,10079.2,9606.5,10124.2,10222.2,11301.3,11036.2,11457.4,11138.4,11770.9,10926.6,11366.0,11282.8
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Germany,171994.0 p,175973.0 p,163340.0 p,173321.0 p,185210.0 p,183657.0 p,174930.0 p,185894.0 p,198413.0 p,196452.0 p,185078.0 p,195925.0 p
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Denmark,15816.1,15613.2,15802.0,15506.1,15994.3,15903.2,16378.3,16006.8,16363.4,16283.1,17115.0,16627.8
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",582829.7,559715.1,568509.6,567946.8,619116.3,590527.4,607128.5,603870.6,658555.5,628382.1,643689.2,637954.2
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Euro area - 19 countries  (2015-2022),582829.7,559715.1,568509.6,567946.8,619116.3,588000.0,604295.3,601031.9,655696.9,625233.5,640230.7,634742.7
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Euro area – 20 countries (from 2023),585003.1,561882.8,570789.8,570247.5,621613.7,590527.4,607128.5,603870.6,658555.5,628382.1,643689.2,637954.2
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Estonia,1196.7,1131.3,1212.7,1177.5,1323.3,1278.6,1408.4,1359.5,1550.5,1398.8,1517.0,1468.7
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Greece,8459.6,8085.9 p,8267.5 p,8274.9 p,8711.7 p,8468.8 p,8742.8 p,8438.8 p,8967.9 p,8854.0 p,8998.6 p,8746.3 p
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Spain,55516.0,49057.0 p,55980.0 p,54495.0 p,61968.0 p,53081.0 p,60958.0 p,58983.0 p,64784.0 p,56232.0 p,63853.0 p,63411.0 p
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),European Union - 27 countries (from 2020),674919.4,651286.4,658021.7,657554.8,715854.6,686817.5,702859.5,699720.2,763060.8,735455.1,748110.2,742814.1
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Finland,11554.0,11214.0,11703.0,11854.0,12212.0,11849.0,12832.0,12588.0,13160.0,12380.0,13123.0,13031.0
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),France,128974.5,128256.4,128537.5,128396.4,133663.3,132331.5,133357.0,131256.6,139850.1,139402.0,141865.9,138353.2
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Croatia,2173.2,2167.8,2280.3,2300.3,2497.3,2527.7 p,2833.0 p,2838.2 p,2858.7 p,3148.8 p,3458.8 p,3211.1 p
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Hungary,6085.1,6424.6,5765.6,5403.6,6322.1,6205.4 p,6878.5 p,6508.3 p,7416.8 p,6959.1 p,7397.5 p,7169.4 p
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Ireland,10231.4,10482.5,10882.8,10960.7,11198.8,11501.4,11906.5,12175.2,12318.1,12432.7,12933.4,12993.5
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Italy,78985.1,68080.7,71024.8,68458.2,80453.7,69476.2,72699.4,69852.3,81740.4,72499.9,74879.3,72161.2
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Lithuania,2244.9,2130.4,2376.4,2023.8,2561.2,2390.6,2683.3,2375.5,2860.6,2672.5,3028.9,2667.6
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Luxembourg,3414.3,2785.6,2886.3,2833.2,3693.3,2956.8,3164.4,3192.2,4254.5,3288.4 p,3548.7 p,3510.9 p
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Latvia,1487.4,1315.0,1444.5,1377.8,1594.2,1485.6,1578.8,1532.5,1815.8,1546.8,1730.1,1642.4
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Montenegro,205.5,185.8,196.3,212.2,220.2,219.2,237.0,247.4,266.2,238.7 p,248.7 p,259.9 p
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),North Macedonia,383.1,371.9,390.7,384.1,408.4,394.4 p,438.9 p,441.1 p,462.8 p,455.9 e,498.5 e,488.1 e
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Malta,624.2,646.7,664.9,661.6,665.1,694.4,696.8,716.8,724.3,757.5,763.5,806.0
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Netherlands,45549.0,42250.0,45670.0,44588.0,49272.0,45157.0,49978.0,48793.0,53224.0,49977.0,54499.0,52876.0
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Norway,21126.7,21306.5,22317.7,21296.1,21157.2,20068.3,20184.5,20103.0,20721.7,20706.9,21702.3,:
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Poland,21545.7,22817.1,19481.8,19869.2,23765.7,26234.6,23649.5,24485.1,29155.5,32085.0,27589.9,28822.7
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Portugal,10270.7,9174.3,10111.9,9599.1,10811.0,9825.0 e,10932.8 e,10240.8 e,11646.5 e,10494.5 e,11528.6 e,10958.6 e
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Romania,8211.2,8308.9,7994.0,8926.0,9006.2,9347.9 p,9184.3 p,10197.7 p,10436.0 p,10934.1 p,10854.1 p,11977.9 p
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Serbia,1954.6,1881.4 p,2041.6 p,1850.8 p,2128.1 p,2018.4 p,2270.9 p,2127.6 p,2556.9 p,2362.0 e,2643.0 e,2410.3 e
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Sweden,25364.0,24066.1,25272.2,24558.7,24484.5,24674.9,25082.4,24211.2,25362.2,26134.1,26349.7,26114.6
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Slovenia,2043.5,2090.2,2113.1,2117.4,2224.2,2262.3,2353.4,2367.5,2399.3,2401.1,2448.4,2495.7
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Slovakia,3999.9,3883.2,3942.8,4243.6,4155.8,4147.8,4265.2,4513.8,4737.2,4513.8,4664.1,4913.0
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Türkiye,16692.6,17729.8,17210.8,20461.0,22222.7,26375.2,25864.3,26362.4,27305.9,35335.9,33940.2,37224.9
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (NSA),Kosovo*,236.1,215.4,223.8,209.8,257.8,232.5,249.3,256.7,285.6,252.0 p,266.3 p,261.8 p
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (SCA),Albania,446.7,462.8,472.2,487.6,538.1,546.2 p,608.2 p,675.6 p,688.0 p,703.1 p,720.7 p,734.6 p
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (SCA),Austria,17661.2,17771.4,17898.3,18015.9,18340.9,18818.7,19149.7,19339.6,19784.4,20388.5,20630.0,20833.0
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (SCA),Belgium,25496.8,25985.9,26841.2,27492.0,28034.1,28798.9 p,29266.8 p,29581.6 p,29897.2 p,30173.7 p,30602.4 p,31031.2 p
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (SCA),Bulgaria,2510.2,2605.3,2828.5,3011.1,2968.1,3002.1,3154.7,3459.8,3530.1,3810.1 p,3887.1 p,3973.8 p
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (SCA),Switzerland,33307.3,34267.1,34894.3,37195.7,37198.3,37181.0,38122.1,39272.8,40097.2,40626.4,39935.0,41135.2
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (SCA),Cyprus,1122.7,1155.1,1177.9,1196.3,1211.9,1238.7,1249.7,1265.3,1277.4,1319.7,1330.2,1342.4
Quarterly,"Value added, gross","Public administration, defence, education, human health and social work activities",Million euro (SCA),Czechia,9624.0,9923.5,10201.8,10394.0,10729.4,11391.5,11531.5,11293.5,11202.3,11250.2,11437.1,11423.4
