Time frequency,Unit of measure,Duration,Age class,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage,1 hour or over,Less than 3 years,Albania,:,:,:,:,:,:,:,:,:,:,:,:,8.1,19.5,27.5,21.6,14.9,:,:
Annual,Percentage,1 hour or over,Less than 3 years,Austria,4.3,4.4,8.2,5.6,9.7,8.9,13.6,13.4,16.7,16.0,22.3,20.6,18.2,20.0,22.7,21.1,28.5,23.0,24.1
Annual,Percentage,1 hour or over,Less than 3 years,Belgium,41.3,40.3,43.9,43.4,33.5,35.3,38.3,47.2,45.7,48.8,50.1,43.9,53.2,54.4,55.5 b,54.6,51.7,52.7,56.3
Annual,Percentage,1 hour or over,Less than 3 years,Bulgaria,15.7,15.7,8.0,11.3,7.9,7.2,7.1,7.8,10.8,11.2,8.9,12.5,9.4,16.2,19.7,15.0,18.7,17.4,17.4
Annual,Percentage,1 hour or over,Less than 3 years,Switzerland,:,:,:,:,:,26.0,23.8,28.8,31.6,29.8,:,:,25.6,34.2,33.9,31.4,30.5,31.7,37.2
Annual,Percentage,1 hour or over,Less than 3 years,Cyprus,16.0,22.6,16.4,26.5,18.0,22.2,21.2,21.1,20.6,23.3,19.0,22.4,25.7,30.0,29.3,18.5,27.4,24.4,36.9
Annual,Percentage,1 hour or over,Less than 3 years,Czechia,1.8,2.1,2.0,1.5,3.4,2.6,5.0,2.9,2.4,4.4,2.9,4.7,6.5,9.0,6.3,4.8,4.9,6.8,4.4
Annual,Percentage,1 hour or over,Less than 3 years,Germany,16.5,17.4,17.0,19.4,19.3,20.5,24.0,23.9,27.5,27.5,25.9,31.7,30.3,29.8,31.3,16.4 b,31.4,24.6,23.3
Annual,Percentage,1 hour or over,Less than 3 years,Denmark,:,:,:,72.8,72.9,77.2,73.6,68.7,64.9,69.6,77.3,70.0,71.7,63.2,66.0,67.7,69.1,74.7,69.9 b
Annual,Percentage,1 hour or over,Less than 3 years,Euro area – 20 countries (from 2023),27.1 e,26.8,26.0,29.9,29.6,30.0,32.8,30.8,30.8,31.9,33.3,37.4,38.6,39.1,40.2,34.1 e,43.3,40.1,42.2
Annual,Percentage,1 hour or over,Less than 3 years,Estonia,11.2,18.6,14.9,16.4,25.4,20.5,18.5,18.3,20.4,19.4,21.4,30.2,27.1,28.3,31.8,26.7,25.7,33.7,37.9
Annual,Percentage,1 hour or over,Less than 3 years,Greece,:,:,9.4,11.8,10.6,8.1,19.0,19.7,14.5,12.8,11.4,8.9,20.5,40.9,32.4,21.5,32.3,29.1,29.6
Annual,Percentage,1 hour or over,Less than 3 years,Spain,37.7,37.4,39.2,37.8,33.1,36.9,38.9,35.9,35.9,36.9,39.7,39.3,45.8,50.5,57.4,45.5,55.3,48.6,55.8
Annual,Percentage,1 hour or over,Less than 3 years,European Union - 27 countries (from 2020),24.5 e,25.1,24.3,28.5,28.2,28.5,27.9,27.1,27.0,28.1,30.0,33.4,34.2,34.7,35.0,30.2 e,37.9,35.8,37.5
Annual,Percentage,1 hour or over,Less than 3 years,Finland,24.1,24.1,24.5,24.6,24.2,26.0 b,23.7,27.9,26.1,30.5,30.4,29.6,30.3,36.0,34.7,35.8,39.1,40.0,43.9
Annual,Percentage,1 hour or over,Less than 3 years,France,32.0,30.8,27.3,39.6,41.3,42.5,44.4,40.2,39.0,39.5,41.7,48.9,50.5,50.0,50.8,57.2 b,57.1,56.2 b,57.4
Annual,Percentage,1 hour or over,Less than 3 years,Croatia,:,:,:,:,:,:,:,:,10.6,17.1,11.8,15.7,15.9,17.8,15.7,20.4,33.3,27.5,29.6
Annual,Percentage,1 hour or over,Less than 3 years,Hungary,7.0,8.4,7.6,7.1,6.6,9.3,7.6,8.1,10.4,14.4,15.4,15.6,13.8,16.5,16.9,10.5,13.8,12.9,20.3
