Time frequency,Applicant type,Geopolitical entity (reporting)\Time,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Positive first instance decision,Austria,415.0,386.0,412.0,487.0,528.0,580.0,840.0,1741.0,3476.0,2864.0,1699.0,836.0,767.0,1352.0,1831.0,2540.0
Annual,Positive first instance decision,Belgium,327.0,269.0,322.0,460 b,500 b,563.0,718.0,929.0,1328.0,1106.0,847.0,568.0,495.0,791.0,935.0,1057 p
Annual,Positive first instance decision,Bulgaria,39.0,36.0,19.0,26.0,23.0,344.0,990.0,801.0,196.0,249.0,110.0,60.0,125.0,310.0,676.0,898.0
Annual,Positive first instance decision,Switzerland,631.0,778.0,999.0,815 b,535.0,790.0,1882.0,1690.0,1575.0,1729.0,1788.0,1258.0,1179.0,1036.0,1126.0,1495 p
Annual,Positive first instance decision,Cyprus,:,1398.0,512.0,82.0,122.0,191.0,1167.0,1870.0,1527.0,1448.0,1396.0,1474.0,1878.0,2543.0,625.0,3317 p
Annual,Positive first instance decision,Czechia,21.0,10.0,17.0,30.0,17.0,33.0,36.0,44.0,41.0,14.0,15.0,13.0,10.0,25 b,30 b,31.0
Annual,Positive first instance decision,Germany,96.0,119.0,128.0,121 b,213.0,250.0,501.0,1725.0,5269.0,3165.0,916.0,846.0,751.0,719.0,1533.0,1612 ep
Annual,Positive first instance decision,Denmark,133.0,143.0,242.0,235.0,303.0,500.0,971.0,1759.0,1244.0,410.0,227.0,271.0,72.0,132.0,87.0,166.0
Annual,Positive first instance decision,Estonia,4.0,4.0,11.0,8.0,8.0,8.0,15.0,61 b,99.0,72.0,15.0,34.0,19.0,38.0,1557.0,2832.0
Annual,Positive first instance decision,Greece,5.0,15.0,9.0,16.0,9.0,46.0,181.0,372.0,252.0,972.0,1417.0,1618.0,3208.0,1568.0,1844.0,2398 ep
Annual,Positive first instance decision,Spain,6.0,8.0,13.0,21.0,11.0,11.0,34.0,22.0,148.0,88.0,62.0,815.0,1078.0,430.0,735.0,1089 p
Annual,Positive first instance decision,European Union - 27 countries (from 2020),:,:,:,:,188 b,224 be,355 be,662 be,1492 e,963 be,465 e,463 be,477 be,455 bep,698 bep,799 ep
Annual,Positive first instance decision,Finland,123.0,180.0,297.0,198.0,287.0,303.0,233.0,307.0,1287.0,623.0,436.0,302.0,208.0,192.0,222.0,228.0
Annual,Positive first instance decision,France,80.0,78.0,79.0,71.0,132.0,163.0,223 b,310.0,431.0,487.0,487.0,418.0,283.0,499 p,524 p,610 p
Annual,Positive first instance decision,Croatia,:,:,:,:,5.0,6.0,6.0,10.0,24.0,37.0,34.0,14.0,10.0,18.0,5.0,12.0
Annual,Positive first instance decision,Hungary,39.0,39.0,26.0,16.0,35 b,36.0,52.0,43.0,44.0,133.0,38.0,6.0,13.0,4.0,3.0,3.0
Annual,Positive first instance decision,Ireland,67.0,28.0,5.0,16.0,22.0,32.0,86.0,70.0,102.0,157.0,205.0,196.0,188.0,286.0,689.0,603.0
Annual,Positive first instance decision,Iceland,32.0,16.0,31.0,31.0,31.0,31.0,92.0,151.0,283.0,204.0,298.0,846.0,1051.0,685.0,2487.0,814.0
Annual,Positive first instance decision,Italy,164.0,152.0,72.0,119.0,366.0,239.0,341.0,492.0,589.0,530.0,510.0,308 b,195.0,369.0,435.0,371 p
Annual,Positive first instance decision,Liechtenstein,0.0,0.0,0.0,413.0,546.0,135.0,0.0,133.0,1193.0,659.0,261.0,389.0,257.0,128.0,253.0,251 p
Annual,Positive first instance decision,Lithuania,20.0,13.0,5.0,8.0,18.0,19.0,24.0,29.0,68.0,100.0,48.0,32.0,28.0,150.0,108.0,141.0
Annual,Positive first instance decision,Luxembourg,102.0,221.0,138.0,68.0,75 b,239.0,216.0,325.0,1314.0,1887 b,1661.0,1081.0,1190.0,1344.0,1592.0,1365.0
Annual,Positive first instance decision,Latvia,2.0,5.0,12.0,10.0,12.0,12.0,13.0,10.0,69.0,136.0,16.0,18.0,13.0,48.0,122.0,64.0
Annual,Positive first instance decision,Montenegro,:,:,:,:,:,:,:,:,:,:,16.0,32.0,24.0,73.0,81.0,:
Annual,Positive first instance decision,Malta,3444.0,4097.0,531.0,2126.0,3416.0,3778.0,2907.0,2814.0,2618.0,1627.0,1333.0,804.0,524.0,347.0,358.0,588.0
Annual,Positive first instance decision,Netherlands,345.0,499.0,482.0,409.0,329.0,355.0,744.0,971.0,1222.0,456.0,210.0,279.0,494.0,688.0,858.0,810.0
Annual,Positive first instance decision,Norway,640.0,934.0,1084.0,811.0,1032.0,1136.0,955.0,1204.0,2440.0,904.0,275.0,335.0,213.0,204.0,202.0,396.0
Annual,Positive first instance decision,Poland,73.0,66.0,13 b,12.0,14.0,18.0,19.0,17.0,8.0,13.0,10 e,7 e,10 be,58 b,105.0,126.0
Annual,Positive first instance decision,Portugal,7.0,5.0,5.0,6.0,9.0,13.0,11.0,19.0,31.0,48.0,60.0,16.0,9.0,29.0,64.0,29.0
Annual,Positive first instance decision,Romania,5.0,6.0,3.0,4.0,11.0,46.0,37.0,24.0,41.0,64.0,31.0,30 e,33 e,60 e,54 e,51 e
Annual,Positive first instance decision,Sweden,850.0,763.0,907.0,932.0,1303.0,2502.0,3161.0,3302.0,6710.0,2636.0,1063.0,672.0,526.0,374.0,462.0,498.0
Annual,Positive first instance decision,Slovenia,2 b,10.0,12.0,10.0,17.0,17.0,22.0,22.0,82.0,73.0,48.0,41.0,40.0,7.0,97.0,61.0
Annual,Positive first instance decision,Slovakia,17.0,33.0,17.0,22.0,35.0,13.0,31.0,15.0,39.0,11.0,8.0,6.0,7.0,8.0,13.0,14.0
Annual,Positive first instance decision,United Kingdom,115.0,135.0,103.0,114.0,123.0,133.0,157.0,214.0,151.0,130.0,152.0,224.0,:,:,:,:
