Time frequency,Unit of measure,Sex,Geopolitical entity (reporting)\Time,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0
Annual,Number,Females,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3516.0,3373.0,3283.0,3207.0,3180.0,3024.0,2814.0,1030 n,975 n,1054.0,1111.0,1161.0,1160.0,1155.0,:
Annual,Number,Females,Belgium,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1762.0,2225.0,2545.0,2832.0,3142.0,3051.0,3051.0,3027.0,2998.0,3143.0,3317.0,3542.0,3831.0,:,:,:
Annual,Number,Females,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,8183.0,7872.0,7039.0,6596.0,5554 p
Annual,Number,Females,Switzerland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3295.0,3220.0,3704.0,3226 b,3109.0,3432.0,3463.0,3551.0,3551.0,3683.0,3705.0,3586.0,:,:,:,:,:
Annual,Number,Females,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,34182.0,32398.0,32390.0,31222.0,29288.0,28493.0,27237.0,27004.0,25664.0,24502.0,22609.0,19902.0,:,:,25556.0,:,:,:,:
Annual,Number,Females,Germany,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,33327.0,45297.4,45200.0,:,43605.0,:,:,:,:,:,:,:,:,:,:
Annual,Number,Females,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2563.0,2512.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,Females,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,736.0,721.0,700.0,659.0,669.0,:,:,:,746.0,719.0,648.0,:,:,:
Annual,Number,Females,Spain,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2910.0,2903.0,2880.0,:,2749.0,2090.0,2231.0,2373.0,2467.0,2547.0,:,2642.0,3248.0
