Time frequency,Unit of measure,Sex,Age class,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage,Total,From 15 to 64 years,Austria,24.9,24.5,24.6,24.5,23.8,23.6,23.2,22.9,23.4,22.8 b,22.2,21.8
Annual,Percentage,Total,From 15 to 64 years,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,40.9 b,40.9,40.2
Annual,Percentage,Total,From 15 to 64 years,Belgium,33.1,32.5,32.3,32.4,32.4,32.0 b,31.4,31.0,31.4,30.3 b,29.5,29.5
Annual,Percentage,Total,From 15 to 64 years,Bulgaria,32.9,31.6,31.0,30.7,31.3,28.7,28.5,26.5 b,27.4,27.7 b,26.3,26.1
Annual,Percentage,Total,From 15 to 64 years,Switzerland,17.7,17.6,17.1,16.7,16.1,16.0,15.8,15.7,15.9,16.1 b,16.4,15.9
Annual,Percentage,Total,From 15 to 64 years,Cyprus,26.5,26.4,25.7,26.1,26.6,26.1,25.0,22.9,23.1,22.3 b,20.8,20.0
Annual,Percentage,Total,From 15 to 64 years,Czechia,28.4,27.1,26.5,26.0,25.0,24.1,23.4,23.3,23.6,23.4 b,22.8,22.9
Annual,Percentage,Total,From 15 to 64 years,Germany,22.8 b,22.4,22.3,22.4,22.1,21.8,21.4,20.8,21.5 b,21.5 b,20.7,20.3
Annual,Percentage,Total,From 15 to 64 years,Denmark,22.8,23.4,23.4,23.1,22.5 b,22.1 b,21.8,20.9,21.0,20.4 b,19.6,19.2
Annual,Percentage,Total,From 15 to 64 years,Euro area – 20 countries (from 2023),28.1,27.9,27.8,27.6,27.3,27.0,26.7,26.4,27.3,26.4 b,25.5,25.0
Annual,Percentage,Total,From 15 to 64 years,Estonia,25.2,24.9,24.8,23.7,22.8,21.6,21.3,21.6,21.2,20.9 b,18.8,18.4
Annual,Percentage,Total,From 15 to 64 years,Greece,32.5,32.5,32.6,32.2,31.8,31.7,31.8,31.6,32.6,32.7 b,30.6,30.5
Annual,Percentage,Total,From 15 to 64 years,Spain,25.7,25.7,25.8,25.7,25.8,26.1,26.3,26.2,27.8,26.3 bd,26.0 d,25.5 d
Annual,Percentage,Total,From 15 to 64 years,European Union - 27 countries (from 2020),29.0,28.7,28.4,28.1,27.7,27.3,26.9,26.6,27.2,26.4 b,25.5,25.0
Annual,Percentage,Total,From 15 to 64 years,Finland,24.8,24.8,24.6,24.2,24.1,23.3,22.1,21.7,21.7,21.2 b,20.2,20.1
Annual,Percentage,Total,From 15 to 64 years,France,29.3,28.9,29.0 b,28.7,28.6,28.5,28.1,28.3,29.0,27.0 bd,26.4 d,26.1 d
Annual,Percentage,Total,From 15 to 64 years,Croatia,36.1 b,36.3,34.0,33.1,34.5,33.8,33.9,33.6,32.8,31.0 b,29.9,29.9
Annual,Percentage,Total,From 15 to 64 years,Hungary,36.3,35.3,33.0,31.4,29.9,28.8,27.9 b,27.2,27.0,23.7 b,22.7,21.8
Annual,Percentage,Total,From 15 to 64 years,Ireland,28.9,28.2,28.2,27.9,27.3,27.3 b,27.1,26.7,28.1,25.4 b,23.2,22.5
Annual,Percentage,Total,From 15 to 64 years,Iceland,15.1,14.2,12.6,11.6,10.7,11.3,12.5,12.7,14.9 b,14.9 b,13.3,13.1
Annual,Percentage,Total,From 15 to 64 years,Italy,36.5,36.6,36.1,36.0,35.1,34.6,34.4 b,34.3,35.9,35.5 b,34.5,33.3
Annual,Percentage,Total,From 15 to 64 years,Lithuania,28.2,27.6,26.3,25.9,24.5,24.1,22.7,22.0,21.5,21.8 b,21.4,21.2
Annual,Percentage,Total,From 15 to 64 years,Luxembourg,30.6,30.1,29.2,29.1 b,30.0,29.8,28.9,28.0,27.8,26.8 b,26.5,25.9
Annual,Percentage,Total,From 15 to 64 years,Latvia,25.6,26.0,25.4,24.3,23.7,23.0,22.3,22.7,21.8,24.2 b,23.2,23.4
Annual,Percentage,Total,From 15 to 64 years,Montenegro,41.2,41.4,38.4,37.4,36.6,36.5,35.3,33.8,38.5,:,:,:
Annual,Percentage,Total,From 15 to 64 years,North Macedonia,36.1,35.1,34.7,35.1,35.5,34.7,34.6,33.7,34.5,:,:,:
Annual,Percentage,Total,From 15 to 64 years,Malta,36.1,33.7,32.2,31.2,29.4,27.8,25.9,25.2,24.0,22.9 b,20.7,19.3
Annual,Percentage,Total,From 15 to 64 years,Netherlands,21.0,20.6,21.0,20.4,20.3,20.3,19.7,19.1,19.1,16.3 b,15.3,14.5
Annual,Percentage,Total,From 15 to 64 years,Norway,21.8,21.8,22.0,21.8,22.0,22.7,22.1,21.7,21.8,20.1 b,19.6,19.6
Annual,Percentage,Total,From 15 to 64 years,Poland,33.5,33.0,32.1,31.9,31.2,30.4,29.9,29.2 b,28.9,27.1 b,26.4,25.5
Annual,Percentage,Total,From 15 to 64 years,Portugal,26.6,27.0,26.8,26.6,26.3,25.3,24.9,24.6,25.9,25.2 b,23.8,22.4
Annual,Percentage,Total,From 15 to 64 years,Romania,35.2,35.1,34.3,33.9,34.4,32.7,32.2,31.4,30.8,34.4 b,33.2,33.2
Annual,Percentage,Total,From 15 to 64 years,Serbia,39.8,38.3,36.6 b,36.3,34.4,33.3,32.2,31.9,32.3,30.3 b,29.1,28.3
