Time frequency,Unit of measure,Direction of flow,Maritime entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Growth rate on previous period (t/t-1),Inwards,Burgstaaken/Fehmarn,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,-2.6
Annual,Growth rate on previous period (t/t-1),Inwards,Puttgarden,:,0.3,4.6,-3.9,-7.0,-1.5,-3.2,-0.3,-1.2,0.7,1.7,-1.0,-2.1,-5.7,-0.5,-57.8,15.6,:,:
Annual,Growth rate on previous period (t/t-1),Inwards,Århus,:,-2.0,-5.6,-10.1,-11.4,1.6,4.5,13.5,44.3,8.5,7.3,4.2,9.6,9.5,7.8,-27.1,23.9,5.9,1.1
Annual,Growth rate on previous period (t/t-1),Inwards,Helsingør (Elsinore),:,-2.9,2.5,-0.3,-13.5,-9.4,-2.7,-5.9,-1.3,-0.6,0.0,-2.1,-2.0,-1.9,-1.2,-49.1,11.3,56.3,0.9
Annual,Growth rate on previous period (t/t-1),Inwards,Rødby (Færgehavn),:,0.4,4.0,-4.3,-6.7,-0.7,-3.7,-0.5,-0.9,1.0,2.3,-2.0,-1.2,-5.3,-2.5,-57.5,15.2,68.3,4.5
Annual,Growth rate on previous period (t/t-1),Inwards,Sjællands Odde,:,-1.2,-1.8,-14.2,-6.9,-0.8,7.8,7.4,21.3,2.1,7.0,3.0,5.7,9.5,8.2,-29.2,22.6,6.0,2.8
Annual,Growth rate on previous period (t/t-1),Inwards,Tallinn,:,-3.7,-4.3,10.5,-0.6,10.0,7.1,4.2,4.1,4.2,2.3,3.9,3.2,-0.1,0.1,-56.4,-17.9,92.9,13.3
Annual,Growth rate on previous period (t/t-1),Inwards,Paloukia Salaminas,:,3.1,7.9,0.1,-0.7,-0.7,-8.1,-2.6,-6.3,-34.6,-0.9,-4.1,3.2,-1.4,2.9,-17.5,4.2,21.9,-5.4
Annual,Growth rate on previous period (t/t-1),Inwards,Perama,:,2.4,10.2,-0.1,-3.0,-1.1,-8.3,-1.4,-6.0,-34.6,1.9,-7.5,4.1,-2.6,2.8,-17.4,4.0,15.8,-5.1
Annual,Growth rate on previous period (t/t-1),Inwards,Peiraias,:,7.2,-5.4,0.7,-5.1,15.3,-23.7,-12.2,-3.4,6.4,5.6,-5.5,5.3,4.1,4.7,-53.8,38.7,37.5,16.7
Annual,Growth rate on previous period (t/t-1),Inwards,Algeciras,:,5.5,3.6,-4.5,-9.8,4.4,-5.4,8.3,3.3,9.8,4.0,1.8,-2.6,9.0,2.4,-73.5,-18.9,227.0,28.0
Annual,Growth rate on previous period (t/t-1),Inwards,Palma Mallorca,:,0.0,-3.8,-4.2,-7.2,-4.2,2.9,-6.0,10.2,4.5,11.0,16.4,6.8,6.9,6.5,-52.0,54.5,32.4,7.0
Annual,Growth rate on previous period (t/t-1),Inwards,Santa Cruz de Tenerife,:,2.3,5.8,-9.0,-7.6,5.9,5.0,-8.9,15.4,-6.7,2.3,4.6,11.9,3.2,4.2,-45.5,44.3,26.2,9.2
Annual,Growth rate on previous period (t/t-1),Inwards,Helsinki,:,-3.4,0.6,4.9,0.9,8.9,4.8,3.1,0.9,1.5,2.5,3.2,1.9,-1.7,0.3,-59.3,-21.8,114.6,12.2
Annual,Growth rate on previous period (t/t-1),Inwards,Turku,:,-2.0,-4.3,-0.1,1.6,-0.3,-5.6,-1.8,6.2,-6.0,-0.2,0.8,-0.1,-3.6,0.1,-64.5,25.4,86.5,-8.0
Annual,Growth rate on previous period (t/t-1),Inwards,Calais,:,-1.5,0.8,-4.0,-7.9,-0.2,-1.2,-7.0,11.4,3.1,-8.8,-5.5,-0.4,0.9,-7.2,-61.3,-25.7,112.2,42.1
Annual,Growth rate on previous period (t/t-1),Inwards,Split,:,6.8,5.7,1.0,-3.8,-0.9,6.0,-1.7,3.8,-10.0,13.4,6.9,2.2,9.8,4.3,-49.0,48.7,25.6,6.2
Annual,Growth rate on previous period (t/t-1),Inwards,Ischia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,-46.6,-22.7,63.7,2.1
Annual,Growth rate on previous period (t/t-1),Inwards,Isola d' Elba,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,-8.5,10.7,15.8,6.1
Annual,Growth rate on previous period (t/t-1),Inwards,Messina,:,10.9,-2.8,-2.2,0.8,2.8,-25.3,2.6,-13.4,4.8,-8.4,-11.0,51.6,13.7,10.8,-34.5,7.3,19.5,15.7
Annual,Growth rate on previous period (t/t-1),Inwards,Napoli,:,13.3,-5.5,-2.4,10.9,26.7,-11.4,4.1,-8.5,1.1,-16.5,1.7,-3.8,16.0,24.0,-41.2,-11.6,57.8,14.1
Annual,Growth rate on previous period (t/t-1),Inwards,Olbia,:,13.0,-7.2,6.0,2.9,5.9,-8.7,-30.2,-5.1,2.8,7.7,15.1,-5.6,10.0,2.1,-35.5,31.4,29.9,9.5
Annual,Growth rate on previous period (t/t-1),Inwards,Portoferraio,:,15.1,-13.6,74.5,0.8,-43.7,5.3,5.0,-6.1,0.2,4.6,9.8,-18.1,12.6,:,:,:,:,:
