Time frequency,National accounts indicator (ESA 2010),Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024,Avril-Juin 2024,Jullet-Septembre 2024
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),France,79048.2,78985.3,79171.5,81077.4,85406.0,88359.3,91966.6,93341.0,95628.4,94979.4,93613.9,93145.8
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),Croatia,1252.7,965.2,1120.1,1371.2,1606.9,1135.7 p,1304.3 p,1701.1 p,1717.1 p,1321.7 p,1504.7 p,1764.4 p
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),Hungary,3575.3,3861.8,4352.2,4235.5,4149.6,4455.9 p,5128.9 p,4907.6 p,5076.6 p,5109.6 p,5543.7 p,5288.5 p
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),Ireland,5840.0,6169.9,6376.3,6424.7,6602.5,7358.5,7560.6,7682.2,7864.3,8005.6,8331.5,8370.2
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),Italy,55726.0,55033.9,56358.8,56964.3,58489.8,59540.9,60930.0,61516.8,62768.7,63608.0,65320.5,65004.7
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),Lithuania,884.3,846.7,906.0,1016.8,1060.1,990.9,1080.3,1136.5,1154.3,1021.5,1091.3,1255.9
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),Luxembourg,1285.7,1288.4,1292.8,1275.5,1356.9,1342.3,1386.0,1395.8,1422.2,1416.1 p,1427.8 p,1439.7 p
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),Latvia,617.2,607.4,606.3,686.9,655.8,621.3,643.9,736.1,697.8,694.2,669.7,773.7
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),Montenegro,82.5,47.4,67.7,109.4,104.5,58.4,82.5,118.0,110.6,67.6 p,95.1 p,127.3 p
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),North Macedonia,315.6,329.3,363.9,377.5,413.8,389.3 p,402.6 p,422.0 p,417.7 p,417.1 e,438.0 e,456.3 e
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),Malta,263.8,252.3,262.5,275.0,305.7,341.9,372.4,409.9,424.4,448.5,457.6,457.5
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),Netherlands,13197.0,13092.0,14774.0,15956.0,17628.0,17984.0,18930.0,19795.0,19918.0,19528.0,20141.0,20600.0
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),Norway,6767.4,6585.7,6337.8,6381.1,6479.5,6089.7,5622.1,5786.0,5944.2,5916.0,5967.1,:
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),Poland,7919.0,8084.8,9190.1,9015.4,8891.3,8873.2,10302.5,9871.9,9686.6,10749.8,11900.6,12175.2
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),Portugal,6220.2,6321.4,6401.8,6438.3,6424.0,6254.9 e,6202.7 e,6226.7 e,6370.1 e,6592.5 e,6770.0 e,6907.5 e
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),Romania,5461.5,4361.1,4970.2,5493.7,6230.7,4749.1 p,5738.6 p,6068.3 p,6880.1 p,5348.9 p,6149.9 p,6606.8 p
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),Serbia,1077.7,963.0 p,1031.7 p,1144.1 p,1250.7 p,1329.3 p,1343.6 p,1362.5 p,1376.7 p,1349.6 e,1458.3 e,1573.0 e
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),Sweden,9649.5,9098.1,9733.4,9890.8,9057.3,9725.5,10110.9,9747.6,9359.2,9660.9,10866.1,11132.5
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),Slovenia,886.8,933.1,912.4,985.4,963.3,1012.4,973.7,1062.6,1058.9,1138.4,1071.9,1146.5
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),Slovakia,2626.1,2485.3,3049.0,2838.9,3044.2,2723.6,3188.7,2706.4,3004.6,2920.5,3428.8,2797.2
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),Türkiye,7566.5,7434.2,8017.8,8148.5,8308.4,9672.4,10403.6,9606.4,10396.7,12573.5,15193.1,16753.3
Quarterly,"Value added, gross",Real estate activities,Million euro (NSA),Kosovo*,129.8,145.6,139.9,120.7,138.4,151.8,145.7,127.7,147.0,152.9 p,147.0 p,129.7 p
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Albania,222.8,225.7,231.0,238.8,238.9,240.9 p,253.0 p,267.9 p,275.9 p,278.4 p,293.5 p,299.1 p
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Austria,9063.6,9363.0,9508.1,9727.7,9870.1,10013.2,10259.8,10450.0,10732.8,10930.9,11122.6,11274.0
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Belgium,11173.6,11428.1,11887.1,12350.4,13003.9,13121.7 p,13319.5 p,13427.8 p,13633.2 p,13834.1 p,14018.7 p,14176.5 p
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Bulgaria,1454.9,1473.1,1530.4,1569.7,1668.6,1766.9,1782.0,1791.9,1815.9,1795.5 p,1815.1 p,1869.8 p
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Switzerland,12227.7,12496.6,12834.7,13499.9,13356.4,13282.7,13723.4,13965.8,14235.3,14603.5,14495.4,15023.7
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Cyprus,618.4,641.9,662.9,677.7,686.4,692.2,700.9,712.9,727.2,741.7,756.7,768.4
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Czechia,7479.3,7990.1,8104.7,8372.3,8525.6,9018.9,9104.3,8937.0,8897.4,8765.3,8851.9,8889.7
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Germany,86659.0 p,84700.0 p,85300.0 p,86806.0 p,90040.0 p,91190.0 p,93565.0 p,94342.0 p,95583.0 p,96357.0 p,97107.0 p,96391.0 p
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Denmark,7941.3,7892.9,8094.7,8215.7,8322.8,8235.0,8318.6,8381.2,8373.5,8510.6,8481.3,8473.1
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",323175.0,324551.9,328580.1,335827.3,347141.7,359201.1,367336.4,371901.4,379053.6,384907.4,386927.0,386866.1
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Euro area - 19 countries  (2015-2022),323175.0,324551.9,328580.1,335827.3,347141.7,357866.1,365972.5,370331.0,377506.3,383345.1,385351.9,385240.9
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Euro area – 20 countries (from 2023),324314.1,325676.4,329749.6,337102.5,348600.4,359201.1,367336.4,371901.4,379053.6,384907.4,386927.0,386866.1
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Estonia,816.8,904.6,944.5,943.2,967.1,938.2,927.8,965.2,905.2,862.5,953.6,949.7
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Greece,7242.9,7257.9 p,7319.6 p,7408.0 p,7577.1 p,7830.1 p,7988.3 p,8146.4 p,8290.5 p,8310.4 p,8418.4 p,8474.7 p
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Spain,35328.0,35761.0 p,35790.0 p,36502.0 p,37557.0 p,38579.0 p,38811.0 p,38423.0 p,40918.0 p,42618.0 p,43089.0 p,43506.0 p
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),European Union - 27 countries (from 2020),368036.1,370030.2,374805.0,383185.6,395742.0,407738.6,416748.8,421040.7,429448.3,436750.3,439232.2,440450.6
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Finland,7193.0,7138.0,7229.0,7213.0,7312.0,7482.0,7550.0,7615.0,7692.0,7701.0,7753.0,7832.0
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),France,78386.1,79207.5,79210.2,81402.2,84778.5,88519.5,92116.7,93728.8,95046.1,95207.3,93786.4,93423.6
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Croatia,1136.7,1107.5,1185.0,1271.0,1444.4,1319.4 p,1381.0 p,1572.4 p,1536.4 p,1546.6 p,1593.1 p,1629.4 p
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Hungary,3702.9,4019.1,4143.1,4183.5,4257.5,4613.9 p,4921.0 p,4914.5 p,5111.7 p,5172.2 p,5299.8 p,5340.9 p
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Ireland,5828.1,6137.6,6338.4,6497.2,6607.1,7337.1,7492.0,7751.2,7886.2,8002.0,8243.9,8427.8
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Italy,55314.3,55424.3,56293.0,57082.7,58046.8,59939.9,60834.9,61673.2,62308.3,64044.1,65189.4,65126.3
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Lithuania,849.5,900.3,925.3,981.9,1021.3,1058.9,1096.8,1098.4,1109.9,1105.7,1112.3,1174.3
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Luxembourg,1274.6,1291.8,1294.5,1281.7,1345.2,1345.9,1387.4,1402.8,1410.4,1419.5 p,1428.8 p,1447.3 p
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Latvia,618.1,616.6,634.2,647.8,656.4,631.4,673.7,693.7,698.3,705.5,701.1,729.1
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),North Macedonia,315.6,331.1,361.9,377.5,413.8,391.3 p,400.5 p,422.0 p,417.7 p,419.4 e,435.6 e,456.3 e
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Malta,263.8,252.3,262.5,275.0,305.7,341.9,372.4,409.9,424.4,448.5,457.6,457.5
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Netherlands,12961.0,13491.8,14749.4,15797.3,17333.9,18489.9,18920.7,19589.6,19611.3,20036.0,20160.9,20393.4
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Norway,6468.5,6537.5,6440.9,6472.2,6256.1,5994.0,5732.3,5914.5,5788.3,6035.1,5952.8,:
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Poland,8204.7,8410.0,8708.2,8879.2,9281.7,9064.4,9710.5,9783.0,10235.0,10911.6,11287.9,11974.1
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Portugal,6220.2,6321.4,6401.8,6438.3,6424.0,6254.9 e,6202.7 e,6226.7 e,6370.1 e,6592.5 e,6770.0 e,6907.5 e
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Romania,4853.1,5042.3,5109.7,5387.5,5511.8,5512.4 p,5887.2 p,5963.7 p,6080.5 p,6213.8 p,6313.6 p,6490.1 p
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Serbia,1059.7,991.4,1046.1,1116.5,1231.9,1366.3,1354.2,1331.1,1357.4,1393.3,1466.8,1537.4
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Sweden,9839.6,9590.9,9405.4,9497.7,9276.7,10198.7,9760.6,9381.8,9654.3,10166.4,10431.9,10669.4
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Slovenia,891.3,915.5,945.1,963.6,970.7,988.5,1010.8,1041.9,1068.2,1104.8,1113.4,1127.5
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Slovakia,2580.1,2746.0,2772.3,2924.5,2974.6,2937.6,2887.7,2854.8,2943.1,3097.0,3080.4,2988.1
Quarterly,"Value added, gross",Real estate activities,Million euro (SCA),Türkiye,7547.6,7777.6,7841.9,7979.7,8341.7,9567.6,10007.6,9438.2,10922.1,12186.4,14385.2,16702.1
