Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Million persons,Albania,:,:,:,:,:,:,:,:,:,0.0,:,:,:,:,:
Annual,Million persons,Austria,:,:,0.014,0.167,1.9,1.919,1.962,2.015,2.066,2.095,2.117,2.126 b,2.14,2.151,2.162
Annual,Million persons,Belgium,:,:,2.103,2.961,3.295,4.009,7.174,8.804,10.458,10.416,10.461,10.284 b,10.706,10.953,10.823
Annual,Million persons,Bulgaria,:,:,0.745,2.299,2.403,2.531,2.54,2.54,2.601,2.532,2.526,2.519 b,2.519,2.531,2.627
Annual,Million persons,Switzerland,:,:,:,:,:,:,:,:,:,0.001,:,:,:,:,:
Annual,Million persons,Cyprus,:,:,0.193,0.309,0.433,0.474,0.498,0.498,0.498,0.498,0.498,0.519 b,0.519,0.526,0.526
Annual,Million persons,Czechia,:,:,0.012,0.326,0.322,0.321,0.319,1.6,1.734,2.154,2.169,2.269 b,2.388,2.707,2.859
Annual,Million persons,Germany,:,:,16.685,17.436,17.19,17.407,18.032,18.183,19.247,19.424,19.753,19.962 b,20.04,20.155,19.924
Annual,Million persons,Denmark,:,:,1.776,2.086,2.689,2.862,3.146,3.237,3.237,3.18,3.229,3.293 b,3.341,3.45,3.237
Annual,Million persons,Estonia,:,:,0.43,0.43,0.43,0.432,0.535,0.535,0.535,0.535,0.562,0.566 b,0.568,0.577,0.578
Annual,Million persons,Greece,:,:,0.879,3.221,3.572,4.206,5.289,6.051,6.852,7.093,7.253,7.114 b,7.201,7.67,7.951
Annual,Million persons,Spain,:,:,20.578,23.416,25.133,26.792,27.332,27.815,29.816,31.104,31.465,34.243 b,35.315,35.928,34.303
Annual,Million persons,European Union - 27 countries (from 2020),:,:,89.868,112.853,125.947,139.881,154.166,161.751,172.095,178.88,184.006,188.549 b,192.576,198.191,195.95
Annual,Million persons,European Union - 28 countries (2013-2020),38.133,86.851,107.044,130.612,145.672,160.0,168.466,178.999,186.85,187.321,198.036,:,:,:,:
Annual,Million persons,Finland,:,:,1.413,1.552,1.691,1.758,1.999,2.022,2.27,2.295,2.324,2.455 b,2.565,2.565,2.504
Annual,Million persons,France,:,:,11.707,14.083,14.385,15.38,15.541,15.752,15.752,15.913,17.564,16.819 b,17.065,18.785,18.799
Annual,Million persons,Croatia,:,:,1.277,1.646,1.853,1.727,1.753,1.789,1.796,1.999,1.999,2.077 b,2.14,2.228,2.338
Annual,Million persons,Hungary,:,:,2.015,2.22,2.282,2.485,2.523,2.792,2.838,3.527,4.281,5.209 b,5.349,5.459,5.46
Annual,Million persons,Ireland,:,:,0.506,0.973,1.238,1.238,1.238,1.548,2.381,2.381,2.381,2.569 b,2.569,3.109,3.22
Annual,Million persons,Iceland,:,:,:,:,:,:,:,:,:,0.0,:,:,:,:,:
Annual,Million persons,Italy,:,:,13.375,20.472,25.144,32.432,36.521,37.811,38.894,42.169,42.691,43.912 b,44.318,44.562,44.765
Annual,Million persons,Lithuania,:,:,0.652,0.678,1.375,1.486,1.486,1.486,1.514,1.393,1.381,1.380 b,1.387,1.433,1.394
Annual,Million persons,Luxembourg,:,:,0.002,0.002,0.002,0.002,0.002,0.002,0.023,0.023,0.023,0.045 b,0.046,0.046,0.025
Annual,Million persons,Latvia,:,:,0.791,0.905,1.01,1.065,1.058,1.052,1.144,1.139,1.132,1.146 b,1.139,1.157,1.135
Annual,Million persons,Montenegro,:,:,:,:,:,:,:,:,:,0.0,:,:,:,:,:
Annual,Million persons,North Macedonia,:,:,:,:,:,:,:,:,:,0.001,:,:,:,:,:
Annual,Million persons,Malta,:,:,0.107,0.114,0.117,0.119,0.12,0.122,0.123,0.125,0.135,0.149 b,0.155,0.156,0.141
Annual,Million persons,Netherlands,:,:,3.65,3.65,3.713,3.907,4.21,4.163,4.404,4.725,4.835,5.034 b,5.085,5.085,5.019
Annual,Million persons,Norway,:,:,:,:,:,:,:,1.357,:,1.357,1.357,:,:,:,:
Annual,Million persons,Poland,:,:,2.019,2.858,3.247,3.474,3.474,3.727,4.362,4.334,4.695,4.978 b,5.737,5.806,6.229
Annual,Million persons,Portugal,:,:,2.825,1.761,1.918,2.419,5.444,5.978,6.025,6.16,6.184,6.622 b,6.903,7.46,7.043
Annual,Million persons,Romania,:,:,3.801,4.851,5.458,5.978,6.352,6.525,7.434,7.499,7.763,6.294 b,6.292,6.515,5.919
Annual,Million persons,Serbia,:,:,:,:,:,:,:,:,:,0.0,:,:,:,:,:
Annual,Million persons,Sweden,:,:,1.906,3.896,4.092,4.193,4.319,4.403,4.575,4.641,4.971,4.980 b,5.04,5.071,5.001
