Time frequency,Sector,Seasonal adjustment,National accounts indicator (ESA 2010),Unit of measure,Geopolitical entity (reporting)\Time,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024,Avril-Juin 2024,Jullet-Septembre 2024
Quarterly,Households; non-profit institutions serving households,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross household saving rate (B8G/(B6G+D8Net)*100),Percentage,Slovenia,10.91,20.88,20.49,6.36,8.34,20.71,21.43,7.27,10.78,22.49,:,:
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Gross household saving rate (B8G/(B6G+D8Net)*100),Percentage,Austria,15.94,14.41,13.2,17.95,14.34,14.65,15.03,15.78,14.6,16.49,18.75,19.49
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Gross household saving rate (B8G/(B6G+D8Net)*100),Percentage,Belgium,13.12,11.62,14.42,13.59,11.23,14.52,14.51,14.29,13.2,12.99,14.7,13.0
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Gross household saving rate (B8G/(B6G+D8Net)*100),Percentage,Czechia,19.29,17.1,17.08,18.94,19.61,19.27,19.26,19.17,19.67,17.76,:,:
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Gross household saving rate (B8G/(B6G+D8Net)*100),Percentage,Germany,19.78,18.78,18.79,18.89,19.3,18.58,19.52,19.46,19.57,19.8,20.14,20.46
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Gross household saving rate (B8G/(B6G+D8Net)*100),Percentage,Denmark,4.56,13.98,6.71,7.52,10.29,14.24,7.06,9.46,7.58,8.02,12.72,10.36
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Gross household saving rate (B8G/(B6G+D8Net)*100),Percentage,Euro area – 20 countries (from 2023),14.31,14.42,13.06,13.47,13.49,13.79,13.96,14.16,14.64,15.3,15.58,15.26
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Gross household saving rate (B8G/(B6G+D8Net)*100),Percentage,Greece,-2.47,-4.92,-6.18,-1.42,-3.86,-2.09,-3.74,-3.62,-3.67,-5.63,:,:
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Gross household saving rate (B8G/(B6G+D8Net)*100),Percentage,Spain,13.18,9.51,8.17,7.73,10.78,11.03,11.64,12.79,12.65,13.96,13.12,14.18
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Gross household saving rate (B8G/(B6G+D8Net)*100),Percentage,European Union - 27 countries (from 2020),13.31,13.56,12.14,12.33,12.58,12.85,13.14,13.16,13.61,14.26,14.79,:
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Gross household saving rate (B8G/(B6G+D8Net)*100),Percentage,Finland,10.63,12.13,9.06,8.96,9.33,9.8,9.56,10.34,10.77,11.4,11.41,:
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Gross household saving rate (B8G/(B6G+D8Net)*100),Percentage,France,17.37,17.01,15.24,16.15,17.4,16.42,16.56,16.25,16.84,17.11,17.59,:
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Gross household saving rate (B8G/(B6G+D8Net)*100),Percentage,Hungary,18.34,16.59,17.96,16.55,14.88,14.95,20.31,19.92,20.37,19.61,24.58,:
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Gross household saving rate (B8G/(B6G+D8Net)*100),Percentage,Ireland,19.87,13.4,17.75,16.1,13.66,13.79,14.66,14.54,11.74,14.31,13.52,:
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Gross household saving rate (B8G/(B6G+D8Net)*100),Percentage,Italy,13.89,14.2,11.87,10.54,9.93,10.86,10.26,10.15,11.66,12.47,12.8,12.0
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Gross household saving rate (B8G/(B6G+D8Net)*100),Percentage,Netherlands,16.76,15.36,14.44,13.8,14.29,12.46,15.2,14.55,14.93,16.02,15.73,:
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Gross household saving rate (B8G/(B6G+D8Net)*100),Percentage,Poland,4.13,-2.78,-4.31,1.76,1.29,0.99,1.81,1.92,6.05,4.92,:,:
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Gross household saving rate (B8G/(B6G+D8Net)*100),Percentage,Portugal,8.47,7.92,7.5,5.49,8.37,5.46,9.1,8.38,8.9,10.9,12.59,10.88
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Gross household saving rate (B8G/(B6G+D8Net)*100),Percentage,Sweden,16.56,16.42,13.07,14.28,15.4,16.1,15.96,16.65,16.82,17.29,17.94,17.79
