Time frequency,Statistical information,Geopolitical entity (reporting),Unit of measure\Time,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0
Annual,Smoothed estimate,European Union (aggregate changing according to the context),"Index, 2000=100",107.73,107.18,106.62,105.99,105.25,104.41,103.57,102.82,101.66,100.0,98.51,97.88,98.23,99.12,100.31,102.71,106.43,110.08,112.26,113.27,114.02,114.0,112.71,110.17,106.73,102.37,97.09,90.91,83.85,75.91
Annual,Smoothed estimate,European Union (aggregate changing according to the context),"Index, 1991=100",100.0,99.49,98.97,98.39,97.7,96.92,96.14,95.44,94.37,92.83,91.45,90.86,91.19,92.01,93.11,95.34,98.8,102.19,104.21,105.14,105.84,105.83,104.63,102.27,99.07,95.03,90.13,84.39,77.84,70.46
