Time frequency,Classification of individual consumption by purpose (COICOP),Unit of measure,Geopolitical entity (reporting)\Time,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024,Décembre 2024
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100",Albania,112.72 d,113.49 d,113.38 d,113.60 d,113.70 d,113.95 d,114.35 d,114.81 d,115.41 d,115.66 d,115.79 d,116.23 d
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100",Austria,127.11,127.74,128.46,128.53,128.22,127.81,127.61,127.28,127.19,128.16,127.7,127.46
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100",Belgium,117.47,119.49,117.86,118.07,117.81,118.82,116.43,118.07,117.57,118.43,116.69,117.86
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100",Bulgaria,126.09,125.85,126.13,125.54,125.96,125.83,125.9,125.96,125.44,125.36,124.98,125.05
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100",Switzerland,103.9,104.03,103.36,105.55,105.34,103.66,103.76,102.94,102.27,103.06,103.83,103.13
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100",Cyprus,102.98,102.9,103.94,103.97,104.4,104.72,103.82,103.44,104.26,104.62,104.17,103.53
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100",Czechia,130.7,131.4,131.3,132.9,132.0,131.7,131.9,131.3,132.5,132.7,132.3,132.6
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100",Germany,120.9,120.8,120.8,120.9,120.5,120.5,120.2,119.8,119.5,119.7,120.0,120.5
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100",Denmark,105.4,105.3,104.3,103.9,102.4,102.1,103.2,102.5,104.0,101.6,103.7,104.1
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",116.74,116.81,116.98,117.09,116.91,117.04,116.19,116.34,116.41,116.7,116.76,116.93
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100",Euro area - 19 countries  (2015-2022),116.72,116.8,116.97,117.07,116.89,117.02,116.17,116.31,116.39,116.68,116.74,116.91
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100",Euro area – 20 countries (from 2023),116.77,116.85,117.02,117.12,116.95,117.08,116.23,116.37,116.45,116.74,116.8,116.96
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100",Estonia,137.77,137.59,137.28,138.81,139.02,138.96,139.73,140.64,140.49,140.59,140.46,140.19
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100",Greece,104.22,104.69,104.47,104.9,104.55,104.07,103.34,103.0,103.51,104.43,103.98,103.64
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100",Spain,114.02,114.14,114.32,114.69,114.84,114.82,114.19,114.23,114.39,114.72,114.91,115.07
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",119.78,119.86,120.04,120.24,120.07,120.16,119.48,119.63,119.8,120.05,120.14,120.31
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100",European Union - 27 countries (from 2020),119.42,119.51,119.68,119.88,119.71,119.8,119.12,119.27,119.44,119.69,119.78,119.95
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100",Finland,110.45,109.23,109.49,108.78,109.18,109.0,108.01,108.38,110.9,111.19,110.97,112.29
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100",France,114.27,114.64,115.32,115.04,115.32,115.31,113.77,115.02,115.14,115.02,115.11,114.71
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100",Croatia,125.31,125.15,125.77,125.65,126.11,125.84,125.56,126.11,126.11,126.37,125.87,126.11
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100",Hungary,149.14,149.36,149.48,149.85,149.66,149.94,149.67,149.71,149.93,150.6,150.45,150.87
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100",Ireland,87.6,88.1,88.1,88.0,87.8,87.5,87.3,87.6,87.4,87.3,87.0,87.5
Monthly,"Furnishings, household equipment and routine household maintenance","Index, 2015=100",Iceland,113.52,118.12,118.64,118.04,119.02,118.35,117.48,118.51,120.27,119.2,119.69,120.08
