Time frequency,Unit of measure,Rail network segment (2005),Train category\Time,2005.0
Annual,Number,Pireas - Athina (Athens),Goods trains,2040.0
Annual,Number,Pireas - Athina (Athens),Passenger trains,19564.0
Annual,Number,Athina - Inoi,Goods trains,1074.0
Annual,Number,Athina - Inoi,Passenger trains,23360.0
Annual,Number,Inoi - Tithorea,Goods trains,1248.0
Annual,Number,Inoi - Tithorea,Passenger trains,6205.0
Annual,Number,Tithorea - Domokos,Goods trains,1050.0
Annual,Number,Tithorea - Domokos,Passenger trains,6205.0
Annual,Number,Domokos - Thessaloniki,Goods trains,2868.0
Annual,Number,Domokos - Thessaloniki,Passenger trains,12410.0
Annual,Number,Thessaloniki - Alexandroupolis,Goods trains,636.0
Annual,Number,Thessaloniki - Alexandroupolis,Passenger trains,3650.0
Annual,Number,Alexandroupolis - Ormenion,Goods trains,426.0
Annual,Number,Alexandroupolis - Ormenion,Passenger trains,1278.0
Annual,Number,Thessaloniki - Idomeni,Goods trains,3624.0
Annual,Number,Thessaloniki - Idomeni,Passenger trains,1825.0
Annual,Number,Strymon - Promachon,Goods trains,690.0
Annual,Number,Strymon - Promachon,Passenger trains,1095.0
Annual,Number,Thessaloniki - Edessa,Goods trains,804.0
Annual,Number,Thessaloniki - Edessa,Passenger trains,6570.0
Annual,Number,Paleopharsalos - Kalambaka,Goods trains,252.0
Annual,Number,Paleopharsalos - Kalambaka,Passenger trains,2555.0
Annual,Number,Lianokladion - Stylida,Goods trains,40.0
Annual,Number,Lianokladion - Stylida,Passenger trains,730.0
Annual,Number,Larissa - Volos,Goods trains,306.0
Annual,Number,Larissa - Volos,Passenger trains,5475.0
Annual,Number,Volos - Milies,Goods trains,0.0
Annual,Number,Volos - Milies,Passenger trains,337.0
Annual,Number,Inoi - Chalkis,Goods trains,102.0
Annual,Number,Inoi - Chalkis,Passenger trains,7665.0
Annual,Number,Korinthos - Aerodromio/Airport,Goods trains,0.0
Annual,Number,Korinthos - Aerodromio/Airport,Passenger trains,0.0
Annual,Number,Isthmos - Loutraki,Goods trains,0.0
Annual,Number,Isthmos - Loutraki,Passenger trains,730.0
Annual,Number,Korinthos - Patra,Goods trains,120.0
Annual,Number,Korinthos - Patra,Passenger trains,2920.0
Annual,Number,Patra - Kalonero,Goods trains,60.0
Annual,Number,Patra - Kalonero,Passenger trains,1095.0
Annual,Number,Kalonero - Zevgolatio,Goods trains,60.0
Annual,Number,Kalonero - Zevgolatio,Passenger trains,2555.0
Annual,Number,Zevgolatio - Kalamata,Goods trains,60.0
Annual,Number,Zevgolatio - Kalamata,Passenger trains,6570.0
Annual,Number,Zevgolatio - Korinthos,Goods trains,0.0
Annual,Number,Zevgolatio - Korinthos,Passenger trains,1095.0
Annual,Number,Alfios - Olympia,Goods trains,0.0
Annual,Number,Alfios - Olympia,Passenger trains,1825.0
Annual,Number,Kalonero - Kyparissia,Goods trains,0.0
Annual,Number,Kalonero - Kyparissia,Passenger trains,2190.0
Annual,Number,Arghos - Nafplion,Goods trains,0.0
Annual,Number,Arghos - Nafplion,Passenger trains,730.0
Annual,Number,Diakopton - Kalavryta,Goods trains,0.0
Annual,Number,Diakopton - Kalavryta,Passenger trains,1095.0
Annual,Number,Athina (Athens) - Pireas,Goods trains,1962.0
Annual,Number,Athina (Athens) - Pireas,Passenger trains,19929.0
Annual,Number,Inoi - Athina,Goods trains,1686.0
Annual,Number,Inoi - Athina,Passenger trains,23725.0
Annual,Number,Tithorea - Inoi,Goods trains,1518.0
Annual,Number,Tithorea - Inoi,Passenger trains,6205.0
Annual,Number,Domokos - Tithorea,Goods trains,1302.0
Annual,Number,Domokos - Tithorea,Passenger trains,6205.0
Annual,Number,Thessaloniki - Domokos,Goods trains,2772.0
Annual,Number,Thessaloniki - Domokos,Passenger trains,12410.0
Annual,Number,Alexandroupolis - Thessaloniki,Goods trains,854.0
Annual,Number,Alexandroupolis - Thessaloniki,Passenger trains,3650.0
Annual,Number,Ormenion - Alexandroupolis,Goods trains,414.0
Annual,Number,Ormenion - Alexandroupolis,Passenger trains,1278.0
Annual,Number,Idomeni - Thessaloniki,Goods trains,4308.0
Annual,Number,Idomeni - Thessaloniki,Passenger trains,1825.0
Annual,Number,Promachon - Strymon,Goods trains,690.0
Annual,Number,Promachon - Strymon,Passenger trains,1095.0
Annual,Number,Edessa - Thessaloniki,Goods trains,918.0
Annual,Number,Edessa - Thessaloniki,Passenger trains,6570.0
Annual,Number,Kalambaka - Paleopharsalos,Goods trains,252.0
Annual,Number,Kalambaka - Paleopharsalos,Passenger trains,2555.0
Annual,Number,Stylida - Lianokladion,Goods trains,40.0
Annual,Number,Stylida - Lianokladion,Passenger trains,730.0
Annual,Number,Volos - Larissa,Goods trains,324.0
Annual,Number,Volos - Larissa,Passenger trains,5475.0
Annual,Number,Milies - Volos,Goods trains,0.0
Annual,Number,Milies - Volos,Passenger trains,337.0
Annual,Number,Chalkis - Inoi,Goods trains,102.0
Annual,Number,Chalkis - Inoi,Passenger trains,8030.0
Annual,Number,Aerodromio/Airport - Korinthos,Goods trains,0.0
Annual,Number,Aerodromio/Airport - Korinthos,Passenger trains,0.0
Annual,Number,Loutraki - Isthmos,Goods trains,0.0
Annual,Number,Loutraki - Isthmos,Passenger trains,730.0
Annual,Number,Patra - Korinthos,Goods trains,120.0
Annual,Number,Patra - Korinthos,Passenger trains,2920.0
Annual,Number,Kalonero - Patra,Goods trains,120.0
Annual,Number,Kalonero - Patra,Passenger trains,1095.0
Annual,Number,Zevgolatio - Kalonero,Goods trains,60.0
Annual,Number,Zevgolatio - Kalonero,Passenger trains,2555.0
Annual,Number,Kalamata - Zevgolatio,Goods trains,60.0
Annual,Number,Kalamata - Zevgolatio,Passenger trains,6570.0
Annual,Number,Korinthos - Zevgolatio,Goods trains,60.0
Annual,Number,Korinthos - Zevgolatio,Passenger trains,1095.0
Annual,Number,Olympia - Alfios,Goods trains,0.0
Annual,Number,Olympia - Alfios,Passenger trains,1825.0
Annual,Number,Kyparissia - Kalonero,Goods trains,0.0
Annual,Number,Kyparissia - Kalonero,Passenger trains,2190.0
Annual,Number,Nafplion - Arghos,Goods trains,0.0
Annual,Number,Nafplion - Arghos,Passenger trains,730.0
Annual,Number,Kalavryta - Diakopton,Goods trains,0.0
Annual,Number,Kalavryta - Diakopton,Passenger trains,1095.0
