Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Percentage,Armenia,12.2 d,13.2 d,12.8 d,5.4 d,-11.9 d,-0.6 d,5.5 d,7.4,4.1,6.4,9.1,6.8,6.9,1.5,4.7,-5.0,2.3,:
Annual,Percentage,Azerbaijan,25.0,32.9,23.5,9.4,7.9,3.6,-1.0,0.6,4.0 p,1.0,-0.4,-4.9,-1.1,0.3,4.5,-2.9,3.2,3.1
Annual,Percentage,Belarus,7.3 d,8.6 d,7.4 d,8.0 d,-0.5,7.2,5.7,3.5,1.7,2.3,-2.6,-0.5,3.7,3.5,1.5,-0.6 p,:,:
Annual,Percentage,Georgia,12.7 d,13.8 d,15.5 d,1.1 d,-4.5 d,:,6.0 d,3.9 d,4.9 d,-0.3 d,-1.2 d,4.0 d,5.5 d,4.1 d,5.0 d,-2.7 d,12.6 d,4.5 d
Annual,Percentage,Moldova,7.3 d,9.9,3.8,7.5,-0.7,10.9,3.1 bd,1.7 d,6.6 d,3.9,-1.4 bd,4.2 d,7.7,1.2 d,17.3 d,-4.1 d,12.7 d,-7.1 d
Annual,Percentage,Ukraine,0.8,7.1,7.0,2.0,-11.5,3.7,5.1,0.0,-0.2,-0.1 d,-0.8 d,3.5 d,3.1 d,2.2 d,1.8 d,0.3 d,5.5 d,:
