Time frequency,Unit of measure,Vehicles,Geopolitical entity (reporting)\Time,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0
Annual,Number,"Couchette coaches, sleeping cars",Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,133.0,133.0,:,:,:,:,:,:,:,:,:,:,:,:,:,136.0,:,:,:,:,:
Annual,Number,"Couchette coaches, sleeping cars",Belgium,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,78.0,77.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,59.0,47.0,36.0,30.0,15.0,15.0,15.0,:,:,:
Annual,Number,"Couchette coaches, sleeping cars",Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,196.0,174.0,175.0,187.0,172.0,172.0,183.0,185.0,185.0,185.0,:,:,:,: @C,139.0,116.0,46.0,46.0
Annual,Number,"Couchette coaches, sleeping cars",Switzerland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,125.0,125.0,122.0,104.0,92.0,73.0,73.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,"Couchette coaches, sleeping cars",Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,216.0,225.0,151.0,113.0,111.0,105.0,105.0,103.0,108.0,100.0,99.0,99.0,94.0,100.0,103.0,103.0,103.0,102.0,102.0,95.0
Annual,Number,"Couchette coaches, sleeping cars",Germany,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,821.0,784.0,808.0,:,:,678.0,610.0,605.0,567.0,547.0,399.0,:,:,:,:,:,:,:,:,:,:
Annual,Number,"Couchette coaches, sleeping cars",Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,42.0,43.0,43.0,:,:,10.0,19.0,19.0,17.0,10.0,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,"Couchette coaches, sleeping cars",Estonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,121.0,119.0,119.0,111.0,98.0,90.0,86.0,37.0,37.0,82.0,32.0,57.0,33.0,35.0,:,:,23.0,50.0,52.0,52.0,88.0
Annual,Number,"Couchette coaches, sleeping cars",Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,58.0,66.0,66.0,66.0,69.0,68.0,68.0,63.0,61.0,58.0,58.0,37.0,35.0,51.0,56.0,47.0,47.0,:,:,:,:
