Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Kilometre,Algeria,3572.0,3572.0,3572.0,3572.0,3775.0,4440.0,4440.0,3866.0,3866.0,3800.0,3820.0,3844.0,3998.0,3998.0,4001.0,4001.0,4001.0,4286.0,:
Annual,Kilometre,Egypt,5128.0,5128.0,5138.0,5138.0,5138.0,5530.0,5530.0,5530.0,5305.0,5305.0,7082.0,7082.0,7082.0,7082.0,5333.0,4865.0,:,:,:
Annual,Kilometre,Israel,896.0,905.0,913.0,989.0,1001.0,1035.0,1079.0,1138.0,1153.0,1194.0,1277.0,1340.0,1384.0,1462.0,1462.0,1486.0,1497.0,1511.0,:
Annual,Kilometre,Jordan,622.0,622.0,622.0,622.0,622.0,622.0,622.0,622.0,622.0,622.0,622.0,622.0,622.0,622.0,:,:,:,:,:
Annual,Kilometre,Lebanon,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m
Annual,Kilometre,Libya,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,:
Annual,Kilometre,Morocco,1907.0,1907.0,1907.0,1907.0,2109.0,2109.0,2109.0,2109.0,2109.0,2109.0,2109.0,2109.0,2109.0,2295.0,2295.0,2295.0,2295.0,2295.0,:
Annual,Kilometre,Palestine*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Kilometre,Tunisia,1909 d,1991 d,1991 d,1991 d,1991 d,1991 d,1991 d,1991 d,1991 d,1991 d,1991 d,1991 d,1777 d,1777 d,1777 d,1777.0,:,:,:
