Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2004.0,2006.0,2008.0,2010.0,2012.0,2014.0,2016.0,2018.0,2020.0,2022.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Albania,:,:,:,:,:,:,:,:,:,36 d
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Austria,87.0,80.0,77.0,54.0,48.0,51.0,52.0,50.0,51.0,50.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Bosnia and Herzegovina,:,:,:,:,313.0,373.0,389.0,362.0,362.0,327.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Belgium,104.0,98.0,72.0,109.0,86.0,92.0,99.0,100.0,106.0,80.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Bulgaria,557.0,417.0,441.0,387.0,456.0,452.0,428.0,490.0,417.0,500.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Cyprus,117.0,50.0,43.0,44.0,35.0,37.0,38.0,38.0,43.0,71.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Czechia,133.0,87.0,76.0,78.0,78.0,71.0,72.0,86 b,82.0,81.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Germany,50.0,47.0,49.0,54.0,53.0,55.0,54.0,51.0,52.0,48 p
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Denmark,35.0,36.0,37.0,44.0,40.0,40.0,36.0,37.0,36.0,31.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Estonia,1070.0,700.0,653.0,778.0,691.0,723.0,650.0,646.0,417.0,470.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Greece,126.0,124.0,94.0,100.0,123.0,115.0,79.0,83.0,73.0,70 p
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Spain,82.0,71.0,63.0,58.0,62.0,64.0,62.0,61.0,63.0,58 p
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",European Union - 27 countries (from 2020),76.0,73.0,67.0,69.0,68.0,68.0,66.0,65.0,65.0,60.0
