Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Number,Albania,:,:,:,:,:,:,:,:,:,:,38.0,44.0,49.0,:,:,:,:,:,:,:,:,:,:,118.0,131.0,140.0,151.0,145.0,161.0,176.0,191.0,212.0,232.0,253 i
Annual,Number,Austria,388.0,397.0,412.0,425.0,438.0,452.0,463.0,475.0,487.0,501.0,511.0,519.0,492 b,498.0,501.0,504.0,508.0,511.0,514.0,522.0,530.0,537.0,542.0,546.0,547.0,546.0,550.0,555.0,562.0,566.0,570.0,572.0,566.0,566.0
Annual,Number,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,189.0,192.0,196 i,202.0,209.0,235.0,245.0,252.0,263 p,269 ip,268 ip,284 p,292 p,306 p
Annual,Number,Belgium,387.0,396.0,399.0,407.0,416.0,421.0,427.0,433.0,440.0,448.0,456.0,460.0,462.0,464.0,467.0,468.0,470.0,473.0,477.0,479.0,480 b,488 b,489.0,492.0,497.0,501.0,505.0,509.0,511.0,510.0,510.0,510.0,507.0,511 p
Annual,Number,Bulgaria,152.0,158.0,166.0,178.0,188.0,197.0,205.0,209.0,220.0,233.0,245.0,265.0,279.0,298.0,317.0,333.0,233.0,277.0,317.0,337.0,353.0,368.0,385.0,409.0,429.0,456.0,459.0,410.0,416.0,431.0,439.0,437.0,449.0,466.0
Annual,Number,Switzerland,:,447.0,447.0,446.0,451.0,457.0,461.0,468.0,475.0,484.0,492.0,500.0,506.0,510.0,514.0,518.0,519 e,521 e,518 e,515 e,518 be,523 e,529 e,536.0,538.0,541.0,544.0,546.0,546.0,545.0,546.0,549.0,546.0,543 p
Annual,Number,Cyprus,305.0,315.0,320.0,321.0,325.0,335.0,341.0,348.0,365.0,372.0,384.0,397.0,404.0,419.0,458.0,477.0,492.0,529.0,557.0,563.0,551.0,545.0,549.0,553.0,565.0,575.0,595.0,609.0,629.0,645.0,645.0,655.0,653.0,665 ip
Annual,Number,Czechia,234.0,:,:,274.0,283.0,295.0,310.0,329.0,339.0,335.0,336.0,346.0,358.0,364.0,374.0,387.0,401.0,414.0,424.0,424.0,429.0,436.0,448.0,450.0,459.0,485.0,502.0,522.0,540.0,554.0,576 b,579 b,582.0,597.0
Annual,Number,Germany,385.0,390.0,445.0,477.0,488.0,494.0,500.0,504.0,508.0,515.0,532 b,538.0,541.0,546.0,550.0,559.0,566.0,501 b,504.0,510.0,527 b,534.0,539.0,543.0,547.0,548.0,555.0,561.0,567.0,574.0,580.0,583.0,578.0,588 ep
