Time frequency,Classification of individual consumption by purpose (COICOP),Unit of measure,Geopolitical entity (reporting)\Time,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024,Décembre 2024
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Albania,153.25 d,154.11 d,156.72 d,156.23 d,155.96 d,155.26 d,154.38 d,154.68 d,156.73 d,156.49 d,155.00 d,156.14 d
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Austria,134.74,135.28,134.99,135.97,135.82,135.56,135.35,135.82,136.2,136.61,137.22,136.62
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Belgium,141.28,141.65,142.94,141.77,142.66,143.07,144.67,145.59,145.64,146.81,147.13,147.02
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Bulgaria,159.05,160.12,160.11,160.24,160.25,159.68,160.03,161.46,161.95,162.39,164.01,163.09
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Switzerland,107.22,106.83,106.25,106.99,107.32,107.72,108.64,108.55,108.54,107.78,106.6,105.82
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Cyprus,114.7,117.2,116.42,116.68,118.34,118.85,120.45,122.2,123.12,123.26,120.46,121.09
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Czechia,148.5,147.8,147.2,150.0,149.8,149.0,149.4,150.4,151.2,151.5,151.8,150.5
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Germany,143.7,143.6,143.5,144.3,144.0,144.4,144.6,144.6,145.2,146.3,146.6,146.9
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Denmark,128.5,128.1,128.5,129.9,130.1,131.0,132.6,132.2,132.5,132.9,132.9,130.3
Monthly,Food including alcohol and tobacco,"Index, 2015=100","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",136.98,137.02,137.05,137.46,137.72,137.98,137.99,138.11,138.27,139.19,139.43,139.26
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Euro area - 19 countries  (2015-2022),136.98,137.02,137.04,137.45,137.7,137.96,137.97,138.07,138.23,139.15,139.39,139.21
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Euro area – 20 countries (from 2023),137.02,137.05,137.08,137.5,137.75,138.02,138.03,138.14,138.3,139.22,139.47,139.29
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Estonia,163.44,164.32,163.48,164.82,166.03,165.43,165.74,166.31,166.97,166.9,168.27,167.14
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Greece,130.5,130.33,129.47,129.41,128.68,130.74,130.22,130.44,131.71,131.49,130.56,129.58
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Spain,138.37,138.69,138.77,139.62,139.68,139.72,139.36,138.93,138.68,140.32,140.21,140.42
Monthly,Food including alcohol and tobacco,"Index, 2015=100","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",141.28,141.38,141.4,142.08,142.33,142.57,142.59,142.73,143.05,143.95,144.3,144.14
Monthly,Food including alcohol and tobacco,"Index, 2015=100",European Union - 27 countries (from 2020),141.58,141.68,141.7,142.38,142.63,142.87,142.9,143.04,143.35,144.26,144.6,144.45
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Finland,128.4,128.69,128.16,128.49,128.42,128.25,129.06,128.2,129.24,130.04,130.67,129.43
Monthly,Food including alcohol and tobacco,"Index, 2015=100",France,136.71,136.56,136.63,136.73,137.21,137.0,136.75,137.14,136.74,137.03,136.93,136.77
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Croatia,141.54,141.1,141.49,142.63,143.03,143.6,144.11,144.97,145.61,146.96,147.03,147.57
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Hungary,195.16,195.76,195.45,195.73,195.8,195.38,196.39,196.12,197.81,199.0,200.69,201.47
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Ireland,116.8,117.1,116.8,118.1,118.1,117.9,117.9,118.1,118.1,119.4,119.0,118.8
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Iceland,140.32,141.2,141.65,141.86,142.38,142.88,144.06,143.65,143.33,144.07,144.09,144.44
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Italy,128.5,128.5,128.3,128.6,129.1,128.9,128.3,128.6,128.8,130.1,130.9,130.2
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Lithuania,166.85,167.02,166.75,167.47,168.97,168.19,167.22,166.22,167.89,167.46,168.44,167.86
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Luxembourg,130.0,130.1,130.42,131.11,131.87,132.16,132.69,133.51,133.94,134.71,134.33,133.79
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Latvia,156.86,156.47,157.95,159.07,159.68,160.51,160.48,159.52,160.57,162.57,162.33,163.68
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Montenegro,151.19 d,151.85 d,152.24 d,152.10 d,152.19 d,151.87 d,152.34 d,153.89 d,151.93 d,151.79 d,151.96 d,149.99 d
Monthly,Food including alcohol and tobacco,"Index, 2015=100",North Macedonia,144.80 d,145.53 d,147.40 d,148.88 d,149.86 d,148.78 d,148.15 d,150.70 d,153.93 d,151.44 d,154.43 d,153.79 d
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Malta,141.98,140.95,140.4,140.24,140.91,140.72,141.24,141.7,142.43,143.53,143.48,143.75
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Netherlands,137.93,138.53,139.15,139.34,140.36,144.14,145.86,146.01,145.61,145.24,146.05,146.43
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Norway,127.7,127.6,125.8,128.7,129.6,131.5,134.9,133.5,131.7,132.5,133.0,131.2
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Poland,156.7,156.4,156.4,158.7,159.2,160.2,159.4,159.2,159.6,160.6,161.6,161.8
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Portugal,132.81,132.06,132.84,133.36,133.22,133.09,133.41,132.88,133.02,133.65,133.84,133.77
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Romania,160.19,161.67,162.06,163.04,163.14,162.59,162.82,163.58,165.11,166.32,166.47,166.87
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Serbia,167.0 d,168.3 d,168.5 d,169.7 d,170.3 d,170.5 d,170.6 d,172.2 d,174.1 d,174.8 d,175.1 d,174.7 d
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Sweden,137.63,137.91,137.36,137.57,138.12,138.01,139.59,139.07,139.75,139.8,140.08,139.77
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Slovenia,138.83,138.99,139.2,138.18,139.12,139.37,138.95,139.41,139.51,140.36,140.96,141.46
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Slovakia,156.76,157.71,156.95,156.92,158.22,157.86,158.17,159.01,159.13,161.81,162.42,158.85
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Türkiye,915.61 d,981.89 d,1011.20 d,1047.46 d,1068.94 d,1085.67 d,1111.26 d,1107.06 d,1137.31 d,1179.62 d,1231.07 d,1245.13 d
Monthly,Food including alcohol and tobacco,"Index, 2015=100",Kosovo*,144.50 d,144.77 d,144.48 d,145.01 d,144.11 d,144.09 d,143.75 d,144.31 d,145.72 d,146.46 d,147.07 d,147.80 d
Monthly,Food including alcohol and tobacco,Percentage change m/m-1,Albania,1.0 d,0.6 d,1.7 d,-0.3 d,-0.2 d,-0.4 d,-0.6 d,0.2 d,1.3 d,-0.2 d,-1.0 d,0.7 d
Monthly,Food including alcohol and tobacco,Percentage change m/m-1,Austria,0.3,0.4,-0.2,0.7,-0.1,-0.2,-0.2,0.3,0.3,0.3,0.4,-0.4
Monthly,Food including alcohol and tobacco,Percentage change m/m-1,Belgium,1.7,0.3,0.9,-0.8,0.6,0.3,1.1,0.6,0.0,0.8,0.2,-0.1
Monthly,Food including alcohol and tobacco,Percentage change m/m-1,Bulgaria,0.8,0.7,0.0,0.1,0.0,-0.4,0.2,0.9,0.3,0.3,1.0,-0.6
Monthly,Food including alcohol and tobacco,Percentage change m/m-1,Switzerland,0.5,-0.4,-0.5,0.7,0.3,0.4,0.9,-0.1,0.0,-0.7,-1.1,-0.7
Monthly,Food including alcohol and tobacco,Percentage change m/m-1,Cyprus,0.3,2.2,-0.7,0.2,1.4,0.4,1.3,1.5,0.8,0.1,-2.3,0.5
Monthly,Food including alcohol and tobacco,Percentage change m/m-1,Czechia,1.4,-0.5,-0.4,1.9,-0.1,-0.5,0.3,0.7,0.5,0.2,0.2,-0.9
Monthly,Food including alcohol and tobacco,Percentage change m/m-1,Germany,0.9,-0.1,-0.1,0.6,-0.2,0.3,0.1,0.0,0.4,0.8,0.2,0.2
Monthly,Food including alcohol and tobacco,Percentage change m/m-1,Denmark,2.6,-0.3,0.3,1.1,0.2,0.7,1.2,-0.3,0.2,0.3,0.0,-2.0
