Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,"Euro per kilogram, chain linked volumes (2015)",Albania,:,:,:,:,:,:,:,:,:,:,0.4595,0.4638,0.4661,0.4279,0.4427,0.3928,0.3711,0.5061,0.4992,0.5212,0.5851,:,:,:
Annual,"Euro per kilogram, chain linked volumes (2015)",Austria,1.8202 b,1.8954,1.8113,1.9006,1.8742,1.8558,1.889,1.9292,2.0078,2.0698,2.0954,2.0349,2.1585,2.2055,2.1666,2.2656,2.2674,2.3119,2.3611,2.3546,2.1833,2.1978,2.4653,2.5426 i
Annual,"Euro per kilogram, chain linked volumes (2015)",Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.4082,0.3802,0.4231,0.4173,0.4288,0.4124,0.4595,0.4725,:
Annual,"Euro per kilogram, chain linked volumes (2015)",Belgium,2.1291,1.8597,2.1068,2.168,2.265,2.4211,2.383,2.3112,2.3363,2.5181,2.5962,2.4622,2.681,2.7286,2.7779,2.857,2.8933,2.8744,3.0398,2.9823,3.083,3.3535,3.1213,2.8439 e
Annual,"Euro per kilogram, chain linked volumes (2015)",Bulgaria,0.2715,0.2639 e,0.2737 e,0.2848 e,0.2701 e,0.2854 e,0.2805 e,0.2897 e,0.2852 e,0.345 e,0.3552 e,0.3275 e,0.3433 e,0.3536 e,0.3257,0.2995,0.3498 e,0.3483,0.3487,0.3599,0.3512,0.3417,0.3428,0.3886 i
Annual,"Euro per kilogram, chain linked volumes (2015)",Switzerland,5.2776,5.3593,5.4636 b,5.6773,5.4366,5.5133,5.6666,5.8723,5.9523,5.8104,5.8506,5.8217,6.0474,6.0161,6.036,6.5675,6.5117,6.7598,7.1444,7.132,7.2502,7.6141,7.8294,8.3123 e
Annual,"Euro per kilogram, chain linked volumes (2015)",Cyprus,0.8297 i,0.8624 i,0.8243 i,0.9614 i,0.9035 i,0.9275 i,0.9817 i,0.8961 i,0.6173,0.7701,0.8456,0.865,1.1384,1.4731,1.4573,1.4997,1.4369,1.2815,1.3595,1.332,1.3385,1.3611,1.4493,1.3609 i
Annual,"Euro per kilogram, chain linked volumes (2015)",Czechia,0.6448,0.6565,0.6985,0.7016,0.6922,0.7423,0.7673,0.7977,0.8316,0.8674,0.938,0.9043,1.009,1.0245,1.013,1.02,1.0606,1.0991,1.1122,1.1414,1.1672,1.1578,1.1814,1.2178 i
Annual,"Euro per kilogram, chain linked volumes (2015)",Germany,1.7817,1.9144,1.9547,1.9664,1.9781,2.0451,2.0663,2.1387,2.1898,2.1716,2.2462,2.1868,2.2748,2.2837,2.3124,2.4225,2.4466,2.4776,2.5867,2.7055,2.684,2.6899,2.8645,3.0421 i
Annual,"Euro per kilogram, chain linked volumes (2015)",Denmark,1.7325,1.782,1.8693,1.8247,1.7824,1.6828,1.6424,1.7112,1.7779,2.0089,2.1769,1.9789,1.971,2.1162,2.1329,2.0924,2.0947,2.0831,2.1136,2.1276,2.1474,2.2098,2.1551,2.3567 i
Annual,"Euro per kilogram, chain linked volumes (2015)",Estonia,0.5777,0.602,0.5845,0.4829,0.54,0.5774,0.5978,0.5445,0.5911,0.5221,0.5402,0.5375,0.5464,0.5244,0.5677,0.5835,0.6224,0.5549,0.5549,0.6406,0.664,0.7403,0.6972,0.6372 i
Annual,"Euro per kilogram, chain linked volumes (2015)",Greece,1.1297 i,1.111 i,1.1254 i,1.0851 i,1.1606 i,1.1676 i,1.2557 i,0.9478 i,0.9526,1.0575,1.1411,1.1249,1.1342,1.191,1.163,1.2182,1.2839,1.3153,1.3758,1.4765,1.5231,1.6194 b,1.6783,1.7108 i
Annual,"Euro per kilogram, chain linked volumes (2015)",Spain,1.2686,1.2806,1.2074,1.1777,1.1797,1.1848,1.1772,1.1908,1.3786 b,1.6254,1.833,2.0603,2.5129,2.6389,2.6489,2.6311,2.7776,2.8016,2.6258,2.7341,2.4936,2.572,2.8456,3.1287 i
Annual,"Euro per kilogram, chain linked volumes (2015)",European Union - 27 countries (from 2020),1.5433 i,1.5699 i,1.569 i,1.5681 i,1.5394 i,1.5525 i,1.5698 i,1.5616 i,1.6011,1.7435 i,1.8196 i,1.7654 i,1.8994 i,1.9453 i,1.9557 i,1.9932 i,2.0373 i,2.0418 i,2.0414 i,2.0697 i,2.0411,2.0768,2.1693,2.2297 i
Annual,"Euro per kilogram, chain linked volumes (2015)",Finland,1.0123,1.0176,1.0326,1.006,1.0355,1.0455,1.0402,1.0749,1.07,1.1935,0.8797,0.9202,0.9144,0.7982,0.9127,0.9416,0.8967,0.9576,0.8725,0.9278,0.9013,0.9414,0.9084,0.9787 i
Annual,"Euro per kilogram, chain linked volumes (2015)",France,2.0638,2.1828,2.1926,2.3556,2.2031,2.3167,2.3281,2.2935,2.3517,2.5576,2.6599,2.6531 b,2.7191,2.7344,2.7926,2.9815,3.051,2.8744,2.9617,2.9372,2.988,2.8987,3.1389,3.1634 i
Annual,"Euro per kilogram, chain linked volumes (2015)",Croatia,1.0262 i,0.8766,0.8037,0.7973,0.735,0.7946,0.7879,0.8267,0.7444,0.8741,1.0183,1.0214,1.0852,1.0516,1.1405,1.1072,1.1203,1.1726,1.1776,1.1802,1.0625,1.1927,1.2438,1.2327 i
Annual,"Euro per kilogram, chain linked volumes (2015)",Hungary,0.6808,0.6249,0.6806,0.6968,0.6234,0.5665,0.7037,0.9031,0.8131,0.9322,1.0295,1.0444,1.1774,1.0465,0.8487,0.8954,0.9558,0.8894,0.8192,0.8274,0.9142,0.9867,1.0917,0.9564 i
Annual,"Euro per kilogram, chain linked volumes (2015)",Ireland,1.0817,1.1303,1.1868,1.0598,1.0679,1.0988,1.0887,1.1191,1.2077,1.4897,1.7444,2.0495,2.0381,1.9456,2.1813,2.6347,2.4966,2.593,2.6224,2.6993,3.0656,3.5704,3.7981,4.0196 i
Annual,"Euro per kilogram, chain linked volumes (2015)",Iceland,1.2146 b,1.3984,1.5433,1.4404,1.4269,1.4834,1.4848,1.6359,1.8037,2.5003,2.6586,2.8965,2.5782,2.6888,2.8242,2.6177,2.6067,2.3707,2.4295,2.8368,3.0548,2.8511,2.7797,:
