Time frequency,Stock or flow,Unit of measure,Geopolitical entity (reporting)\Time,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Total,Percentage,Austria,:,:,:,:,:,:,54.7,55.1,55.4,54.8,55.1,55.5,55.3,54.7,54.3,53.7,54.7,53.2,53.2
Annual,Total,Percentage,Belgium,:,:,:,:,:,:,56.9,56.3,55.8,56.2,57.8,55.5,56.0,55.9,56.2,55.6,56.8,54.6,53.6
Annual,Total,Percentage,Bulgaria,:,:,:,:,:,:,43.3,41.9,39.5,40.6,38.7,34.9,34.5,32.9,32.8,33.5,34.1,34.5,33.1
Annual,Total,Percentage,Cyprus,:,:,:,:,56.0,57.8,54.4,50.2,51.8,51.5,44.7,: @C,50.8,48.9,48.9,43.5,41.8,40.8,40.8
Annual,Total,Percentage,Czechia,:,:,:,:,:,:,45.9,45.6,45.0,44.8,46.0,44.5,45.4,44.5,42.6,44.1,44.8,43.8,41.9
Annual,Total,Percentage,Germany,:,:,:,:,:,:,42.7,42.8,43.1,42.3,42.3,42.7,42.8,42.2,41.1,40.9,41.6,41.9,40.4
Annual,Total,Percentage,Denmark,:,:,:,:,:,:,47.8,47.8,47.7,45.4,45.3,46.0,47.3,47.0,46.9,45.2,43.1,41.5,40.1
Annual,Total,Percentage,Estonia,:,:,:,:,:,:,55.4,54.2,52.4,52.2,50.8,49.2,48.1,48.0,46.2,45.2,53.0,45.7,38.1
Annual,Total,Percentage,Greece,:,:,:,:,:,:,55.8,54.6,53.2,50.0,50.2,36.4,36.2,35.6,33.2,32.7,33.0,34.4,35.7
Annual,Total,Percentage,Spain,:,:,:,:,:,:,50.1,49.3,49.3,48.4,48.3,47.6,47.4,47.5,47.9,47.8,47.9,46.6,47.8
Annual,Total,Percentage,European Union - 27 countries (from 2020),:,:,:,:,:,:,57.9,57.4,58.2,57.4,58.1,56.6,59.5,58.2,58.2,57.7,60.4,63.6,62.8
Annual,Total,Percentage,Finland,:,:,:,:,:,:,37.2,40.0,41.4,45.3,45.3,43.8,44.0,41.6,42.8,41.7,46.7,48.3,46.9
Annual,Total,Percentage,France,:,:,:,:,:,:,46.5,46.5,47.2,45.6,45.8,45.5,45.1,46.6,45.8,44.8,44.6,43.9,44.5
Annual,Total,Percentage,Croatia,:,:,:,:,:,:,52.8,52.4,52.3,46.6,47.0,46.9,45.9,44.1,46.9,44.1,44.3,44.7,46.7
Annual,Total,Percentage,Hungary,:,:,:,:,:,:,48.1,48.6,49.1,48.6,48.5,49.5,48.0,47.5,46.7,48.3,50.7,45.8,47.2
Annual,Total,Percentage,Ireland,:,:,:,:,:,:,56.2,54.0,58.2,54.3,52.0,: @C,: @C,49.7,: @C,: @C,52.8,: @C,55.3
Annual,Total,Percentage,Italy,:,:,:,:,43.5,42.1,41.4,42.9,44.7,43.9,43.8,43.2,43.8,42.9,43.0,41.7,44.0,43.0,41.6
Annual,Total,Percentage,Lithuania,55.7,53.9,54.7,55.4,54.1,53.0,49.2,50.1,51.6,50.5,50.8,44.1,41.0,40.2,39.5,38.1,38.4,36.8,36.8
Annual,Total,Percentage,Luxembourg,:,:,:,:,:,:,57.7,56.7,56.1,56.0,57.2,56.5,57.8,59.0,59.5,59.2,59.6,59.6,60.6
Annual,Total,Percentage,Latvia,38.2,36.3,35.8,35.1,33.8,34.6,32.3,33.6,34.3,35.2,43.0,41.7,39.9,40.7,40.3,41.3,38.2,37.2,37.8
Annual,Total,Percentage,Malta,:,:,:,:,:,:,56.4,22.5,25.4,28.9,23.5,33.3,44.8,45.1,45.7,45.5,49.0,48.0,52.3
Annual,Total,Percentage,Netherlands,:,:,:,:,:,:,47.2,46.5,47.0,48.4,50.9,47.8,51.0,47.1,: @C,: @C,53.0,54.8,52.4
Annual,Total,Percentage,Poland,:,:,:,:,:,:,47.9,47.9,48.5,47.8,48.3,48.9,49.3,48.9,48.8,49.4,51.3,50.1,47.8
Annual,Total,Percentage,Portugal,:,:,:,:,:,:,56.2,54.9,54.2,53.8,53.4,54.9,56.3,55.2,56.3,57.1,57.8,56.1,53.7
Annual,Total,Percentage,Romania,:,:,:,:,:,:,46.2,50.0,51.4,51.8,50.4,48.6,49.6,49.9,50.3,50.6,51.1,47.8,46.9
Annual,Total,Percentage,Sweden,:,:,:,:,:,:,43.9,42.0,41.7,45.0,48.5,48.4,46.4,47.3,46.4,44.7,45.2,44.6,45.6
Annual,Total,Percentage,Slovenia,:,:,:,:,:,:,57.5,58.1,56.8,56.2,56.6,54.7,53.5,53.5,52.9,52.7,52.5,50.7,49.7
Annual,Total,Percentage,Slovakia,:,:,:,:,:,:,57.8,56.8,56.7,57.2,55.1,55.0,53.7,51.8,51.7,52.0,51.4,49.0,48.1
