Time frequency,National accounts indicator (ESA 2010),Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024,Avril-Juin 2024,Jullet-Septembre 2024
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),Spain,2.0,1.7 p,1.8 p,1.0 p,0.7 p,0.4 p,0.4 p,0.8 p,1.0 p,0.9 p,1.0 p,0.7 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),European Union - 27 countries (from 2020),0.9,0.8,0.8,0.7,-0.1,0.2,0.1,0.2,0.3,0.2,0.2,0.3
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),Finland,0.7,-0.8,0.6,0.0,-0.6,0.6,0.2,-1.6,-0.7,0.3,0.4,0.3
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),France,0.7,0.0,0.5,0.5,0.2,0.2,0.8,0.1,0.5,0.3,0.2,0.5
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),Croatia,2.6,3.7,1.7,0.2,0.7,0.6 p,1.5 p,0.7 p,1.0 p,0.5 p,1.0 p,1.1 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),Hungary,2.4,0.6,2.9,-2.0,0.1,-1.2 p,0.8 p,1.1 p,-0.7 p,0.1 p,0.5 p,-1.2 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),Ireland,0.6,3.1,1.8,3.4,3.0,-9.4,2.4,-3.2,-1.4,-1.2,0.1,6.4
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),Italy,1.1,0.6,1.8,0.6,-0.3,0.4,-0.2,0.2,-0.1,0.3,0.1,0.0
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),Lithuania,1.4,1.0,-1.6,1.0,-0.1,-0.8,1.5,0.4,-0.3,1.1,0.3,1.2
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),Luxembourg,3.5,-1.4,-0.3,0.2,-0.9,-0.2,-0.6,-0.2,-0.3,0.7 p,0.4 p,-0.3 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),Latvia,-0.6,-0.5,-0.6,-0.5,0.5,1.4,0.1,0.7,-0.4,-0.3,-0.4,-0.2
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),North Macedonia,0.3,0.8,0.8,0.4,0.6,0.5 p,0.7 p,0.5 p,0.6 p,0.5 e,0.8 e,0.6 e
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),Malta,1.8,-2.1,3.7,2.9,1.4,-0.3,2.1,-0.1,3.0,0.9,1.0,0.9
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),Netherlands,0.0,1.5,2.8,-0.1,-0.2,-0.2,-0.1,-0.3,0.2,-0.4,1.0,0.8
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),Norway,-0.2,-0.8,1.5,2.1,-1.0,0.2,0.0,-0.7,1.8,0.4,1.6,:
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),Poland,2.1,2.7,0.0,1.0,-2.2,1.5,-0.3,2.0,0.0,0.0,1.2,-0.3
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),Portugal,2.2,1.4,1.5,0.6,0.7,1.1 e,0.3 e,0.1 e,0.2 e,0.7 e,0.0 e,0.8 e
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),Romania,-0.4,2.4,0.6,0.2,1.1,-1.2 p,2.1 p,1.6 p,-0.7 p,-0.5 p,0.8 p,-1.8 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),Serbia,1.3,-0.4,0.4,-0.3,1.5,1.5,1.4,1.7,1.3,0.3,0.9,0.4
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),Sweden,2.3,-1.1,0.9,0.5,-0.6,0.6,-0.7,0.3,-0.2,0.6,0.1,0.2
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),Slovenia,1.5,-0.8,0.8,0.2,0.7,0.7,1.3,-0.2,0.4,0.6,-0.2,0.4
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),Slovakia,0.6,-1.5,0.5,1.1,-0.4,2.0,0.4,0.6,1.4,-0.1,0.3,0.1
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-1 (SCA),Türkiye,1.6,0.4,1.8,0.1,1.0,-0.4,4.0,0.1,1.1,1.2,-0.8,0.2
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Albania,3.3,6.0,2.8,6.2,5.8,3.8 p,4.6 p,5.5 p,5.5 p,3.4 p,3.6 p,3.5 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Austria,6.2,10.8,7.0,3.7,3.3,2.5,-1.5,-2.7,-2.9,-1.8,-1.4,-0.8
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Bosnia and Herzegovina,7.4,5.4,5.8,3.0,2.6,2.4,1.9,2.4,1.5,2.3,2.1,2.5
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Belgium,5.2,4.9,5.4,4.5,3.4,2.6 p,1.1 p,0.5 p,0.4 p,0.8 p,1.0 p,1.2 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Bulgaria,12.5,6.3,5.8,4.9,5.2,2.3,1.7,0.9,0.5,2.4 p,1.9 p,2.3 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Switzerland,5.5,5.6,3.9,1.5,1.4,1.7,0.3,0.3,0.5,0.5,1.6,2.0
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Cyprus,10.5,10.2,8.4,7.0,4.2,3.2,2.4,2.4,2.5,3.6,3.7,3.9
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Czechia,3.7,4.6,3.7,2.1,1.4,1.9,0.2,0.0,-0.1,-1.0,0.2,1.7
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Germany,2.9 p,4.5 p,1.5 p,1.1 p,-0.1 p,0.9 p,0.2 p,-0.6 p,0.8 p,-0.4 p,0.3 p,0.1 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Denmark,11.1,7.6,3.1,1.5,-2.0,2.2,1.6,2.6,5.4,2.3,5.0,3.2
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",5.6,5.9,4.6,3.1,2.1,2.0,0.5,-0.2,0.4,0.3,0.8,1.2
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Euro area - 19 countries  (2015-2022),5.6,5.9,4.6,3.1,2.1,2.0,0.5,-0.2,0.4,0.3,0.8,1.2
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Euro area – 20 countries (from 2023),5.6,5.9,4.6,3.1,2.1,2.0,0.5,-0.2,0.4,0.3,0.8,1.2
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Estonia,5.3,4.9,-0.5,0.5,-1.9,-5.3,-2.2,-2.4,-2.9,-3.5,-1.3,-1.7
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Greece,9.5,6.3 p,6.6 p,4.5 p,4.1 p,2.9 p,2.4 p,1.3 p,2.3 p,0.8 p,2.5 p,2.3 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Spain,6.8,7.5 p,7.7 p,6.7 p,5.1 p,4.8 p,2.5 p,2.0 p,2.5 p,3.3 p,4.1 p,3.8 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),European Union - 27 countries (from 2020),5.9,5.9,4.5,3.2,1.9,1.9,0.5,0.0,0.6,0.4,1.0,1.2
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Finland,2.9,3.2,2.0,0.5,-1.1,1.4,0.1,-1.8,-1.7,-2.4,-1.0,0.7
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),France,4.5,4.8,4.1,1.8,0.9,2.1,1.2,0.9,1.5,1.7,0.7,1.8
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Croatia,11.2,7.9,11.0,8.1,6.6,3.1 p,3.3 p,3.5 p,4.1 p,3.6 p,3.4 p,3.7 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Hungary,8.0,6.8,6.4,4.0,1.6,-0.7 p,-1.9 p,0.8 p,0.0 p,1.3 p,1.2 p,-1.3 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Ireland,15.7,9.0,9.1,9.7,11.3,-2.2,-1.2,-7.6,-10.7,-3.6,-5.4,4.0
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Italy,7.9,7.5,6.8,3.9,2.5,2.8,0.2,0.0,0.0,0.2,0.7,0.6
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Lithuania,6.8,5.7,2.6,1.9,0.3,-1.9,1.5,1.2,0.4,2.9,1.7,2.5
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Luxembourg,7.9,3.3,2.0,1.9,-2.6,-1.0,-1.4,-1.8,-1.4,-0.3 p,0.7 p,0.6 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Latvia,5.1,12.3,3.6,-3.8,-3.5,4.8,-0.1,3.7,1.8,0.7,-1.2,-2.2
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Montenegro,9.5,4.8,13.4,3.5,4.7,0.9,5.1,8.4,6.3,5.3 p,3.1 p,0.5 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),North Macedonia,2.6,2.4,4.2,2.6,2.4,1.8 p,2.7 p,2.5 p,2.3 p,2.0 e,2.6 e,2.6 e
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Malta,17.6,3.3,7.6,6.3,6.7,7.5,6.2,2.6,5.0,6.1,4.9,5.7
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Netherlands,8.1,7.7,6.4,4.3,4.5,1.9,-0.4,-0.7,-0.3,-0.6,0.9,1.7
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Norway,6.3,4.4,4.2,2.8,1.3,3.4,0.6,-2.0,0.7,-0.6,4.7,:
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Poland,9.1,9.4,5.8,6.2,1.3,-0.1,-0.2,1.3,3.2,1.2,4.1,0.5
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Portugal,7.5,9.4,8.0,6.4,4.1,3.1 e,2.9 e,2.0 e,2.6 e,1.3 e,1.3 e,1.7 e
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Romania,2.1,2.5,3.2,2.5,4.1,0.2 p,2.7 p,3.4 p,1.8 p,2.7 p,1.6 p,-2.1 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Serbia,7.6,4.2 p,4.0 p,0.9 p,1.3 p,3.1 p,4.1 p,6.0 p,5.9 p,5.0 e,4.3 e,2.8 e
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Sweden,6.7,3.0,1.9,2.8,-0.6,2.2,-0.9,-0.8,-0.7,-0.4,1.3,1.2
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Slovenia,9.1,4.3,4.2,1.5,0.9,2.5,3.1,2.4,2.1,2.3,0.7,1.2
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Slovakia,3.2,0.2,-0.4,0.7,-0.1,3.5,3.1,2.4,4.7,2.3,2.1,1.5
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Türkiye,11.2,9.2,8.6,4.4,3.5,4.0,3.3,5.5,3.9,5.1,1.3,2.1
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (NSA),Kosovo*,5.7,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Albania,4.1,4.9,4.3,5.1,5.2,4.8 p,5.1 p,4.8 p,4.6 p,4.1 p,3.9 p,3.7 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Austria,6.6,9.6,7.3,4.1,4.0,1.6,-0.8,-2.2,-2.6,-1.6,-1.7,-1.0
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Belgium,5.3,5.0,5.3,4.3,3.5,2.5 p,1.1 p,0.4 p,0.5 p,0.8 p,1.0 p,1.2 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Bulgaria,11.9,6.3,6.3,4.9,4.3,2.5,1.8,1.2,0.8,1.8 p,1.9 p,2.2 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Switzerland,5.8,5.4,3.9,1.8,1.5,1.7,0.5,0.4,0.5,0.7,1.5,1.8
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Cyprus,10.6,9.3,8.7,7.1,4.6,2.8,2.7,2.3,2.7,3.8,3.5,3.8
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Czechia,3.5,4.3,3.7,2.0,1.6,1.5,0.7,0.3,-0.1,-0.5,-0.1,0.9
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Germany,2.9 p,4.1 p,1.5 p,1.2 p,0.6 p,0.6 p,0.8 p,0.0 p,0.9 p,0.3 p,-0.1 p,-0.3 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Denmark,11.1,7.3,3.5,1.6,-2.4,2.1,1.8,2.8,5.2,2.4,4.1,3.4
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",5.7,5.7,4.6,3.2,2.4,1.7,0.9,0.2,0.5,0.6,0.6,1.0
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Euro area - 19 countries  (2015-2022),5.7,5.7,4.6,3.2,2.4,1.7,0.9,0.1,0.5,0.6,0.6,1.0
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Euro area – 20 countries (from 2023),5.7,5.8,4.6,3.2,2.5,1.7,0.9,0.2,0.5,0.6,0.6,1.0
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Estonia,5.7,4.5,-0.2,0.0,-2.0,-4.2,-2.3,-3.4,-2.6,-3.1,-1.5,-1.5
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Greece,9.4,6.4 p,6.6 p,4.5 p,3.9 p,3.2 p,2.3 p,1.4 p,2.1 p,1.1 p,2.4 p,2.3 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Spain,6.3,7.0 p,7.8 p,6.7 p,5.4 p,4.0 p,2.6 p,2.4 p,2.6 p,3.1 p,3.7 p,3.7 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),European Union - 27 countries (from 2020),5.9,5.7,4.5,3.2,2.2,1.6,0.8,0.3,0.7,0.7,0.8,0.9
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Finland,3.0,2.8,1.8,0.5,-0.8,0.6,0.2,-1.4,-1.5,-1.8,-1.6,0.3
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),France,4.9,4.7,3.9,1.8,1.3,1.5,1.8,1.4,1.7,1.8,1.1,1.4
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Croatia,11.0,8.0,10.7,8.4,6.4,3.3 p,3.1 p,3.6 p,3.9 p,3.8 p,3.4 p,3.7 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Hungary,8.5,7.8,5.1,3.9,1.6,-0.3 p,-2.3 p,0.8 p,0.1 p,1.4 p,1.0 p,-1.3 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Ireland,15.7,9.5,9.3,9.1,11.7,-1.8,-1.2,-7.5,-11.4,-3.3,-5.6,3.8
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Italy,8.5,7.4,6.9,4.2,2.8,2.6,0.5,0.1,0.2,0.2,0.5,0.3
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Lithuania,6.8,5.5,2.6,1.8,0.3,-1.5,1.6,0.9,0.7,2.7,1.5,2.4
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Luxembourg,8.2,3.1,1.9,1.9,-2.4,-1.2,-1.4,-1.8,-1.3,-0.4 p,0.6 p,0.6 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Latvia,7.5,7.2,5.5,-2.2,-1.2,0.7,1.5,2.7,1.8,0.2,-0.4,-1.3
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),North Macedonia,2.2,3.2,3.9,2.3,2.6,2.4 p,2.2 p,2.4 p,2.3 p,2.3 e,2.4 e,2.6 e
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Malta,16.6,4.3,7.7,6.4,6.0,7.8,6.1,3.1,4.7,6.0,4.8,5.8
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Netherlands,7.4,8.0,6.5,4.3,4.1,2.3,-0.6,-0.8,-0.4,-0.5,0.6,1.7
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Norway,5.1,3.5,4.6,2.6,1.8,2.8,1.2,-1.6,1.2,1.4,3.0,:
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Poland,8.7,8.9,6.6,5.8,1.3,0.2,-0.1,0.9,3.2,1.8,3.3,1.0
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Portugal,6.6,10.0,8.0,5.8,4.2,3.9 e,2.7 e,2.2 e,1.7 e,1.4 e,1.0 e,1.8 e
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Romania,1.9,2.4,2.9,2.8,4.3,0.7 p,2.2 p,3.7 p,1.9 p,2.5 p,1.2 p,-2.2 p
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Serbia,7.7,4.1,4.0,1.0,1.1,3.1,4.1,6.2,6.1,4.8,4.2,2.9
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Sweden,6.1,2.2,2.6,2.6,-0.3,1.4,-0.2,-0.4,0.0,0.0,0.7,0.6
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Slovenia,8.7,4.4,4.1,1.8,0.9,2.4,2.9,2.5,2.2,2.1,0.7,1.3
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Slovakia,2.8,0.2,-0.2,0.7,-0.3,3.3,3.2,2.7,4.5,2.3,2.2,1.7
Quarterly,"Value added, gross",Total - all NACE activities,Percentage change q/q-4 (SCA),Türkiye,10.8,8.6,8.1,4.1,3.4,2.5,4.7,4.7,4.8,6.5,1.7,1.7
