Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0
Annual,Milligrams per litre,Albania,2.77,2.56,3.37,15.0,5.82,2.7,7.76,10.84,14.12,10.73,9.74,7.41,9.54,9.39,9.25,9.1,8.95,6.07,9.3,6.06,7.73,7.27
Annual,Milligrams per litre,Austria,2.31,1.79,2.84,2.2,2.48,1.75,1.83,1.7,1.58,1.45,2.4,2.33,2.2,2.08,1.95,1.88,1.81,1.73,1.58,1.43,1.28,1.13
Annual,Milligrams per litre,Belgium,2.75,2.36,2.33,2.6,2.4,2.29,2.61,2.97,2.86,3.2,2.74,2.53,2.53,2.32,2.48,2.91,2.56,2.56,2.65,2.27,2.25,2.27
Annual,Milligrams per litre,Bulgaria,4.91,4.9,4.45,4.02,3.67,3.96,4.11,4.26,3.39,3.75,2.97,2.87,2.89,2.83,2.62,2.74,2.37,2.97,2.34,2.54,3.03,3.03
Annual,Milligrams per litre,Cyprus,2.13,2.33,2.54,2.75,2.06,1.78,2.37,3.29,4.42,2.75,2.7,3.94,2.97,1.9,4.52,2.0,2.38,3.5,2.29,1.23,1.2,2.41
Annual,Milligrams per litre,Czechia,3.62,3.46,3.65,4.71,3.92,3.47,3.04,3.25,2.97,2.62,2.52,2.69,2.7,2.69,2.68,2.75,2.64,2.73,2.69,2.46,2.54,2.6
Annual,Milligrams per litre,Estonia,1.58,1.64,1.61,1.61,1.57,1.58,1.81,1.63,1.68,1.7,1.56,1.74,1.47,1.63,1.73,1.73,1.81,1.75,1.53,1.56,1.6,1.64
Annual,Milligrams per litre,Spain,2.74,2.16,3.41,2.19,2.34,2.2,2.51,2.36,2.19,1.83,1.67,1.59,2.27,3.24,3.27,4.56,4.39,3.84,3.47,3.5,3.57,3.59
Annual,Milligrams per litre,European Union (aggregate changing according to the context),3.48,3.3,3.54,3.26,3.1,3.08,3.06,3.0,2.83,2.77,2.63,2.58,2.75,2.89,2.81,3.13,3.01,2.9,2.71,2.67,2.76,2.77
Annual,Milligrams per litre,Finland,2.49,2.56,2.96,2.9,2.36,3.02,2.22,1.98,2.13,1.88,2.07,2.6,2.66,1.98,1.52,1.91,2.06,2.2,1.72,1.37,1.72,1.57
Annual,Milligrams per litre,Croatia,2.88,2.88,2.88,2.88,2.46,2.04,1.94,1.68,1.82,1.66,1.87,1.83,1.92,2.21,2.06,1.92,1.68,1.81,1.78,1.61,1.75,1.89
Annual,Milligrams per litre,Ireland,1.61,1.44,1.24,1.33,1.41,1.31,1.33,1.34,1.08,1.24,1.35,1.49,1.47,1.39,1.14,1.16,1.03,1.07,1.09,1.14,1.22,1.11
Annual,Milligrams per litre,Italy,2.71,2.59,2.56,2.67,2.34,2.18,2.08,2.02,1.99,2.01,2.11,1.96,2.26,2.12,1.98,1.84,1.63,1.72,1.65,1.68,1.57,1.6
Annual,Milligrams per litre,Lithuania,2.76,2.91,2.67,2.82,2.55,2.82,2.9,2.43,2.51,2.57,2.6,2.23,2.16,2.21,2.23,2.05,2.12,2.17,2.4,2.26,2.13,1.98
Annual,Milligrams per litre,Latvia,1.8,1.74,1.91,2.04,1.78,1.52,1.44,1.47,1.46,1.44,1.53,1.47,1.32,1.22,1.16,1.18,1.27,1.38,1.48,1.39,2.29,2.19
Annual,Milligrams per litre,North Macedonia,3.65,7.42,6.36,5.43,5.35,5.53,5.71,5.89,7.46,5.14,2.82,3.49,3.77,3.54,3.4,2.89,2.85,3.36,3.42,3.27,3.26,3.7
Annual,Milligrams per litre,Poland,4.45,4.35,4.6,4.48,4.1,4.3,4.02,3.26,3.21,3.35,3.61,3.87,3.61,3.36,2.94,2.76,2.78,2.83,2.84,2.76,2.71,2.66
Annual,Milligrams per litre,Romania,5.29,5.29,4.76,5.03,4.97,5.06,4.78,5.21,5.12,5.03,4.74,4.35,4.59,4.19,4.08,3.97,3.99,3.6,3.5,3.42,3.43,3.48
Annual,Milligrams per litre,Serbia,2.84,2.65,2.82,3.0,2.59,2.58,2.84,2.67,2.63,2.32,2.38,2.33,2.17,2.0,2.02,2.08,2.35,2.32,2.17,2.17,2.1,2.1
Annual,Milligrams per litre,Sweden,7.84,5.0,5.6,6.29,5.95,8.02,3.97,4.14,5.95,6.81,5.43,5.34,5.53,5.68,5.83,5.98,6.02,6.06,6.11,6.11,6.11,6.11
Annual,Milligrams per litre,Slovenia,3.03,3.87,3.56,4.03,4.1,3.3,1.1,1.81,1.31,1.04,0.96,0.97,0.96,0.86,0.82,0.84,0.79,0.81,0.88,0.8,0.75,0.78
Annual,Milligrams per litre,Slovakia,3.05,3.42,3.91,3.49,2.97,2.65,2.29,2.45,2.43,2.3,2.61,2.58,2.73,2.55,2.66,2.75,2.39,2.17,2.13,2.1,2.06,1.89
