Time frequency,Unit of measure,Consolidated/Non consolidated,National accounts indicator (ESA 2010),Financial position,Sector,Geopolitical entity (reporting)\Time,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Debt securities,Liabilities,Non-financial corporations,Austria,4.4,3.8,6.4,6.4,7.5,8.2,7.2,6.6,8.0,8.9,8.6,7.5,7.9,7.6,9.9,10.3,11.1,12.2,12.8,12.8,12.4,12.7,11.3,10.5,9.7,12.6,11.1,7.9,7.5
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Debt securities,Liabilities,Non-financial corporations,Belgium,3.5,4.3,4.4,3.2,3.3,3.9,3.9,3.7,4.0,4.6,3.5,3.7,4.3,4.4,7.0 b,6.3,6.9,9.1,10.0,10.6,11.4,13.6,13.3,13.7,13.1,13.4,11.2,8.3,8.4 p
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Debt securities,Liabilities,Non-financial corporations,Bulgaria,0.3,1.3,0.0,0.0,0.1,0.8,0.8,1.5,0.8,0.9,1.1,2.6,2.1,1.9,1.5,1.7,1.9,1.7,3.8,3.4,2.6,4.0,3.4,2.7,2.8,2.6,2.4,1.9,1.7
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Debt securities,Liabilities,Non-financial corporations,Cyprus,0.4,0.4,0.4,0.4,0.6,1.0,0.9,0.5,0.6,0.3,0.7,0.2,0.1,0.1,0.1,0.1,0.8,0.2,0.7,0.7,0.0,0.0,0.0,0.1,0.4,0.4,0.4,0.3,0.2 p
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Debt securities,Liabilities,Non-financial corporations,Czechia,4.1,5.0,4.7,4.3,5.2,5.1,4.8,5.0,4.8,4.3,3.6,3.8,3.8,4.2,5.4,6.9,6.3,6.3,7.7,8.1,6.9,6.8,6.9,6.8,6.4,5.9,4.2,4.0,3.5
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Debt securities,Liabilities,Non-financial corporations,Germany,3.0,2.7,2.5,2.3,2.1,2.5,2.9,3.2,4.4,4.5,4.6,4.5,4.7,5.1,5.2,5.2,4.0,4.7,4.8,5.1,5.1,5.8,6.3,5.3,5.8,6.9,6.9 p,5.8 p,5.7 p
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Debt securities,Liabilities,Non-financial corporations,Denmark,6.6,7.5,8.0,7.5,7.1,7.0,7.4,7.5,7.6,8.3,7.3,7.7,7.2,6.3,8.6,8.5,8.9,10.0,9.5,9.5,10.0,9.8,9.6,7.6,7.6,7.8,6.7,5.7,7.8
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Debt securities,Liabilities,Non-financial corporations,Estonia,2.3,3.9,6.0,5.8,4.8,2.6,2.7,6.2,3.5,3.2,4.6,4.3,4.7,4.7,4.7,4.7,5.4,7.3,6.4,6.9,7.0,6.6,5.7,4.1,4.0,3.8,3.5,2.9,0.9
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Debt securities,Liabilities,Non-financial corporations,Greece,0.9,1.0,1.1,1.2,0.9,3.5,3.4,3.1,3.3,4.5,6.0,7.3,8.9,12.2,11.8,2.8,1.4,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.6,0.9,2.5,2.1 p,2.2 p
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Debt securities,Liabilities,Non-financial corporations,Spain,4.7,4.2,3.9,3.4,3.5,2.5,2.2,1.7,1.5,1.4,1.4,2.3,3.2,3.3,5.0,5.6,6.1,7.4,8.1,8.7,8.2,8.1,8.2,8.4,9.5,11.7,11.7,8.8 p,8.2 p
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Debt securities,Liabilities,Non-financial corporations,Finland,6.3,5.9,7.6,6.5,7.6,10.2,11.4,11.2,11.4,12.0,13.1,13.4,12.9,8.2,12.4,14.8,14.4,16.5,18.1,18.2,15.9,15.3,14.3,13.2,13.1,14.2,14.1,12.1,12.8
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Debt securities,Liabilities,Non-financial corporations,France,10.7,11.3,11.3,12.0,13.6,15.3,18.2,17.3,18.2,17.2,16.7,15.7,13.2,13.9,17.9,19.0,19.7,23.1,22.9,26.8,27.0,25.8,25.5,25.2,27.2,31.9,29.2,23.7 p,23.8 p
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Debt securities,Liabilities,Non-financial corporations,Croatia,0.1,0.0,0.1,0.1,0.4,0.4,0.9,1.8,2.3,2.2,2.0,2.4,3.0,2.8,3.3,2.9,3.0,5.7,5.2,4.2,4.6,4.6,3.4,3.3,3.8,3.9,3.8,2.7,2.5 p
