Time frequency,Unit of measure,Seasonal adjustment,Balance of payments item,Stock or flow,Geopolitical entity (partner),Geopolitical entity (reporting)\Time,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage of gross domestic product (GDP),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Net external debt,Net liabilities (liabilities minus assets),Extra-euro area - 20 countries (from 2023),Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,16.6,15.8,15.8,13.4,10.4,8.8,2.8,2.0,-2.4,0.0,-3.6
Annual,Percentage of gross domestic product (GDP),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Net external debt,Net liabilities (liabilities minus assets),Rest of the world,Austria,:,:,:,:,23.4,28.2,30.3,27.0,22.1,18.4,15.9,13.4,15.5,23.4,20.7,28.2,24.1,26.0,20.5,21.0,18.6,20.9,18.0,17.3,16.8,21.7,23.5,20.1,19.4
Annual,Percentage of gross domestic product (GDP),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Net external debt,Net liabilities (liabilities minus assets),Rest of the world,Belgium,:,:,:,:,:,:,:,:,:,:,-43.6,-49.3,-45.5,-77.1,-100.2,-110.1,-111.6,-91.8,-81.4,-70.3,-52.9,-28.1,-15.2,0.6,15.4,22.9,22.1,18.0,25.0
Annual,Percentage of gross domestic product (GDP),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Net external debt,Net liabilities (liabilities minus assets),Rest of the world,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,37.1,29.4,25.2,21.5,18.2,3.3,-7.8,-10.1,-16.0,-21.1,-27.0,-28.8,-30.5,-33.6
Annual,Percentage of gross domestic product (GDP),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Net external debt,Net liabilities (liabilities minus assets),Rest of the world,Cyprus,:,:,:,:,:,:,:,:,:,:,:,:,:,143.3,150.6,149.1,225.5,271.8,360.4,504.6,581.9,497.2,477.4,463.4,312.5,220.2,112.5,98.8,51.3
Annual,Percentage of gross domestic product (GDP),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Net external debt,Net liabilities (liabilities minus assets),Rest of the world,Czechia,:,:,:,:,:,:,:,:,:,-14.2,-16.3,-12.1,-7.4,-4.7,-2.4,-1.3,-0.2,-1.1,-5.0,-6.2,-9.6,-13.2,-11.3,-12.3,-12.6,-16.8,-16.3,-7.8,-8.3
Annual,Percentage of gross domestic product (GDP),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Net external debt,Net liabilities (liabilities minus assets),Rest of the world,Germany,:,:,:,:,16.8,24.7,23.1,26.8,22.8,18.8,17.0,8.2,3.8,5.8,1.0,3.3,6.6,2.6,-4.2,-6.7,-8.8,-10.7,-15.0,-14.0,-15.1,-12.9,-8.2,-6.7,-9.1
Annual,Percentage of gross domestic product (GDP),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Net external debt,Net liabilities (liabilities minus assets),Rest of the world,Denmark,:,:,:,:,:,:,:,:,:,:,20.8,31.8,32.2,29.6,28.5,21.9,14.3,10.9,8.2,0.2,3.2,-3.0,-4.8,-4.4,-13.3,-10.0,-12.7,-19.5,-20.3
Annual,Percentage of gross domestic product (GDP),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Net external debt,Net liabilities (liabilities minus assets),Rest of the world,Estonia,:,:,:,:,24.9,24.1,19.8,22.1,25.5,30.8,32.7,42.8,48.0,53.9,52.0,34.6,5.7,-1.1,-4.8,-10.3,-9.7,-9.4,-13.2,-15.5,-19.9,-26.0,-44.5,-32.2,-33.5
