Time frequency,Maturity,Geopolitical entity (reporting)\Time,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Maturity: 10 years,Japan,:,5.2401,7.0352,6.3388,5.2119,4.2726,4.2966,3.3674,3.0376,2.3204,1.506,1.766,1.7672,1.3489,1.2767,0.9964,1.5039,1.3959,1.7533,1.6867,1.4958,1.3554,1.1833,1.1237,0.8568,0.7166,0.5531,0.3642,-0.0468,0.055,0.0735,-0.0966,0.006,0.0621,0.2279,0.5595,0.8995
Annual,Maturity: 10 years,Türkiye,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,16.19,16.81,18.93,12.94,9.62,9.28,8.47,7.77,9.18,9.3,10.19,11.1,15.88,15.76,12.75,17.61,18.36,17.92,28.12
Annual,Maturity: 10 years,United States,8.845,8.503,8.5613,7.8446,6.9932,5.8468,7.0724,6.5718,6.4296,6.3391,5.2523,5.6419,6.0298,5.005,4.5939,4.0028,4.2598,4.285,4.792,4.6319,3.6504,3.2498,3.1975,2.7636,1.7878,2.3355,2.5302,2.1316,1.8329,2.3266,2.9121,2.1393,0.8828,1.4377,2.9399,3.9582,4.2081
